Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33
ADCYAP1R1	Not-coupled	Not-coupled	-	-	VIP and PACAP receptors	classB	0.29282699881499374	0.050123307564840354	-0.12537407821242788	-0.0965014784382625	0.06598143959671131	-0.17891864625855028	-0.3098248601396217	0.202912145422915	-0.17242674965255422	0.43227192792721225	0.005343910077049374	0.23576814743120839	-0.3548379518526262	0.2777249413084255	0.1890095418368084	0.6191080536556	0.19446567485176716	0.03856981226552882	0.13578078467420396	0.11085386403539502	-0.22500757216890874	0.3057039170618537	-0.05538687079177469	-0.201125901153055	0.24613337891714565	-0.04653995843333035	0.12589518218430576	0.10278553209329443	-0.0076349107424173385	0.048426803540967456	-0.19967777651032823	0.14278418520042058	0.17686708838163306
ADORA1	Coupled	Coupled	Coupled	-	Adenosine receptors	classA	0.36077737985421293	0.11761731060142128	0.0316900815256018	-0.3194128581386285	0.22339306047754104	-0.20519314325354213	0.07781855005058072	-0.05800688137932291	-0.08551432604459983	0.1521209836880149	0.23090695049267235	0.0959985027622634	-0.37501218835720224	0.26961178906148325	0.34341815491695427	0.3518242202801562	0.2595963239072695	0.03801934180735257	-0.05003908986322406	0.10517913731855659	0.0003719139822811704	0.16161376961614032	-0.1573562182598269	-0.22402885888958116	0.020608278908201647	0.1649238049970402	0.17116057958182188	0.09934639473188564	0.11382647280248395	0.30678276706931196	0.03167920844891687	0.06451755347253833	0.022941351543609205
ADORA2A	Not-coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	0.27379275384557933	0.02188325023337371	0.07622384560692581	-0.10430846825291527	0.028950236900442343	-0.15352421315526232	0.06599657371578496	-0.027681639160439923	-0.25593432200756006	0.1873668862914966	0.15868561459918729	0.026831431474024475	-0.3997606723121915	0.5365042551307253	0.11119922105822139	0.244181112098336	0.22728765078254468	0.01149715177421535	0.05292634509328612	0.11506646049321892	-0.27570451540608326	0.046887697448168154	0.006684047474847761	-0.17515023483066114	0.16712776690710524	0.15673658678735947	0.004287448961478954	0.3275942820751079	0.17304731123563658	0.1714217390616972	-0.036928702256367234	0.20529801174078924	0.09231517007154598
ADORA2B	Not-coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	0.12389998901042709	-0.2408064427222656	0.2843653104741882	0.007466075218071386	-0.013997522833750947	-0.23707749093763508	-0.14108291711696766	0.08342978203999563	-0.08520806860979091	0.38166927902296716	0.12103330333159676	0.33053331088606924	-0.3995969230015409	0.2999220065019404	0.11594063990925131	0.4635172426840784	-0.1501401156155855	-0.0002528088539413607	-0.02498438584000154	0.1804583035966393	-0.20008139665994823	0.17305039280042733	0.037841098068838175	-0.14542716897635707	0.2716570939631437	-0.027068237017248316	-0.08856738391030862	0.018167453194995752	-0.0025959835726133786	-0.032956932973105646	-0.01956527293428662	0.02253709169165701	0.12314714789741008
ADORA3	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	0.3616263720248151	-0.13740663851499396	0.130134423341937	-0.16667955611700302	0.296493308028416	0.2210315035147784	0.05503972615146801	-0.14174258127111852	0.09381179813052232	-0.028374766092207467	-0.08410430928397927	-0.4810919119021319	-0.1742460326121626	-0.02609247820315335	-0.08037514119634637	-0.1342563054118571	-0.023792044937784824	0.2464422177624329	-0.17914178325065463	0.18385576752612426	-0.04589690555255894	-0.003981699301906651	-0.21216123760868738	-0.05992792834459039	-0.13204024622377383	0.10852912117287042	0.04357868634320148	-0.04643613580864793	0.062347836939151885	0.11524997004275361	-0.05329638109732168	0.04541102011586231	-0.13197770594978275
ADRA1A	Not-coupled	Not-coupled	Not-coupled	-	Adrenoceptors	classA	0.2610165224454753	-0.07539946134235985	0.021710402524750965	0.08156030953596338	0.20583034492664917	0.06775372485354807	0.04299447843853755	-0.22807567802435028	0.12929553644810826	-0.0939434211499993	-0.04855136818515698	-0.271372466047059	0.02752112657297132	-0.24146745940883263	0.02400621665210504	-0.2136799503285468	0.1027244631042423	0.4543139477717127	-0.39011245895168084	0.11831969286954591	-0.0668374744315696	0.03806822463191334	-0.09859407646169244	-0.3125702607486094	0.017187974471081505	0.08401099734015993	-0.054635003062267234	0.10896835143965185	0.04711686328246706	-0.02968990863220521	-0.006790026297601243	0.044415819362507346	-0.05097334147592058
ADRA1B	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	0.283440030211433	0.12350608089092088	-0.18969839425107654	-0.026401305734395843	0.11484343174003216	-0.09199936232921842	0.0756899128835617	-0.29057194837052946	-0.1258692543964001	-0.16247504174439437	0.040642926721796056	-0.011355030077484566	0.19759822456006026	-0.24811786543279957	-0.05707354599261082	-0.32610232994199784	-0.04121796546528541	0.3580139273759403	-0.4299978239469221	0.3434639583959773	0.09078269120470527	0.1395170694767985	-0.02490191583744821	-0.37606901101997914	0.120068213468274	0.15981988933100955	-0.023327638346672154	0.14372083255689022	-0.12421094340829916	0.11652317856688618	0.02018853311847958	0.10316772384640951	-0.10500642967947586
ADRA1D	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	0.5429385762519066	0.18923331306553598	-0.41658948102892285	-0.32593360377881964	-0.2280574960188085	-0.2670057165223463	-0.011149791968074967	-0.32980446606112157	-0.20632327127660546	-0.3452377170981146	0.12267268518713424	0.018217346868459636	0.054502849756734105	-0.028518874925268334	-0.17661912215948938	0.13992738434863078	-0.1001978884491909	0.5024799948275783	0.19239175551508467	-0.1257823554739424	0.06185479203700986	-0.0032860090125280544	-0.020680808147279024	0.37401567099515753	-0.276805184326416	-0.21846451691616242	0.15517133191906385	-0.051371907966027426	0.01898147221278572	-0.3579368168232928	-0.13276199609840547	0.03738453439773197	-0.043078477046681204
ADRA2A	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	0.45137526525466376	0.16574854148417753	-0.1285827780768441	-0.47655432826123506	0.07963299485768952	0.01882389777954885	-0.09616635862839187	-0.3508422618431568	0.06066123111983581	-0.24782354137026008	0.010508603352190862	0.1345538711011846	0.1558663243212299	0.16482224875130067	-0.0813502645138292	0.2660806049849389	-0.01019733070998112	0.4864469818297305	0.19411459184001348	-0.14197476499058218	-0.01769864630599378	-0.10312215150630345	0.02668870288080017	0.4786345718497907	-0.2983459765219846	-0.2824079797657482	0.0585685252921547	-0.08685915054689707	0.160418239915062	0.03785966538708647	-0.09756054683833329	-0.09510626074858182	0.09819884196083593
ADRA2B	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	0.5484535483961203	0.21561407555701975	-0.4828035633552754	-0.0249658204936214	-0.18757747900831293	-0.326725612112746	0.27928294109849544	-0.2608523981577916	-0.4678480130997165	-0.421146408663975	0.1930313671651973	0.25618970211315495	0.10301006456997762	-0.1546863395769301	-0.33416341183865034	0.13141670945276016	-0.22234707473246038	0.4131050890804936	0.22319159543626113	-0.0661581667848788	-0.0695001124493564	-0.007861769185535007	0.14613702199651776	0.08576679912356767	-0.0957683177161135	0.07811363624029173	0.07751115762966927	-0.015013437786970679	-0.0750886828698473	-0.24165757719901593	-0.12492609736854106	-0.10241615882718963	-0.12776196202101606
