Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36
ADCYAP1R1	Not-coupled	-	-	-	VIP and PACAP receptors	classB	0.20972238957516567	0.19465778886228036	0.3424131760989764	0.17600608038812096	-0.015590278137999588	0.10875906589875386	-0.1718605152016771	0.10717220920519822	-0.22010047994181156	-0.08624410156145615	0.14190998110671504	-0.41606632088851736	0.16110472906838436	-0.17332334830756252	0.2558201556570913	-0.19841383347986755	0.029783577107167912	0.0026329939026040606	0.15129401338857773	0.023844573100191457	0.16897778682245396	-0.22755465396873278	0.05262701831087881	0.2541262351744262	-0.11533159155867172	0.2732869186174999	-0.0799066651341588	-0.2992812376870585	0.012659988115214111	-0.13052795592300925	0.10000187573154756	0.3141406221402526	0.08753947393100137	0.1902224499213341	-0.21835346576440753	-0.02704978366973467
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	0.040388087044644624	0.18566207181369732	0.22699273164873057	0.23811672682080912	-0.4128888233978969	0.10909178229717371	-0.38507546373320944	0.05892628381777846	-0.2248682773254215	-0.18323968482365238	0.2512513436562895	-0.23208662094177265	0.05030789781534877	-6.450127126016361e-05	0.20633060942482295	-0.19739301844953697	-0.442861221383324	0.11344286008621057	0.17435506725041836	-0.22451577150992724	0.029898345080273194	-0.04620645284839661	0.03705607232578	-0.04337157253997684	-0.012970160326840273	0.15593170433775813	-0.017769433263005854	-0.10545381921962055	0.3992938735150315	-0.10144447435308217	0.10370630212141557	0.30404176805801425	0.16816062284219482	0.3493021191655786	-0.25565669206623026	0.012024709281422068
ADORA2A	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	0.18703466217978282	0.14915886020425484	-0.010595443423540024	-0.061825805272111393	-0.09691541788213606	0.19637884722339025	-0.1716599831659784	0.11892373881149278	-0.07322379589569354	0.03656796691142707	0.23235301577429535	-0.1997671959664103	0.08388184691260225	-0.11580679526418519	0.3108084450526008	-0.2440258584014604	-0.18833820323031025	0.02791923762657246	0.23976871243887055	-0.22960147659390667	0.1260568525192465	-0.06812158835488925	0.07597589683147221	0.2898904221798899	-0.04799222650394119	0.3972978227470758	0.019086667638195543	-0.20602364259810038	0.14238753064509369	-0.17094480051151256	0.011863157172838798	0.2206785165864774	0.11030005456449521	0.0762839897698971	-0.16385591814837802	-0.09419495634196554
ADORA2B	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	0.24365540974599628	0.27561633129254376	0.23260310579644905	0.33853776123319945	-0.03880526383844844	0.013345598200275016	-0.27071367400022084	0.08219697011211795	-0.04800936101963686	-0.10533320877118595	-0.17049405076546736	-0.38381234926620866	0.3225605517755129	-0.18508909699239268	0.3909109202320746	-0.11707414023367074	0.10598089984383484	-0.07907146647421265	0.1420238530431466	-0.07386704842400704	0.37828929592891886	-0.014132051593167569	0.04483192477024425	0.12867940926231436	-0.06110215353380535	0.36579734145462023	0.02955810626040331	-0.1966270021307996	-0.05786061134099466	-0.14549500518092157	0.05973050695463363	0.3492291937784286	0.1222172977002158	-0.07966386922838531	-0.05985744565558793	-0.18677440259087683
ADORA3	Coupled	-	Coupled	-	Adenosine receptors	classA	-0.06937418661920618	-0.03921777887024144	-0.348354973598892	0.017427543489117923	-0.3745928194284449	-0.1652779650331841	0.39784582007651453	0.16402973267513365	0.19811731639020785	-0.30406944281479203	-0.08170924095955018	0.312692793183084	0.057332128253776864	-0.19107424303371298	0.31008012721524125	-0.0688641036140242	-0.18645351272120314	-0.035223890394932726	-0.11411298455733698	0.22667672670279354	0.047242639925957224	-0.22302574028432617	-0.32921884380103705	0.17058557064539967	0.09370953181862919	-0.08847645509519435	0.05762488029827177	0.03416024025812906	0.21026582512927036	0.06729185628118388	0.1805307269642873	0.16473667359311592	-0.03970523574060577	-0.11023987778585732	0.1035204150027364	-0.11741363037998197
ADRA1A	Not-coupled	-	Not-coupled	-	Adrenoceptors	classA	-0.14237608062672164	-0.11412176710181135	-0.07561961510831132	0.05317655688265179	-0.2865724510531182	-0.1708080738659551	0.42450767051870164	-0.04095081411308571	-0.014149750108531603	-0.39476012176908265	0.11256066905996404	0.19454235108074863	0.08801149054378739	-0.07121275499306338	0.44557862995827086	-0.010522185784427903	-0.33096636427868115	0.17745611125634933	-0.02341575913615501	0.06277657789408916	0.046586474928225784	0.026159134380028395	-0.38587711272444125	0.261493224532627	-0.05191384189633545	-0.20168798799749785	0.08652482068253389	0.13047479274748694	0.24406399973332837	0.09747351884993084	0.06141657860205075	-0.006815597461218172	0.07290636731791621	-0.06419876663973251	0.039333742081115966	0.010340831532694035
ADRA1B	Not-coupled	-	-	-	Adrenoceptors	classA	-0.13893190577527434	-0.1589704517829859	0.03668076547772041	0.007616051013403985	-0.019996234202703234	0.06337452195257734	0.40699223906924226	-0.043232848690875014	0.1911246704551967	-0.4778462214031112	-0.030679780022904595	0.09765360632779638	0.24778371396018486	-0.1549422160936319	0.38377344873491764	-0.2274674246000703	-0.2846095872819347	0.3275333884863576	0.19978035876461867	0.23116291769704686	0.11773488577340352	-0.35530316505885934	-0.40579472354910406	0.04752163742878835	-0.1297308368443122	-0.08490517101638871	0.27792941678487776	0.31621226812813485	0.37492577433288243	-0.030839087343634428	-0.023389615275343705	-0.10053313058030386	-0.25399521447132484	-0.11462533961865407	0.138779590645666	-0.05685457453817869
ADRA1D	Not-coupled	-	-	-	Adrenoceptors	classA	-0.23080058092336772	-0.2634125591136685	0.05244943441061698	0.29641685278622226	0.17967853497562372	-0.2714390811009174	-0.16919029278644673	-0.11085838712385372	0.049906117210255306	-0.26290719734650436	0.324426726220699	0.027130010240996077	0.04529538884532563	0.31459961710226475	0.12763424203792004	-0.06906386220238825	0.054794764015479204	0.27696977741932693	-0.12683283679757837	-0.09076401035890512	0.04352718461905848	-0.08453668312916343	0.16453522105178744	-0.3674635332338566	-0.16932310821521446	0.11010441855654687	0.010749003671990021	-0.053594619798983396	-0.14399158891266767	-0.016706164585123657	0.14627486880916618	-0.20645625113794325	-0.2738235692085717	-0.3272294248713656	-0.46047373173759765	-0.06299231416245119
ADRA2A	Coupled	-	Coupled	-	Adrenoceptors	classA	-0.2039188872005415	-0.25901752279110246	0.16120592258268837	0.3317512534381386	-0.04741740981333694	-0.4230583390014568	-0.13994230437317115	0.10289511798311322	0.016999514362973606	-0.24573406922984195	0.32532027364310473	0.02089073949157866	0.029731845481668892	0.28202676714153607	-0.035856858936415284	-0.17869205266827218	0.11559044067835979	0.2379266250149398	-0.20599749125749262	-0.17817536777678222	0.13717979342618744	-0.17616571879973705	0.3741608576827302	-0.399580495991873	0.018849155791558755	0.07445270564524896	-0.012458929859173984	-0.22587595665054666	-0.32393701458863466	0.06155845240011053	0.17526266876412153	-0.02624786884776136	-0.17430823927224828	-0.18083347151039944	-0.37154736070375854	-0.11583963743085335
ADRA2B	Coupled	-	Coupled	-	Adrenoceptors	classA	-0.22843320023722527	-0.3725785907372887	0.1801136195129867	-0.034817374564597416	0.2812696554630592	-0.2878023539908925	0.09765958489617257	-0.16143936062693423	0.00422673264524456	-0.2586500498368735	0.18038596977908966	-0.11659955525596254	0.18279651088784482	0.23903547379125287	0.13602511045382684	-0.20230107392734833	0.019798659500231516	0.2873083052887283	0.1458116282370216	-0.37993866779711677	0.21808349170316282	-0.14745918621090573	0.021051468453041837	-0.15505666870639573	-0.024556699225922168	0.16497541661889614	0.20294292419999618	-0.00443804112853275	0.01653419031955917	-0.023210956769455088	0.0558091176231134	-0.39010453542869516	-0.3734734972092072	-0.2744205098876483	-0.1837707454194968	0.004319128452354758
