Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21
ADCYAP1R1	Coupled	Coupled	-	-	VIP and PACAP receptors	classB	-0.1899671988019196	-0.1889583302094692	-0.26236473166830354	-0.17802001040133006	0.11420764483530632	0.12457080435841754	0.06756812565734031	-0.32834404688524627	-0.3199935632578327	0.09154595227049471	0.03807701574438142	-0.2903165622895339	0.010086576677072029	-0.05923740378703443	-8.107421375828332e-05	-0.07945571204208747	0.2883125327489535	0.3553503120273501	-0.17334868076034624	0.2008831151150389	-0.08198052805661513
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	-0.2926864182784188	-0.05585177018249935	-0.302952204528969	0.011388851424432857	0.15277138714755115	0.3503782610265201	-0.04864983988442588	-0.0075253553161027265	-0.12930426063929085	0.5049786938464195	-0.04380400112647246	-0.318541659881977	0.0694075084127832	-0.02717267337685723	0.15585430643438228	-0.049291136282895845	0.15183568806858086	0.3297352911978583	-0.28112028410115275	0.013185358604387683	-0.10942519587312663
ADORA2A	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-0.15291308891355235	-0.22229990545298262	-0.3124767776796873	-0.0021607645106160303	0.15138663439960548	0.14918792802947475	0.11153298157181332	-0.27368797497042247	-0.4307610464834132	0.20383924569391507	-0.033370491774885526	-0.2048199027371406	0.1819760351331398	-0.13369872023637114	0.07733998052555092	0.006063081814453722	0.05723731630295274	0.31296087465446015	-0.07950051024156576	0.20008935880940773	-0.05845544263946611
ADORA2B	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-0.1771195918936311	-0.17827450559510802	-0.24076310847893634	-0.29544688677574155	0.07135223443837439	0.07970004672525743	0.07357014324751546	-0.31462942161574975	-0.37328176849698536	0.17545377671351892	0.07872110967245811	-0.1681876574940973	0.10343946862633503	-0.061701332608555	-0.10072600839787427	-0.011650310417847315	0.2016095894205754	0.3257181320164205	-0.000538771070408051	0.24661538761821383	-0.0015885077268021615
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.2967080059150962	-0.023990623123604143	0.126581787043277	0.37412597435628964	-0.131200550388312	0.2692302409927701	-0.26337710764048056	0.02554105471323487	-0.017439159308017604	0.2956284231655633	-0.09469800987128826	-0.03607660982381532	0.15186457467045425	-0.30487728684735615	0.00365116930716787	-0.00537300073688844	0.08650490983105193	-0.18631440324508577	0.22330735128302429	-0.1790924446788569	-0.012378265863610637
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	-0.32070370675249044	0.008462316002634617	-0.1643935294918391	0.19605973045607752	-0.044605622804590225	0.26898631120393	-0.09714827466047658	0.222425227508288	0.03437660843225949	0.29683416347120384	-0.050077945341405326	-0.0924629531810938	-0.024380657901795333	-0.23969333312992644	0.18111150326632758	-0.01998238398383924	0.08378710709655586	-0.0929397610429996	-0.03118202502286153	-0.2549531558674444	-0.020188561866942158
ADRA1B	Coupled	Coupled	-	-	Adrenoceptors	classA	-0.3477271454276413	0.0590417125677847	-0.11826829128962536	0.32354368959692975	-0.09625044031574088	0.08935513953096381	0.25163367144923166	0.3239440028519585	0.13925767584848164	0.2480594972240032	0.007684184440240867	-0.10725639778928037	0.05857007766067057	-0.07159523271037566	0.2602012923602258	0.24413129680583387	0.007216763899168859	0.12889563455281738	0.11836133596796791	-0.27855260007526234	0.03568919619004966
ADRA1D	Coupled	Coupled	-	-	Adrenoceptors	classA	-0.2908875616033818	-0.05634431194143821	-0.02789458455153609	-0.21911878666777748	-0.301994067343344	0.23834474876039152	0.24776828194045397	0.08058460882045694	0.1210489105746731	-0.18304128820875792	0.07290563358129629	-0.23335122410061007	0.10120913246259466	0.2988741822779334	0.06421475715662497	-0.13583250018321816	-0.10987493592501084	-0.10538963522663163	-0.38045400294218684	-0.34713224165403644	0.05292906627676319
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.2783205720746651	-0.07810575600334937	-0.08308524073894061	-0.23822567775238104	-0.37733605174662904	0.4652100004400767	0.05070368011814005	-0.023943638763819493	0.08947177606383624	-0.1580860198909767	0.007428521263071551	-0.32201349751651404	0.06695704592113406	0.2616908185292863	0.1262310270858112	-0.2137002517370358	-0.03310885961078896	-0.11194460655646925	-0.21556640730905702	-0.3258564976646055	0.0381184190500838
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.2455071321002156	-0.139206606412976	-0.2815729276929769	-0.13316027442881692	-0.4420922336797971	0.157463670622112	0.32577745389248375	0.06292049187810739	0.004966238507056559	-0.19644481918380363	0.0050624916119391995	-0.17327865199539513	-0.036479984650525696	0.35202367091365083	0.17557658094687706	0.08597081945513924	-0.11615814614494724	0.02860737204892232	-0.1100751232104801	-0.3194375416490526	0.08287586069274923
