Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39
ADCYAP1R1	-	-	-	-	VIP and PACAP receptors	classB	-0.23598581464552734	0.1494509400241928	-0.09873554186879685	-0.12724676258593265	0.049821290456729235	0.01739238530658147	0.22073762570397334	0.023932986947761237	0.056461621205194636	-0.22591991491951327	-0.07781638665819035	0.24028877291167608	-0.05468346105715743	-0.3510403652174653	0.024456833640725734	0.03177522690446689	0.002691891934876251	-0.02129273670127519	-0.2722796083143755	0.15731102686094275	-0.37741813750328057	-0.2798712027962508	-0.14395269378788475	0.1971821856975117	-0.2485841835946686	0.011032862993303163	-0.08275643122538064	-0.08180260048306028	-0.1396804606876783	0.16484584293462323	-0.09172130259862282	-0.2479325687469394	-0.16074810099675904	0.08847649972249544	-0.0723432864705228	0.09941474972192814	0.3666224272416141	-0.0015387197150001388	-0.00536969826891594
ADORA1	-	-	Coupled	-	Adenosine receptors	classA	0.00946946641641679	-0.185093571374063	0.15121098246706538	0.2731551789794205	0.12526696097371862	-0.33094608351068056	0.1596099821470814	-0.15091079000056862	-0.34870637625564543	-0.05629469352311276	-0.1696806947499962	0.38417843478444524	0.09145905117095843	-0.3626204237815032	0.03660834850999546	0.005328463626847985	-0.029103757934786048	0.032741858210335456	-0.41173846624556687	0.27174287560606303	-0.15564365801668126	-0.12418401546475254	0.0401008417484695	-0.17259234835357617	0.036935159582753084	-0.20139047074739236	-0.2820417242572771	-0.05879350326335807	-0.18602772100744655	0.06495719257509373	0.016634949511213595	-0.03611713766529587	0.11021422284290085	0.0063445376416791785	0.020423277857366945	0.1777978272234466	0.18553521937994635	0.02304893273534332	-0.023934202908265124
ADORA2A	-	-	Not-coupled	-	Adenosine receptors	classA	-0.22089258685313645	-0.04688953244282902	-0.025894386656672274	-0.15739482138266142	0.19529669242272799	-0.36036244706879844	0.05733397657206413	-0.07837714372074985	-0.06321138327492164	-0.14905956807644552	-0.16343050257477057	0.27516892446309105	-0.151562435769139	-0.24021405494166262	0.16297868223536452	0.3113195170486681	0.06610482526493727	0.13835245038529945	-0.030720936231888665	0.06464400252252461	-0.24623269986295984	-0.14045773058860286	0.12477206552159613	-0.06088708650356565	-0.0033082651496127544	-0.03773218741844417	-0.4067528533951905	0.04266048279534082	-0.1374275117618693	-0.20743549565280595	0.08024089649159072	0.05239002566007047	-0.03869949015512574	0.08675332676576486	0.123670307653995	0.4016403826495564	0.14608751079550902	0.033597984776705614	-0.015502942724018478
ADORA2B	-	-	Not-coupled	-	Adenosine receptors	classA	-0.37355560866942045	0.02551731521345813	-0.18704239385661753	-0.043108630751397044	0.2130789597550079	-0.054157710067197155	0.17955739543147978	-0.09959699861186865	0.11527575944807296	-0.26831096332761906	-0.31856106871028994	-0.05231201601504609	-0.2358915318973158	-0.3701557335113973	-0.15191177085994384	-0.05592419618997646	0.12868949319063597	-0.018421149530948	-0.1994722624590622	-0.0020682880931200314	-0.35013133378308964	-0.35800554654765676	0.057804856071101786	-0.02606675617001317	-0.19415868937924502	-0.03524294348323072	-0.24182972340463094	0.17211237438911287	0.04640709675374225	-0.10194835191013042	-0.07833361855902461	-0.374302621802428	-0.15630947056647126	-0.03941028243609817	0.0027308682431173917	-0.08907866725336941	0.16960753877769202	0.055636433024500456	-0.03961364851269483
ADORA3	-	-	Not-coupled	-	Adenosine receptors	classA	-0.13203136133681578	-0.0012523674472206994	0.23223708631667003	0.11118960194757138	-0.18958158908868125	-0.0017470270486577403	-0.08540486651804256	-0.41310511531023275	-0.11471023703737769	-0.06838828507906267	0.09929329547042189	-0.001779057304156247	0.13345157719785183	0.1460132049944147	-0.14524065199595684	-0.1274411958651039	0.1335881023027104	0.5967746614676007	-0.21414613895032672	-0.059891121225085026	-0.06122346636925514	-0.055872968246167984	-0.3271429043123695	-0.025784725260670598	0.11133361188126933	-0.3008668159691141	-0.14269663010882533	-0.06297946465241373	-0.1641908088288945	-0.06059861184060944	0.11171109216365455	0.05840557007216508	-0.23401913741443334	0.03063924704804289	0.19988399351729705	0.07193846330582218	-0.23768253429706074	-0.14867790793218252	0.06571353472583728
ADRA1A	-	-	Not-coupled	-	Adrenoceptors	classA	0.10678258714988027	-0.012295222860948868	0.36130187050698875	0.1453948317734232	-0.11565843943466901	0.15693851161109318	-0.1881335829423539	-0.33858342656130125	-0.319126945833799	-0.22975244181529414	-0.006409813751690661	0.10581086360918361	0.05627122588318482	0.0671734324663623	0.07646756772613152	-0.3761058322949095	-0.10453553149224389	0.34678374749439833	-0.4081716014627251	0.062320603359919825	0.055276241863949874	0.023509838019270188	-0.1458502497129728	-0.19453143466393125	0.04716782927398457	-0.24692189054195918	0.027160900365914783	-0.06620979092365709	0.1477853516134398	0.13420909012002746	-0.19707200030884345	-0.033304794187604986	-0.01615184836530069	0.08954584102026837	0.21118893815578754	0.0992717378447126	-0.21104126892383696	-0.2579385536064162	0.017900248815070383
ADRA1B	-	-	-	Not-coupled	Adrenoceptors	classA	0.252045552677361	0.1277385496861351	0.26181313052593	0.1532818490868452	-0.3649968386062682	0.5550800537152953	0.1715463932837606	-0.06748052262737571	-0.2641839404091417	0.13099233895927057	0.0034545688502356404	0.08204360634434989	-0.12308232833691164	0.15153385452892648	-0.2975282739413952	-0.30458924502150153	-0.051257569878937446	0.38663181217709164	-0.2577382455171175	-0.1586550179345113	0.2561263373220514	-0.24507780317730377	0.22809875737463062	-0.33780047111315925	-0.25019566291215956	-0.09210708330964403	0.0826868901844104	0.44217565012443294	-0.2998398266682409	-0.04512577496891246	-0.2745894406173107	0.012146852753713033	-0.26249283245996574	0.1022644018415345	0.2860010625982724	0.24347366991762787	-0.18345097269861121	-0.13665228853033248	-0.043742108598437704
ADRA1D	-	-	-	-	Adrenoceptors	classA	0.3033738329139736	-0.4925005825454083	0.5297007383955997	0.014135874759173486	0.27855078942085515	0.14058269612715169	-0.3088584886270244	0.0554532682293919	0.2413122600109535	-0.1699322156016302	-0.09723770669271503	0.19901834261582985	-0.041341944580150926	0.12508187674931034	-0.03747794229811116	0.09042504408907137	-0.4356990434265059	-0.07966366072858036	-0.015795810090905592	-0.04982305732687517	0.09372676903013435	-0.09778416829113952	-0.1825071334427813	0.2594491999155596	0.10463904729942734	-0.09366932309582039	0.4631604097902733	0.2645024466742182	0.1133340566442549	-0.3519066973084	-0.20626568218303903	-0.0843902248678929	0.19176486578049115	0.1046007821726315	-0.10158885429349421	-0.06723377049301019	0.16040027133805748	0.03274726079154874	0.011712862947108235
ADRA2A	-	-	Coupled	-	Adrenoceptors	classA	0.26327455877051675	-0.418305855765104	0.5313790328134549	0.19773261813149862	0.13491975279977458	-0.2783039652445709	0.06831493964710392	0.10390176011116349	0.28633572396119583	-0.48709958765084205	-0.29544541806410474	0.16827506695190164	-0.19748824121687258	0.1806937372373689	0.31623917747773805	0.0705302149406716	-0.3277436779074871	0.10747587631929201	0.08886707416095077	-0.3287736727526943	-0.12806715578460195	0.05288108369906698	-0.19156040471438196	0.18252060624341937	0.17669384957854045	-0.12998543807980384	0.4602375675818183	0.07689278959546325	-0.1469977174251706	-0.00564243487602618	-0.1176636950760184	0.05760740073293528	0.09237711552929836	-0.04346977549669706	-0.0006052317384111502	-0.15642820803843466	0.22587233156328818	0.11194322533403935	0.06292876738406349
ADRA2B	-	-	Coupled	-	Adrenoceptors	classA	0.27776857936541666	-0.20714694406290574	0.48417613749867155	-0.14173589047012444	-0.03132588235765667	0.0003920954234500324	-0.22073357642382702	0.0735983157896289	0.04748019079559188	-0.015995995142455876	-0.3448255867859896	0.17297320625008034	0.006597380650161235	0.051692498119856385	0.02967279758680334	0.31318360045914245	0.1670088904888404	-0.10008034422450952	-0.10192609889368341	-0.25890777450264046	0.0709051290667048	-0.10024548904784394	0.11024256713971244	-0.02031740138218361	-0.15619218373881916	0.25463654472810715	0.3851457883147107	0.5174704240530498	-0.1329245467261786	-0.2788179657311752	-0.4102288095277693	0.25086410750698196	0.04686575011637667	-0.1074670473644096	-0.06806800172646066	0.027878176144573875	-0.09341356213506953	-0.10045988187145799	-0.024028408264569426
