Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43
ADCYAP1R1	Coupled	Coupled	-	-	VIP and PACAP receptors	classB	-0.24235018654249482	-0.1174243982798412	0.16272764693872815	0.2687485331090674	-0.0852682653900813	0.029177642134841208	-0.19981625385248103	0.4644966083260289	-0.17832323412740267	0.030347515917185874	-0.056779182078397335	-0.08968540769521571	-0.1413633556107891	0.0036116268752031983	-0.15199085801760454	-0.13138912293196342	0.2047705787486825	0.004333261124662519	0.1513485027580729	0.394728559135276	-0.2482563084384781	0.030961743473017157	0.1247173963065416	-0.036703254835192566	0.10563382474803945	-0.09564197678755777	-0.2003043249828034	0.18588567394871808	-0.25773166529825337	0.11743462530093073	0.2588472360270382	0.14717449610301864	-0.11745892635940335	0.09070620359769856	0.04672072535593257	0.23835727993203742	0.20347433968308393	-0.0433853339908108	-0.12966701746308812	-0.13634695536439598	0.30820678730114076	-0.016882123905163214	-0.23083819107239983
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	0.027091512605478492	0.16563693483781494	0.09436792880121951	0.0820483730901501	0.4021431790990817	-0.05416893537983243	-0.04579304114735078	0.01913496210847593	-0.071338828009139	0.01888092051584051	-0.16543506142662914	0.04866289543124932	-0.19178934393100922	0.09187491329259359	-0.2593473564067962	-0.07733244379277472	0.03713157908733175	-0.26081291387199035	0.2714326877876364	0.4447860785694157	0.013161883781627347	-0.21086683286330843	-0.036467650977462254	-0.4165462764344163	-0.026953249138654385	-0.31706979065927926	-0.021528651761170213	-0.06391859278950288	-0.24078106686393444	0.13070324856230361	0.1331547268001122	0.13717057431075907	0.1523352247973352	0.21399726565564225	0.2840426092837521	0.11138127842697561	0.0574103156818102	0.09349052571688798	0.10126576259765313	-0.05589189511169196	0.10556742782367022	-0.19146263685629972	-0.16016168043974124
ADORA2A	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-0.23089487098766912	-0.205156853974127	0.04403238628313465	0.047617757667264664	0.04611760395873499	-0.1926402932608111	0.22888206284966478	0.21282022329889602	-0.16445548449513037	0.028343669579985745	-0.03780052743882726	0.036584989902754154	-0.14347530930118887	0.1611354402635993	-0.3150619788981196	-0.10775784874125985	0.011681157976843859	-0.022630718541195742	0.21306637781331178	0.25425016847759113	-0.23772055508391401	-0.3012090938211796	0.11950164213732535	-0.11836582364643233	-0.19656340840518838	-0.11626153618645113	-0.051832456941875174	-0.050840666701825896	-0.2540466035437691	0.15270661825602813	0.17326642055427344	0.16454870094356155	-0.04192176185059415	-0.08961340608602704	0.1151912849495671	0.20099250915019326	0.16073452795047305	0.41269063008890533	0.17843333566933475	-0.10604121393650547	0.020970869253079092	-0.1758246055150252	-0.04961234819905497
ADORA2B	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-0.3817609915224746	-0.2138170467895502	0.14141626200639038	0.11499759448307004	0.2611539981650389	0.23603910826857066	-0.1380986691092522	0.25795468338180666	0.18650406508416947	0.07424098003076778	0.08520771187726107	-0.018910292210488892	-0.11648334646301377	0.17227594812716657	-0.059577328147529675	-0.054472603821262934	0.2012519342059621	0.039185323592001685	0.19965132284385445	0.11256645115257023	-0.3949821396305865	0.0255477325308412	0.15752601703670854	-0.021213266404693894	-0.06102973286271766	0.005020493712398178	-0.07467728469086343	-0.057479359457432586	-0.36496751496652063	0.14866182422060073	-0.11489625770501695	0.2478658853131185	-0.016889123738385775	0.06599588414623273	0.2047297440345531	0.12880897206872177	0.3491389797423182	-0.03762975731382928	0.055281816769936015	-0.12312767325486088	0.3679237151974723	-0.02319129075225374	-0.28126705261689755
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.10328425723061926	0.33603777056336254	0.05273338751493783	0.2477375730077364	-0.11392529702122242	-0.06432841508216974	0.19661903246162094	0.19134620218656906	0.001964882140722511	0.04121660563792742	-0.24013988670174935	-0.33665554372157286	-0.0819875404060813	-0.11204818807698703	-0.09577181596769457	0.3358783882129202	-0.0978751073132234	-0.02676786772688932	0.19213942526210892	-0.29293210149182236	-0.11697312249988494	-0.14724194138353133	-0.41845154878564594	-0.18946456338124273	-0.010697841093228048	-0.3774332849116993	-0.39876103913275884	0.029388102836647553	-0.12051910807248377	0.04710414718607831	-0.20827404004292152	-0.010708551918552238	0.04250513796944577	-0.09610906273823656	-0.048000461570191263	0.05471584504844183	-0.1145195019187261	-0.27160468125407694	0.1569433315844675	0.022582438490529988	-0.2108199487326247	0.07037319943961907	-0.017525396335626175
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	0.13899754580424553	0.4469175843824754	0.0031913236244394097	0.029402151885010924	-0.09233487671919431	-0.15443059843597795	0.21474712029148646	0.33613228345942003	0.3855517185738909	-0.05683004757551734	0.1940048120026292	-0.28670261681218556	-0.30490010169857246	-0.14063982215930954	-0.15431155851123748	0.15518085623203798	-0.16493706201644343	-0.20842370073395966	-0.061568179877590404	0.11172889807320743	0.12045105243228026	0.20936751215564156	-0.4190777060327032	-0.27988211076171804	0.07608273947474677	-0.40760218851883645	-0.2774077903864218	0.022655270280294397	0.11789800102287715	0.12554487032713657	-0.130533926202258	-0.06993709117869519	0.05900514740677868	-0.16860055808611904	0.04428053651313064	-0.04637652173072998	0.004633751821031049	-0.14367874718553872	-0.006239413814156844	-0.008716293416140613	-0.14743211054489808	0.02146798510955346	0.029815168951185623
ADRA1B	Coupled	Coupled	-	-	Adrenoceptors	classA	0.2833594075257965	0.5173730202751204	-0.06827309137996494	-0.32571515280535224	-0.3282364407222615	-0.1516065333659255	0.20894629653575622	0.17990966621071958	-0.06887401791290478	0.12755465068560784	0.04841303271325772	-0.03464022068985525	-0.24982547345104625	-0.2271324526186587	-0.0218383749912862	0.14093769660069916	-0.0842717664903141	-0.12945901665323736	-0.34078595219810287	-0.30949299322104856	0.22021822003785438	0.3086537745969405	-0.2055832431042551	-0.010719848646795692	-0.1175677486210734	-0.15135690851109015	-0.45583254411196117	0.02187315832615725	-0.03660969354369311	0.22967750173537868	0.01986198890011216	0.23370841152281785	-0.10865851951706083	-0.23472188681759737	0.5349415305205044	0.15266271704531875	0.3210262098834616	-0.42945604415956085	-0.028545954940574953	-0.20818316549527321	-0.1252949807200404	-0.2120150242071118	0.14837979840749022
ADRA1D	Coupled	Coupled	-	-	Adrenoceptors	classA	0.34469942997793296	0.36099390339380344	0.017713456344851546	0.2060530888146117	0.19646052761121305	0.07668955343607188	-0.13843606918864798	0.0957092018061803	0.006473239223139731	-0.42974504710326655	0.08804172693247085	-0.17703345974736448	-0.2552360040620802	0.4161801644267076	-0.4182416166072429	-0.16316147274817994	-0.4397424137594554	0.18603028331579766	-0.05217260393272396	0.19500133470766542	0.061097217649389995	0.12094132624371741	0.19162366368327863	0.17835146971604127	-0.2964472916718612	0.2885185761996057	-0.19111679203340243	0.023235549662744485	0.43627249886660546	0.11994495374673894	0.08098589774301292	0.07048104224567305	-0.03084836417740574	0.21980501468206873	-0.15226951847478723	0.011453038238706803	0.1954314242445248	-0.27701646510818456	0.010853571448046937	0.319958478559267	-0.025862504552676167	-0.1685901025615723	-0.0093759904476477
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.2890526014023819	0.399893717183484	-0.07685485892263472	0.23652576593096675	0.22826997791624606	0.08212455901159213	-0.06161188943924283	-0.11695444673441045	-0.14213415617012828	-0.2829837308651085	-0.0962479802157622	-0.46850805019586284	-0.16489679983944003	0.21943064843203886	-0.15628245224735562	-0.27825964201007625	-0.2946933797250418	0.20647184459979945	0.1627851113529784	0.07044637536552058	-0.2381555432977748	-0.1544622873349505	0.14849391111350368	0.1630296661635917	-0.17911395586820641	0.12842844067497095	-0.08174767949417894	0.10102876280428981	0.5297059392535537	0.24007262800826829	0.06071712253485615	0.1293092819722154	-0.08250871684191036	0.13064917344978214	0.11729382380788077	-0.1303409841098103	-0.043336919099615415	0.03128678670802306	-0.047724550350476826	0.40126425799511284	0.30550251805459333	-0.05051547446715028	0.12224756194915193
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.28822044990090884	0.28280516024986263	-0.4106484152252086	-0.21301255006045203	0.18371073854171205	0.05663463210955959	0.038593375060475554	-0.0583914170036516	0.08583556432769607	-0.44592675610917104	-0.025679097536922546	0.1453268222687551	-0.2503579088639218	0.10716824158140845	-0.29990287111665864	-0.12330825928215798	-0.06805118354205694	-0.050102548439047774	0.12357290623444775	-0.14723958117880462	0.08694331753719656	-0.06237851724615212	0.08939475226504055	0.5251895166664378	0.10187903944624147	0.290347989279481	-0.23883137424052353	-0.11463534424814902	0.14945753138919377	0.1071367665114295	-0.15417210747910062	0.12970011757438588	0.01624239051852564	0.037382841041850946	0.22831686878081894	0.2140097704903677	0.13242352237262872	-0.0210517817504988	0.013691834157738845	0.029427882419612757	-0.03222746144055075	-0.39595153120241505	0.19301750638973167
