Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Coupled	-	-	-	Adhesion Class GPCRs	classB	63.35877227783203	4.187406063079834
LGR6	-	-	-	-	NA	classA	13.092232704162598	15.978671073913574
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	46.44180679321289	11.515327453613281
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	30.9813175201416	22.6640625
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	13.965696334838867	16.204063415527344
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	42.13665771484375	15.941707611083984
GPRC6A	Coupled	-	-	-	Calcium-sensing receptors	classC	40.371917724609375	15.06112289428711
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	21.671903610229492	26.54097557067871
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	18.895986557006836	28.653345108032227
ADGRF1	-	-	-	-	NA	classB	48.654151916503906	10.12542724609375
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	23.052034378051758	26.229808807373047
LGR5	-	-	-	-	NA	classA	8.77426815032959	15.521303176879883
ADGRE1	-	-	-	-	NA	classB	7.359789848327637	30.46289825439453
GRM3	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	21.776615142822266	24.55309295654297
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	21.274662017822266	26.58838653564453
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	45.68735122680664	12.947178840637207
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	18.698266983032227	25.32120704650879
TAS1R3	-	-	-	-	NA	classC	37.92266082763672	17.45500373840332
TAS1R1	-	-	-	-	NA	classC	26.687414169311523	22.435029983520508
TAS1R2	-	-	-	-	NA	classC	31.586729049682617	18.94283103942871
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	6.743949890136719	32.003292083740234
ADGRE2	Coupled	-	-	-	Adhesion Class GPCRs	classB	3.732633590698242	32.01759338378906
GPR156	-	-	-	-	NA	classC	90.79689025878906	-11.47510051727295
ADGRG7	-	-	-	-	NA	classB	43.433109283447266	12.701807975769043
SMO	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	59.389320373535156	6.908426284790039
TSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	22.420927047729492	6.9728522300720215
RXFP1	Not-coupled	-	-	-	Relaxin family peptide receptors	classA	3.896116018295288	15.502921104431152
RXFP2	Not-coupled	-	-	-	Relaxin family peptide receptors	classA	3.0757815837860107	14.512906074523926
GPR149	-	-	-	-	NA	classA	87.61412811279297	-21.13027572631836
ADGRF2	-	-	-	-	NA	classB	63.54359817504883	3.206752300262451
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	49.06919860839844	10.155695915222168
LHCGR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	13.374154090881348	9.362930297851562
ADGRF4	-	-	-	-	NA	classB	48.440731048583984	9.103300094604492
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	9.943485260009766	9.8531494140625
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	28.291608810424805	17.200510025024414
ADGRG1	Coupled	-	-	-	Adhesion Class GPCRs	classB	59.35464096069336	1.9581423997879028
ADGRL4	-	-	-	-	NA	classB	25.04092788696289	22.776155471801758
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	37.73221206665039	13.578838348388672
ADGRE3	-	-	-	-	NA	classB	12.241329193115234	27.040666580200195
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	32.69990158081055	14.15822696685791
GPR50	-	-	-	-	NA	classA	13.7855863571167	3.7085208892822266
GPR37	Not-coupled	-	-	-	Class A Orphans	classA	40.88469696044922	-12.744744300842285
GPR153	-	-	-	-	NA	classA	71.27139282226562	-17.492210388183594
GPR107	-	-	-	-	NA	Other	61.39500045776367	1.9774322509765625
PTH1R	Coupled	Not-coupled	Coupled	-	Parathyroid hormone receptors	classB	29.894742965698242	12.943768501281738
FZD9	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	29.828227996826172	14.155525207519531
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	24.42217445373535	4.618590354919434
GPR162	-	-	-	-	NA	classA	70.6892318725586	-16.99945068359375
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	20.848438262939453	17.499753952026367
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	28.077516555786133	15.258550643920898
FZD7	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	23.06358528137207	17.8780460357666
ADRA1D	Coupled	Coupled	-	-	Adrenoceptors	classA	21.668622970581055	3.1741690635681152
FZD2	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	22.47162437438965	18.16353416442871
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	56.240604400634766	10.99749755859375
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	28.770071029663086	10.160334587097168
PTH2R	-	Coupled	-	-	NA	classB	25.881362915039062	13.88744068145752
ADGRG3	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	33.40772247314453	12.770678520202637
GPR75	Coupled	-	-	-	Class A Orphans	classA	44.605499267578125	-18.426973342895508
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	20.389307022094727	17.40508460998535
CHRM5	Coupled	Coupled	-	-	Acetylcholine receptors (muscarinic)	classA	19.93305778503418	4.195151329040527
GPR161	-	-	-	-	NA	classA	31.427677154541016	-6.999976634979248
ADGRG5	-	-	-	-	NA	classB	30.116941452026367	13.433666229248047
NPFFR2	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	17.29720687866211	-2.609950304031372
ADRA1B	Coupled	Coupled	-	-	Adrenoceptors	classA	11.877204895019531	6.668376922607422
GPR176	-	-	-	-	NA	classA	39.81142044067383	-14.527312278747559
GPR101	Not-coupled	-	-	-	Class A Orphans	classA	12.946743965148926	-1.4390257596969604
GPR135	-	-	-	-	NA	classA	19.39626121520996	-5.707458972930908
PTGER4	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	19.562421798706055	-10.040433883666992
HRH1	Coupled	Coupled	Coupled	-	Histamine receptors	classA	16.198875427246094	2.396643877029419
C3AR1	Not-coupled	-	-	-	Complement peptide receptors	classA	20.352323532104492	-6.83735990524292
HTR2B	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	17.447946548461914	0.9913433790206909
GPR37L1	Not-coupled	-	-	-	Class A Orphans	classA	28.596843719482422	-8.530660629272461
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	7.637269020080566	5.043193340301514
HTR7	Not-coupled	Coupled	-	-	5-Hydroxytryptamine receptors	classA	7.230699062347412	2.886971950531006
OPN4	Coupled	-	-	-	Class A Orphans	classA	11.59742546081543	-2.1684186458587646
