Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	-	-	-	-	Adhesion Class GPCRs	classB	11.305373191833496	-3.404256820678711
LGR6	-	-	-	-	NA	classA	10.371747970581055	1.5761488676071167
ADGRD2	-	-	-	-	Adhesion Class GPCRs	classB	10.83834171295166	1.549236536026001
GABBR1	-	-	-	-	GABA<sub>B</sub> receptors	classC	10.888208389282227	-0.5530610680580139
LGR4	-	-	-	-	Class A Orphans	classA	11.111543655395508	-1.7491220235824585
GABBR2	-	-	-	-	GABA<sub>B</sub> receptors	classC	10.460648536682129	-1.4752154350280762
GPRC6A	-	-	-	-	Calcium-sensing receptors	classC	9.880996704101562	-5.583603858947754
GRM7	-	-	-	-	Metabotropic glutamate receptors	classC	10.892704010009766	-1.5570565462112427
GRM4	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	10.25920295715332	-0.643892228603363
ADGRF1	-	-	-	-	NA	classB	9.501051902770996	-3.316490888595581
GRM8	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	10.670751571655273	-2.2563159465789795
LGR5	-	-	-	-	NA	classA	9.466219902038574	-2.181560516357422
ADGRE1	-	-	-	-	NA	classB	7.223526477813721	-1.8054420948028564
GRM3	-	-	-	-	Metabotropic glutamate receptors	classC	10.856794357299805	-3.030933380126953
GRM6	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	10.84145736694336	1.099686861038208
ADGRD1	-	-	-	-	Adhesion Class GPCRs	classB	9.215879440307617	-1.992335557937622
GRM2	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	11.153356552124023	0.06172933802008629
TAS1R3	-	-	-	-	NA	classC	8.057414054870605	1.56482994556427
TAS1R1	-	-	-	-	NA	classC	8.068550109863281	-0.5731563568115234
TAS1R2	-	-	-	-	NA	classC	8.255166053771973	-4.109776973724365
ADGRE5	-	-	-	-	Adhesion Class GPCRs	classB	7.032312393188477	0.3864800035953522
ADGRE2	-	-	-	-	Adhesion Class GPCRs	classB	6.0872907638549805	0.40464943647384644
GPR156	-	-	-	-	NA	classC	8.367950439453125	2.927964210510254
ADGRG7	-	-	-	-	NA	classB	10.871000289916992	-4.019598960876465
SMO	-	-	-	-	Class Frizzled GPCRs	Frizzeled	9.0404634475708	1.7774467468261719
TSHR	-	-	-	-	Glycoprotein hormone receptors	classA	9.146434783935547	-3.9392271041870117
RXFP1	-	-	-	Not-coupled	Relaxin family peptide receptors	classA	7.888738632202148	-4.476486682891846
RXFP2	-	-	-	-	Relaxin family peptide receptors	classA	7.173913955688477	-5.230315208435059
GPR149	-	-	-	-	NA	classA	11.034727096557617	-0.5959420204162598
ADGRF2	-	-	-	-	NA	classB	7.3550848960876465	-3.356397867202759
FZD6	-	-	-	-	Class Frizzled GPCRs	Frizzeled	6.696650981903076	-0.8577472567558289
LHCGR	-	-	-	Not-coupled	Glycoprotein hormone receptors	classA	8.22390365600586	-3.2049803733825684
ADGRF4	-	-	-	-	NA	classB	6.051846981048584	-3.03824520111084
FSHR	-	-	-	-	Glycoprotein hormone receptors	classA	7.585419654846191	-4.045218467712402
FZD8	-	-	-	-	Class Frizzled GPCRs	Frizzeled	7.986571311950684	3.9868288040161133
ADGRG1	-	-	-	-	Adhesion Class GPCRs	classB	5.538521766662598	-0.5953682065010071
ADGRL4	-	-	-	-	NA	classB	8.287114143371582	-5.178091049194336
FZD3	-	-	-	-	Class Frizzled GPCRs	Frizzeled	4.4901018142700195	-1.60610032081604
ADGRE3	-	-	-	-	NA	classB	6.0977325439453125	-1.662091851234436
FZD1	-	-	-	-	Class Frizzled GPCRs	Frizzeled	5.962474346160889	2.6050972938537598
GPR50	-	-	-	Coupled	NA	classA	4.873862266540527	0.31362587213516235
GPR37	-	-	-	-	Class A Orphans	classA	8.070316314697266	1.6079058647155762
GPR153	-	-	-	-	NA	classA	6.712007999420166	4.5192484855651855
GPR107	-	-	-	-	NA	Other	5.589136123657227	0.35339030623435974
PTH1R	-	-	Coupled	-	Parathyroid hormone receptors	classB	5.743062496185303	1.4689154624938965
FZD9	-	-	-	-	Class Frizzled GPCRs	Frizzeled	5.0212602615356445	2.7411367893218994
CHRM3	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	8.082507133483887	-0.8309145569801331
GPR162	-	-	-	-	NA	classA	7.010806560516357	3.9711203575134277
FZD5	-	-	-	-	Class Frizzled GPCRs	Frizzeled	4.598031997680664	1.8438282012939453
FZD10	-	-	-	-	Class Frizzled GPCRs	Frizzeled	3.6422040462493896	0.7065532207489014
FZD7	-	-	-	-	Class Frizzled GPCRs	Frizzeled	3.064563751220703	1.9833014011383057
ADRA1D	-	-	-	-	Adrenoceptors	classA	7.6551971435546875	3.9227471351623535
FZD2	-	-	-	-	Class Frizzled GPCRs	Frizzeled	3.420569658279419	0.9398497939109802
ADGRA1	-	-	-	-	Adhesion Class GPCRs	classB	6.103546142578125	4.413890361785889
GLP2R	-	-	Coupled	-	Glucagon receptor family	classB	4.546532154083252	0.9148985147476196
PTH2R	-	-	-	-	NA	classB	4.026062965393066	-0.6216574907302856
ADGRG3	-	-	-	-	Adhesion Class GPCRs	classB	2.754833459854126	1.1246471405029297
GPR75	-	-	-	-	Class A Orphans	classA	5.797257423400879	-0.9639793634414673
FZD4	-	-	-	-	Class Frizzled GPCRs	Frizzeled	2.829719305038452	0.5256956219673157
CHRM5	-	-	-	-	Acetylcholine receptors (muscarinic)	classA	7.888461112976074	-0.34341663122177124
GPR161	-	-	-	Not-coupled	NA	classA	2.3081657886505127	1.0390706062316895
ADGRG5	-	-	-	-	NA	classB	2.053981065750122	0.6513411402702332
NPFFR2	-	-	Not-coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	2.5701353549957275	-0.8499707579612732
ADRA1B	-	-	-	Coupled	Adrenoceptors	classA	5.232975006103516	2.888693332672119
GPR176	-	-	-	-	NA	classA	5.480938911437988	-1.1336618661880493
GPR101	-	-	-	-	Class A Orphans	classA	6.673365116119385	-0.13132601976394653
GPR135	-	-	-	-	NA	classA	4.5057477951049805	5.041353702545166
PTGER4	-	-	Coupled	Coupled	Prostanoid receptors	classA	3.884178876876831	2.1411468982696533
HRH1	-	-	Coupled	-	Histamine receptors	classA	4.790175437927246	-0.1984865367412567
C3AR1	-	-	-	-	Complement peptide receptors	classA	5.463754177093506	-0.7605503797531128
HTR2B	-	-	Coupled	-	5-Hydroxytryptamine receptors	classA	1.9932900667190552	-1.4413361549377441
GPR37L1	-	-	-	-	Class A Orphans	classA	4.148773670196533	2.299509048461914
CHRM4	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	4.32700252532959	0.303187757730484
HTR7	-	-	-	-	5-Hydroxytryptamine receptors	classA	3.4889535903930664	0.23396171629428864
OPN4	-	-	-	-	Class A Orphans	classA	-0.09552621096372604	3.181920051574707
GCGR	-	-	Coupled	-	Glucagon receptor family	classB	2.229567527770996	2.1881251335144043
DRD5	-	-	Coupled	-	Dopamine receptors	classA	4.997094631195068	-0.16926787793636322
ADRB1	-	-	Coupled	Coupled	Adrenoceptors	classA	5.23861026763916	3.925480604171753
CALCR	-	-	Coupled	-	Calcitonin receptors	classB	1.742301106452942	-1.9343584775924683
CNR1	-	-	Not-coupled	Not-coupled	Cannabinoid receptors	classA	2.034637212753296	-1.4830890893936157
HTR2A	-	-	Coupled	Not-coupled	5-Hydroxytryptamine receptors	classA	5.04074239730835	-1.726689100265503
GPR152	-	-	-	-	NA	classA	0.3447270691394806	5.621397495269775
RXFP3	-	-	-	-	Relaxin family peptide receptors	classA	3.9510576725006104	2.4409918785095215
