Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.6756333708763123	6.190560340881348
LGR6	-	-	-	-	NA	classA	-5.607436656951904	7.090508937835693
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-8.46142292022705	6.199276924133301
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-5.638845920562744	7.091691017150879
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	-5.87298059463501	5.948298454284668
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-4.6037492752075195	6.598021507263184
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	-9.510387420654297	2.2347021102905273
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	-7.079982280731201	6.893633842468262
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-6.17367696762085	6.707986831665039
ADGRF1	-	-	-	-	NA	classB	-8.965410232543945	3.9132320880889893
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-8.819847106933594	5.948163986206055
LGR5	-	-	-	-	NA	classA	-5.097894668579102	4.369912624359131
ADGRE1	-	-	-	-	NA	classB	4.931282997131348	6.884921073913574
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	-9.958459854125977	4.881654739379883
GRM6	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-6.07568359375	7.59825325012207
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-8.831883430480957	4.234925746917725
GRM2	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-8.862151145935059	6.2855424880981445
TAS1R3	-	-	-	-	NA	classC	-3.911132574081421	5.163053035736084
TAS1R1	-	-	-	-	NA	classC	-8.519639015197754	3.7068729400634766
TAS1R2	-	-	-	-	NA	classC	-8.105757713317871	1.8913706541061401
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	3.873666286468506	7.287052631378174
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	5.103280067443848	6.713154315948486
GPR156	-	-	-	-	NA	classC	4.961693286895752	9.918339729309082
ADGRG7	-	-	-	-	NA	classB	-3.6852638721466064	4.438519477844238
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.6098619699478149	7.333824157714844
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	-11.538695335388184	2.6005568504333496
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	-8.919300079345703	1.5485988855361938
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	-9.068812370300293	0.4213111400604248
GPR149	-	-	-	-	NA	classA	-3.6010091304779053	7.343319416046143
ADGRF2	-	-	-	-	NA	classB	-12.08969783782959	2.368825674057007
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.3353900611400604	5.069274425506592
LHCGR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	-13.939324378967285	2.0951766967773438
ADGRF4	-	-	-	-	NA	classB	-7.1810173988342285	2.2865400314331055
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	-11.020499229431152	1.5291423797607422
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	10.911519050598145	8.68463134765625
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-4.893467903137207	2.4095065593719482
ADGRL4	-	-	-	-	NA	classB	-6.672749042510986	1.7649414539337158
