Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	34.13692092895508	0.7316828966140747
LGR6	-	-	-	-	NA	classA	4.234664440155029	7.049388408660889
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	26.075965881347656	7.0986223220825195
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	24.47427749633789	11.339546203613281
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	3.30143666267395	8.82669448852539
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	30.468299865722656	5.750960826873779
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	20.48581886291504	17.5092716217041
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	18.309083938598633	16.666709899902344
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	15.719283103942871	17.975568771362305
ADGRF1	-	-	-	-	NA	classB	26.1551570892334	11.812237739562988
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	18.75337028503418	16.664045333862305
LGR5	-	-	-	-	NA	classA	1.3435157537460327	11.52220344543457
ADGRE1	-	-	-	-	NA	classB	12.880705833435059	17.647075653076172
GRM3	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	16.536293029785156	19.31158447265625
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	19.573713302612305	15.685373306274414
ADGRD1	Coupled	-	-	-	Adhesion Class GPCRs	classB	31.16720962524414	6.630733489990234
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	16.462743759155273	18.841552734375
TAS1R3	-	-	-	-	NA	classC	20.508296966552734	15.986523628234863
TAS1R1	-	-	-	-	NA	classC	14.866209030151367	21.169795989990234
TAS1R2	-	-	-	-	NA	classC	18.316328048706055	19.743515014648438
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	14.447519302368164	16.331256866455078
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	11.080615043640137	17.407516479492188
GPR156	-	-	-	-	NA	classC	53.915252685546875	-17.146751403808594
ADGRG7	-	-	-	-	NA	classB	26.192485809326172	10.659185409545898
SMO	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	32.40770721435547	-1.0551934242248535
TSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	13.068171501159668	0.7234513759613037
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	0.4951925575733185	10.874914169311523
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	-0.06758155673742294	11.995330810546875
GPR149	-	-	-	-	NA	classA	40.7027587890625	-19.414196014404297
ADGRF2	-	-	-	-	NA	classB	38.227745056152344	5.085770130157471
FZD6	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	28.364952087402344	2.43700909614563
LHCGR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	6.9080328941345215	3.7862236499786377
ADGRF4	-	-	-	-	NA	classB	29.97665786743164	9.303624153137207
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	6.011094093322754	3.6340508460998535
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	19.044103622436523	7.219951629638672
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	33.6361198425293	4.307276725769043
ADGRL4	-	-	-	-	NA	classB	23.05585289001465	14.64046573638916
FZD3	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	23.621679306030273	6.768796443939209
ADGRE3	-	-	-	-	NA	classB	15.755607604980469	15.632209777832031
FZD1	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	22.991474151611328	6.6223297119140625
GPR50	-	-	-	-	NA	classA	5.502154350280762	-4.292271137237549
GPR37	Not-coupled	-	-	-	Class A Orphans	classA	14.801936149597168	-11.479473114013672
GPR153	-	-	-	-	NA	classA	40.699859619140625	-19.606510162353516
GPR107	-	-	-	-	NA	Other	34.09526062011719	2.6056532859802246
PTH1R	Coupled	Coupled	Coupled	-	Parathyroid hormone receptors	classB	25.12754249572754	1.0742448568344116
FZD9	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	21.19263458251953	8.08926773071289
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	14.570234298706055	-16.644493103027344
GPR162	-	-	-	-	NA	classA	39.7020378112793	-19.599821090698242
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	16.104684829711914	10.24167251586914
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	18.823097229003906	11.326644897460938
FZD7	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	19.156936645507812	10.79088306427002
ADRA1D	Not-coupled	Coupled	-	-	Adrenoceptors	classA	16.237916946411133	-18.890779495239258
FZD2	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	19.834684371948242	10.744268417358398
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	40.70697784423828	-9.66877555847168
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	23.583560943603516	2.2704355716705322
PTH2R	-	Coupled	-	-	NA	classB	24.363670349121094	2.9729361534118652
ADGRG3	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	23.383014678955078	10.039569854736328
GPR75	Not-coupled	-	-	-	Class A Orphans	classA	16.386920928955078	-11.374442100524902
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	17.163188934326172	12.56347942352295
CHRM5	Not-coupled	Not-coupled	-	-	Acetylcholine receptors (muscarinic)	classA	13.744878768920898	-16.582447052001953
GPR161	-	-	-	-	NA	classA	18.498775482177734	-15.8712797164917
ADGRG5	-	-	-	-	NA	classB	21.68907928466797	11.451010704040527
NPFFR2	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	7.928016185760498	-11.808908462524414
ADRA1B	Not-coupled	Coupled	-	-	Adrenoceptors	classA	9.953462600708008	-15.97494125366211
GPR176	-	-	-	-	NA	classA	18.749420166015625	-13.54576301574707
GPR101	Coupled	-	-	-	Class A Orphans	classA	4.263551235198975	-8.486812591552734
GPR135	-	-	-	-	NA	classA	6.130189418792725	-13.257386207580566
PTGER4	Coupled	Coupled	Coupled	-	Prostanoid receptors	classA	7.922812461853027	-9.99081802368164
HRH1	Not-coupled	Coupled	Coupled	-	Histamine receptors	classA	10.280444145202637	-14.346297264099121
C3AR1	Not-coupled	-	-	-	Complement peptide receptors	classA	5.071691513061523	-10.444975852966309
HTR2B	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	8.402679443359375	-13.170550346374512
GPR37L1	Not-coupled	-	-	-	Class A Orphans	classA	11.308820724487305	-9.613119125366211
