Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	26.775787353515625	-1.6787266731262207
LGR6	-	-	-	-	NA	classA	0.37993288040161133	-11.573440551757812
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	36.55286407470703	-3.3794021606445312
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	30.263378143310547	-2.8081490993499756
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	4.10471773147583	-8.405561447143555
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	28.429718017578125	-2.951413154602051
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	31.510622024536133	3.1981120109558105
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	31.925928115844727	-0.22367917001247406
GRM4	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	34.17922592163086	-0.8838843107223511
ADGRF1	-	-	-	-	NA	classB	47.29814910888672	3.4311046600341797
GRM8	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	37.42890930175781	1.2610536813735962
LGR5	-	-	-	-	NA	classA	4.607244968414307	-6.305881023406982
ADGRE1	-	-	-	-	NA	classB	0.8389262557029724	-6.355355262756348
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	28.978744506835938	1.0829999446868896
GRM6	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	29.61325454711914	-3.179205894470215
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	36.807594299316406	1.194727897644043
GRM2	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	30.39033317565918	-0.2554370164871216
TAS1R3	-	-	-	-	NA	classC	23.25062370300293	-3.0576119422912598
TAS1R1	-	-	-	-	NA	classC	28.39763832092285	-0.3463834226131439
TAS1R2	-	-	-	-	NA	classC	21.71321678161621	0.39146122336387634
