Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	-36.167189935454346	-2.5117246716107857	7.147326059139193	7.0251027597482025	9.839000956470265	0.37093753303695237	-1.0183910731705523	-8.526241228401158	10.972073547265715	-4.06203558061831	14.282136838984515	1.3591119345093956	4.108400783667017
ADORA2A	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-6.801275066933507	-12.818042741001063	21.7717125215779	25.723245623338055	27.360787385906296	2.7160905642156927	6.659858164220937	-5.566448889212799	2.3023037176385217	-3.578359631693405	6.0635752856937675	0.8946599094677092	-1.2798923637694097
ADORA2B	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-8.566820974299798	-8.442894449406408	13.48436335215071	25.31124893772991	27.907472555956563	10.686074348682544	4.175991865428303	-0.1292732769108629	0.33598328510393094	-5.027617576386723	-0.835655640392979	-3.0879746086767574	0.42315771642418143
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-39.124161054032335	-1.6967000317203211	7.806451144671681	-8.817548756056762	-0.3294665615612718	-3.68630629277162	0.9501971667894618	0.8669719474457785	5.726318079848049	-5.583097729128546	11.115247633311641	1.8718536135760937	-1.8328077900089186
ADRA1A	Not-coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	-47.081538329853714	5.516461653438888	6.850036984673353	-18.074419192895625	-10.43696443489162	-5.465593736077664	5.422922484925496	7.0870505605942435	7.517320423759418	14.518753866581825	-0.9177409119780465	-4.426118930436699	0.12326502513584439
ADRA2A	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-45.3976297720374	4.006024435458978	9.345139804656776	-13.847506467300503	-7.032404668437635	-5.941261259944989	8.504141534558343	5.779378729994014	12.277802160208697	9.12374337112203	-0.8801486432924871	-6.377771747401174	-1.67700480801825
ADRA2B	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-38.29538658306578	3.939805252465471	15.388570292801523	-13.788276209238948	-7.359637300076373	-6.269091303411682	9.97975377662655	2.3074980224322426	7.42558323318582	16.475444376325694	-4.344360396060572	-0.005610404455940497	0.7791866988888398
ADRA2C	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-34.60697528668202	2.8149116028094343	16.59835035171466	-10.280183791637215	-4.9282758916757246	-6.47821397816949	10.449939568697943	-8.733330731511453	0.07771977414223986	9.521963041498786	5.1255605928572185	10.385413753568237	3.3963098722015768
ADRB1	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	-29.31306773289781	-1.7859928822134314	18.783787379096754	-5.255086014202449	5.258152829931739	-5.4229428652522165	6.267983560966847	-4.38645285144332	-7.627608803187712	-6.290953364183587	8.766974539404819	6.814571564831049	0.8685504785354358
ADRB2	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	38.119331844398815	-21.66210774556783	4.545030127002776	3.7421589705309284	1.527274461047765	-5.35412279950684	-4.6868757385595226	4.544869085850931	2.67225521296002	-5.610322457719702	-2.2504145227348973	2.3489682760506376	-3.296643103919737
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	29.638740371838235	-17.500088939138784	13.180184475337606	0.8163254317566618	-1.2975473756334666	-6.365031832471054	-4.505186843978852	0.498420117073958	4.071833902478826	-1.8910685839479335	0.45654720256015596	4.433010709491402	-0.7230110787555136
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	21.852251325477866	-5.657492394019909	-6.347805246552478	-15.022732505067038	-19.326979907754396	14.89363597689079	12.544071858437118	-7.43359469355223	-5.101520363632858	0.6890263684356943	11.038375483589359	-2.8996421326518425	3.491710135073297
AVPR1A	Not-coupled	Coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	30.972282618319316	-7.1887725604190775	-9.374040843384156	-8.726743537065547	-17.099386618941644	21.082122296922876	22.581305707178355	-7.603321914121221	-2.2880717655290383	1.077092350375997	4.429469544434533	-1.9111464613380489	1.5359246358812675
AVPR2	Coupled	Coupled	-	-	Vasopressin and oxytocin receptors	classA	24.913804992061184	-18.20813542299807	-3.4740196644650316	4.73876883918302	2.2972080913879296	1.436563563201141	-1.10715370608457	6.074763351902319	-0.4645082066066783	0.7254326647757546	-5.1417349232975615	-0.7929330350980697	-4.113400301518086
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	12.697662312142429	-11.539207493916766	-9.250171913960354	-4.493657788046766	-5.760043626610383	6.982512196079824	-6.3942631683987905	11.25358384324598	-3.5282821291377773	0.42978768771922854	-0.08616984646962106	3.7455703932839826	-3.7045287380135803
BDKRB2	Coupled	Not-coupled	Coupled	-	Bradykinin receptors	classA	27.065026327857836	-16.30281870152236	-4.5530157783329654	5.745941329632929	-3.8445939279521806	-0.1977410605307831	0.6881160313993313	8.317951260463188	6.394602699192411	-0.25734008680982945	-2.3274341675168664	2.579276867924554	0.9224437580737072
C5AR1	Not-coupled	-	Coupled	-	Complement peptide receptors	classA	33.55061121460046	54.09045928147665	-17.66866250654308	-20.792838939921538	14.128294806525224	-4.522222694594825	0.5115497890590871	-3.899973971613788	-0.26443829445828965	-6.748548557916764	-1.8084072716724995	1.4045467680444024	3.6851589881078968
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	10.310856570278476	-15.862390769015596	18.708975001992684	-12.102259431289319	-5.165843192035331	7.3621791244490815	-5.730806085204251	-6.9105653632910045	3.4796076811720216	-3.185502827202095	1.3346414221324043	-6.944427087304805	-3.889207205679346
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	56.15265597771405	-15.6148031280582	3.498280630166177	-3.2377202295670493	-1.087444425186834	-0.23353003773427364	2.0265585441859546	14.36359353437242	3.9631765663359046	-5.378147141552041	2.1944186996141264	7.9332125497171	-2.430267726915736
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	53.63741029387616	-15.048834460162746	-1.4486637658886288	-9.631326444642122	-7.244395874298175	3.2359817121672756	-0.9828799155657192	13.74440714026202	0.7119253127083259	-5.027837776408843	3.001178443864926	7.140545803558231	0.03632091922074819
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-26.771295422249363	1.0260871419045292	32.08723183238179	-18.149439807068298	0.7154448973209293	-14.863755380132579	11.351487151279331	-3.0901405022441004	-3.0797398324613647	-2.602261184330366	-8.995298597907647	-3.424883120137181	2.9096841502277218
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-34.0256894240866	-0.3799731351740983	24.405523009815866	-22.53983362668301	-2.8858976117915107	-14.912712446552439	4.61276234768485	-0.6498232089377832	-6.158600836646198	-10.79972052731927	-9.498040078904467	-0.6950665285369275	9.68251640701216
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-55.732656631639024	5.968255959442805	11.862542682140027	-29.465712242292962	-13.227554932708884	-10.261241142806062	-3.2760631572609413	2.4561007256042173	-6.766584057210022	-7.0072969476483165	-4.4920595233833245	-2.2987430156498396	4.506262007181664
