Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
ADORA1	Coupled	Coupled	Coupled	-	Adenosine receptors	classA	-9.92669799466766	5.775523355198216	4.434374899799002	1.216517467142033	0.8516154051244079	-0.01641989549183923	0.09823259567885873	-6.2432304054906735	2.19406015396261	0.8310572799006019	-0.317842384474055	-1.478847883912564	1.3732668228817912	0.14021141675836454	-0.6227860296259983	0.7815878981721577	1.7640332677885875	-2.0485067558450507
ADORA2A	Not-coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-6.182119755990576	-4.505169447658864	2.1175567040212457	-3.188450629547202	-2.8483924180515334	-1.1063364034979635	4.730855079152779	-3.6255245782670618	1.503428247660818	-0.3541321572510586	1.0338761103550327	2.879078259584089	-0.12992175907539016	1.5925229765146316	-1.028832615015897	1.0531130390739305	1.4902824968795765	-1.001997259130961
ADORA2B	Not-coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-3.8437117104323715	-5.845642938346626	0.2830966469897107	-7.191505892367661	-4.144376099444482	0.8087655193909397	6.125269588938356	0.5865617925230387	1.8205265610094905	-0.8677000356523399	-2.5135876892244857	-0.7108059976644172	3.430445204237039	0.3644911413905985	-0.6435041648649762	2.2249289958963243	-0.3715696166412028	-1.1899029109392218
ADORA3	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-9.972534972146798	6.007191568643542	4.479661522148901	6.093608244355111	-0.932296882417016	-3.1824403132207206	-0.2650097040735617	-4.047674746125063	1.8998955219242804	0.82081922426667	-1.4143406588636824	-1.6812646554962791	-1.0858243486601324	1.0200816697176183	0.46652754119264617	-0.3406493243215242	0.5652491388393153	-3.6714347932915814
ADRA1A	Not-coupled	Not-coupled	Not-coupled	-	Adrenoceptors	classA	2.9985950238558137	-4.713018805004621	2.7359373792354496	18.243695190170627	7.01341068318228	-5.46362636933211	-2.117412736566581	1.9732064231436663	3.339473508240528	-0.9688520318603675	-0.4947094113271187	-0.8463066887747022	3.231685628814254	-1.4231285042641573	-1.1238504822903754	-0.24889837001294854	-0.11237569753262965	0.4327085189121837
ADRA2A	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	-0.5183607209946004	-1.5919016763628848	3.457659324413161	15.622519405146793	6.8769446111512895	-5.17243948949093	0.431797247140151	0.09299858025905972	1.4844689419411148	-2.4945914700389986	-2.2474210356037845	-0.260423146085457	0.10282621786066606	-2.864944357675105	-1.1087059676006958	-0.7226031201987909	0.34358533371581224	0.23946780441235418
ADRA2B	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	1.4667289466511837	-3.587445969189959	4.532068181456371	15.789014546825902	5.371711734689863	1.7217146609392076	0.7458559360539049	3.0599304432115986	1.0078061532882883	-1.3932697847735198	5.137058672379428	0.5749790234638299	2.476289818234741	-2.7821025961452035	-0.9162992307445074	0.5229798394611985	0.570326654451784	0.06950395341335548
ADRA2C	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	-0.7066980402917793	-1.9258394239639245	3.0711289302330322	9.40147075937284	4.334983871392744	5.452213256702509	0.5451933951587404	-1.9260892698389844	-2.0030188303416088	0.6230817355539254	5.80596916029001	-2.099569018010267	0.6422464147407116	-1.4373853284475602	-2.3810891684733906	1.8839177253592785	0.4006998254495252	2.4707084134408577
ADRB1	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-2.896196898895856	-0.8742197578090654	2.377256457964523	5.613170708650055	-3.240509448431433	1.9028704074106702	0.1598030858075302	-3.695955463496248	-2.241012242301951	1.2572214512847877	-0.9521807791159662	0.47390427177472566	-0.12332659696444909	-0.21322790317205562	-0.3487684683550468	0.9302550498330281	3.0209015307442373	1.802919807855411
ADRB2	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-1.3767826134265762	-9.500891385528815	-2.33633477396542	-3.095945533990586	-3.7416004308549113	-0.6182839478900821	0.5058366222854167	-1.8117785115795262	-0.10198068866891898	-2.0302693553545708	0.1571420652833459	-1.6093088891605196	-0.4219044179264717	-0.6517505847656211	-1.5116679419140795	1.0895416456807852	-1.0920083000287972	-2.2855917155583407
