Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	0.4390237771995097	5.34384557674758	-0.7648851218439471	2.6278581142772923	0.9290241650555232	3.9228306468273106	-3.901439369100929	-5.657754943285707	1.7220546312285423	2.462908533461935	-1.663756040106793	1.7872587998823046	0.1610065009005306
ADORA2A	Coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-12.482423833835972	-4.196456682753237	3.7377228144507697	-1.567717914330076	-2.428924456028829	0.6114926667921806	1.6689905056058707	-4.239670317970966	0.942286161310803	2.3391778132520815	-3.004672533117725	-1.1879761175078836	1.8917971950840509
ADORA2B	Coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-11.253408223886888	-7.2872513053842916	1.1785444597261376	1.8723730520637243	-4.824990765032776	-0.07576253633656146	6.623116459794374	-3.2321241949524406	0.997545883858009	1.2429796710622223	-1.9344624268618105	2.8662010055334592	-1.243888689337619
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	5.199028028567452	11.891709923819883	-0.4325292358722191	0.4704164628953455	-2.32865671441633	0.5643134758077728	-4.14515953667502	-5.315567196686577	1.1139115485309676	1.2864871555209956	-0.9617315961581754	0.435912551612535	-1.2079712050244953
ADRA1A	Coupled	Not-coupled	Not-coupled	-	Adrenoceptors	classA	3.9505880043708737	15.579069752567714	5.278590249363721	-9.148126471863206	7.621160388384352	-5.707312788021982	-1.4759078492352085	1.1956492558519063	-2.96959319596489	0.40004103028912014	-2.7021855188688555	2.363904465758049	-2.2321212458537274
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	5.146832811620657	15.620833688414825	3.9118577643281127	-6.779696688302885	6.28997604044767	-6.20103175922086	0.371172511681417	-3.1205168726098234	-2.8931024379627766	-1.5280936319972087	-1.1659736755968946	2.017378199277408	-1.6417984287029654
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	2.8189215986087395	14.703756781523825	6.400039853125991	-8.004731434816359	9.322989644936658	-1.450709813205612	2.6609944366403937	4.576570597975401	-0.24197200121088444	2.7671505014358817	-0.6344094422128528	2.603048708817849	0.051728845956068435
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.10293890671743461	8.579860767788709	5.012024252481385	-5.6771116938280555	8.64681061491244	5.883092963291183	0.32325720085520554	2.3632671805155243	4.170120340944197	2.6451929907442726	3.150294489847791	0.8653413508826304	0.4370463043407419
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.5628730005642368	5.534325007059432	3.841328637855683	-4.344328876450839	-1.8550327229761736	5.668833496626153	-0.7201504575708824	-1.230597298074348	2.992878753044914	-0.5989729472085631	-1.6771312089868753	-1.4506848353006185	1.196604340649753
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-11.4654707178825	-4.822538927873518	2.0964635736767847	-3.3027571474410093	-3.8898639960488834	1.0781498144139097	-0.7853998219939932	-2.6012525226965617	-1.0251850995443743	-0.08665088166635987	1.812902443768499	1.7853622773955904	-0.5628538516981735
AGTR1	Coupled	Coupled	Coupled	-	Angiotensin receptors	classA	-8.561895613044072	-0.5374312069183651	3.8169884230223174	-4.60148490914598	-0.5923073085600494	3.757699525811297	-3.22506128209543	-0.380362338891797	-0.10372398300148605	0.6150246038618932	1.6912644854692531	-0.07701413527952405	1.897227903576889
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	-3.0652543732553927	3.227274573224429	-0.7647864029520656	-0.5873444239700181	1.1427511189586335	-2.091530376216778	-5.224193787207914	1.9575557378701	1.65815360030577	-0.05983510000192252	-1.5097043710889222	-2.2824742613082223	1.9029622566869777
AVPR1A	Coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-7.936285206628678	-2.0574855271695265	0.8392473820687155	-1.9435212823491126	8.64575087645488	0.13392867047803833	1.2996714706126582	1.734526454294461	1.6748015726859125	-0.5254026217955229	0.7770431264595757	-2.092186424322782	1.8254695634605493
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-11.219675610100971	-6.451716303813635	0.6585732438861214	-2.3750175248652345	-0.1040645102115325	-3.791129260194961	1.6099574243025714	0.3104865849438853	-0.1682690535366336	-1.9058647856307969	1.3826530041743166	0.3012000778548379	-0.4493065776482499
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-3.8149749253374625	-0.8526038261129303	-2.455424590873607	1.9910627899590743	-3.3119482081375153	-2.9094817875317234	-0.4637958794647481	0.13478549684840227	-0.24999126456503362	-0.5622274265082611	2.0693123095335832	-0.9395681814785577	-0.2719447881284034
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-10.230366869358475	-5.225663554598661	1.0790867035583784	-0.4287870744039026	-0.11003409076560312	1.239640517138229	2.2578850715197887	1.0087886280823102	0.3053756307647618	-0.13664509283047824	1.3488396722398808	1.9538040701995492	0.9524339200114308
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	23.816817237776053	-9.752503820763025	-11.401015049517007	-6.296445256878122	-2.080612767599345	8.665911958855023	2.1332611761762674	1.147019485937236	-0.6220816955852237	1.457353144585763	-0.8209679931349343	0.8810284626466788	0.36986856091865233
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	-6.675049739533266	3.8256424652028223	3.4087583558049563	-2.896931085106296	0.6326376722127359	1.4735450447764584	-1.3671796588232628	1.3139247149129556	-0.15660590027077595	-1.138266673467203	-1.1769993383692554	-3.4034450910837686	-2.480791677943569
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	-11.448407071530255	-5.972179583881799	1.8908110844046686	-4.8849129065274335	-3.6930345012464096	-1.1929618740701813	-0.5730438632298209	-2.400526184938009	-0.702615940482055	-1.21788543749555	0.9482414353624596	1.375613537791502	-1.614687414179913
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-10.564548821802783	-4.066438177804329	0.7440432342391173	-1.1309320715658866	-3.743950144059938	0.6432836752397103	-1.1386829098143851	-0.00699681751407621	-1.479479936707647	1.0481843242417617	1.766530569866027	-0.1543240939966077	-1.0898830898276728
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	3.579887625938975	12.832310928423421	4.971763455346307	-7.496618234504085	4.520073275970958	-1.8313026682147617	0.6177134807618234	-2.274538399180034	-2.86821765679545	-2.1351872114295607	-0.5314127303877875	-0.6593412244726335	-0.7953682257010378
CHRM1	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	6.604497902943184	16.712829927502206	2.181996130339404	1.108234256713651	-1.7092697184987504	4.51626647581706	2.4282627255612006	1.892266727420318	-5.995295676186983	1.1952699017654047	-1.3151498683220584	1.811911878610137	2.478114062893163
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	13.608176408529577	20.5180259533366	-0.6602089135999674	3.2768404865485024	-2.666883698582291	3.854607757485818	0.461493656258984	1.4831826461774646	-3.4547577251396646	-0.9175513917087431	3.280230757869908	-0.7435332931182825	0.5329147658797998
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	6.036911304518388	15.428805306054185	1.9886655778342082	0.13031078068164223	-0.6176047457833108	2.1678713385313615	3.105998848285259	0.7810040750153817	-4.137161970024053	-0.1469732760967948	-0.5337030391678319	0.8146242985749937	1.007010877764611
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	11.245905544000905	8.614521477515671	-10.008597679955992	16.839749358355128	-7.640057660469806	-1.5615777210160169	-0.6610318994318434	-1.3027785188631154	-0.808615037258002	2.516409034007723	2.0760710345491935	0.865801955209484	2.4383431347625573
CNR1	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-3.137498502908689	-0.9135245332463641	-4.294020203526282	6.54448927668877	2.317902560274184	-3.0975306111593444	0.1471588877389876	-2.9460963690184725	0.7223780958850874	0.6382590642230687	-1.1797125098086712	-1.1153284180352923	-0.44174321010625184
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	22.446769972553756	-10.366290276505309	-9.6939635208748	-10.07681061684384	-2.034792369532682	2.1056192379877063	2.585372353348341	0.29570477726793615	-0.4270063973295396	1.7564141017458061	-0.8723179295211004	-1.2154110115111108	2.200339927658175
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	22.060846986797813	-13.132128337497326	-9.578257274717325	-11.61773666524578	-3.181051395238945	4.384608801641091	4.274521770127239	-1.0614119044198835	-1.957944934970935	0.7844102160947347	0.04138801601813374	-1.1120435207709332	0.28730118637048174
CRHR2	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-7.38343789392777	-1.3668272343604995	0.2369846901766099	-3.9790619527627733	-3.8464240166825974	-7.209933770996282	-0.8293216733177937	-2.0150212167088886	-0.2978000533930243	-0.798598949258234	4.151620051505276	0.5657823361983721	-0.0755016225328059
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-7.605729805673451	-3.1657123335319817	1.8588895275878337	-3.2904254585603367	-2.597535679470046	1.2192728008317761	-0.3346937909941955	0.5927773018277055	-0.464447763695465	-1.429359539359589	1.8127929033260661	0.7157265586784993	0.9780715005108844
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	-7.896933061374058	-2.748773348222556	-0.2756905199510314	-2.5876847003469137	-1.7715278624449458	-5.732301735137929	-0.8938401621864985	-1.3793617436326637	-0.7144405359342618	-1.3806761545318167	4.288793624738028	-0.9974517651962659	-0.9196843534502019
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-17.70363631034176	-10.95497467190304	3.238406302370047	-2.670291121082582	-0.1728619839571423	3.398952964696087	-0.6974533535747036	1.9790924314895144	-3.8007810504125286	-0.6454252166481919	-1.8074760095137963	0.09112951148895614	-1.7555550312923167
CYSLTR1	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	-14.426312136371642	-8.817532482144957	-1.0844856152281341	1.4520102422839583	-2.648600839715803	-2.4460843023389574	-0.21279565803614628	2.4504763187390175	-3.1690016805978454	0.5169475766311232	-0.15867901214532906	1.3767081544160193	-0.3327011929123249
CYSLTR2	Coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	2.3943596385782544	9.042305507733525	0.6475919727955163	2.023915292740409	-2.29299899077509	4.481863960566277	-0.5736713692803795	-1.7884887462309946	4.120112720376581	-0.5337658436215231	-1.162353622860443	-1.2462044063061175	1.914765569613307
DRD1	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	5.064985792623345	14.519444489008245	1.6465649255397135	-1.051490784085534	-3.8577217081214794	-0.20989925468358478	1.9181760370099872	-2.0472929867323764	-3.203762814338227	-0.30926875218469	0.9352200292789721	-0.5852922686271471	-1.233954698760715
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	4.582119706159161	10.073242562420676	0.9393137680363818	0.7645848529033994	-2.405979865859384	1.7778446244200117	-0.5843932253447222	-0.37159564325350863	5.924898980616881	-1.7341555291218966	-0.8546604940602153	-0.9061118010225784	2.6820110639831616
DRD5	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-2.358497298982788	-2.012570216605563	-1.2750113397892135	3.7020337858542947	-2.739626511624041	2.683535117759868	1.228983701745496	5.625854041333704	1.575990704954771	-1.8891599669996406	2.1520300159587613	-0.04111789911960215	0.17156285912205593
EDNRA	Coupled	Coupled	Coupled	-	Endothelin receptors	classA	-2.2105885335328757	-1.6084654961882132	-5.967736077936463	7.753685416742065	-4.204246185031835	-6.052390769170587	-4.095435651680025	5.437206331479752	-1.8286356967552084	1.7477444194329017	0.9529145189152421	-0.4616981688119822	2.6797784658188397
F2R	-	Coupled	Coupled	-	NA	classA	-4.925948438901559	-4.215968365379168	-2.731879816261724	3.3990573289488673	-2.404709965938946	-1.1618912829010386	-0.49069987075802773	4.879363786133871	-0.12223861395326355	0.625612449968906	0.6251988364669158	2.6100746640856123	0.3706593308580165
F2RL1	-	Coupled	Coupled	-	NA	classA	-7.469961078547382	-6.506122286998406	-2.0359016160413916	3.95253931526592	1.9672200137202398	3.209651426019428	-0.6047464930894402	-2.1610449174515916	-1.5461925611781948	-0.9449708368777974	-2.0543067082882924	2.135422630162115	3.0349600807131654
FFAR2	Coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-9.96820713475901	-6.395648373624729	-0.9230366702021654	0.3592659199256365	3.679062877143593	-0.1554997423219939	-4.818326452780686	-3.054479835023034	-2.4813138061559434	-0.6947487420308157	-0.9495942622772372	1.0945401888913757	0.5971462122686464
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	-7.801564927107855	-4.9221596066601805	-2.3699502517659923	2.5826701085406043	0.21293015778832414	-5.7552265847571995	1.661185924780366	-0.18760628831984388	1.0554216494362796	-1.2030878754515344	-0.9075607732847503	0.6080319431382666	-0.8252781312505927
FFAR4	Coupled	Not-coupled	-	-	Free fatty acid receptors	classA	22.12505514867834	-8.746646973990693	-11.08674637695223	-8.675977219783803	2.892112147097218	0.6217075169333951	-0.748004250528754	-0.8488264351018898	-0.3545230513522081	0.3550328863394949	0.3649122444470922	-1.256263107895815	-1.082264765437009
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-13.178902034671308	-4.636958719564444	3.7493945984269885	-4.226273617548361	-0.6785227571130985	-0.2852700634678216	0.6912213100076706	1.5769071374882435	0.30013062893203857	0.2838638618739501	-0.21728915960205317	-1.4363546394442663	-0.03475704307518132
GHSR	Coupled	Coupled	Coupled	-	Ghrelin receptor	classA	24.784917700662103	-7.613449186345225	-13.892619669947006	-6.200274363731328	2.6402487732056876	-2.1718658928642087	-0.3916306189915514	-1.8853988625929161	-0.011021057242265596	-1.451004974144458	0.967705244014863	-0.06215014790353538	-1.0757909520792528
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	22.691236140071847	-10.07007143724166	-12.845235924591197	-7.874539418134363	-0.3238506657448879	-3.936934440885919	0.1992558347957218	0.33126112606095925	0.03306081991884837	-2.035511989242954	0.2642304407688521	-0.6145526211836492	-0.4420070327607285
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	28.268041498253698	-3.2149521542219537	-16.841921914695394	-0.2507589233838776	1.627839864942325	-3.5601948760428903	-2.527499438400327	1.6009009069837141	1.9354664697606134	-0.4768750200154342	-0.0549206928301454	1.6078495797018006	-1.315213408872435
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-6.9428573894757735	-2.741821856651356	-1.2005235806390993	2.70600254251631	-0.6986347883669096	-5.871135871610064	2.87571691295184	2.6357385638237543	0.7553831132999165	-3.931656902758983	-2.1251422233997714	-1.9919141723160445	3.8519047628903755
GNRHR	Coupled	Not-coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	1.7944329382603657	-1.3367690386989464	-9.50139925213644	13.474672961365457	7.972749799481167	-6.86654818879211	3.7638073295705765	-6.878218441019997	1.1573747223848707	-0.7144419958223625	1.0779898836558237	0.028258908580694377	3.2652794649381645
GPBAR1	Not-coupled	-	Not-coupled	-	Bile acid receptor	classA	-14.627527014581792	-6.777412665977048	3.4211181757415448	-1.8486652260048833	-1.2239424642307613	5.01014745811915	-0.9805364375243898	2.487863483499266	-1.862289869995559	0.1433433455736927	-1.0854378178698396	0.38521503499779103	-0.5937645638136588
GPR183	Not-coupled	Not-coupled	Coupled	-	Class A Orphans	classA	-4.441771470567621	2.1723646155885294	-4.138680400773159	9.919340964449814	0.7167252035042675	3.6242141675085473	-3.894454157673739	0.36641233138032514	0.901147506822421	-0.3273638834064864	-2.2627308433714277	-2.3797751413384804	-1.7207366911095485
GPR39	Coupled	-	Coupled	-	Class A Orphans	classA	-6.301058283511495	-3.9527024570788964	-0.8458050194235863	0.6988647196466157	1.9287351623075153	3.567263691834088	-2.6559747572498913	-0.24979057959690404	-0.8598296565731698	-3.139194338842326	0.03824502899469586	0.7248996683144432	3.289152394710032
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	-9.216823277156566	-7.431763421721159	0.2206490821202086	1.7337124769941576	-2.654366765573942	3.327264891965292	1.0297071780419287	0.4374550868276753	-0.6093506416241881	-4.425826829659445	-1.5876877409635588	0.0075966750455680595	1.4423402472586064
