8.415045727533979614e-01	7.039764080462948215e+00	6.040046356988644505e-02	2.792805195778087946e+00	-4.509132621659004553e-02	-3.168584777307080103e+00	5.561132906339857129e+00	-4.621478106391974983e+00	1.195158262729511423e+00	2.292492768245935064e+00	9.625041865469557978e-01	-1.687971649684659958e+00	1.520190511996921234e+00	-3.557248656210371673e-01	7.845373535501179996e-01	-1.394829459066327382e-01
-9.637297866171470773e+00	-3.988943982536991228e+00	1.575652101857652143e+00	5.898451903443387989e-01	-2.731875288144536729e+00	3.135677092181177184e-01	-8.570821946144047132e-01	-4.997902031432873926e+00	1.038843234818158212e+00	1.923988164287253166e+00	1.564328312411432220e+00	-3.263109389410294714e+00	-2.101102630552146522e+00	5.920304450847692079e-01	9.385556102518732846e-01	-2.385223131466272517e-01
-9.439906499412415997e+00	-6.205758931850675175e+00	-9.321430881793633105e-01	3.279703201554062808e+00	-4.261809489771134274e+00	4.292124558993132277e-01	-5.697433292460539533e+00	-4.580555288523842528e+00	9.755002828663839054e-01	1.250277658709157524e+00	1.262548951782209050e+00	-1.628510275351581882e+00	3.246033276840534221e+00	-8.747456880622088427e-02	1.662578934613570425e+00	4.250406574161523232e-01
3.594666053087066437e+00	1.244612663521779794e+01	2.455264336561021388e+00	-2.588245408903986911e-01	-1.789270593281113042e+00	-8.571634766858328425e-02	5.255012294067888945e+00	-3.716247393507622121e+00	1.831032791844743046e-01	1.220330717142342536e+00	1.681381693825811707e+00	4.103142558444558552e-02	9.519963527580543872e-01	7.405313744438485335e-01	2.225092267111852706e+00	1.840187072774620791e+00
2.901157763861550443e+00	1.178780909383010567e+01	8.719495067292431401e+00	-1.203344568070004961e+01	8.071233539630293663e+00	3.060611364847042992e+00	7.252937962115204584e-01	1.573437214416313124e+00	-3.176271967712457123e+00	3.510760363402099515e-01	2.145993961362093749e+00	-1.406826446909275941e+00	3.360839429289368852e+00	-2.771247009621217727e-01	-1.834632003387428378e+00	-1.758695302248737491e+00
4.028222654446822482e+00	1.386634358547581947e+01	7.506739234116419190e+00	-8.758715540827065382e+00	7.311752520062074545e+00	3.589259976778754524e+00	-2.599580223266804158e-01	-2.854443138365069910e+00	-3.397679708002292909e+00	-1.358610856516156318e+00	5.941208518367920854e-01	-4.765809024982043951e-01	1.987749385341925690e+00	1.554296220370201986e+00	-1.341536502752841198e+00	-1.252189257903140396e+00
2.342989841293902753e+00	1.126894561329130262e+01	9.147800524003177003e+00	-9.708694375800764220e+00	8.121958210502276287e+00	-1.199033382611077059e+00	-3.491188010091754279e+00	3.695284163379387810e+00	8.192428148406121213e-01	2.627970247874705123e+00	-1.664957980707784113e+00	-2.672171942855576354e+00	1.590323571870307484e+00	2.688726857512482749e+00	-1.588398554917078487e+00	-4.604304674952491294e-01
1.549364899865159684e+00	8.045363095686635546e+00	4.600080239350341493e+00	-4.235986436581371528e+00	5.513555697899190200e+00	-5.871612062869070670e+00	7.338386523161175568e-01	1.765972107656638590e+00	5.125549748331024169e+00	2.729249059661553733e+00	-4.093329415311497854e+00	-1.676808033442268586e-01	-2.113030398444646074e-01	2.193796084410994052e+00	-8.953317642679324839e-01	-2.113494771883746903e+00
-5.250190233963423214e-01	3.134311227488025153e+00	3.553533082627285733e+00	-4.072961292447589088e+00	-3.276060233033584179e+00	-5.182242729563039774e+00	1.496122016307511293e+00	-1.632015520500519123e+00	3.014642669254969487e+00	-7.213278354458110275e-01	1.677847358556910251e+00	-5.702093210792442690e-01	-1.347353961019013502e+00	-7.387821797987076389e-01	-2.236131212924147071e+00	-2.014866810657187202e+00
-1.021003725666951034e+01	-6.165335369865305282e+00	6.669222552973025353e-01	-2.418407424026584707e+00	-3.905704369862093017e+00	-7.678448342769673696e-01	1.433817609609876031e+00	-2.648296336125217643e+00	-1.098749802593024016e+00	-1.709177411233265553e-01	-1.748734515617756946e+00	6.572320672041795375e-02	1.134147103050731298e+00	1.925378836267401361e+00	1.827849783517079940e+00	7.419156515219595960e-01
