Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
ADORA1	Not-coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	-13.997769227279734	1.807163816397038	1.576453665526132	3.2102936802159854	0.3968613396466466	-1.3851293184720856	0.5342375151824463	-4.013477780713064	-2.301542341159321	-2.583293110631098	-2.313581529559734	-1.7274644554384446	-1.2357121281388925	0.2998972941125001	2.0408768086406077	0.2532049903927526	1.732895928927203	0.18730353366884475	1.0864352628078164	0.19985090030601727
ADORA2A	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-5.906026378310367	-3.3284893104684152	4.1818122935166695	-2.3272068848391076	-2.0323292681402956	-1.8498078097940078	4.740898108706976	-3.329565338311507	-0.7497164902867787	1.0634321391517514	1.0283338158283883	-0.8134796448445931	0.537743116602563	0.8917076854460253	2.8833497382287923	0.08683455084194718	1.4037924253523866	-0.10293449197880425	0.5040409000380787	1.3328112705070467
ADORA2B	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.05773042688783447	-5.105865096115036	5.293268014492026	-6.362652668247008	-3.346278629752244	-0.35434845364450196	4.747192007062898	2.822720837204959	-3.24086509673068	-1.5295273367361986	0.44571116601585775	-0.25597186553493523	-2.8255138231033894	0.3330128865284828	1.364557685968602	1.290588912050213	-1.116761546437927	-1.0439194478722054	-0.6913449530582325	-0.049340803484166446
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-12.444014254364408	0.706399037341732	-0.3249622795354151	6.129158049206858	-0.5121935051247031	-3.8193514675573534	-0.21603807996350088	-1.8838291863529315	-1.0944815652724933	-2.3437928317537535	-0.7142708592227333	-1.3421864184273686	0.7504823295354761	1.9111363678087723	0.37959541234153604	0.5293097490682162	2.521503312697485	-0.025688753785405236	-0.6608346663214895	-0.7260613852254906
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	6.633524641766394	-4.121357605919577	-6.968233277350551	15.123265318408304	7.2842111856678144	-5.068071106510244	-1.4703296945922792	1.0853440804585708	-4.073735797870953	0.6031429539063038	-1.0571117722490866	0.2728126010485372	-1.964140042715449	-1.2715112754867683	0.13148680616994504	-0.6415623331781044	0.3501839559856605	-1.9286776889939643	-2.0195625780537014	2.801924520576557
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	2.7949253729615506	-2.587683443373696	-6.164541507000078	12.958185099688334	6.961474479892251	-4.487396809452331	-0.10173861145264013	0.5095393575328337	-2.7627499773994875	-1.3594598552110444	1.411228729323475	-0.30772638655470846	0.22773158154606837	-2.672264851350847	-0.5279629045023153	-0.7525183036344397	1.3486049349845843	-1.4795174446047012	-1.1376000527895753	0.4600893605006823
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	5.714204962742782	-4.4277580164092125	-3.9202995589799117	13.589161631432189	4.059137670238137	3.1112502928020556	1.7517898824195135	0.20530223684635726	-2.214243269943153	4.064309314026904	-1.6023594472341331	2.6805874945564816	-1.3377843884449685	-3.363573149495642	-0.26960611530727724	-0.8384636942296567	-0.6517127670334247	-2.7850588941146133	-0.929292341474636	0.1172295113930414
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	2.6069417929695144	-4.112707463844008	-1.963109082744809	8.505833126565749	3.1361340170563095	5.3094460309064155	2.461320410676711	-2.458941265802379	2.2101741188405093	0.9817451370033409	-3.957832584569492	1.7939240150662554	0.804483179262762	-3.855218897332521	2.203699237216188	-0.4781168531964684	-2.588470801274522	-1.5442499563351995	-0.09448615944924967	-0.5590101852809289
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.5727595315210368	-3.3169694222858492	-0.40789772122257617	4.599007800539386	-3.464954251009374	0.06581867217956476	0.9009743238048395	-2.3918184217158633	3.2245563472385244	-1.972612478492838	-0.017566706874915933	-0.7400965352686729	-1.09525620550646	-0.9380483082684398	1.9302727444395222	-1.4980216750838706	0.1994983428245709	-2.3019684832255067	1.066908027813132	0.6216844729092447
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	4.550413989124212	-7.881545678423352	2.7461527074955874	-4.1008170007316185	-2.3806133818307864	-0.7311781428690912	0.7564504316252587	-1.0128390937577527	-1.4944852397813682	-2.321606953191242	-0.27750137234667904	2.5340015020993336	0.33144852631865995	-0.9791954206623821	-0.22387038029311856	2.3483106796626148	-0.052153949357733285	0.05178862858776752	-0.18542973752018024	0.3975376678644586
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	9.85122104182488	-8.92119004015719	1.2771307716179665	-0.1056588600940167	-0.7845975533552069	2.019275097665237	-1.6263752639397453	-0.7908540771554498	-0.3015159465561885	-0.9736438037804707	-1.9004144611199525	1.7029144603355857	-1.1120882606460394	0.9919595275472043	-0.9563568321206004	-1.8314365258904757	1.375598646079436	-0.128067378545994	2.0943680353644316	0.39614418085596803
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	15.104819040349394	-7.837940344469684	-2.159296345684956	1.4858749310765502	3.557608851477857	-1.0452806533885235	-3.2671829495927325	-0.7145872801063414	3.652335043897945	1.5421726561063087	-0.07119310860416282	-2.4328887744353214	-0.5179954603511077	2.8288145111135092	2.657551214042042	0.6520066090772835	1.069516453110569	-1.5438954352399368	2.457821965800563	-0.5705057448233107
AVPR1A	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	11.07753006089586	-6.25160734409022	-1.4377565471373557	-0.49712552407233346	7.9919333281438645	5.448920363369734	0.886725045124745	0.611531956224955	4.237323225580321	1.318693062533538	-0.0019085579695969747	-1.5514333941262075	-0.21042526639800982	0.5904760075488243	1.4878048012479737	-1.0902897131465203	0.6097609337419694	-0.6420138494257199	1.702103636620544	-1.109227861989128
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-3.175973766419957	-2.28892515625843	1.2483631353403721	-4.713849370559898	1.224112930132778	-2.2526561798289357	1.4569211500478707	3.4437808705915534	0.25722765435590755	-0.95402731604365	0.16577156987797853	3.5543582152662543	-0.3671830008517646	-2.729467499457447	0.124026939830833	0.33276311509127826	3.4179624980817715	1.8971165867462356	1.4569954931193272	-1.6537743744617006
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-13.803785633129683	2.5369579899724912	1.0786122044865074	-3.0844564945620143	-1.6698167056150794	-2.5308909845251235	0.1904576346504764	0.7101437465043736	1.7170046252913627	-0.2689260272421045	0.7891098298254345	1.8051479925726877	1.295203199025914	-0.2220685252054252	0.7052496580390204	1.0500671614589183	0.045400235773251175	-1.0431279753123	2.486255131268208	0.07589888871650459
