Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	1.0772109690737948	-1.0837195566200952	0.6523920695078433	-0.10584316067879324	2.72781427071448	-0.9221272148362261	0.39795507038572586	-1.6332162864820021	-1.6770443962876302	0.04899695289108335	-0.23576266237959873	-1.5627414917695657	-0.04508450944262368	-0.14711298246270324	-1.2044415891798579	1.6806529437753674	0.06376229250898945	-0.5629870544286296	0.28809540376107096	0.8101260430600523	-0.7327381446307802	0.023203465325230335	-0.4502857323426391	0.3626130685748356
ADORA2A	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-3.4024908497532236	2.3959463115581814	0.337044379231105	-1.6583388767514387	2.684192047735136	-2.3589061604977335	-0.11385287708027797	-0.5961134357723941	-0.20402465847716827	0.6244844951063454	1.502389467943761	-0.7203852771550656	0.20540414525620082	0.8688789180627104	-1.65903413825921	0.050137675244330486	0.702635778197288	0.4772193415858415	0.05253536212293676	0.5006059975551278	-0.8124455537608521	-0.35546429930591433	-1.3299360002113452	1.1553334371753152
ADORA2B	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	3.008465925846943	7.576272632754957	-2.1466193112651886	0.19174376573055085	1.780402098218641	2.467720259986796	0.02800590759204651	-0.31816277702828477	-0.4566548835894426	0.549152197699977	2.2235148076082463	1.2479535972046072	-0.6787863479600345	0.3308250449992823	-0.1339044749504587	-0.3521943424093788	-0.1656208588244211	0.23515884943913762	0.37355330778885504	1.2058476196432044	-0.22310676263574858	-0.12610435113042878	-0.6548560326746837	0.37505315582219995
ADORA3	Coupled	-	Not-coupled	-	Adenosine receptors	classA	-2.4240200530409646	-2.401306526248021	-0.08168316681041865	-1.6514641111903476	0.28968085165587115	1.1440890586943278	0.6023168411194878	-0.9147021231955891	1.2242182844404454	-1.1287803448706621	-0.1930816172670974	-2.0161903444233316	-1.8511255596386103	-0.4031098572989919	-1.291442463856537	-0.011720414082826234	0.4723963920437575	-1.593659198071779	-0.5307335083785295	1.0942316593913972	0.8380370964311157	0.029863595318011627	0.26548792059165105	0.1078579468967134
ADRA1A	Not-coupled	-	Not-coupled	-	Adrenoceptors	classA	14.084774756620721	-7.027874084425633	-2.4600335378542497	2.440706742469215	1.1528146960597954	-1.3730887550996338	-0.7500636294446887	-0.9752830807448701	0.2411330247795712	0.7072248350665522	-0.37598386465102573	-1.2323867900522172	-1.5509975672035186	0.9090803517982173	0.6805917419262509	-0.3367021010634919	-1.5378400901261928	-0.6568215311116314	0.4321573738259222	1.1323806164059416	-0.22223640407727435	-0.4006884554362432	-0.43443964909967525	-0.5923482040403178
ADRA2A	Coupled	-	Coupled	-	Adrenoceptors	classA	11.9045913356472	-4.545586910284755	-0.24181807922929813	2.6352158871584304	0.24017297834968857	-0.7408140607101694	-0.8268852921082328	-1.095006312897899	-0.9969076147482343	-0.8619953228179411	0.04345786140559415	-0.3537303814251963	-0.31559833027548573	1.7653660326181988	1.1306394663235684	0.14364719468800427	-0.1623166210451772	-1.0172272748050082	0.4372655752568378	-0.576906405418648	0.4985597729928219	-1.0446746747848883	-0.342729029080704	0.4093859932349652
ADRA2B	Coupled	-	Coupled	-	Adrenoceptors	classA	13.946364548216703	-5.316645677124573	0.3312266510765809	0.9570337432285254	0.13849529744730926	-0.5848137387113734	2.176643699693344	-0.7981785219931936	2.6773961323411757	2.0125240106450883	1.3963008999532414	-1.2208039135886655	-1.738347133765627	0.5651673997497121	1.0146250145281657	0.6582991282384338	0.013606532129771002	0.9767918943837496	1.1343860815037479	-0.5289755225239183	-0.37644278629182765	0.18725878149899156	-0.27225282631499487	-0.21953924887307663
ADRA2C	Coupled	-	Coupled	-	Adrenoceptors	classA	7.388799623406164	-4.385551894800056	1.0436266068611892	0.6237441821786958	0.4295387752647267	-2.158144256393863	1.5132796483304705	1.7908368358771063	-0.5859468051898504	-0.6739582611825293	-0.2386699236381823	-0.14537752571757628	-1.695140017144497	0.15844071546501812	0.7734588135058592	-0.6859736226709341	-0.07806308209351924	2.5913233063387953	-0.7406532258811045	0.1189802339306335	0.0801703086459167	0.1321610647832263	-0.2418835593878076	-0.05268561584574359
ADRB1	Coupled	-	Coupled	-	Adrenoceptors	classA	-5.901994007245974	-1.8883692433626045	-1.703555240699888	0.3218175966244993	0.1391411483683997	-1.9522625340929556	-0.12716777143809835	-2.1952685373561756	-0.1565121060087441	1.0919758157078872	-0.4464303781876748	-1.3064218968833874	0.5531284320460459	-0.02280911730296929	-1.204393781539558	0.38476394389055885	-0.7917939605706003	0.18883857686556998	0.8038809263132347	-0.7871970856760303	0.028347947537418094	0.08021086342192323	-0.2209562314151689	-0.5084294958527271
ADRB2	Coupled	-	Coupled	-	Adrenoceptors	classA	1.2641199077996217	4.094355338039086	-1.5965500271889947	0.7878021930923135	1.0083273574373364	1.0918001479674224	-2.180779540625128	0.6594880456168926	-0.06756348529841157	0.6912228009077888	-0.38065402983278573	0.12331892759076014	-0.7094656083723809	0.2987387040163335	1.4530700905114078	0.8198026413239301	-0.014247929384799015	0.7067510443713912	-0.5216329395516551	0.6209118521109395	0.05429415548020891	0.3614372799152981	-0.3905889737370443	-1.036770576637034
AGTR1	Coupled	-	Coupled	-	Angiotensin receptors	classA	4.03215918917233	-0.010823492828743531	-1.01806074826011	1.062116263375567	-0.1423706434304928	-1.387473531386794	1.0136216586528068	-1.931294097358519	1.1741087890877346	1.3502847130890356	-0.20853221117791138	2.4499278943666374	1.6781987084439542	-1.7299039151566875	-0.06671262272764293	-0.6723232911245655	-0.6273909406032737	-0.6433736554339985	0.22220582763021296	-0.1814413872615614	0.14780284711085045	-0.09450413143421885	-0.6903276408502217	-0.9058418097204395
APLNR	Coupled	-	Coupled	-	Apelin receptor	classA	-1.084282039803518	-2.850332352135074	-0.47854361679282287	-0.48292731260857036	-0.9077063364251616	-1.7308298883277686	0.09219376195345548	0.7403364906586201	1.5140468590592995	0.5663416774567609	0.4792982192269965	-1.3699351014373744	2.4071315578343304	-1.138453770087799	-0.39417416597397575	-0.8877842641752406	0.727131317514912	-0.2727629821955351	-0.08178002984093154	0.35865144594084636	0.710299867048284	0.029553920171858622	0.9580835022725744	-0.7792934215076538
AVPR1A	Not-coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	4.571627357216707	-0.586297278324412	3.3822446680508276	-0.41545645278159704	-0.1546093606215931	-2.243156959862291	1.0411741828381569	0.7293616377363219	-0.33082807489672084	-1.220047222911446	-0.8971754431452054	0.12743134524404656	1.392012391019844	-0.37194196565668836	0.7800562758036094	-0.5511228695796259	0.12287898699802875	0.4360142860924549	0.5820969231899564	0.5691433019122619	0.7539897049958737	-0.3259558654320986	1.4250810199894293	0.16042187487157952
AVPR2	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	1.2573445514394856	4.169642882566009	1.229736003473763	3.1285464849814284	0.7101964587867252	-0.3696445879233189	-1.914947466849218	0.15663195337126465	-0.8384940063441269	-1.3192109539319057	-0.24847058763446192	-1.5584530070459912	-0.40305921342051637	-0.3982343380218223	1.4120199517096261	-0.8525986341927083	1.1337433489392963	0.32723275321126466	0.6321080013691937	-1.4672981146250548	-0.8219462412705558	0.4435518086577287	0.2538657886005314	0.25575420278122163
BDKRB1	Coupled	-	Not-coupled	-	Bradykinin receptors	classA	-8.172559769630213	1.888684547318038	0.15847631861228598	-1.4830862319801617	-0.6582155519260215	-0.6834752873420181	-0.018091358286519473	0.004593958837624164	-0.5660321554377785	-0.2102472063022502	1.4706549585959037	-0.9674149124912339	0.3700281880337638	-0.3624041170052008	0.06597016250078763	-1.3478586642283918	-1.3451396757002563	-0.5940129991122699	-0.7173156697803722	-0.9176145141124651	-0.8708621017004237	-0.6922352491624917	0.173296235165898	-1.2147654947684923
