Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9
ADORA1	Not-coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	54.287639867759395	-21.35282461200673	-4.171696445446535	11.964400118378942	7.869712485959966	-4.191301811073586	2.903215370169722	-6.29182538616829	11.198744831662939
ADORA2A	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	20.905979692631956	-39.19754423118357	9.340499429178578	30.078926684832865	28.4461115126317	-2.158958396338831	21.778735213596452	1.9533848065649313	2.828319986176183
ADORA2B	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	28.018190760875115	-32.61437983072521	7.080491711594094	31.847263762493856	37.30087343774661	-1.1304849716514567	14.042789341135142	-2.597713769755308	0.546801748031223
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	53.315680990090925	-16.69279906155127	-4.531832571826546	-6.202868129650328	-6.901334234412417	-9.531726377420638	-2.758516641386488	1.7148442390931156	5.750864409146288
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	56.378394999811	-15.506900688063764	-3.5855986461538136	-10.348940712893539	-15.443835924889214	-17.473086996815894	-14.672715681033154	4.1573966089035865	-0.5765583544063709
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	52.42664455923373	-18.06907718799023	-2.8734288459892223	-7.003202059147376	-14.629946434790732	-17.495147230988383	-10.71931128414553	5.463678205997498	5.934112789615344
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	47.07712218162807	-22.298332454567486	3.526624361666282	-7.339123213836776	-14.548526048763943	-15.515788126709042	-8.132127212637497	8.456981619437096	-0.8451998317466906
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	52.36828261621244	-18.808018305106888	7.748856555786849	-7.8224185965517306	-12.887158817233367	-6.2298409373019314	-0.22062966404296513	12.939452218536243	-1.1012678772773339
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	44.9978354172852	-26.04737249300233	8.712660795544904	-1.4905192784765584	-3.4526012307130203	-6.981941758538826	6.812109861307859	8.247261968263448	-2.8012265147601476
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-74.4571819528634	-25.25017971014277	1.7340903863145647	6.878899481501632	3.992623389545452	-9.077032698329939	-5.916439306773922	-9.424649552131125	4.289639921331287
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	-60.68236278445238	-29.709559985072833	8.164517826965962	1.6614968365264589	-5.492023673000584	-6.407989393436655	-2.939580757389174	-6.027117536167918	5.771812603016125
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	-6.283164952214986	5.4243322537167975	7.081587802578882	-16.048302938688032	9.266045943800432	20.348432844900486	-17.4584740684586	19.659704159074654	9.431627160355513
AVPR1A	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-12.561160871369333	7.2798896217954265	9.07201002487477	-11.465858685110947	21.405258771820517	25.815768626062184	-17.42435004934112	25.952234174641507	10.662377828620517
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-53.479245987054966	-19.169751907841494	-4.643672178936262	7.016148826903078	8.249975453193425	-5.648151408334191	-9.782458243878075	-8.502107973360054	1.6231290464056394
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-32.99246869613199	-8.615134118588973	-8.34281884225672	-3.003067987994238	4.205731001510275	-6.877580675644291	-22.006735459287427	-12.004934985509626	-5.561358088898328
BDKRB2	Not-coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-54.996902231777916	-12.8110555878931	-4.749966024031784	12.322553163648319	10.397461694908037	-11.251538387409612	-16.241783642205192	-2.665098033069948	5.248416033689982
C5AR1	Not-coupled	-	Coupled	-	Complement peptide receptors	classA	-8.367480259753146	71.12890839743511	36.16483688201648	-26.11550676493344	12.678018171886233	-11.628792231817462	14.031786188070964	-5.157241892770864	4.1713069183777245
CALCR	Not-coupled	-	Coupled	-	Calcitonin receptors	classB	-11.31610497332038	-30.108751513079184	14.608409197831108	-19.154145149173136	-11.356547310973582	23.25798892199357	8.178076989055091	-0.457042292617717	3.753554720822738
CCKAR	Not-coupled	Not-coupled	Coupled	-	Cholecystokinin receptors	classA	-76.98043502175511	-14.91815179391788	15.085949195469908	0.04334158990703315	13.079357363667944	-10.749610978427643	-15.367157034076737	1.7538368112523182	-3.5292498092952065
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-77.435395505439	-11.66156378177489	10.285936135411125	-8.709410657249437	7.028543023703018	-7.603704806075478	-22.639203645751007	-2.7123369853961825	-3.951307267025195
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	34.36485107745405	-29.24413893428264	18.408788087617214	-12.266474167014566	-21.134386630844894	-13.078898091373283	12.550450978473252	16.50012919220609	1.74129115566366
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	42.212294895120884	-25.407930149789127	10.006954403756346	-16.581622323178877	-22.544668175066132	-12.721016727351575	8.490048081051121	9.121604325594433	2.30619588605074
CHRM2	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	66.04760128533687	-12.192184104270138	-0.924136818311749	-24.09959334503255	-31.996147101295673	-10.78669283470556	-4.774112153526452	1.5902457964571257	0.555103841044032
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	41.76855663075423	-25.60921711654067	9.990936547693769	-15.36829324326139	-21.852260613650557	-11.373920592559482	8.014255360544704	10.400203175716058	1.4203237901460262
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	94.19104695228258	4.305114790179075	-31.806305733178057	1.7753567135762633	13.895219777378895	-1.7699827575066138	-22.0912498434988	-22.33382991996394	-4.351300974567095
CNR1	Not-coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	65.58360877822743	-10.424677672633868	-15.035721797617024	22.2248716203716	27.44177771217116	-2.307494019886691	-5.267319687357892	-10.014494746420981	2.803614294757003
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-14.26589991171106	66.3842715121633	32.25308984643602	-21.44152313615474	18.514088147596354	-15.888401004718396	18.31028846581795	-3.361967081400923	4.185941639422537
CRHR1	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-24.57626422103911	67.42294851563746	46.450938857590224	-17.002223608065382	21.270330685524694	-17.10741496570727	22.6205766602476	-2.4828783179699014	3.879558237569349
CRHR2	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-80.70928552917769	-19.306854513703982	17.087339073577006	-3.1616049127114128	6.887117757733986	-9.097621068011719	-20.726699390587605	2.6428843529344537	-6.118767501502139
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-88.3483210291883	-16.491033511878303	15.492430964243539	-5.407838003635513	10.7395726974438	-12.610360339593173	-24.137190855811863	4.236950516752454	-2.9171847631863077
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	-67.18205914275588	-12.068573345876356	11.094750647367455	-3.115477402035531	10.01256648577957	-5.970861505325201	-24.45372122611591	2.18427396460738	-5.190908849793592
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-86.08213415804498	11.376575603933006	-29.947256138041748	13.94612566821157	-7.042569598347483	-5.9372214074443885	8.595352493228894	3.736106491023103	1.0392074355299796
CYSLTR1	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-77.4481562634171	9.572590714148859	-28.115543043575	10.38310267195184	-4.106423458913222	-6.229079442191319	0.5382415484636818	-1.670595987795669	-3.193883991589516
CYSLTR2	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	53.981619567893546	-21.507826633417675	-0.43035090490668043	-8.296568837762422	-5.6488049953780095	-4.879136641131697	2.8416684332863733	4.612994747056761	1.357107951232969
DRD1	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	47.217433244686596	-25.27623914019452	0.23535224324772488	-6.001786156367438	-12.141651216520987	-14.148796459386606	2.2837566034398136	4.8171956930292295	7.357842858784875
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	60.7821641150301	-16.596233020252665	-2.7507150857107447	-9.730206058838155	-6.943119004363037	-2.2133834415632374	-1.3908845676870734	0.9063357527347798	-2.2137162971024535
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	-22.93772405546953	-9.787460551826461	-5.562556572910446	-17.641887808534726	-13.450854367254731	28.69670630488712	5.017984841294055	-20.068223311213654	-2.8835440747103083
EDNRA	Not-coupled	Coupled	Coupled	-	Endothelin receptors	classA	-21.884245949402047	37.70828169172251	-53.088389552412124	-1.103067230962321	-17.015098247846556	-3.921981472373332	-8.785995459654176	-6.234025872337475	-14.671213515583167
F2R	-	Coupled	Coupled	-	NA	classA	-32.82359401316377	33.57371483429158	-46.74163226222431	0.44771195901026567	-14.307861391573072	0.31003687390639967	-2.4471299260885795	-3.7956589754327927	-6.589056508802345
F2RL1	-	Coupled	Coupled	-	NA	classA	-44.09865054070086	25.833271527160573	-49.187844770748356	22.094773625267152	-8.722164390632644	-5.421824934992981	24.34458414875923	11.187476961509505	13.666844838999287
FFAR2	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-28.95070321957811	26.133042591567076	-49.13765009886575	20.681493710535825	-7.203290592267549	-12.45859651657691	9.792501210032453	7.67942854955074	9.63223478759878
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	-7.446526087468556	-11.679294342799725	-2.3976335730109732	1.3599866177539535	16.5497567944721	14.29150563205433	-14.260639078458029	-3.2897719530163783	-3.3252216719363896
FFAR4	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	-3.7574817649919976	70.38704687889107	38.29667062577677	-24.772273614822772	15.437611905501736	-6.790736569326381	7.009563735429375	-1.3411398204359541	-0.6084372932226432
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-54.0374629012117	-41.89207854506996	13.347271418503336	-5.108263652786715	-6.663193693969615	29.28975837329422	43.24878823537972	-15.977271900337639	9.954610138323817
GHSR	Coupled	Coupled	Coupled	-	Ghrelin receptor	classA	-1.6079918158619424	70.66408484498572	33.00786370892129	-24.780783302143977	15.798463441039338	-8.55627200095715	7.234972189594988	-2.5391606426549824	-0.8563153070125127
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	-4.049799350488426	70.05238016071891	37.01422244753295	-22.841929173106607	17.79681848142248	-5.735527708266215	11.720067864214199	-1.8105682295257612	-6.488682347925404
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	29.270634343826895	69.84963240947724	16.188229428980105	-29.997393819012117	6.9808858832646115	-5.950865778209795	-8.442595578706069	-12.048652603785563	0.6865671393047579
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-52.72582882016703	3.9427146553683365	21.37308465614613	-5.976641311823762	29.29418203319648	29.59161347309271	-13.39443205498368	34.10894916335018	0.5376620809929861
GNRHR	Not-coupled	Not-coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	41.193452783580554	-10.821197887383505	-15.15317894053017	13.633710862881134	25.554669620412852	4.216326425143311	-7.999424630237253	-3.762688045433879	15.869909345782029
GPBAR1	Not-coupled	-	Not-coupled	-	Bile acid receptor	classA	-59.3525278556242	12.011383102419828	-36.75031526223566	7.292162199782142	-9.952475305155152	-0.41866655521606283	10.547248902500305	4.407356072292999	-7.194991629620845
GPR183	Not-coupled	Not-coupled	Coupled	-	Class A Orphans	classA	21.144313376298435	-13.311250371906276	-20.949449130844258	-13.277187398577874	-10.86570451316366	27.92414365207939	18.585088866156383	-25.328087323568116	16.233734691804326
GPR39	Coupled	-	Coupled	-	Class A Orphans	classA	-58.57772996869357	25.521542388213746	-41.79683265994204	5.603964473362275	-15.72158993556425	-10.52345724473721	8.634992078995145	9.285019294620295	0.3579013813439685
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	-75.42585256048908	20.915157905046556	-40.67598265292798	11.921956844273259	-9.584354843465379	-5.19167914053523	16.180173017473333	8.46412996991709	-1.106040318472136
