Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	1.5678192639526358	-6.7883299897524365	5.3633286209931645	2.9788920304798028	-7.90467644571122	0.6609931660052659	-6.708018335944776	3.6297843177489937	7.392924315856785	-1.4558557979345166	-6.319538962062202	1.5473980110310905	0.2533465493791824	3.1300801067385056
ADORA2A	Coupled	-	Not-coupled	-	Adenosine receptors	classA	-38.783428743077934	6.213973374117521	12.764668489196442	3.062612057042589	-10.78342223201088	-0.7213215300561039	-1.7431137032794997	1.7602667757637558	2.5069409987448803	-3.1665928297239807	-1.5415803550539593	0.07061163544971905	1.2793861178602073	2.544808071452786
ADORA2B	Coupled	-	Not-coupled	-	Adenosine receptors	classA	-37.93639433312186	8.669533094164017	7.002332984709492	4.268639632124176	-11.142653939319402	-4.755163233410386	3.687833962346368	-3.9725582363158307	-0.2721958675470199	-3.6266610016711827	0.6948061185522525	2.1552883090566204	-2.2835639467581585	3.6822461841924476
ADORA3	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	11.915573462289567	-11.277236549937156	8.094709829771073	-1.8941927286472857	-3.1946658799575656	-0.9222408393107658	-4.046803212063388	0.04529790722063922	2.0632077767772303	-1.2788375409667714	-9.153407854774752	1.5991998229406896	0.768249962670571	1.0528238335925304
ADRA1A	Coupled	-	Not-coupled	-	Adrenoceptors	classA	24.622683694803893	-16.31447719334439	12.563075330068111	-5.581637370781815	1.9053109281562182	10.003603062154582	3.8758768900226235	2.7631192866423158	0.23387274686435183	6.862275402806106	2.7255793136292468	-1.4328000125862341	1.6099981633828038	0.42035552488348304
ADRA2A	Not-coupled	-	Coupled	-	Adrenoceptors	classA	21.290365088033738	-15.609802617713099	12.547347942596184	-4.857616662801469	-0.03326086293245825	9.803463876215494	4.8565842074904655	-3.11996025971726	2.8347796915951937	6.5699961436111565	-1.7472506508587393	-1.0168841338266403	-0.04162391674111887	0.8585888164248116
ADRA2B	Not-coupled	-	Coupled	-	Adrenoceptors	classA	15.142637500109759	-12.814858857531217	16.47942615584018	-4.571935088533525	0.2013437224772266	13.307910445862536	4.252182482889837	3.8255879774691812	0.06095770365814802	3.1617205809242264	7.4634037541099	1.6597493146866487	0.5311088146853308	-1.0568054255297443
ADRA2C	Not-coupled	-	Coupled	-	Adrenoceptors	classA	10.570516071857494	-10.47363970811284	13.449540300718562	0.9179180490475821	-2.3526086968952056	11.114266681551987	-4.282983321155402	7.288011604842661	1.8884069929893332	-2.899093071056963	4.614460955906663	6.963510625095872	4.829787989676609	-2.75338485835397
ADRB1	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-0.6129016238266233	-5.5515992937898115	12.671399245016294	-0.11213385622418033	-4.22326961896933	0.796959202161864	-7.05873920982958	2.6655004898390016	-4.431131728933405	-5.56898186367927	-2.902012549164081	2.4999886342889384	3.4963794665175567	0.38377377904259374
ADRB2	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-23.25117969263895	2.831381965530903	0.15199668947810865	-3.8081011374339266	1.7304684715136465	-4.604717772630705	-2.8321325635989316	-3.7633196949818863	0.8854157034860354	3.4873826368755916	-0.9035112709246825	3.5754513764491165	-2.2056643106192384	-1.3928457925867788
