3.230926886447023638e-01	-7.498300488480304615e+00	-4.648804863295891820e+00	4.278422841286332989e+00	9.457983701862190173e+00	4.622839091814700652e+00	-5.637542688435499549e+00	-5.968387857788022721e+00	2.879349405777789972e+00	5.221136061760285330e+00	-8.782224673961636086e+00	2.209882473084451016e-01	-3.553740075367961548e+00	-2.359970902822251748e+00	2.816018210879623673e+00	-1.375044760212785766e-01	-1.430319592923198657e+00	-6.354143331171658859e-01
-2.971852916094162822e+01	1.154261021283016220e+01	-1.385848279436446440e+01	8.033305938328505036e+00	1.566254828770592411e+01	4.440084809257296428e+00	7.874383992836478385e-02	-4.872716589600857517e+00	-6.466561746578773917e-01	3.892867010553293095e-01	-2.122589794227653481e+00	2.438920101885726499e+00	-1.871680992098390117e+00	-1.515107640715586568e+00	2.738170040138210304e+00	2.862354755615391433e+00	-4.026532763890394939e+00	-5.181087533977251081e-01
-2.764144966496913725e+01	1.369311330979532215e+01	-6.733343353447902579e+00	7.432357340570018955e+00	1.724203878561510095e+01	-8.408621484358254072e-01	5.007898771813239058e+00	-7.358537130968050288e-01	-4.122021952968433212e+00	4.527327457310405534e-01	9.094367644930684280e-02	1.716061428608344430e+00	6.184999367640822143e-01	-8.493777213226506362e+00	3.301898444677341171e+00	-9.488084644247762878e-01	-1.837621122826833986e+00	2.155974112047211122e+00
1.034345740945163428e+01	-1.536274086233064473e+01	-6.897492990784923172e+00	3.379537053831064286e-01	4.310475760808757606e+00	-4.127945389199634274e-01	-4.251597768684220569e+00	-1.408345921863287664e+00	-1.864660286642971343e+00	1.299827355719751498e+00	-8.966402457272897308e+00	-9.941046697898179296e-01	-9.422992794123885574e-01	-4.213202814560035314e+00	-3.113551342472834715e+00	5.062299156879005224e+00	-9.438987953204847070e-01	-1.662749679175433259e+00
2.154193555701485252e+01	-2.430283181484609401e+01	-1.028632566861502795e+01	-1.758681304219717578e+00	-4.888927394719944530e+00	8.300781533941162138e+00	1.612628043365793573e-01	8.373135857290236572e+00	6.399788861248845606e+00	-1.475128635884212835e+00	1.805535514892177673e+00	-2.927314101496543586e+00	-3.008367093568889761e+00	-9.425712171789459859e-01	-4.431209088863378165e-01	-4.089306955341053040e+00	-1.371538605332860983e-01	-5.512777670872504032e+00
1.837270101783296283e+01	-2.268251217693143218e+01	-1.078862801814844730e+01	-7.892355819622447477e-01	-2.142805629204251883e+00	9.011437061979270524e+00	-1.997865541104132947e-01	1.154891365150744065e+01	1.908920491115210005e+00	1.633060936878491409e+00	-1.616739314838624209e+00	-3.769550797173708112e+00	-4.955923281415023918e-01	-2.954010702946611833e+00	1.915181950245580245e-01	-1.497884923213225861e+00	7.231014419268234905e-02	-5.417648221493589489e+00
1.372027961858277934e+01	-1.859165332878978560e+01	-1.644480259328227945e+01	1.450364788521050219e+00	-2.605257729616341500e+00	1.447446276306028068e+01	1.401882876791617161e+00	4.870054150928724290e+00	6.093391818826381368e+00	-1.446118702537855460e+00	7.161774265691349228e+00	3.182481828658353162e+00	-1.024245138104143971e+00	-7.658816425136377726e-01	-2.879944340716188655e+00	-6.907744750077899898e-01	-2.028875097210293355e+00	-2.739709987893118370e+00
8.715972825528236712e+00	-1.341933250818214773e+01	-1.256842076361197691e+01	4.148975292134832848e+00	6.947905805594792872e-01	1.469536419375772418e+01	-2.422668437265385943e+00	-6.547256568869457283e+00	5.464765994092935841e+00	-9.864467032865307239e-01	-8.929553604616660700e-02	8.054231139827562558e+00	-3.015116384494723523e+00	1.585240367782703830e+00	-3.842070084878901337e+00	1.730531291842043462e+00	-5.135859039601611720e+00	2.289542382565625367e+00
3.211676462630624229e+00	-9.596062617122040450e+00	-9.638839076455381516e+00	3.308532863703652627e+00	4.904860767782543540e+00	1.071428619335277999e+00	-1.676064990511199726e+00	-7.240244287277544544e+00	-3.630685184515617614e+00	-5.169707036868612882e+00	-7.888378406580006441e+00	1.713275616420074421e+00	-3.051553766911331511e+00	3.701362650150772815e+00	5.819409406186967088e-03	-2.455045422195874405e+00	-3.799187818263405902e-01	3.292174502793726032e-01
-2.141218621683927026e+01	6.918845920302884700e+00	-3.497847478670372823e+00	-3.388661747873844110e+00	-2.006506389430880333e+00	-5.175069585499985969e+00	-4.997624814248143643e+00	1.694624829017307821e+00	-3.522087168067584262e+00	1.580002003604795258e+00	1.378686226838246875e-01	3.683350056243042570e+00	2.386352219026711463e+00	-8.814530093905531549e-01	1.214442803277842459e-02	2.252001743771463893e+00	1.019989992897611497e+00	-4.273053147529127238e-01
