Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	0.22693432551167697	-5.5956633393999535	3.5174706758371683	0.41609067423825635	1.5520034099165074	-6.720973224849968	-1.3578157798174846	-2.2953177528489297	6.342388541457318	-1.6147283849982084	-3.9986618836423986	-1.9996300667100366
ADORA2A	Coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-25.720639985152907	9.033335785389536	1.815325907222119	4.773981536984557	-0.1131729374500941	-3.98297754236241	3.6695172433256102	-0.3932036354086916	3.3517342712533473	0.5351556560702232	-1.6116930259784217	-2.402015037326702
ADORA2B	Coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-24.435317302282385	10.158248130609074	-4.125268864196142	4.624116258391657	-3.3749478897036083	-1.467608223579819	8.844020750588497	-0.3345312568913993	0.03270457388584144	-0.44031989116378606	-2.608260872168869	-1.9850401676981524
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	4.38401467227066	-6.70447690443288	10.270255555265297	-1.2945993439127632	-1.7772481632684394	-3.0132819227533143	-1.71269369241788	-2.2994797116144943	7.227746022025292	-0.37915994693916477	-0.20297294647606906	-1.479813126245773
ADRA1A	Coupled	Not-coupled	Not-coupled	-	Adrenoceptors	classA	7.13014924409136	-5.567257281417333	19.77998203696142	-2.8492046184114708	7.6568650379690295	5.9169585992262785	-2.657612835661177	-0.17519506173298102	-0.523540747786838	3.853198169387416	-2.643897386107823	1.1336301751428521
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	7.387135652156177	-6.023620149724952	17.672479584548444	-2.1979380350357283	7.301985638285469	5.691102929962913	1.0181694814337277	-4.661059169566127	1.8288701230858972	2.8013226453372932	-1.366682795986265	0.9041390500736627
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	2.301664416186329	-2.706011767812452	21.292394169846016	-1.6246739722843038	10.206181021132952	2.9182045389244777	-0.4390343259779145	3.3326669151147623	-4.594880963909313	0.5481240807852535	-3.4624735180782373	0.12869633808516356
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.6035974197649432	-1.7700841065684576	15.712623225141778	-0.6419647669390628	8.361577014803816	-5.050602380386568	-1.079276900171346	3.846310038572303	-1.1726231938572487	-5.335589132526822	-4.0086499479089825	0.06912046950344837
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-5.156844437442607	1.5887202397372977	12.02489498464607	0.4834672997181685	-2.5405186140008293	-6.574184015179595	-0.10395395448795464	1.653690815696973	1.9840881705826825	-2.281708209639776	1.8442041711881298	-2.206967045504389
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-15.340698546651728	4.949029633873529	-1.7510365526527767	1.2918382010824352	-4.658507098184034	0.5130261990303487	-1.7099375863402373	-4.372910018307753	-0.03703740424818425	-1.6072632864072898	-1.2709462145102068	2.7807103820796635
AGTR1	Coupled	Coupled	Coupled	-	Angiotensin receptors	classA	-9.786098744048136	1.2619503210738099	3.206020637969242	1.442841669730289	-1.490994600659177	-2.5055795288789993	-4.101237096841548	-2.913905993493107	-0.43637661252339477	-2.6018087693229006	-0.4982662743937418	2.869836481093774
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	0.7214128645202067	-6.723967540633916	1.1331450097454905	-2.2489790186238774	1.426858263392748	2.2675260182213783	-6.938140410175455	2.3241009684796694	0.9416753859719619	-1.4219464640512167	2.1755674032361725	0.20775807057449983
AVPR1A	Coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-3.501829404832474	-3.190163755068317	-2.3764418133637597	-0.8138746874642254	7.654837432651376	3.078349800866318	-0.3280974332703869	-0.03783888592986958	-2.528876137707318	-4.590482772064036	1.1594737214535185	0.5839795520425662
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-12.71955765172726	3.0371062494913983	-4.9997972306843295	0.9206386423931682	-1.498161392393419	6.072910334646029	0.9458914505572432	-1.6316377233066999	-0.7311414556381844	-1.7466276132432788	0.9486714240230857	0.8282326678533619
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-1.2915077731206737	-3.935484595431274	-4.805773300448609	-0.5921458758562272	-5.065577310099454	4.4854529588551255	-0.18914509515421737	-0.5314282748115718	0.7232241798165255	-0.28928527086310596	0.15364954004181086	0.5701437291755346
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-10.109131283477815	0.29851860266839586	-4.542981395628197	2.117225564662386	-1.3025371649360886	0.6232078152340262	0.9976921397085714	-1.5462525092860229	-2.517877784017233	-2.820140459340115	-0.11055278075208641	1.2966115737963877
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	21.140736281550442	19.281520502192805	-5.274949658324163	-13.892307379160497	-2.5433427665152153	-7.709217639654014	1.9385981748898908	0.69839159240654	-3.5000966994181217	-0.4831897842323693	-1.5863865275386526	-0.035961808660458394
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	-6.2240395070699694	-4.207072226793675	5.873718940005594	0.6114470676657533	0.9157291643044551	-1.9913983804273587	-0.7846644934647053	2.7618591853003642	1.2087240829240584	1.8212597143316858	2.611992748560714	2.6076851914573145
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	-19.027663838840493	8.29263659146823	-1.043003005035908	0.30013288583608	-4.15248807668194	1.9135952980756925	-1.424684888287461	-3.73513205747571	1.5303891252504118	-0.4732871110777653	0.10520594552724595	2.0740354666578633
