-2.637112573567378249e+01	-1.842690112668195823e+00	1.001756400149439941e+01	-2.345117595232180552e+00	-9.472997702357554672e+00	-3.784307281833679149e+00	3.360799518591320201e+00	6.937369996044312259e+00	1.154512099375200584e+01	-4.499701008721534556e+00	-1.297804126117064705e+01	-5.521896307117425406e-01	-1.599016911792072726e+00	-1.368397885258389568e+00
-8.376451900526475924e-01	-1.687187322555697833e+01	3.218934425440954783e+01	-1.158702399917748771e+01	-2.220322767239506234e+01	-6.195431509356993161e+00	5.340058766772957100e+00	4.070152118396529239e+00	3.558649564127379428e+00	-3.120114443299301765e+00	-3.951011008382585121e+00	1.678038575680207645e+00	-5.345085208565223844e+00	-2.179537875016592352e+00
-1.274248246217256630e+00	-1.504492154232804779e+01	2.922123054309482626e+01	-4.892812752402761589e+00	-2.223589319029970568e+01	-1.190584117605019188e+01	3.672899858172708587e+00	-2.057702151108512290e+00	-2.786576644351980714e-01	-4.287030847942565615e+00	-3.403116369518725537e-01	-1.396186131591141022e+00	-5.706934620907912148e+00	2.865124837321404883e+00
-3.343797154210562894e+01	1.813034183389842013e+00	-5.366759683265733827e+00	-5.975924733798965605e+00	-1.645369403071676118e+00	2.306617682949650749e+00	6.361786871578668512e-01	-2.821048266705577845e+00	4.292869843840466437e+00	-4.170796800178353081e+00	-9.944644087835413870e+00	5.037052077566882780e+00	-1.863453294430886142e+00	-4.786961835642100205e+00
-4.105009681203591754e+01	8.427882055816670714e+00	-1.368791387397050840e+01	-8.926157498982163929e+00	6.447300828258915928e+00	8.098775327919341294e+00	3.553083913875799915e+00	-2.878705996560639413e+00	5.948361650448240390e+00	1.342246978646516098e+01	-3.931060543298066090e-01	-6.391722388815725964e+00	-4.223609648328895183e+00	-3.282870797594378054e+00
-4.110105062019433575e+01	6.499867856919300024e+00	-9.984754692969067591e+00	-9.402103354637484145e+00	3.938895612352331099e+00	7.970763621918798947e+00	6.455159265287594650e+00	-7.452762292105156838e+00	9.096276513308797718e+00	9.386224113867077889e+00	-1.647763740026620072e+00	-4.541862002943095611e+00	-5.647032115435402844e+00	9.331026142711508209e-01
-3.384932473432181865e+01	5.501648642415375434e+00	-6.483302359245453061e+00	-1.453353848888071198e+01	2.493206021172286402e+00	1.003407693325599404e+01	9.560071361816570246e+00	7.468293175028956066e-01	6.008170879275171572e+00	1.295004461810220064e+01	5.775439107937073935e+00	-4.343063092741442865e+00	-6.518987498914682988e+00	-6.862688045286056138e+00
-2.842478784498007371e+01	4.359803099378106062e+00	-1.928706175137011813e+00	-1.305242408597362136e+01	1.385994759759997752e+00	8.756157023220328739e+00	1.240522006077896044e+01	1.088467644477151097e+01	2.335601126991889487e+00	4.734052353287813375e+00	-5.306347543976476233e-01	4.564898556672944530e+00	1.699568017279065701e+00	-5.760464378441682243e+00
-2.445670306984868247e+01	6.851527597855555651e-01	3.499153875523959734e+00	-1.501510367865251538e+01	-5.302339107273474461e+00	3.962318872819844184e+00	5.623900130226688887e+00	5.669312023034793313e+00	-6.543339138323653437e+00	-7.019075530276539965e+00	-7.160593123726965104e+00	6.357267101755744498e+00	2.872333389990109787e+00	-5.160375033571384940e-01
2.641722400812848903e+01	-1.979214193939444044e+01	3.813154891641365563e+00	-5.099849796349261943e+00	-2.246760691669793530e+00	4.205429300782212110e+00	-7.465046699786644702e+00	-3.448807926811266800e+00	2.572346512102203331e+00	-3.741811820986277404e+00	2.490162227278252871e+00	4.078700652454209319e+00	-2.604262885981947662e+00	-1.199386177357482319e+00
