1.207359416412558506e+00	5.546815895887525549e+00	2.194906100059095255e+00	-9.633609606486022436e-02	4.210364134530551472e-01	4.893582228031718273e+00	7.983517027702425883e-01	-6.194620163542738922e+00	2.524708905079253274e+00	2.951562631856840202e+00	2.199852963284930074e-01	2.286550148450194442e+00
-1.703763720591865649e+01	-6.863858888371847655e+00	5.751635431307652313e-01	3.652550941207258095e+00	-1.912357883029473626e+00	9.019983086571563557e-01	-3.149181002980403044e+00	-2.785348367002809411e+00	9.857087486036644197e-01	2.707560893812537284e+00	2.552001590746939108e+00	-8.520717734785730746e-02
-1.335586787820880872e+01	-3.542794537687758982e+00	-6.116098327530192336e+00	4.541449512914546460e+00	-4.783694659530526749e+00	-1.681321486609647087e+00	-7.171619273025592989e+00	-3.025913804204328206e-01	7.549511934415242820e-01	2.177045845401816226e+00	1.593819178500874845e-01	3.251476061761951364e+00
5.102272483042873397e+00	6.938714572549473658e+00	7.847687774876959566e+00	-2.242138055300636701e+00	-2.295688221215904878e+00	1.173107592552587120e+00	1.572431897061319583e+00	-6.198533972847589446e+00	2.043402388238920064e+00	1.537362326196509033e+00	9.232990542102728071e-01	8.457529235226790565e-01
3.035308386014756277e+00	2.075320495638103058e+00	1.890026315742088414e+01	-6.233095565743959732e+00	7.697418836584288826e+00	-4.731691199536998127e+00	2.664264882513683208e+00	-5.282408730738461511e-01	-3.012110081215198409e+00	1.373122805654994449e+00	8.594806682260590636e-01	3.294977189429396436e+00
4.730644239946607321e+00	4.051752285388503516e+00	1.655469298671580702e+01	-5.386630386472569754e+00	6.659218188181985632e+00	-5.532799922711101992e+00	-9.511276882441305203e-01	-4.098573060925848388e+00	-2.840607739188131475e+00	-9.089358337365326390e-01	-1.313654630341855589e-01	2.827442130792141128e+00
7.306647715927848674e-01	5.740262928349614269e-01	1.915214402276641437e+01	-5.636876989555200446e+00	9.369422243744251588e+00	-6.660856403556685290e-01	-6.455215006711112480e-01	5.135287770585490463e+00	-9.299183430417587992e-01	2.750693265000825782e+00	-1.165428532475527135e+00	2.210163643590671967e+00
-8.086806807961151033e-01	-4.461269951290704472e-01	1.277760733269629689e+01	-3.644442893322216825e+00	7.326380918161366829e+00	6.497130698984634911e+00	-2.669071439379147592e-01	2.945573197624859585e+00	4.041161726473717408e+00	1.747665333224876827e+00	-3.714996649966875175e+00	-3.391246415291154226e-01
-2.127433427716769021e+00	-1.325447327318866275e+00	8.736019421491370451e+00	-1.148516577712942910e+00	-3.237432815258967089e+00	5.209238295310977485e+00	-2.031469204243527005e-01	-5.628690141527171731e-01	2.920052397610015227e+00	-5.610665629311438751e-01	2.739115363654951896e+00	-1.316967021070947652e+00
-1.436986649261252147e+01	-5.903831604561416313e+00	-1.219186654467985464e+00	1.525691667446136712e+00	-3.846334622369629308e+00	5.724230781502831489e-01	-2.225676671844182553e-01	-2.843200846482172750e+00	-6.555094764516794514e-01	-2.157743377637129922e-01	-2.885888995703016491e+00	1.197269093763189574e+00
-1.221755917623962517e+01	-5.890218864793656195e+00	4.678499590614438652e+00	3.627672218708641316e-01	-7.375756343809767301e-01	4.609361508834205701e+00	2.256431423789825530e+00	-1.558128434935078133e+00	3.994094653802280903e-01	-2.706478329368208757e-01	-1.939666896203742441e+00	-8.373162632378529091e-01
