-5.432202691301185382e+01	-3.265729790668753907e+01	3.074342523510425362e+00	1.624733399469217687e+01	-7.624472598329496975e+00	-8.742156398041776910e+00	6.396170674067961137e+00	-3.635234022768253581e+00	1.534025520678963694e+01	-1.759925236816953120e+00
-2.394458745420014623e+01	-4.879993686337278547e+01	-9.545069384869961482e+00	3.931157284949717479e+01	-2.487722532654823837e+01	-9.074580927299717992e-01	2.318750967421398812e+01	7.628374489905628941e+00	4.618246657050948834e+00	-1.344874489822786234e+00
-2.939480745773662562e+01	-4.518266179834164120e+01	-7.095011021291142583e+00	4.767348649350663692e+01	-3.104421926831179945e+01	1.555090316696817299e+00	1.884774926176795518e+01	3.080355255957344163e+00	3.214388468209178562e+00	-8.269859618936152401e+00
-5.390291520488155896e+01	-1.931974553019214369e+01	1.900507596923106446e+00	-9.231316950741433658e+00	4.733633912213157657e+00	-1.232569378766727475e+01	-6.859740114708567482e+00	-1.262479510946265426e+00	4.924713475574495014e+00	-5.792030198073848446e+00
-5.259781608232285777e+01	-1.907632697920413278e+01	-5.314493221824187152e+00	-1.353445983019166832e+01	8.867679268765389367e+00	-2.283992966610266961e+01	-1.915293036269117977e+01	1.607465003214444410e+00	-1.932696397198003568e+00	1.523686423211793262e+01
-4.992907711313514341e+01	-2.197948393844535531e+01	-7.248744182680626480e+00	-1.136386691635696167e+01	8.829724199031318221e+00	-2.433951197101275454e+01	-1.450193119126483232e+01	4.892914658976366127e+00	5.917504280350661894e+00	1.050008809754268846e+01
-4.158501455081791676e+01	-2.457452055620351317e+01	-1.222665611082593884e+01	-1.198644854096604284e+01	7.662877602443761482e+00	-2.142576688983053401e+01	-1.271794998535165000e+01	9.743283179390363813e+00	-2.547669725466421564e+00	2.138915859834462552e+01
-5.464725366994969846e+01	-1.672395734624844366e+01	-9.616538239804636845e+00	-1.198997664478624081e+01	8.179747364192472503e+00	-8.552059750968576068e+00	-3.749595361924705994e+00	1.279242793937063993e+01	-1.131271630385855209e+00	1.846696244311362278e+01
-5.093698725117116766e+01	-2.351847259031713833e+01	-1.173647191228602793e+01	-1.825727062794273658e+00	1.145450036955718842e-01	-7.213259863801411598e+00	4.695140318222896347e+00	7.863074448840382757e+00	-3.043597624359880793e+00	-2.519472424541068012e+00
8.262782018743652657e+01	-2.628826661338714032e+01	-1.328695388860134230e+01	4.815655430675501059e+00	-9.614733284641673317e-01	-2.289546054924778140e+00	-2.470510930498954760e+00	-9.028043755674671544e+00	5.067725191736511370e+00	-3.912013679212176243e+00
