Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	45.309613082544935	-9.483889498445707	6.266016928422646	7.177566406711967	9.429201516337908	-1.6532647551496384	2.96564729000455	3.7447147474426448	11.21653060491693	-1.6850533552389233	15.33482798417135
ADORA2A	Coupled	-	Not-coupled	-	Adenosine receptors	classA	7.719355953688943	-17.70177162183692	12.43853011713943	22.623570233770174	32.96826522222864	0.19619057419589656	-5.073380865607041	4.653678122525351	2.181988136350419	-1.9540303664654315	6.1865784958381145
ADORA2B	Coupled	-	Not-coupled	-	Adenosine receptors	classA	15.081264082593648	-12.421181609423574	2.994109917651865	21.776622877051377	33.78181802249576	6.0906263111464165	-1.5376821029755758	-1.561231658726041	0.11636580882150906	-4.235124191421617	-1.5096827067210785
ADORA3	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	48.92881548568308	-8.579490729481861	10.54144970217178	-7.864687417096707	-2.434734624733132	-2.354954463495508	-3.5767582934612543	-2.312413633510845	5.3257354309993135	-5.802942178326636	11.48690890260784
ADRA1A	Coupled	-	Not-coupled	-	Adrenoceptors	classA	55.475565666007945	-3.381934079388088	13.739390865800985	-14.451406117660076	-13.012065997759	-3.102623409617573	-9.593522434303564	-3.9453877829924244	7.706201154490197	13.872057834052864	-6.897059765768958
ADRA2A	Not-coupled	-	Coupled	-	Adrenoceptors	classA	51.18146483408991	-5.649802177000924	15.652189667357801	-10.865643560992094	-9.367785459601684	-3.8335866020768647	-11.203771513660127	-2.218758798568857	12.636630705575218	8.170870981954133	-7.4405199074258075
ADRA2B	Not-coupled	-	Coupled	-	Adrenoceptors	classA	43.33304188570227	-5.103528589944507	20.909314457123454	-11.246083555646102	-8.262596397815566	-3.2163105838767074	-11.093584885290436	1.975799302774634	7.900984571676992	15.860340079321645	-7.396054695307504
ADRA2C	Not-coupled	-	Coupled	-	Adrenoceptors	classA	41.034834644315204	-3.583570835611096	22.379661773449605	-8.485134989311119	-5.912766499656182	-2.4351044676109534	-8.872801809400361	11.432619990699191	0.04169701180949229	11.319816523406429	9.111001557585347
ADRB1	Not-coupled	-	Coupled	-	Adrenoceptors	classA	34.06369090004093	-8.71647544469942	21.58566625065667	-4.10387198237418	4.875457653459814	-3.6264554445127812	-6.644972483336985	5.0575317490341805	-7.597417959524754	-5.803851160055199	11.238009434165031
ADRB2	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-55.989386191210464	-19.56402041034991	-0.6069692390070158	3.987864479599764	0.9307491437293238	-4.675541614771664	0.9049822480240143	-6.69791659509252	2.9673716015045737	-5.826773198588465	-0.12913057903234956
AGTR1	Coupled	-	Coupled	-	Angiotensin receptors	classA	-48.57985132693654	-18.15643898701659	11.287757030471637	1.2174336906877552	-2.535943659773719	-5.194256674750494	2.2038037325261053	-2.8383181486402864	4.617793479691241	-1.2117960116143518	2.7123349696364043
APLNR	Not-coupled	-	Coupled	-	Apelin receptor	classA	-17.147902338840687	2.5154479221241353	-7.608731643915287	-15.230395708936802	-14.263295616420285	23.961382137268373	-7.737841231597236	10.4738683778439	-4.1994730858072025	0.04620809271136074	7.254983601255334
AVPR1A	Coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	-26.602575550601568	3.6654047652142836	-13.719130196470783	-11.066776134125288	-8.263038099377761	31.046076342512098	-14.152622642374759	14.582721126158896	-1.3785651202739586	0.6583980326526463	0.22054915544274625
AVPR2	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	-35.89265055811401	-17.037133558339345	-9.070346914588749	3.771006751402752	2.033467753940861	-0.10248306315362467	-0.9412779178646403	-6.318862823387786	-0.7029517163389885	1.021548612947085	-6.400618632582215
BDKRB1	Coupled	-	Not-coupled	-	Bradykinin receptors	classA	-17.006968386554302	-8.72947479145592	-12.035211103803338	-4.807962349651717	-5.567544384319458	5.921530374867254	2.1380556317798898	-13.109511692439341	-5.002542353395435	0.8850031674038077	-1.4124518295883812
BDKRB2	Coupled	-	Coupled	-	Bradykinin receptors	classA	-36.49707736327562	-11.567152953328593	-10.588026460091372	6.103578590247074	-3.1758258649135267	1.463443633821721	-7.26897573726586	-9.446575251195219	6.505115853799563	0.024419775860155278	-0.10451719844935628
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	-20.28347882535213	67.29247197512164	-13.764880398819816	-24.49596874084967	11.103548523595046	-10.573404103615704	3.2422176289830804	3.1205847163365	0.09507755898547662	-7.287303756280814	0.15821143014948988
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	-27.12572489732336	-17.60187105075574	22.389271051968677	-10.02245247630498	-2.462514495645408	8.721442966832182	10.07494961565736	5.188851142374545	4.249494462173835	-4.243324713673122	-1.8502741430655516
CCKAR	Coupled	-	Coupled	-	Cholecystokinin receptors	classA	-68.8614637371019	-4.930994327333134	-3.8109710532403187	-4.719485223259001	1.3099495300680886	3.0781552768342744	-11.519821810638074	-13.180251380175298	2.9399992850252548	-5.019466721216278	4.8966423469197435
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-67.21266550693478	-5.678498636286835	-6.82442190166593	-10.618828855472408	-6.656473967892812	5.511830359551528	-5.98572060668394	-14.510512492313868	-0.024146962219216375	-4.652947017108173	4.468781081206956
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	23.517152677010618	-7.748288296243318	38.60622020422524	-15.203998853075499	-1.5918183470357854	-11.058481416518637	-12.085635925247836	8.146894828502633	-1.9634520674481268	-3.213224722446833	-6.290673540414433
CHRM1	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	33.66020198601658	-10.04869505370898	31.52704472002085	-19.359322478195104	-6.808795665087676	-12.66269653030645	-6.689350090922862	2.6899665880774	-4.261344389353594	-11.249530988609642	-4.19347397485253
CHRM2	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	60.52551973768762	-3.3445712751234984	24.58178915784713	-24.46535701520042	-18.678019453787414	-8.948693029053041	0.59458525971682	-2.5160471384165306	-6.671861879305262	-5.959452904281525	-1.31121227271261
