Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12
ADORA1	Not-coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	-0.13803492176735974	-6.689479151976545	2.7035181753004287	0.7465395177933923	2.4061068703493853	-6.295469247863452	-4.84586519451195	0.8154760851524586	8.563487611511423	0.15087277402629648	-3.640819289142548	0.25271521455624574
ADORA2A	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-34.72051648471496	8.682859408052954	7.097374176604633	4.625247829548779	0.8828577857254131	-7.469342261496101	0.7378857742503275	2.494270669457919	3.3564782029278213	0.8602536403719986	-1.1030176207364109	-0.6859185553451349
ADORA2B	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-32.90782719358158	11.033691839230219	1.5377624958844631	5.390971247478516	-2.3638963444967818	-8.018654249001722	7.928610258603183	0.7770722874697346	0.8701384280045571	-1.3610321939057974	-2.5189208358789745	3.4621400116693675
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	6.558889030932549	-9.52945477332228	8.32440104488873	-1.5674850346135132	-1.5390394324919552	-3.1666559797258675	-2.3755404042347976	-0.27304110669798903	8.695398715659408	2.09815741004935	0.3888625568330726	0.37803994322771983
ADRA1A	Coupled	Not-coupled	Not-coupled	-	Adrenoceptors	classA	15.310062840381212	-14.300811685039028	15.971706367220934	-4.558262294650932	7.735077730007196	6.9781993757327045	0.39250154314550784	0.3752713317726571	-1.7634178474800792	4.380222441032382	-2.493437084429025	1.898203476607882
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	14.675839602634845	-13.908947351786935	14.247082101622834	-3.4585990191548146	8.366787404110006	4.502752430664507	4.263590089284154	-3.5578374035804488	2.3096307354317553	4.049489249336384	-1.1207770206897856	2.863174803961519
ADRA2B	Not-coupled	Coupled	Coupled	-	Adrenoceptors	classA	8.02025512844734	-10.320908143490822	18.854854610343036	-2.912448026853028	10.218152959037168	4.189456814091144	0.48613362773637525	2.674757172081202	-5.210233481311547	-0.6734736489686856	-3.7865186803610436	1.7720316485758343
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	4.551316637183828	-8.335902649174045	14.01421358801316	-0.9902783456108647	8.925538061071567	-2.8236073116952927	-6.284866998799425	4.392908550405599	-1.2535929519169289	-4.736661760107487	-4.697798231560318	-3.523896228365411
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-5.107519116465515	-3.5040815674604184	12.791632309317569	-0.6344909971933473	-1.95240228525376	-6.255336178737133	-5.694993182653558	2.3542401008481875	1.529959701851826	-1.428035993356601	2.39879921710332	-3.859782617909071
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-19.389555981360097	4.100944023060346	-0.47705743438572135	0.24065599490274533	-5.116222936604863	1.4424674255966903	-0.08143165035625825	-4.999448085111752	1.77211496423264	-2.179647172211012	-2.0485990340489293	1.4874128482367421
