Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
To	-	-	-	-	NA	NA	0.5252420902252197	0.21524593234062195
ADGRG2	-	-	-	-	Adhesion Class GPCRs	classB	0.7098549604415894	0.6709287166595459
LGR6	-	-	-	-	NA	Other	0.6223623156547546	0.8839682936668396
ADGRD2	-	-	-	-	Adhesion Class GPCRs	classB	0.9082920551300049	0.3767884373664856
GABBR1	-	-	-	-	GABA<sub>B</sub> receptors	classC	0.6904735565185547	0.4020179212093353
LGR4	-	-	-	-	Class A Orphans	classA	0.8171658515930176	0.34155118465423584
GABBR2	-	-	-	-	GABA<sub>B</sub> receptors	classC	0.40045198798179626	0.14658552408218384
GPRC6A	-	-	-	-	Calcium-sensing receptors	classC	0.9665546417236328	0.17612478137016296
GRM7	-	-	-	-	Metabotropic glutamate receptors	classC	0.8656632900238037	0.24785935878753662
GRM4	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.3811010718345642	0.15387257933616638
ADGRF1	-	-	-	-	NA	classB	0.9282699823379517	0.13855993747711182
GRM8	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.5862616896629333	0.36206433176994324
LGR5	-	-	-	-	NA	Other	0.8321727514266968	0.4755992591381073
ADGRE1	-	-	-	-	NA	classB	0.6384979486465454	0.10374835133552551
GRM3	-	-	-	-	Metabotropic glutamate receptors	classC	0.9486346244812012	0.45363301038742065
GRM6	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.6902085542678833	0.4601300358772278
ADGRD1	-	-	-	-	Adhesion Class GPCRs	classB	0.7145644426345825	0.3791412115097046
GRM2	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.43371352553367615	0.7020111083984375
TAS1R3	-	-	-	-	NA	classC	0.4788263440132141	0.6027376651763916
TAS1R1	-	-	-	-	NA	classC	0.3831065893173218	0.38193583488464355
TAS1R2	-	-	-	-	NA	classC	0.8147079348564148	0.7114464044570923
ADGRE5	-	-	-	-	Adhesion Class GPCRs	classB	1.0	0.7707501649856567
ADGRE2	-	-	-	-	Adhesion Class GPCRs	classB	0.43805548548698425	0.4353850185871124
GPR156	-	-	-	-	NA	classC	0.42809760570526123	0.1349487006664276
ADGRG7	-	-	-	-	NA	classB	0.6652512550354004	0.4035997688770294
SMO	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5812206864356995	0.18313463032245636
TSHR	-	-	-	-	Glycoprotein hormone receptors	classA	0.5854189991950989	0.1942894458770752
RXFP1	-	-	-	Coupled	Relaxin family peptide receptors	classA	0.6424546241760254	0.20464305579662323
RXFP2	-	-	-	-	Relaxin family peptide receptors	classA	0.186341792345047	0.18695122003555298
GPR149	-	-	-	-	NA	Other	0.43904826045036316	0.22842134535312653
ADGRF2	-	-	-	-	NA	classB	0.3796341121196747	0.1144041121006012
FZD6	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.7416105270385742	0.2507021427154541
LHCGR	-	-	-	Coupled	Glycoprotein hormone receptors	classA	0.39899200201034546	0.16276371479034424
ADGRF4	-	-	-	-	NA	classB	0.627461850643158	0.16951048374176025
FSHR	-	-	-	-	Glycoprotein hormone receptors	classA	0.9754828214645386	0.37200039625167847
FZD8	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.3846740424633026	0.5828291177749634
ADGRG1	-	-	-	-	Adhesion Class GPCRs	classB	0.4870569109916687	0.12343037128448486
ADGRL4	-	-	-	-	NA	classB	0.41905972361564636	0.07555299997329712
FZD3	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.7121051549911499	0.4878048300743103
ADGRE3	-	-	-	-	NA	classB	0.8318725824356079	0.3386330306529999
FZD1	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.21995052695274353	0.14855310320854187
GPR50	-	-	-	Not-coupled	NA	classA	0.33408322930336	0.44815146923065186
GPR37	-	-	-	-	Class A Orphans	classA	0.4470793604850769	0.5308687686920166
GPR153	-	-	-	-	NA	classA	0.6237949728965759	0.3994095027446747
GPR107	-	-	-	-	NA	Other	0.8915578126907349	0.5218161940574646
PTH1R	-	-	Coupled	-	Parathyroid hormone receptors	classB	0.6018673777580261	0.4246343672275543
FZD9	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5237787961959839	0.11298221349716187
CHRM3	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.41961875557899475	0.5021772980690002
GPR162	-	-	-	-	NA	classA	0.7963106632232666	0.3942427933216095
FZD5	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.6139200329780579	0.1926034539937973
FZD10	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.9342843294143677	0.4280320405960083
FZD7	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.5601054430007935	0.46412962675094604
ADRA1D	-	-	-	-	Adrenoceptors	classA	0.903232216835022	0.38210901618003845
FZD2	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.7037605047225952	0.5786685943603516
