Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
To	-	-	-	-	NA	NA	64.53968048095703	0.9575772285461426
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	36.97671890258789	-1.002488136291504
LGR6	-	-	-	-	NA	Other	48.820491790771484	12.682055473327637
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	42.1497688293457	16.37852668762207
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	37.26348876953125	0.5665600299835205
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	42.91166687011719	13.667078018188477
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	34.10691833496094	26.62401580810547
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	22.14932632446289	24.766508102416992
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	21.490819931030273	24.41541862487793
GRM4	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	52.8148078918457	17.418960571289062
ADGRF1	-	-	-	-	NA	classB	21.386812210083008	25.31403350830078
GRM8	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	29.946842193603516	5.307424068450928
LGR5	-	-	-	-	NA	Other	20.124250411987305	24.068017959594727
ADGRE1	-	-	-	-	NA	classB	18.539243698120117	29.080474853515625
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	18.854026794433594	25.987808227539062
GRM6	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	47.68342590332031	14.347604751586914
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	16.820396423339844	28.627185821533203
GRM2	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	32.413978576660156	27.371265411376953
TAS1R3	-	-	-	-	NA	classC	24.439790725708008	30.26222038269043
TAS1R1	-	-	-	-	NA	classC	26.735048294067383	32.39179992675781
TAS1R2	-	-	-	-	NA	classC	23.10418128967285	22.396028518676758
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	16.975584030151367	23.18126106262207
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	107.01250457763672	-17.917255401611328
GPR156	-	-	-	-	NA	classC	45.968936920166016	17.716096878051758
ADGRG7	-	-	-	-	NA	classB	79.83562469482422	-3.4225261211395264
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	38.61061096191406	-0.29590487480163574
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	21.58387565612793	8.894386291503906
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	19.964879989624023	10.443115234375
