Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	4.290736258594095	7.043973288921142	16.809849692194692	1.1399974884254245	-2.496697161062987	14.954571955785767	10.763987028967687	19.950117952371578	-0.25989493142254855	-8.659128010342148	-1.0456120550815198	0.40865486564394743	1.5243409555041278	-0.8330397363524048	-1.4867862428032756	-1.3773813947659077	0.2859227799361268	0.5985536889495768	-1.5219976334149317	1.1993174959633885	1.8157227482751634	0.6836016395663636	2.083596168303285	-0.1466667639062308	-1.6439338620980315	-0.3163458158097654	-1.7355571247767947	-0.22295273240396626	0.9097883843732428	0.48960939211828924	0.3866707230104439	-0.41581229078527676	0.42747897540375174	-0.7544213688315756	-1.5333620698206984	2.2918217787972	-0.8414825752161765	-0.8551185114783154	-1.6985830795069934	-1.6858195709215054	1.9212357156052757	-0.5857263187107412	0.1855741230349259	0.8004463973978682	-0.15270930686630996	-1.5532773185295017	-0.12369346401709849	-1.3823555625455317	0.2216585233261491	-0.5509774360297239
LGR6	-	-	-	-	NA	classA	26.064206063855444	7.10536382066728	11.300454283879954	-8.015741746445075	4.523651740104198	13.572328294278883	0.7046986758392502	-6.006086433202037	-4.759989386828162	-1.100985825622848	0.44277821615595564	0.8624992671808975	1.4220318307210917	-3.3225210743907514	-1.2272683596170844	3.8033243353869985	1.0898157703745568	1.4897042893984231	-2.4248872877188474	0.3875218030113826	-4.237706169254501	-0.13375557530108528	-2.4645039299762983	-4.143272568980192	-4.876350143738469	-2.2128031098574557	-4.0876959910506026	3.207495865954197	9.426695177312796	-1.4749801901698938	-0.28594689753006736	2.2765706814023807	1.2263939188537896	0.3824644627256796	-1.4205189801841283	-1.1922093453629614	1.8963611426850908	0.524771128593124	1.1490819585352512	0.5392774510574252	-1.511477488109722	0.21118992121279165	-1.3961477452601312	-0.7313551028822194	0.3500088341843598	-1.4237078050303054	0.5611108088121516	0.6029189609620581	0.017457859174734452	0.32754920605114474
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	24.591568631567473	11.351453786301061	14.344374306336912	17.501960884127257	3.1891226010653764	1.0034094558009587	-1.8766046617218342	0.5675089913582674	0.8584327718336631	-2.36205364509491	0.9917551079356831	1.7127975057079876	2.152806185968014	-1.0485968963543484	-0.3293656852084654	0.650203154955024	1.6200665411187054	1.0875997605397567	-1.5190303113067933	5.782933820644972	-0.5160959837277302	1.2990440000693122	-0.9419450193837019	-1.6050100377112284	4.186718445530924	0.8254999214566581	-0.5501267742773548	0.34701029599717287	0.7387242192775613	-0.9526959872171696	-1.2309049036466464	1.894039619141153	2.1984714832185333	5.284920872316606	-0.8125300499788265	-1.8549205986169475	-1.7308631278209454	0.07599426957250018	-2.3366065312801965	0.20916206567462653	-0.7223871059857226	3.2216770922456908	3.6397903373961435	-0.6859391167566474	0.4022780698877188	1.7258817417813577	-0.0585938011190995	2.1705965240448704	0.1776487035218177	-0.9668004259208809
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	3.3364067784745415	8.819472082698361	17.271009942571997	0.9512856075405786	-2.184482230298338	12.155351862787594	12.876107654968896	20.624600885247627	-2.439966783017759	-7.864199348189275	-0.6607496076571431	-0.018295351377827517	1.447051272391938	-1.269525727211785	-0.2564938844612192	-3.2716230679579086	0.5684519594018089	1.0283756484565978	-1.108250925432328	0.027296288523480584	1.8897210392961479	0.34978703823472523	1.0825000931807773	-1.2631212581985476	-1.6479516125307445	0.9857611355273637	-1.4148323465551398	-1.1321522342231802	0.24513620810385028	0.39471829110187895	0.302943843565	-0.34740325229893804	-1.7040495350831442	-0.7205735060816059	-0.9190091587614669	2.5655015603363815	-0.8438101669164234	-0.08559892791094809	-1.142452091210271	-1.5933603540806989	1.9875546412506306	-0.24277494833561036	0.2379688732474583	-0.008437007658295088	-0.4716745257810066	-0.5693560920013557	-0.2963169803183624	-1.7034308487510605	0.8522035980752409	-0.36936505353913934
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	30.59875371194607	5.770238721022711	8.022859453270668	21.130158863541865	3.2252457422813565	0.3645157373782667	-2.686212268676015	-0.37248833023679123	1.349829922891163	-1.9576058587481453	4.125989908473561	0.3200014928484502	0.48998756877039	-1.0468621999606607	-0.26753728604862054	-0.6135523731565249	0.4625377279911347	0.004136759931265512	-1.098887061495662	2.102369252617621	-0.9623312206926847	4.038565328222212	-2.3917292693813064	-0.9221342330386664	3.6703016249128106	0.732241045187428	0.3952707345566601	-0.09407448522455339	1.0022719946466314	-0.3732459004075929	-0.8519950798207883	0.5520738227862527	1.9363362360555691	5.0246697183822	-0.14401135739632803	-0.4817102743733771	-0.22512437390883966	-0.515122685838811	-2.3626461458545163	0.7840522369480687	0.41165546984802504	2.197748111366561	2.8733750448523154	-0.5784977115930955	-1.1024715407458907	1.1090346875394135	-1.3296364249229635	1.3909799150416509	0.8267368741277789	-2.1967828611987037
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	20.597523243349997	17.519659748796204	12.670544527896466	23.39498601789868	6.8003623568177956	-3.9896312258886923	-0.35611218815255696	-1.094222038523084	3.3214331941270787	1.4342332931819493	0.7327221631667901	-1.5102191410971566	-3.2283754937484006	1.3727332257318963	-1.305202140883581	2.0111103246944997	-3.1557468535775373	-1.3408039479362746	0.44465352722158746	-0.814616701830542	0.04848051178373671	-0.10810772407150387	1.7049244347559829	0.19351258878180036	-2.287896568550663	0.6066954391551166	0.6667569702993194	2.4101266165027813	0.6254574631941715	1.3487445601056782	0.850165830729544	-0.4446058493716455	-0.1600217424987669	0.0952279326913136	0.9427359494744522	-0.12429730576538674	0.7868812298798596	-1.3701538776614945	0.6340420890223455	-0.3223269494436407	1.1412793819757108	0.4044977813695462	1.100849172887917	0.16742497734960718	0.3820755675042169	1.0520100173493123	0.3324011143729715	-0.9527145404472942	-0.9595489105518483	1.0016375155056734
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	18.41532768758386	16.672178844093974	19.47760713573212	24.377472901350696	3.9512916229897783	-2.8454322431091543	-4.190100980920422	-1.9194511917102348	0.6319896017481876	1.3171561360171973	1.2770592084275707	0.13298165964161118	-0.41096783004312154	0.6091598890324269	-0.12762137382280847	-1.9315686108006331	1.9400297538707931	0.5694251550137518	0.3028206713901926	0.6838535945275428	0.15485606549540737	0.2343626669053078	-0.49506238483299797	0.8874219008788218	0.20837640582089864	-0.10108173249163135	-1.5814254448146192	-0.6266314066603629	-0.7062239103912968	-1.1042389383452373	-0.7296312017009581	0.20125999214487839	-0.1372225875447648	-0.2790305115787211	-0.7510887916426323	0.8109909384483768	-0.05343092792953048	1.0866738717184155	0.014606107848664661	0.656297241331683	0.11894184187768796	-1.3050159157955366	-1.0075895361839007	0.607305910749408	-0.5377428040840299	-0.7313944560897578	0.2464451141074284	-0.4725905370523723	-0.31256050955834247	0.12826059626226305
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	15.82665912261887	17.977988078434755	22.724707130383255	24.3700310827036	4.254377230590799	-0.5822617621724734	-6.5039041335340535	-2.4926691311737317	0.6084379913539166	0.2740972956300047	1.4083635004241464	0.2580733139372958	-0.35617188285434437	-0.2185179182705881	0.2662979311869382	-2.0931867449885093	0.7742500809929557	0.4429297457016139	-0.28757281260934936	0.06498799000755545	-0.0482774206177514	0.30176608358522106	-1.1785123887022344	0.2360243873087178	0.14593713503190128	-0.07309218131893562	-1.5907110659883115	-1.0994671283788464	-1.237948836255781	-1.2163193957929854	-0.7410044864644505	-0.3491399211447523	-0.5212692242691814	-0.9210950649645377	-1.1517784453215423	0.931951140448457	0.18834335757896123	1.771672780300436	0.36538542455477824	0.7884777133035067	-0.6518045480960072	-1.7570812259493052	-1.6143651703502775	0.7612567434913071	0.13307118307773452	-1.4129722553326196	0.9095134230871118	-0.30743609376728853	-0.17591267100287558	0.059314756202021215
GRM4	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	26.07533168976148	11.817805955392343	7.1025881693089685	-5.502440076020398	4.731188822492978	2.2827020292209457	10.725449939793252	-4.562248007697484	-2.1511728105804915	9.935376112417837	-0.6502837408819638	-1.5718763645528295	1.1493347687317945	-1.9847931041967302	-2.9250400367529346	0.9777931345127002	-0.7590797853931144	-0.965005092772696	0.38510930619879963	-2.6970830989766474	-2.361927004436301	1.0469720276832817	0.3989006627530813	-2.0582263611742766	1.9985286063381582	1.5165736186346057	1.9312698606778311	2.4642708096568944	0.6939346603013282	-1.297113575936123	1.0604790178019934	0.4945941339536818	1.53896363375597	-2.343134276555091	1.2163595220152121	1.5830164062877412	-0.00019920932981942294	1.4110620932479316	-1.4490267470121323	-2.1269595497728426	2.0673260450866997	0.2452939940499595	1.8882460843522866	-0.8072360146933448	3.5403459172394007	0.9247514720420804	0.9704743807938943	1.1189522277964523	0.9881694778904366	-1.5661634457652631
ADGRF1	-	-	-	-	NA	classB	18.86193205758187	16.670012047710923	19.261289066936193	24.547779315082035	4.435879765087088	-2.9821578426728985	-3.939738301265642	-2.6753814713623587	1.5558329153165111	1.1208557767807779	1.051644072312995	-0.9181875673156711	-1.030191237085592	0.8684799541878188	-0.05223156314386289	-1.7741423900853435	1.4321562314895107	0.5093746667963556	-0.1652768983586918	0.6062863826578222	0.23742300988566273	0.28054878504289843	-0.6267081189027717	0.8685433259060599	-0.04244776060442775	-0.3964515031038924	-1.6578492229318484	-0.6956540856532456	-1.2296094815156196	-1.1700046926532788	-0.35012505627625756	0.1939511805839065	-0.3919303667621515	-0.2917576578744127	-0.7299293213984455	1.1396241366822628	0.055732959330605236	1.2963534582224912	0.4075290002780462	0.5675086909976682	-0.41418404305399437	-1.3254547277222868	-1.2071466511669435	1.0935183536911668	0.10328030145333729	-1.1633871301501477	0.8034904661967984	-0.4106606021886705	-0.2734719823751515	-0.1667242733254531
