Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	3.1924885178188838	14.80266727369686	-3.9001745155415577	1.3567837786725951	13.018401760795095	3.3945279033377846	9.745242987476692	22.93764783173718	1.1181297183081822	-7.238330107477594	-0.36688003244455536	1.4962161258513045	-0.1740571242820106	-0.3884602181842624	-1.4154274696773146	-1.7951107322797293	0.9848592450450426	-0.19907124276466823	-1.6014148963015116	0.24070137531023145	2.1338307464691573	0.7225372277896692	1.2317288128158794	0.4313331902158325	1.0481851122648693	2.1542532990345022	1.0776674013294452	-2.0897095276687185	0.8124108744705759	0.43572788058257306	0.3003431009950921	0.09195783727407932	0.3964721566770477	-1.2803527532389825	-0.6072151405383982	-1.2092376048162863	0.25038787861953893	-2.5465995866366082	-0.7202196331479757	1.0644369883749654	2.5226031340808817	-0.9766689189999801	-0.3116632429550713	-0.36287686140357095	0.36039915317957255	0.342509610773563	-0.6308598362275221	-1.5795634528508242	0.5774736950918793	0.06479876231669868	-0.28657724039166216	0.14779328106653916
LGR6	-	-	-	-	NA	classA	20.28283024402851	20.275827773536438	-0.6562373084702056	-9.917379190755488	14.249982098480835	-1.329898772475492	4.290290290881444	-4.607443544005314	-3.339983042965931	-1.1708521744175675	0.580527346576151	1.682011807469463	1.5886665900701844	-2.873535668837573	-1.303772861342177	3.2704758915800642	-0.2779296911674425	1.4455828446188024	-3.7743590556081106	2.085961750880611	-4.0332958866249475	-1.755719065448828	-3.9057047471482615	6.5142221724204195	0.9695013119425921	6.118001233405716	9.831787657808867	-1.0807571904596895	-1.255537375908763	2.4833686032516495	-0.8818802260643205	1.731361369709316	-2.0874394993755883	0.11627484790707769	0.6305712849339804	0.04895776102674086	1.0751645173625184	0.5413221508915582	1.2496617681603142	0.10848535532691397	-1.852762321362265	0.23166945052685592	1.3104832838068186	-0.18484535356383866	0.17329339641973013	-0.1798936868644986	-0.6161961591643713	-0.31236153074469397	0.8644810588448241	-1.1293787053124036	-0.07346422274849376	0.7500384973568719
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	16.03062620382746	27.409679268385275	3.9911970544829583	17.350527200495264	2.297865715580643	-1.2899145752205456	-1.597191378121441	0.38760419806844115	1.0499902344984533	-2.0939445325399655	1.5936947839922682	1.653459708404881	0.7526331487372534	0.09386940457155629	-0.5611768552219623	0.14115900641303702	1.7878322678017335	1.2177145993564527	-1.0428633316461897	6.474048103747354	1.2249243583803262	1.341316484376502	-0.13794593405613864	1.6535353059574334	-3.838865591325657	-2.902181987993364	0.8033246617555386	0.9696852952974927	-0.7910563380846009	4.6351124303301	-0.9720567661731135	1.1429246274994473	-2.103166693312429	5.022628219036591	1.2031127253181175	4.057614783758141	-1.846069910312101	-0.6113915054866444	0.10533352738416635	-1.9045590647608228	1.6954630680549756	-3.0728679176132894	-0.8468068032472749	0.13965292140334226	0.24185356434791563	1.1491771054489681	-2.745503721998439	1.2540717661045628	0.2462762517635094	-0.8983320763728992	0.5330279060925882	-0.1346821210197004
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	1.331731636093091	16.240079600679344	-1.8768290652310682	0.5112106793810273	11.403854760659316	5.741802023957547	8.043486961733542	24.06879692853246	-0.9302126052378211	-6.145676201144406	-0.10515110569227974	0.8718477435947678	0.23721051825527195	-0.9061834893716513	0.4761039055893761	-3.1973030900160975	2.03535678085223	0.016714282889184615	-0.8719892121005536	-1.0537737565096035	2.3095603712573083	0.1776442686099738	0.42266254542839665	1.463717679097358	1.2752192878333246	0.8380726332500595	-0.2909333847001884	-1.6517033995745518	-0.007988810301767046	0.22738447753750046	-0.9249775562724397	-1.4708738978756015	1.3439882475048714	-1.5078872319914454	-1.0641929101138101	-1.3200277612117999	0.261247341776748	-1.278763973410154	-0.21797235658930003	0.5171877225981472	2.0814196382420476	-1.308711404050551	-0.06298546083220209	0.3974336564493687	0.8371701111836126	-0.44180806735831635	-0.23042640767773603	-0.9776096566018505	0.757786032937846	0.23719899953386353	-0.05576128408807921	-0.20322339904596415
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	22.056839888922187	22.028807309603863	1.0911227572561297	21.66348169791115	1.3423496333808138	-2.0328581012544333	-2.127774087040451	-1.01112374287695	1.010110531228746	-1.2699533785643278	4.4260946426508925	-0.5819197217403621	0.5837756664523016	-0.08699307293374295	-0.1024370313828318	-0.5521301175934187	0.30118538914124854	-0.15079469753338984	-0.8585837389347509	3.8758966037383016	-0.6232455708069281	3.619294160604431	-2.173277011174976	1.4129795728108012	-3.107084968558662	-3.2200068205699157	0.5053289350574813	1.4790537776324313	-1.3645237378517263	2.6372561496293283	-0.5203842841574232	0.894460649589741	0.3460527523755804	5.324094479776852	1.4224542599478123	1.9970001599919787	-1.1929868179464174	-0.5459478493557458	-0.5341184933254473	-1.8967592987696216	2.3757869327965757	-2.9873446249230455	-1.133839200904445	-0.9014763790082241	0.09450052358722408	-0.40453857925506476	-1.9874241672946205	-0.49001772426940743	-0.2882120214921528	-0.5354247998128775	0.8754175585702062	-1.3325758611697291
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	9.34917658906429	30.782949618716156	13.02514726809078	22.955899501293526	-0.6295560119106673	1.035801966449933	-4.897844243974478	-1.8147536512450417	2.67226903686375	1.228353953223794	0.4023137583034422	-2.916401193325328	-1.7122080379468947	0.9839132275303301	-1.5767256852532565	0.8220909655630275	-3.7432759649283525	-0.743413385767197	-0.13060473336866382	-1.2992626056707224	-0.1439853519520417	-0.5999664937947918	1.4416157700710597	-0.666816908078838	2.705006591200495	1.9200193259706366	1.2665398427262957	1.373114446055879	0.6372264724392126	-0.3147337269227356	0.9926290410912088	-1.2143719173151983	-0.007116088835084936	1.2216450024265826	0.9992897242588207	-0.9931607558101944	-1.1135541233346724	0.41194942289345227	-0.09643773210361672	-0.08457153021471701	0.6024878963192896	-0.2542832481692117	-1.8189572781756729	0.5616957864294303	0.6617117883705654	0.5900381498269278	0.5313498739376316	1.3248825023828537	1.0436040924012269	-0.4840730584876643	-0.36414593868707745	2.0613285601881284
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	1.7559456861468643	38.35290603736292	10.686390414565503	23.257138847558775	-1.2403934651298432	-1.9467184381426825	-3.1457414894930724	-2.546495766782409	-0.1933797042347227	1.4606355043797896	1.0840309170832372	-0.1820733148615616	-0.97936055904386	0.3357174093179358	0.23085736306944332	-1.2548314068997513	2.378346580117956	-0.016537415566404916	0.42129623762170626	0.23472804609898373	0.1636780854394202	0.5055167704423023	-0.8700872465980998	-0.5796882933610603	-0.3982992280135494	-0.4906212117438625	-0.3336056821366572	-1.7587622389610151	0.7831423666980972	0.6003370619649442	-0.5981193373767787	0.5066690498211355	0.21449392143614088	-1.0764091656805375	-0.5626694371649763	0.022053299941463024	2.2811785010032555	-0.07075286807351315	-0.5854685703004163	0.1830070827257306	-0.5817898396148216	0.9768328309736503	0.5033693098737362	-0.5425662333904715	-0.23593955378462914	-0.22880689241417754	0.9099181199349898	-1.0320787811719505	-0.8915441273155769	0.43739456489978257	-0.22598585910581923	-0.023952025995629445
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	-2.5233635778398362	41.97883449682469	11.363787298319092	22.75075739825128	0.30758610913783774	-4.738882243920224	-2.1561634250208837	-3.3362344084813054	-0.34036221651907855	0.5584503339275493	1.3991473761330135	0.014353968842437278	-0.6406392829039649	-0.7843701010052805	0.6827250329857201	-1.7995799919881483	1.4843709963521552	0.2068218479264781	0.4078959173211345	-0.14926666388211582	-0.29078416178781635	0.4394847978657428	-1.2958380962734892	0.04947121469867531	-0.7830950376390398	-0.4445100281673002	-1.1537583056719543	-2.0749215976785247	1.0498972184325928	0.058648882319441334	-0.9576123712445294	0.46876663130925333	0.8180862845235213	-1.962005195495285	-0.7844158123877777	0.03287149852482654	2.989454767329138	-0.3500399339030238	0.04068583412183817	0.3459838695105828	-1.219682905792549	1.772306833634597	1.5637596165354395	-0.24942445019811738	-0.5512146125721301	0.31028218897582577	1.3527677549988029	-1.2371236913585926	-1.4456091569562866	0.7459093613348848	-0.03743435342122977	-0.27151177687911887
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	31.203660670819183	12.650358340521867	3.0400646922733547	-6.180263953665392	7.623483698820258	11.22194071002557	-1.7824985208389426	-4.21447413242122	-2.0068976768610916	8.683250876141587	-1.0420162206776866	-1.067632671054172	1.7791219465561485	-2.137961264540563	-3.854458081636462	0.7729637361520999	-0.6427174488704438	-1.213183497607875	-0.8159931019774408	-1.3536849084688263	-3.8321962172163166	-1.0524479407986262	0.5567427265700563	2.0861495518899726	-0.437528444195079	-1.7284532445066132	1.4719801005524547	2.3478913938732453	2.0120695357851592	-2.419859923418673	0.6366320655532703	0.554344499168674	-0.3258515731813785	-0.21658309573596693	-2.7247968472092974	0.14683521934428342	0.9041518779161152	-0.07675024766061082	1.6777550280408362	0.6976088918170442	4.803111453688761	-0.9114333375832675	-1.1741512043361342	2.285811411622262	-1.2180070923926984	1.798802696936093	1.0933958903609904	-0.7808909465400505	-0.870267318779568	1.4256868692748081	1.1273274635053412	-0.7681461045559952
ADGRF1	-	-	-	-	NA	classB	2.0380862068293872	38.56908672660284	11.019350522039586	23.3765492257345	-1.037062099197048	-1.6726725708811438	-3.2862721940348214	-3.245544156377342	0.7859282231843397	1.2489071414459516	0.7144589337625595	-1.4522551455455301	-1.1261874532905782	0.36798803039597927	0.15735646767463465	-1.2678989534048433	1.871544386702919	0.004552539411946531	0.1977897486483935	0.08293911444230477	0.1329648924681625	0.23741733400285014	-1.0069739747266468	-0.812392829473114	-0.7218298679692805	0.0839460979213576	-0.8765069935546369	-1.8217397067211607	0.9202504333407037	0.4278343969772986	-0.46888530392391964	0.32697768567269303	0.42582278373997107	-1.1331490106786797	-1.0549292263095922	-0.0003304198167137533	2.5783139122658567	-0.5171789322787114	0.09031337469044758	0.0960791043307447	-0.974036321555136	1.5713506209716452	0.9374493094987866	-0.47794818821374474	-0.4360861614817373	0.7347636757004862	1.0825551719360458	-1.3473363030023717	-0.5784237726888343	0.2697124838154192	-0.24910779961693716	0.25163415440608056
