Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86	PC87	PC88	PC89	PC90	PC91	PC92	PC93	PC94	PC95	PC96	PC97	PC98
ADGRG2	-	-	-	-	Adhesion Class GPCRs	classB	34.94472549427295	1.3346214787954795	-6.287226504049867	11.420397535319124	-3.6606489823600414	6.213964033197765	-3.367149131689042	-2.7221511562378073	-3.364906669734374	1.8958272774277671	-1.6003119718292294	-1.9646645500629345	2.37516705839454	0.537425114791789	-0.1887281178255153	-0.5407380431769216	0.3818952774193727	-1.263003106294164	0.09214865712775444	0.20237991098093436	0.9158248614342519	0.3972974585214566	0.14209414723776778	-0.17149382704084393	-1.0158763106244928	-0.9516600297114123	-0.23194770430410142	0.3772432203346146	0.206413638837656	-0.20824515311539574	-0.24341097250266724	0.23679846713237054	-0.2188792453895233	-0.6814065720896577	-0.8697480041450433	-0.2590828832644299	0.655823017370521	-0.45097155992447235	-0.29715166023883727	-0.46309934318569573	0.518579605715869	0.24427362952250825	-0.61055197735974	-0.44949661600989804	-0.5029302584810522	0.04321328870248854	-0.5046395887587993	0.3392413968277182	0.4607162679544555	0.4750815797931039	0.08899174665342681	-0.5112509844671705	-0.04831935180480174	0.14217561286040392	0.3311435198888388	0.06615049284988127	0.37264467535211554	0.2772136347517199	-0.007881177867191088	0.49338184706927196	-0.1876088149238748	0.1443075908565932	-0.23801222361456062	-0.056257124964410106	-0.05835308471421011	0.18048962092900092	-0.04410010593183049	-0.164965830082613	-0.11963591636279841	0.039102476763188045	-0.0908085721070538	0.011310726507282508	-0.00849299058477173	-0.13032104518315563	0.4772973034688562	-0.258797465695189	-0.013827832290479871	-0.31781000357404954	-0.08066253395124082	0.3025313809898134	-0.2128619302169423	0.30222576485142805	-0.12854440343643825	-0.054773246836150216	0.1278717448042143	-0.4330933767964827	-0.3324116326993264	-0.27079303398057614	0.13747792194849603	0.021842510067021113	0.030741048730853072	0.33916283834260746	0.10250943125152709	0.2273083910809305	0.5208167268479819	-0.2848961040133251	0.21774127943597513	0.17955034249696517
LGR6	-	-	-	-	NA	classA	-11.298029140324163	10.032466113618108	2.7296217272571717	5.398318064765535	1.244583630892427	-0.7206588940169748	-0.8621803902159669	-0.7270686615523608	0.13884757100496012	-0.6185673980066805	3.349282975805143	-1.3497043261636659	-1.024326479070561	0.8163124435305934	-0.4958997053402929	-0.06676731858722286	-0.8225251345381889	-0.31289557334345414	-0.4583548445420431	1.576810061494538	2.904663019074474	-0.1555171605412957	0.17910560954820584	-0.32947353499228005	0.6557546524427048	-1.1090660515179114	0.20227169466361689	1.7062040245783197	0.5425481368059178	1.0364889583048507	-1.2183232144122487	-0.3661214243566494	0.2443175284109494	0.46781021912704257	-0.521671069418622	-0.8055715020941185	-0.6090269762287073	-0.20387432159011415	0.6108027667446894	-0.7627181465250829	-0.1306040003677304	-0.5219034375105888	-0.40931467004356786	-1.6601683130848277	-0.8880259707987688	0.7899678417447558	-0.9456902842302084	0.3491832647391753	-0.5545368430051116	-0.10404318287203902	-0.12843682388848598	0.15019008568425254	-0.874512636051171	-1.1350265132636614	0.3940005070191019	0.15821007354646982	-0.09992148537961909	-0.16762947588597898	0.3144321402617557	-0.25240172134940186	-0.21909432888986247	-0.7422995303969478	-0.2252313351255244	0.8399094434426321	-0.1006109377748775	-0.4404695616803062	-0.4575737044254323	-0.7481792360633789	-0.705845335988499	-0.34076252936262363	0.27614750027813856	0.14837988588478918	-0.23953639953042694	0.43581030570878326	0.8205758933011417	0.41651953034835193	0.1829253060608986	0.7581189400807108	-0.15952253883054546	-0.3893242290090048	-0.4998170027675868	0.0835415721446649	1.1132498121070136	-0.007319433545206645	-0.10968029384341575	0.6051199329218121	-0.6706288806692812	-0.3784022071046274	0.08598657315857147	-0.5309953993392638	0.09626629836919737	-0.29780533997207403	0.3946643834731987	-0.001748803651598974	0.34106758419761435	-0.35624375155721466	0.3422972996919093	0.11921807011183991
ADGRD2	-	-	-	-	Adhesion Class GPCRs	classB	2.815872777901972	8.527290373865656	-3.835772728771649	2.535704090906379	1.6376571090101302	-2.43244802341397	-1.2113728843097262	-1.545338659572551	-0.7913780153305454	-3.282109493454567	1.1112379996457264	1.6849761793964126	-0.772314301636972	0.1072913131457297	0.35128683681977163	-0.09910851962610578	1.0768229150527684	-0.21470027781777296	-0.14619170184983699	-0.11105411314223677	1.788961241792195	-0.16112604342002768	-0.9896315722643141	0.08061077869010559	-0.5664108042635602	-0.3656128684514665	-0.6072953257116206	-0.5957803277932435	-0.6976847510039894	0.6288717851643264	-0.212200778549129	-0.6527206057842397	-0.3667662616493181	-0.05882403203834398	-0.46847187054757994	-0.4716608850910387	-0.40430982544764915	0.5583832023283529	-0.9433593423263253	-1.0837397168454004	-0.839365467869647	0.6918068430040675	-0.8154320687729627	-0.2970882249160017	0.9314698773789051	-0.3038896573628269	0.31477758567308145	0.3903443796877591	-0.14629365923926002	0.6765270359905422	0.7841020226615848	-0.17084511135738328	0.6512523461416766	-0.1981060855126507	0.36619558036450206	-0.42629346864059375	0.7284704688730109	0.44742196816940943	0.139767283120592	-1.3352322990525145	-0.08174799128290153	0.208906534612567	0.45240506142791675	0.2790769886262839	0.17441271319267654	0.5889902780659085	-0.34870955313780244	0.4018403136539983	0.6986685288320993	-0.9228673727611357	-0.7074959455708237	0.6225926987053433	0.2848595850484829	-1.056585595510535	0.15614753468554438	0.10110131456437575	-0.1527604813527586	-0.5066513563834634	0.23287983200756524	0.3099701618110081	-0.7402278465961081	-0.053311678323558064	0.28908416335093307	0.2003149685769371	-0.2678830834579949	-0.36369762798858485	0.3319515665211196	0.40049362842647	0.32754868529591563	0.5225736896856502	0.4113538776517517	0.4613479560173146	-0.019697052522152696	0.04641498642535603	0.07540906204386244	-0.0025873681398344674	-0.08283147342765171	-0.05067462065328307
GABBR1	-	-	-	-	GABA<sub>B</sub> receptors	classC	31.979179260116073	1.1019418680240298	-8.731043118512739	9.011167184490073	-0.8530585514263911	6.456735304892983	-2.9582921880045943	-1.7793531656825365	-3.442299665524276	1.242684213225747	-2.9238982817187065	-2.586512851724985	0.8009786637208622	0.7236241292146839	0.12093863011812855	-0.9546286457718833	0.9426163102900833	-0.21122873627822938	-0.20266588437892397	0.38989287044063997	-0.7787058008460158	0.7541088135757892	0.5982031433775563	-0.28931558772807253	0.11957799497919891	0.3637984178684251	-0.2722270175754722	0.1339437429417033	0.06606566244019366	-1.2885064416834937	-0.9377449510792684	-0.030598713159501703	-0.1180588863443986	-0.24219204308771441	-0.8959688258801202	-0.9055434053057317	0.4504930297757728	0.12843785657875204	-0.06323714436246697	0.19303200122936684	0.2654397025966551	0.11634504204538669	-0.14052822431204254	-0.24789501532385977	0.3907356296388463	-0.590187027693364	-0.19759398305652656	-0.3215759702689216	0.45939440840898976	0.054325664187950214	0.1034894511314061	0.21218325178895556	-0.6412092353614837	-0.10170190395276821	0.19334487777726342	0.7188198835975453	0.5571822669114485	0.25115851324886623	0.3691525927349848	0.256676717375234	0.4061407064165593	-0.5951005833894195	0.3665454382990513	-0.3039947603747906	-0.13677880845968135	-0.5427217885110266	-0.2311636944882677	-0.21332902950405844	-0.029909231266535947	0.2140944124967743	-0.02245436395117219	0.5319870579079902	-0.3047424175865611	0.42513410743170865	-0.3752634982410839	0.04929713561127716	0.07027395235782702	-0.052026268708213606	0.18815977169147902	-0.0515199216756628	0.1414260797127215	0.04188717586043714	-0.013004808707569341	0.22020662836780192	0.06782129588059041	0.6212800275062037	0.08575721785339145	0.22202384912837542	0.1511667726588483	0.2814433518174184	0.11890621640074574	0.34032669651896863	-0.09568857021201348	-0.1276299806774058	0.3834613569347315	-0.11286120098502588	-0.006885808830045449	0.2986191386272054
LGR4	-	-	-	-	Class A Orphans	classA	0.0732630998222137	8.365752937288452	-3.676637285893262	1.3573103291482107	2.122298572635197	-1.153552815660717	-0.7610866780400022	-2.150033390131152	-0.4810300176684845	-1.2398980216035211	1.3386142322853694	1.1421893828922673	-0.015142673214490506	0.3056151461946448	0.8046811657358822	0.7440117655727331	0.17537512082545179	-1.0942380434845047	-0.3988691096435543	-0.5196026653111703	1.4858454700590886	-0.010903529187943243	-1.4108804746547996	-0.9539235454698849	0.08908494624911777	-0.1862340047647622	-1.044549997862251	-0.8261340467514307	-1.101163870101443	-0.034364389582737	0.14264252610823516	-1.0283463109623192	-0.20900458399815017	1.2441019558173576	-0.7421256996076105	0.34974538555076506	0.2826786123340203	1.1419842817662484	-0.19405782259612703	-0.8620803542860048	0.03978802811061526	0.5280481075168088	0.33855036846225184	-0.3920440213072519	0.3103435713973807	-0.14202679918129932	0.9160913056862305	-0.7034158050445558	0.5709834221723018	0.2374329031270467	0.7708683485092565	-1.0473309303129155	-0.24255550506369392	-0.7560319891590744	-0.1231271572876966	-0.12604251319687854	0.22505281184139989	0.6466004547078804	0.1771761100465219	-0.7458706263347588	-0.11252348420192412	-0.05251555279244444	0.622241854489559	-0.039164468210846085	0.27652143544742125	0.04663185019044938	-0.7981081963393478	-0.2748860843104836	0.7054943429837635	-0.5797964287506764	0.20709719859643472	0.9090481426352803	0.008770162995791695	-0.08323655932151006	0.28876862749868015	0.9189099297374499	-0.026714455209510376	0.21356891323848262	0.2399055858635306	0.01908576579887761	-0.3316640656247042	0.7651412022478349	-0.5381902960105022	0.06608370789944303	0.44938914073738845	0.11576151502389527	0.6931772413638014	0.01739195813181049	0.11390216729930011	0.22129193554916454	0.19764959091949288	-0.23084167278910336	-0.2174876469393465	0.12139886714804315	0.3602016040526685	-0.007402242267920861	-0.1370201700020639	-0.04279100684633187
GABBR2	-	-	-	-	GABA<sub>B</sub> receptors	classC	-10.662131759440491	7.39787426418064	-4.99699745341779	2.4320823090924133	2.060248127956096	-0.12805221447652834	-2.011515853490112	-1.7069697059876565	1.5328354613193729	0.2770804243208633	2.789514021843983	0.8929230798089502	-0.9159737392660247	0.45315134268904794	1.1954830806433614	0.35379257593514235	-0.021540008126631514	-0.34189041847256585	-2.231610803757514	-0.17487651002721377	-0.3214833225509651	-0.7542213204151742	-0.2832655761701947	-0.26105839646323103	0.26704836511906554	0.41649857560629827	-0.5044655495019301	-0.09386155284640911	-0.3643966542350208	0.9008940997099294	-1.2625347846578931	-0.32956788474073084	0.16725454339873536	-0.2342446813957042	-0.6410911580019201	-0.14107574906910966	0.15972056645788454	0.02842820439113698	-0.16129284764961888	0.02863238647360551	0.19696681642728942	0.4886176750947969	-0.539285177309731	-0.447727816942679	-0.08196424957547171	-0.11778990253274815	-0.19527182312783678	0.3128426922758289	0.20431573116513552	-0.49151219617863146	0.11327920181642595	-0.27557065255688334	-0.08462603161088064	-0.09037544368300734	0.00897697453548345	-0.38561895071600694	-0.18986552571939175	-0.4052144745448821	0.2180444788111578	0.43341314226577576	-0.24571022656953762	0.37508224297917825	-0.3880501774687474	-0.24890583684278925	0.24427286212148686	0.1251514655203569	-0.6054923587025148	0.47354637200056277	-0.04843173883489672	-0.056369409490972994	-0.5834394769634494	-0.06616654840475081	-0.22855866132383124	0.04398452595355382	0.491845790329632	-0.16886150516318338	0.4341021874941348	-0.02852005258302123	-0.26756356129294956	0.8826166852068245	-0.05460755909196628	-0.41702857165558394	0.12977663300677778	-0.04630878256470471	-0.010692616470110392	-0.11362812004694092	-0.06972143337545698	0.3464326727931791	0.5899672783534018	-0.17137922672467554	0.08931379846494293	-0.041470049967850676	0.41496060501350973	0.26128956257768915	0.27609424500663854	0.43565470952192037	0.2137556472763577	0.09997281213521314
GPRC6A	-	-	-	-	Calcium-sensing receptors	classC	-1.842391766364268	9.2956315054472	-4.185920806505113	1.239161035952289	2.2866413893277007	-1.7552711524112763	-3.703199125505284	-1.3599675912515465	0.7151936046312547	-1.7877479948376547	1.2691318229079458	2.41432302079979	0.2604961753073799	1.127010766421817	-0.5221712276521148	0.7353933104492257	0.5345044748591834	0.0960307426925275	-0.17337463689993177	-0.26749066993118537	-0.19487723626863676	0.2645488669662082	-1.375680087911613	-0.7878889755089094	-0.08501064323224632	-0.6093431109269187	-0.1864862604131221	-0.8293769109034744	-0.21700164717189752	-0.4040365259398513	-0.5237109286732358	0.4338040030012787	0.011403965876581126	-0.3823246163725793	-0.8338146701859246	0.3622209171067032	0.047933352319325405	-0.5931271228425512	0.3699928230083724	-0.5650113031850778	-0.11361849224411032	0.16632066425309663	0.09684831237093564	-0.14596097899714192	0.14591807377996452	-0.1371839566833725	0.880659134054946	-0.676747785841687	0.3989285952116937	0.1999656029805926	0.193511037356191	-0.1039208839428594	0.1840712821122667	0.5950947459560869	0.08856080699138665	0.3476838509525472	0.36749912032980736	0.23544876745895	0.13468442879010406	0.18549483326095148	0.06127845324286437	0.16042053349992266	-0.2893381272321486	-0.2590502841054856	0.18818763605749933	-0.16967952954674415	0.24804333397722575	0.3319985093706359	-0.3215333000694082	0.5876356069006154	0.39164312333985873	-0.5050102674251317	-0.03881826407971129	0.006633118632716734	-0.21537145942176933	0.025606461625256798	-0.3394569572661251	-0.3427617393917801	0.14415752381826316	-0.436468329853592	0.33787979911560745	-0.20132875379394105	-0.11029925804367577	-0.04851787803868303	0.010914219353764082	0.056790283885282795	0.04992678098709357	-0.03743235848423348	0.38680039843457775	-0.06888863157092424	0.10372409126419578	0.12796144825926978	-0.0724020821642803	0.007768710421057169	-0.029144009582727403	-0.17606691004235797	-0.12347848214326364	-0.15424106557487732
GRM7	-	-	-	-	Metabotropic glutamate receptors	classC	-1.5040483927839723	8.609744198914766	-2.8062947676133856	1.933610017644253	2.223312932167909	-1.6240308904237222	-2.999417436112966	-1.77648558525737	-0.05368253980560905	-2.233223246271742	0.43223260826889404	2.267711280535094	-0.5941501945043606	1.0552009533447748	-0.15116220457621649	1.3710303671965636	1.5038016252781106	0.4855948182688165	-0.6342133800199206	0.29237884788816715	0.24244305490625712	0.6517159574168431	-1.997181355041413	-0.7309826087239911	0.0052938423230848115	-0.7777947755670243	0.3259825738160734	-0.7521628342329274	-0.26127271519583	-0.13719903582140766	-0.5877105044195667	0.3282372886809552	-0.2824022764824037	-0.18034944574231074	-0.3831289738623523	0.7277600973998715	-0.41321608167322743	-0.8238708118398645	0.24911594678231877	-0.22665358049823434	-0.06343430930293507	-0.1448557598204991	-0.10145178570556011	-0.5019737104970255	0.5257271914819078	0.0335464916131515	0.5981171701209206	-0.5677963809915724	0.5700376225479342	0.3052614609516735	-0.11597711772496003	0.343299509165579	0.17553494505516418	0.4424444838181295	0.2832829284830642	0.3245150334616953	0.2579778768054989	0.17901785508613624	0.055487814061709634	0.10753119523728015	0.2621239279745697	0.12083491992907502	-0.06793660735543967	0.037047888223566486	0.22384215195891188	-0.05926182563999223	0.489337274437317	0.10773450571832871	-0.3210721453476076	0.5115230539966319	0.21968931460404745	-0.4365411004222262	0.1516673987230749	-0.3049393823509325	-0.16045110815248165	-0.30009762574061116	-0.2227254857233846	-0.18750684046562122	0.23802386222211785	-0.2655845701701054	0.5249598770023461	-0.42032000950901277	0.22063430393716893	0.13386363679851815	-0.1479655590418056	0.2440685068630123	-0.07902354891826974	-0.13581950399383771	0.30943598256724236	-0.017711708119673576	0.3156113965692079	-0.016409664484630226	0.14788561973272263	0.0626035134427154	-0.12897127113146617	-0.253432489383088	-0.13211413156795532	-0.03570380016979124
GRM4	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-8.836486756626009	7.97537656870808	-2.9509004985050833	3.2769844162271204	4.615894936676284	0.8761029211051133	-0.4667852843565035	0.3860274543704734	0.2715700331553543	-1.5426769079375593	1.2484769554340622	0.22617458782287864	-1.767581950519494	0.9090727994479278	0.45220066848665214	-0.9101799347319315	-0.1333776222260544	-0.27876652287926773	-1.3787057767438438	-0.2569263423504098	0.4853612817743442	-0.37960353658282353	-0.13720892154099515	0.3482654858907594	0.8606634201711709	0.19785585658293248	-0.26260677015861694	0.4245092616673678	-0.4477190708254457	-0.35356009248026693	-0.06645511810616388	-0.5389162992382586	1.2562097576079012	1.3192151511155719	0.08444751298971176	-0.8764650170387769	0.42759549218288373	0.3023690091416107	-0.18349960298117535	-0.10563616195473219	-0.48606052399614746	0.6234392250541673	0.27902270713497995	-0.3809608520611123	0.1483703312330399	-0.02454359746409152	-0.23068769308329606	0.5365276379889491	-0.5212829937805439	0.04709388966264434	-0.7611489288303356	0.17191000737975337	0.04402499813623396	-0.0035410290866927097	0.17314329656729116	-0.007262050021255439	-0.3166245206710961	-0.6015641450592132	0.23132736169447116	-0.43052013561782027	0.47299556847858715	-0.034182772870980184	0.06947515051015249	-0.23001152760765425	0.0968056649249081	-0.0746837931786254	-0.45165036358219857	0.17317348472590555	-0.5032697321890113	-0.01684919360482593	0.4063613220494183	0.5677769910665624	0.1143969675757243	-0.018644337602359885	0.22113926429607902	0.2832613496558298	-0.023223999940841764	-0.06869440655353823	0.09626767870101713	0.5565872693137699	-0.43615302544722173	0.11815410182582853	-0.1566197152696093	0.31924678365521286	0.22931768684435566	0.2885521356004836	0.4872553524429371	-0.2966278855006605	-0.19840258792680565	0.26000389646350525	0.2639226773093312	-0.5905679132148565	0.04035176241805348	-0.09150153969086162	0.30576895202666965	0.5066661291874183	0.4596838786396197	-0.08103051719247298
ADGRF1	-	-	-	-	NA	classB	-5.427219811387259	9.348439410501712	-3.8160675694297606	1.0669105005172148	2.691314182402538	-1.229363202662706	-3.3669837026927008	-1.3381877465779979	0.6258309167081468	-2.010637461019599	1.2579927036535115	1.8463254337353554	-0.00544634624332479	0.9328025346482635	-0.1485122826039165	1.0978935186652987	1.3799827078565456	0.1912365885397633	-0.6355724437478486	0.09991670854451509	0.16326122883971464	0.3722798952906047	-1.439767010599711	-0.7961825949282149	-0.4190159458440009	-0.3363863370452315	0.18216908910238694	-0.44883421773040766	-0.4877432657159465	0.2369495343816996	-1.0140052352164106	0.4648309737967686	0.09476992489661164	-0.3935034142207182	-0.8966958320221095	0.1485163713117161	-0.182023259938742	-0.3727710328585347	0.29938526864188414	-0.20795656404690685	0.05409955192652096	-0.04951802323999053	0.09144122815295794	0.020053405757320498	0.0686527024101946	0.15119433702515536	0.16115583537902525	-0.32735746722520526	0.23333438650612934	0.10681305486300648	-0.15379480927314218	0.16118547798767127	0.44940725015029465	0.8585261885089468	0.17107377202342178	0.538006784832361	-0.09343734261689929	0.5120958615824395	-0.011889434688303127	0.2531410278504943	0.16118489373391248	0.17653113208862928	-0.2949408363561511	-0.1364473686190289	0.0896414456667364	-0.08791051740879031	0.197476487494979	0.06585392095602115	-0.12817758645822952	0.20679508457752388	0.14004624391680864	-0.71101333513588	0.016872786514118745	0.4627099646794476	-0.5385485016949764	-0.23081829768238354	-0.3926342840586863	-0.23654508275411715	0.19874450906463573	-0.11034175233036649	0.4321506364565678	-0.24341325911876072	-0.0967849944298648	-0.027081809693470207	-0.24685858774200506	-0.06746885707792748	0.07834343029596623	0.18494433037790156	0.37152618362371836	-0.06718795792407864	-0.018687248343482083	-0.014855035124883073	0.17369270945924645	0.11841446555659169	0.09793901337359416	-0.04774913651032875	-0.043699131237720665	-0.06475838868294789
