Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86	PC87	PC88	PC89	PC90	PC91	PC92	PC93	PC94	PC95	PC96	PC97	PC98	PC99	PC100	PC101	PC102	PC103	PC104	PC105	PC106	PC107	PC108	PC109	PC110	PC111	PC112	PC113	PC114	PC115	PC116
ADGRG2	-	-	-	-	Adhesion Class GPCRs	classB	-21.43714312733197	13.100364819411917	-3.172131780183991	13.335772668033016	-0.5990009104907664	0.6731140171298056	4.467120493932961	-2.2160088604492185	2.000918626619621	8.315534717061176	4.444986230395614	-0.5376776977512402	-0.9965565870164803	1.629749384781411	-2.396250655597097	1.3408012122006332	0.8294783538604453	0.7960255130276944	0.6831132551383468	-0.5383475078512528	0.8647247648736966	-0.6699636340316141	-0.6299543650963165	1.6369294458347732	-0.17149764962970787	-0.1431372851088323	-0.4599143067721911	-0.6554071882931142	0.015050419852799975	-0.08020861670892104	1.4599115030351884	0.9313240975650889	-0.46750553234466763	-0.17776798472469496	0.26884933484618434	0.20153104028443547	-0.34462456597959357	-0.6308738600923122	-0.28822436077056734	0.04382686885446391	1.030862095914251	0.3548803798923909	1.563100829147293	0.5548111666135721	-0.2711100955170518	-0.16900792897669226	-1.0909631750360682	-0.4705125149650658	0.19681523032729378	-0.0036722581039873277	-0.00015842103282735063	0.4607633125422955	0.07914954746036369	-0.28410891413197953	-0.82350811899945	0.17646348320963118	0.5008777562836163	0.19850743443814714	0.420219832076924	-0.5477293254952271	0.01532789945125074	-0.17081067174896375	0.2241736553989445	-0.2758000261258527	-0.18804977179545618	0.01054810089046919	-0.10192855508994224	-0.20285228113863263	0.3307752170715978	0.3353229712875565	0.10045935679930923	0.033076032040691046	-0.05495148186579345	-0.23580333508565923	-0.1658042573108881	0.013463499639179826	-0.35223085826530237	-0.013662147292377132	-0.2549275225546878	-0.26236210871666826	0.11146278707178885	0.3105069367610543	0.19912646278089868	-0.14457416720239818	-0.0822164531353445	0.2819944265191791	-0.30976459185287786	-0.30830656190540834	-0.04345569956804546	-0.4137783182210813	0.03681479580544055	-0.27482206063600684	-0.050830614306212926	-0.1662027943164075	0.4186544178586161	-0.14229725510132044	-0.13731284522474427	-0.24212337919874347	-0.203357304285055	-0.10201785577806848	-0.2373448729934932	0.10813648625638878	0.2878970086952788	-0.4342982349863682	-0.13951895923152546	0.3505779076610964	0.40382084430190923	0.1411425118719282	-0.023770919819129	0.19937678092280017	-0.15232021156219253	-0.18475413056012452	0.020409280526600886	-0.11064246064574045	-0.17231641930166947	-0.1318484156271515
LGR6	-	-	-	-	NA	classA	28.288153462064315	10.870475736913146	5.097934597541836	3.7016918340832676	0.9032771448871328	-0.736260026377432	1.3675198481592639	0.2676375422103851	-2.734142645103923	-1.3075610999166347	0.28483561591482265	0.32318585322908033	0.7455076508651	-3.3287153138601115	-1.5073684333419486	1.7012762652074576	1.6155214060564465	3.4251644221477786	0.5157865883566237	2.7125105231921456	0.9482577039129098	-0.8233479701741405	-1.053614241143513	1.0077462514785605	1.1512452652945087	-3.476478757936769	-2.7131203125111663	0.23305022594080796	1.3245689640165035	-1.1906464149682605	-1.8872597537096718	-0.9779974229439005	0.6376046140039299	-0.1631979923754928	2.312991204444205	-0.7639285758202181	-1.3669522111625043	0.2336917478874374	-2.3677419780672317	-1.6943170444354516	1.6006242780511923	0.9267373112043888	0.9507971404312824	1.2385919373420042	-1.4693345070297632	-0.10671136475072461	0.9770283211760445	-1.6656898428394948	0.5983019736881681	-0.9850602705946755	0.5432752267521563	1.7795936139340602	-0.10620030257094225	-1.5826106937500777	-0.3307255538847558	-0.36655124499046376	0.7173357130927098	2.434752105414809	-1.314842263275759	-0.6325475468364814	-0.4826311804333835	-0.06475326119406861	-0.9738298939490965	0.5316855825403747	0.05748738772974922	0.791063955235856	-0.8685400154096256	0.6922067390620373	-0.4709816927105132	-1.0098665011293988	-0.5212531078899258	0.9433607790171062	0.2885959409390974	-0.3451519038254269	-1.646904550258966	-0.6811638494031169	0.8984813909869049	-0.34384122151892027	-0.7933482969870363	-0.11380365064591466	0.06933948606258562	0.39832855669378786	-0.008395111872801274	0.9290814214583625	-0.7057918406216456	0.12117221332419467	0.6072761967234376	-0.14193838075139414	-0.2761949847372173	0.8881278875932584	-0.6435409279528849	-0.19107091168100518	0.024470431067304392	-0.05948628095093926	-0.8918553734908146	0.3261651216466314	0.004388281224419136	-1.0835746827398842	-0.14157298258402895	-0.3971982226381575	0.5628869888920403	-0.08025369301382797	-0.29627430504596985	-0.30838716662534127	0.28998047906059277	-0.08121311976983914	-0.5273770686997256	-0.46787165777162637	-0.31081942499549564	-0.5423742847798244	-0.4342055367474734	0.07774216261738334	0.5088181787611942	0.5411174755590125	-0.635836181963163	-0.1132355489198115
ADGRD2	-	-	-	-	Adhesion Class GPCRs	classB	6.475140599728443	10.04877701605259	-4.336323223080862	0.9066579505011124	-2.1291166948224487	-3.706700930165163	-2.5992833856302053	-0.7031642870167552	1.608526585501983	-1.7319702399260566	0.23911995067727124	-1.8389442014078161	0.5159898148417894	-1.591332131124995	-0.9593306234229932	0.12554947583758028	-0.776985613081104	0.29457743863098396	0.46925398673860413	-0.6138768686019214	-0.05694455782819742	0.21649808737058543	-1.6300427478885493	-0.03432948594516979	0.6724977576957293	-0.6996193297393363	-1.0681339340582356	-0.6622164815126771	-0.8497262584082648	0.25537782233346545	0.0939045634020231	-0.17774870051565042	0.8768431921729523	-0.9036222164699882	-0.09833994151617953	-0.3025900812621956	1.0555930605267454	-0.310946247748224	-0.11287363801194138	0.6207459974888604	-1.4197514508198525	-0.4787307935028668	-0.4996660425772828	0.4774271468272885	-0.1929178133581501	-0.9390499686713347	-1.0495525491649975	-0.632153254549398	0.651070431386867	1.6192041731466118	0.49943402109190815	0.673907275489751	0.4375233214348806	-0.3017066726923498	-0.5341058546969054	-0.11508814183810458	-0.28506321603281354	1.246262958242025	-0.5354339757386506	0.3397769876979082	-0.24006494898680056	-1.4840900872668552	-0.533580964163153	-0.11731361906202457	-0.07155870426372256	-1.548046885485804	-0.4591755570445801	0.16963439113599874	0.42451234347989897	0.03443958555762494	-0.34391380979383485	-1.218392545233078	0.3363843950224862	0.09159743795470099	-0.6387400006704426	0.04186539989517506	-0.6437697703575991	0.8374796408175444	-0.05850530989485143	-0.74110746519049	0.4453356778287116	0.08258304875396939	-0.22824969879050838	0.2846127126944374	-0.5438813261837204	0.8861141904676452	-0.6423107331641257	-0.13083256799924073	-0.05530790933626469	-0.03869054653839952	0.6371995825634919	-0.24098810065962184	0.4436630352862406	0.30052650976728645	0.386593551189293	0.10733751419031215	0.31133362932203046	0.6966737597306334	-0.33387545220352327	-0.16777271822539697	-0.4499844168724347	-0.351049627515718	1.0286192658525926	0.08556414749217504	0.9004008032009335	0.3984384195861321	-0.3243080316199364	-0.3804048240163603	-0.0031586580553995694	-0.32667239924707975	-0.16906821906815148	-0.04056689293678651	-0.9043516427834022	0.5013544136398348	-0.18025407809898739	0.5047642357607309
GABBR1	-	-	-	-	GABA<sub>B</sub> receptors	classC	-18.158450518976593	11.290267815136236	-6.668023102230389	10.539061246922488	-3.2352711146428557	1.1841236647752962	4.445832968260428	-1.44733348914482	1.8459007099262146	6.596944718370557	5.440969450630618	-0.7405311109366262	-2.6660202537139055	2.678191282134175	-1.475841396523031	0.7384745411195222	-0.41188067650122456	0.5304407454385076	-0.008601228184547841	-0.2758750508383383	1.5530523859942693	0.2034654134577289	1.033150400983833	0.9190549207808263	-1.1637059419205456	0.13550334629024777	-0.7219425737816917	0.3068209838331925	-0.4632562979825005	0.7111585148479584	0.8810597217835039	0.6618663385973804	0.8281188290516734	-0.1267951761343283	-0.2105967308187826	0.24670731671954876	0.004298230663184647	-0.4297302077604615	-0.3669059777744756	-0.4073743264663436	0.9255795146637031	1.1980435458482048	0.6132787332578271	1.1733811463129131	0.3415462368601322	-0.5090755906101292	-0.24525551988665217	0.37736261739180604	0.1673056029158363	-0.10382927763476556	0.13320597644740126	-0.2277250545755522	0.0523790566617858	0.7766424961000671	-0.74832960336062	0.5871518354947561	0.23265090715575007	-0.12066321330961306	0.15822321291225785	-0.7863337654323382	-0.4563261347306756	-0.38618519556261544	0.16934821897335925	0.5133597877726598	-0.5394308327411749	-0.12550749704560438	0.011060706008985757	-0.7035261592279128	0.0025850550423036317	-0.25164296374480355	0.7339794484114103	-0.0903508213141149	-0.5848246375495209	0.14740894783918254	0.132949672559853	-0.268369703205895	0.07225736786468663	0.04150969869799584	-0.009554208143619798	0.6098645363643631	0.037414254491375344	0.08982860586317348	0.009091867837927098	-0.2968283233404762	0.09100845150400368	0.5735578033549599	-0.2030240664677713	-0.4037950029858368	0.09502675206730717	-0.0351171966787002	-0.30584211048523685	0.3324259679082001	-0.09977296622773658	-0.6015606979622928	-0.2776656829951342	0.24161471034811827	-0.06389232600991362	0.33168736067288374	-0.15319267096939362	-0.3006292629557443	-0.22773638777658156	-0.03667223610913361	0.21692026441801243	0.4806933506390599	-0.26889023899294034	0.10799813386757094	-0.12367317091891007	0.03110050591493757	0.4975744685157444	-0.15742570582984464	0.22612098545713719	-0.4797048116883843	0.3652506201392838	-0.19205744195739594	-0.2732991969218657	0.1785654368172235
LGR4	-	-	-	-	Class A Orphans	classA	2.7943517911773705	9.64353293651919	-4.736327480493511	0.6028288690503635	-2.791718236473883	-2.6732095995346388	-1.0271540351087374	-1.3473272303691401	1.3254765405584426	-1.0629864306026775	-0.9717409598378359	-1.2771941200303198	0.5211397751239484	-2.9977693879659677	-1.1555537910018463	-0.07024176391214829	-1.0190418278777489	1.0502536340770534	1.2832373031044657	-1.123407376508388	-0.8255491323036607	-0.7068047820801961	-2.2613258787008004	-0.8375480746369393	-1.4897455010231957	0.22982963649080596	-0.18982291542070134	-0.3869941235040802	-1.0923523843788532	1.801332633626489	0.6730803887266971	0.15430689794069954	0.3145900752668107	-1.4424300621122557	-0.22877789894909403	0.8751474184200574	1.8287846348035535	0.6394412245803753	0.13558718527319888	0.8174097222792943	-0.8492888929246232	0.27440148029884526	-0.2830227396802868	-0.2688045678738315	-0.33544099501063435	0.6803688332817383	-1.1473669037200314	0.13316663938635956	0.3310597171300859	0.413815556328137	1.1343072511588437	0.9804051607995281	-0.2939007133238221	-0.7186942401299606	1.3990962977016037	-0.17745755787985984	-0.11914397073454383	1.1713834010012103	-0.3021984178058342	0.33284469680013506	0.31964183649995487	-1.1795235438762428	0.3682556488923394	0.8042285136474544	0.27146161983626443	-1.197848727814317	-0.3788125464282731	-0.4514728890719881	0.45493048792231505	0.4826148840531035	0.5083912553663463	-0.6233748640474327	0.37343478498365396	-0.03175631764443133	-0.05709538521908022	-0.14968935635748928	-0.3566168241718335	0.6553229779399029	0.07846794225702282	0.5833517308204722	0.6242317994728936	-0.4147221505866826	0.40973471130044753	-0.07886910315033864	-0.8273576238423258	0.2601346238158846	-0.4027922222922657	0.36226565753266127	0.131634150180567	0.5639336723046291	0.664074678814308	0.3620410295206942	-0.380764501362126	-0.19772974113241204	-0.19998193505405404	0.3319632858119765	0.41830989551310693	0.8421417475709158	-0.2857306825519803	-0.028986692831998305	-0.2471470746113859	-0.779066530376034	-0.19761743504800514	0.1318156954748097	-0.5078882793330359	-0.15657649307325863	1.3062148484668716	-0.18287334367780503	-0.2690373709862142	-0.36249863979139485	0.18408780619542162	-1.0403330928571142	0.2398479466329333	0.31308947243235125	0.45291901478864127	0.36423830348456093
GABBR2	-	-	-	-	GABA<sub>B</sub> receptors	classC	19.246812786063003	6.128110921738198	-6.60730305425029	0.871264739553063	-1.3993208742940237	-3.6994881485605755	1.2352590994688986	-1.3008551466600582	-0.002466297779495939	-0.6747180356271986	-1.8269440528580634	-0.4643001038794771	1.6676303156681382	-3.1882307509956083	0.38899049297228455	-1.1316661747655818	-1.3138217020855687	0.6471774085878924	-0.06795981368871917	1.1143796996569082	-0.6280733159102052	-1.1102444190176253	-0.7859041122656495	-0.176402535817643	-1.1777477568752028	0.28642308163761215	-0.09343593382326543	1.0873329569647086	-0.09443965353421645	-0.2860268961092086	-0.5262863993023854	-0.017581503647060827	-0.11731311862054948	-0.24549970329887902	-0.20094134471767638	0.6104961505567412	-0.3554405377967286	0.436714892973525	-0.17393160211537104	0.38703732348843317	0.552438410752546	-0.16745563333974992	0.5007468383479057	0.37098098359934684	-0.3877152159477409	-0.10990944755456439	-0.4753816100107557	-0.19206985060015322	0.17852368511431727	-0.7500921157709385	-0.662545570558906	-0.39705860829362927	-0.2879678317605791	0.16054744254362732	0.001486383333419783	0.2075264938429458	0.2986360093985851	-0.8920188985322992	-0.17818690926522643	0.2926060827829848	-0.38661068891858774	-0.5878060617374579	0.6810133511036895	0.42004762744444085	-0.001527956572092299	-0.1298304706282318	-0.42672938053945286	0.45782069256161684	0.3168417320911319	0.3598631022496322	0.31944268303841333	-0.03213358759261978	0.5852038389082228	-0.23320329597590106	0.4129918542309731	-0.4469061272808638	0.4855673146565647	0.19672884866133322	0.01286472116255577	-0.13533012503093284	-0.5002401970459653	0.6431103068116096	0.10425050836471696	0.16809069647363586	0.07599643883049578	0.4294067922143712	-0.07046430331398086	-0.7940857866215894	0.6111607300130356	-0.7857365682871614	-0.05380441097847585	-0.12903593524182858	0.26595101108490027	-0.2057153955398477	0.7717182343886752	0.06791594221315175	0.48696296577384185	0.11653181310064094	0.16799718040676379	0.31445949990733857	-0.037605190621934396	-0.07098174069511863	0.08653125815189901	-0.8212234766249347	0.5134861129688751	0.624221420024889	0.23108368009397584	-0.35771688725336964	-0.44142339713572715	0.2076838864415892	-0.11988338711722561	0.20780694737582953	0.45293821810985785	-0.262883808538003	-0.294987817356899	0.043789618117729905
GPRC6A	-	-	-	-	Calcium-sensing receptors	classC	6.940137202114699	9.493442492514255	-5.979758935587154	-0.2821337828264469	-3.5915473704298893	-5.838981310760192	-1.8070152423618322	-0.8391647169831766	2.9843581014297103	-1.3345253848310774	-0.5329560252899618	-0.16443969166121028	1.591163826454404	-1.879859777490206	-1.518528036637957	-1.4637366908056137	0.5295848206045558	0.06221195208142116	-0.7675447453608489	-0.5775738878177094	-0.0633417750018646	-0.6314781993607541	-0.9674966156502685	-1.124885744629248	-1.2483876688895768	0.8946349172720757	0.5177343761762893	0.04631649809922451	-0.47944189537804927	0.29949881236538206	0.8388533163787996	-0.1733611348204907	0.4069232728215152	-0.22658587777317843	0.1156640859692117	0.20858327989159078	-1.0752915530348088	-0.8107415133817936	0.2818284193142498	0.6557739246533801	-0.15520324003785466	0.3969321695102903	0.42497798321929947	-0.04538943062908011	-0.19332150083314908	-0.5278601781829346	-0.8026757998889381	-0.14519830564975958	-0.3828342689974155	-0.15733913818679868	0.30026968371577967	-0.5768437183854203	-0.12422487946773338	0.1939656918597514	0.19184202536454625	-0.07580455751304427	-0.015131178133890895	0.46859987077328785	-0.4275876818016842	0.1783920576852472	0.6127780210713816	0.07620493719919504	-0.26789163065334803	0.12890753778492708	-0.3264840635625298	0.3802929706205293	0.2819922378857357	-0.41868401419298956	-0.28275323429661603	0.005701660779250805	0.2830756456266682	0.1354552345138887	-0.35682529414004677	0.9744763391645248	-0.3908078674720624	0.246466174681102	0.08395158512409547	0.28880259506792133	0.2931418331823696	0.18572198780965782	-0.04681021452475835	0.03570619818335467	0.13737600411697753	-0.11714838437579138	0.2325300649088996	0.001345299058274171	-0.6900960484456196	-0.003885946999929942	-0.22069224438497215	0.3109255424109486	0.04303344004388864	0.16540413108605306	0.05370550719878477	-0.1661937982726892	0.11440347360490989	-0.22292453637960816	0.1017701622575589	-0.05060720121579646	-0.006216785980328493	0.06374462025442101	-0.48681419829184286	0.11477869784080368	0.20824615991865694	0.16920808774640403	-0.3327115907190674	-0.30883311270059444	-0.38090417746755684	0.054531230265391875	0.2453465900049297	0.2031743374155787	-0.12266507450511645	-0.027690396016608183	-0.000380375183207217	-0.3773994125302097	-0.24424324333173295	0.029990401772927004
GRM7	-	-	-	-	Metabotropic glutamate receptors	classC	7.680559861041776	8.878630378250426	-4.510482037305752	0.3514555003606903	-3.3820519364092503	-5.8997543786210835	-1.8701316428435932	-1.4505715699917174	2.8393917725076485	-1.2884397700558312	-0.649771434419728	-0.667630197264199	0.6009105601106549	-1.794143805484118	-1.7719019442052364	-2.0013558336737107	-0.8167484480457877	0.40763229647467847	-0.3225960161957103	-0.7690389070998207	-0.10156667862208887	-0.10135561255104102	-1.0795447394931335	-1.9104470895032948	-0.6029691939286349	0.48983237895342857	0.2179216820207991	-0.40325248046472706	-0.9384419279822117	0.5354584280766882	0.2755493430675626	-0.21266516337841793	0.40980720398452486	-0.6106189296811249	0.434531221114711	-0.5575620613971735	-0.958475360293189	-1.055616287650516	0.09154168768932355	-0.02006184250190536	-0.1693687622420467	0.3967391229137052	0.28537557908654815	-0.3380444844877775	-0.09654196922583377	-0.5898464767111199	-0.7504902803360585	-0.48818252804223367	-0.41778127307063945	-0.12586392300343163	0.3879043300398149	-0.11599222261861482	0.19528813652824997	0.3164799386755437	-0.09578747628947144	0.08845196278506275	0.00887600087635515	0.4489686677597798	-0.09617887257389389	0.3707488143875276	0.6528022038424058	0.3294395341398778	0.029241580759105462	-0.20196403988786202	-0.07241747832117264	0.3396140506085412	0.43795365454237406	-0.39846791402719467	-0.4325981274663594	-0.24845758177042698	0.1829539473860994	0.4441456774097976	-0.48282832222090744	0.7029905937799992	-0.012627850527525655	0.008020742113936268	0.2072418365320283	-0.2515925784391971	-0.0493092282405363	0.22234009453745754	-0.028570330982480584	-0.2403262842803972	0.05165608132676887	0.2761659729014028	0.31413991193538293	-0.19626035500519173	-0.44788740385907	-0.0006943664999734857	-0.43812745794940355	0.1143222700089721	0.39916973469359657	-0.2753520796103286	0.19739404191279522	0.0009643799589625476	-0.10801918120625933	-0.6495948623574461	-0.001260576654320843	-0.2975591813982555	-0.4332771343073485	0.011535241677896576	-0.35335216791180385	0.04987821105190242	0.24058509741578957	0.20504102648416697	0.2519817764674128	-0.4163649462267794	-0.2663458737507338	-0.36353127369450333	0.41450383410456504	0.15333628362328738	-0.3310800168834044	0.3448373058044619	-0.0924211249443804	-0.23163515802918497	-0.050349963720527725	0.1839129530602783
GRM4	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	20.738628746107874	7.129949145195496	-3.7215421485837465	0.45452914679384804	-2.254282777855461	-2.05814944140429	2.4432439205403265	0.3969091896851417	-0.44094251822833375	-3.581576966137874	0.3119339332276038	-0.821635386201566	-1.0656397109979125	-1.1071795271356764	1.1517531101138572	1.702956604976733	-1.3330915458821688	-0.9165841149083341	0.24995603421200807	0.7034015136219148	0.20364546090589702	-0.3967606689571588	0.3640182737064035	0.010991457243433495	0.050199177922027376	-0.28779749728794884	0.5434965849788371	0.7899946000352791	0.05200515679221923	-0.7233065778915678	-0.3229474026851225	-0.8758531342630399	-0.1356931385841626	-0.47492146635568216	0.772297606362926	1.5965786466225569	1.2820310527786705	1.4424146999108756	-1.0689697271756387	-0.789893533870847	-0.16581076674920336	0.27164894542803997	0.9941899768948668	1.0953182635025862	-0.37009450743561095	-0.78909105351936	1.165941266669093	0.6674172734387389	0.6338992914772356	1.1469127187569674	-0.38658144652730775	-0.6429747878634409	-0.8692477110855942	0.3048023859502074	-0.5464998921711078	-0.28142905131888785	-0.3627474751182402	0.21476296534898692	-0.999541051263237	0.8175292330890124	-0.21713136132512875	-0.4339369818531429	0.04478682394248701	-0.09242591540998232	0.30581568736394144	-0.4459233064560315	0.5414654818200325	0.2879811781852067	-0.21197045844851617	-0.5614442340264698	0.3268913470843566	0.1264021671342781	-0.1773564742800279	0.343923681686226	-0.5354439525850847	0.34394100943198175	-0.11034388775218948	-0.40400347280139753	0.663519241369123	0.23670305000771888	-0.19813447350158409	0.4073033533039156	-0.6332073938327228	-0.08949675763906353	0.2434800089172845	-0.3941316696329801	-0.6942326805060159	0.2777971400267049	-0.11427760812629191	-0.6102818727161472	0.40918003378671663	0.6021027069029457	0.1852874709618972	-0.45415751756486333	0.3421060287112576	0.20579108751347913	0.3825116683329642	0.4865331593310411	-0.24462573138201202	-0.4126037951537723	-0.43723434402668643	0.04425598904736976	0.00599713045580446	0.5249954454998619	0.6037034737244559	0.4792883021163154	-0.03377544188824401	-0.29413863721910266	-0.31848451218891993	0.6130872642941545	0.48586311029572454	-0.2664192990678973	0.13422208989361867	0.2536894156818691	0.07760154399247364	-0.016619618894561348
ADGRF1	-	-	-	-	NA	classB	12.698430076187165	8.578066478027244	-5.5308804816667445	-0.9798875099535145	-3.2144605935881687	-5.858835342764206	-0.8850467637789143	-1.26757916886384	2.4420257073472844	-1.50877099985094	-0.5517448728117699	-0.34809098376520486	1.7456006948190221	-2.174134750779865	-1.949253296995831	-1.4569842071667884	-0.40005412271018287	0.6858197272474829	-0.5986663244294749	-0.4297610671998851	-0.2939883772034422	-0.3855233081678412	-0.7086954606450837	-1.0126938425444594	-0.6909950644907802	0.790280323112787	-0.10637283934890755	-0.09614865273166098	-0.9151592230538461	0.09102323511311233	0.1552314679718068	-0.13026084998234955	-0.08672188743376484	-0.41410224820641006	0.3805991439383595	0.03853125541459659	-0.6911064646548271	-1.0423298303103636	0.5024513970230582	0.2537740986083225	-0.048484720346177165	0.3842855284750345	0.997590461796971	0.1860858161589377	-0.20673035448040702	-0.7615819631305037	-0.873954696974519	-0.05227661335037374	-0.5248907784297807	-0.5870486186989543	-0.16611504360909526	-0.22624135288573233	-0.16461070829579308	0.05382516559314575	-0.3374934189382965	0.20261154836352577	-0.1461055328739032	-0.044890116900843026	0.20962777555451861	0.25768628093321927	0.48096239196283225	0.5172812596877414	-0.06980719782730703	-0.10035724704526536	-0.1571701996562705	0.4799283729505154	0.5998696572953439	-0.31707027631667045	-0.1797353419279782	-0.15058666869438173	0.11260745720168451	0.17497619620622468	-0.5231187259517194	0.5616855957849775	0.09084763560559682	-0.19264979848910047	-0.2319568807643384	-0.06830916984047965	0.23278909400205233	0.07563158877012638	-0.04771912511359184	-0.4384567250436396	0.16216194038049014	-0.1859943832817576	0.18332378165949362	-0.15336767985050576	-0.2250313994619263	-0.3056457068982872	-0.25249634389874503	0.07344559605656718	0.10523566467788717	0.23277240711284597	0.2666482229823952	0.1687569274250321	0.15508112392721102	-0.4642819996423674	0.1963378399110834	0.08463403156744054	-0.012105196680972199	0.44909661370569637	-0.38187162630177435	0.22078783308520653	0.362488138327088	0.07469066768449459	-0.1667522337864465	-0.3637495708662278	-0.23600656754797694	-0.14650385237749208	0.18640236971126842	0.10156465070694462	0.05722181013834654	0.014765456843960864	-0.03692043768212115	-0.36949283223728946	-0.18750497072811154	0.15895501237540072
