Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57
ADGRG2	Coupled	-	-	-	Adhesion Class GPCRs	classB	2.1503633254617767	-13.447140369750633	12.5481144322589	9.90343017474719	-6.564454143431564	3.047402147599904	13.207819185326091	3.7158927613452404	7.904173573059499	2.786595508466206	-4.590622595577241	-0.8630551957825182	3.1991975300371647	0.2091900177155463	0.41822686097981915	-0.6471952155814928	-0.6650689697175268	-1.1595761310408987	0.6177476393519226	-1.5200035676061614	0.7650283218959586	0.7782329863955761	1.8319560980953467	-0.08766848828187901	-0.17568790231650536	-0.7687172495818629	0.4958972168820044	-0.7861282520803563	0.8072744131378378	-0.23275302184536661	0.15389986655247928	-0.8236091478311668	-0.05353853295146549	-0.8152360699435124	1.1003315851077164	0.5407601894005305	-0.3746362526027664	-0.6642054503384632	-1.0138263000423924	1.3923033649483827	-0.0691152960639824	-1.1806563233760041	1.4743709283696136	-0.1367734808403411	0.2559950018795084	-0.2713615716640199	-0.6749556636948639	1.0395697786678941	-0.3788661863718691	-0.24924795949149234	1.210470535204218	-1.3747476180161045	-0.9615631169971316	0.4440687263688105	-0.016756026382731697	-0.2269161007537276	0.9217027000280322
LGR6	-	-	-	-	NA	classA	35.044686181878426	-5.573226787184906	3.1896511486853183	9.196403527086666	-4.596956751797789	1.2384397127696138	2.567241028564706	-2.777479289110548	-4.3901288901129	-2.019192958932674	-0.27075355883844165	0.20840172701829407	-1.6512150341863416	3.150070613091235	1.0348308816758753	-3.1662594681844705	2.14792068424876	-4.767433532954762	0.3635307150936369	2.0563493879755135	3.700657397428923	-2.082773729500989	3.0403028650006108	7.192120111821559	-4.2055803018559645	1.8011620568698072	-3.4383729247246233	0.8666388755570443	7.8319121827799	7.199668234132267	1.4325581930687863	-0.9120103639405708	0.3352081789031392	-0.43351736236436067	-1.0914134667027324	-1.5816132167744728	3.7967630260152627	-0.6722071590216145	5.259906739339411	0.32332636782609026	-1.5027613498715677	0.02971752143726023	0.8756852531162149	2.0080655785672756	0.19979487811183322	2.1508038081570695	-0.463339944186673	0.7521560340589812	0.3695444070826049	0.17103345802855846	-0.07002058509052844	1.2805344749239918	-0.9664246961384994	-0.07461489596538778	-1.267074531556089	0.18968229033097161	-1.2504900422623915
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	28.579479360489422	-6.351540349457335	12.047940130826527	1.3906077602064901	-1.5924617100018021	5.2003236072198495	-7.934530813762386	-0.5077542256193598	1.148433334943203	3.819377648344978	-0.25984616882098877	0.05447422908754493	0.9851065676109443	0.16436932721704947	1.8817003716571032	-0.3127037458876768	-0.4928499788260026	-1.2575888858252136	-1.694234007184916	0.3991181714875808	-1.2723474078541666	0.31590583231533187	-0.13441068970927622	2.29033611524936	2.445227539142353	-1.0388878066998268	-1.4140682105308122	0.6693572217990911	-1.0977423050068318	-0.32918538007923476	0.8826973129193136	1.9668572562350433	-1.3112458541031873	0.4269551356443173	-0.38335403754716535	0.5278315139316206	2.6350665638651916	0.9230433482859403	3.618551985955454	-0.6136920327415446	-0.6200604115354194	-0.9031891268884005	-0.3395618472021871	0.9573503536596306	2.116028116494458	-0.08751935951346851	-1.3178636198451386	0.5222762888277019	0.9023126625355459	-1.3365045162137756	-0.5219456869247648	-0.7776247783445723	4.101741154103256	-1.5534583721822197	-0.9423822345106923	-0.7437052827633933	3.1025116422481798
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	10.176887060094806	-10.957720946540867	14.040769799808263	6.069855801766528	-4.863691421013546	3.1124147962283177	13.820267385712766	2.4234543576300567	7.286162713669101	2.288735176839356	-3.93322310857428	-0.1864675233622417	3.736053342812256	-2.5484762124628375	0.8087842507858178	-1.0967475679971386	-0.0725443955406783	-0.5445657902412216	-1.0757368711511168	-0.42618036924146563	-0.49671611972859836	0.8960165030734589	0.45738142757386546	-1.8578754780823303	-1.2329421067577178	-0.544253278078988	-0.005708965894919211	0.08260638452968866	0.6055053413129776	-1.35077714667572	0.44948950055152487	-0.490976345644688	-0.40283146575072626	-0.37796234584271005	1.0065853385465886	0.9429864428037796	0.03792053478343667	-0.8278667157401166	-0.16487758522926957	0.7289045988654091	-0.06486821131929568	0.09358290590556943	0.41855902966875985	-1.1008044883209611	-0.1836991392003683	0.6408563880617416	-0.9127577518824211	1.542505266228909	-0.614365623556572	0.8678990357329551	1.5993265942135244	-1.5866148163310856	-1.1512910426700806	-0.019498112400900672	-0.16247853829267497	0.03777158643275928	0.13347938561861888
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	38.97347238249002	-4.790950265758128	7.269689870216971	0.6962043136627225	0.33490703528149013	3.277365542715543	-5.254805781623246	-1.8014064188796794	0.9407966266320028	5.200950278037505	-1.782230402445143	-0.6312002657830392	0.9026549398995973	-0.3765407079803585	-0.7382430065641492	-0.49847010669635095	0.4212292861582647	-0.9548546254167097	-1.4826964930517288	-0.24818878043074316	1.2082505347060175	2.2749858530392753	-0.7217992016938471	0.29249957834490653	1.3829401233526757	-0.6322707890835232	0.6093994418752864	0.1860114981136932	-1.0730890889088454	-0.5511611005573045	2.4945277751142423	2.120943779574443	-1.5405892776355414	-0.8858805794015148	0.5491924642815262	-0.020113413433307276	0.24853084013108934	2.78686983936691	2.2958154934549184	-0.8866893800506339	0.16495965265631773	-1.3204777607342788	-1.2127217079178325	0.0876618120944029	1.5105886154822152	-1.2903424237746075	-1.9910293217745179	0.0797414516504021	-0.4289390955370283	-0.7383605507116399	-0.6232374256818889	-1.2902470431448423	1.8944531314243958	0.2981838008759883	-1.1293831211365044	0.34045958984822206	0.46991824480534483
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	44.11848376639602	0.8930150875565426	8.82555038788797	-3.943660319472685	-2.1824349781155075	5.345629779588124	-3.918596530020573	-0.36382074171542506	-1.8580285883091487	2.2788240334104635	-1.229259013333945	0.12619597421514406	-2.3451444616354293	3.714706850551313	0.5325712263248242	0.5626237061022391	0.017132209791339194	-0.4166291077226966	0.7073294759879872	1.7835540537941317	1.7061952697050957	-1.3082061691600402	-0.2778586323751361	-0.9933172047028171	-0.08171980433866403	0.6019014947972628	-0.22622463355108816	0.21569582922229263	0.8750847178063791	-0.04602099914384718	0.3768436030864591	-2.180037194212695	0.27934092795204346	-1.3615478817660538	0.6405191494645863	0.6007445393421876	-1.0233754564907063	-0.16136138330573252	-1.0868717545398021	-0.28196004031192806	0.5999068827352793	-0.14766236773392813	-0.03468075918609899	0.2171187264623488	-0.7976274287064478	-0.031203366203743643	1.180944125560306	-0.29589876063977366	-0.5859574634272268	-0.01515147170219158	0.09536038050993147	0.5165617391933862	-0.625082081313157	0.874031606656346	-0.5778864275988912	0.5042286048246939	0.2165747685483203
GPRC6A	Coupled	-	-	-	Calcium-sensing receptors	classC	32.39603684569459	-4.35439736245563	11.907245427207261	-2.745267615922994	-2.0543338231095776	8.279447933814463	-10.498063935653182	0.09167388140718366	1.5778347061353821	2.6706144176323776	-1.1779007584920898	-0.8405612428518537	-0.2759650365206429	-0.5919952733452237	-0.3117134484863014	0.562423693192408	-0.661697215641474	0.7910319947754678	-0.87100198900593	-0.7859945228756858	-0.058708361309231204	0.8405654069946854	0.5957152447633568	-0.10979739172942823	-0.5512728708045026	-0.4594173291282042	-0.2888218270286071	0.08312944285716417	-1.0152755300801788	-0.30023986041121237	-0.9083377828997308	-0.5861245907187468	0.18273986055904987	0.6606645710917853	-0.1586045925681953	-0.7796021566525783	0.03965530986185109	-0.47565105672750974	-1.0105251767639856	0.07956104504096444	0.15828227666770026	-0.8078687518703164	-0.051576110539196494	-0.25402050040124824	0.699836553579732	0.08922979583437445	-0.23426678010972712	-0.09244471171755068	-0.11953845992474899	0.12205856511638762	1.0749516189962465	0.216979421916066	-0.8125185041531451	0.13418312077359618	1.1626225244669648	-0.43857847955388257	-0.7031146400011643
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	29.55560001868693	-5.36597734840913	12.257731798052951	-0.21335561894733404	-4.049479874581243	8.288713671196993	-12.126692542043127	-0.06877482359526091	0.9932980004624467	3.913501411520646	-1.2683590154317181	-2.0487912168837603	-0.5957569599173159	-1.5834592279433433	-1.521570888744625	-0.2651196216960649	-0.7722144361562561	0.7914671838514895	-1.4192375415376497	-1.037712262382413	-0.6091179258508271	0.9207998644031933	-0.43276599677209815	0.33356344266651433	-0.8908715501959682	-1.1974838191185808	-0.09527128826363337	1.2085067934027962	-0.6945711707379063	-0.17880728010232377	-0.7879118480258083	0.650128834923067	-0.7612054113813063	1.8632598120322077	0.13604891685888965	-0.225113502315605	-0.06886175945523491	-0.48279226541645986	-0.8694936115843849	0.5987316749173308	-0.15946994081276833	-0.7872193626088441	0.3389002564266512	-0.49515493240382663	0.5131873365160136	0.27353024815495974	0.14475954348422143	0.6527917152100027	0.03044682083847657	0.24244036269515262	1.1913452708774117	0.2891168541876881	-0.5317204852815868	-0.08214059741484679	1.1676567766631443	-1.3739524723546432	-1.5391339022349053
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	56.15343528813045	1.0343598568858785	4.052912304294584	-2.4970693034985416	-1.071832071622565	5.578118907013799	1.0352628293275046	-3.2882223903559544	-3.241477307363454	-3.845931236881338	2.9368317181508052	-0.46130156304804865	-1.488167716947086	0.7449218079702944	0.7188702656608421	-2.065516413101157	0.3715964298010958	0.37414380835773664	-0.14656294398054942	-1.0853580698861043	2.2149111765323855	-1.732646768923383	-1.5834087941120205	-0.14761561927400318	-1.639149994554979	-0.11898392198518891	1.5144219753998773	0.1502922324970455	0.8089068460829505	-0.028238096324175222	1.1699247831198567	-1.4026080642942131	0.0860327833376372	-1.0852620916888511	1.0467248255574342	-0.6714968743773676	-1.0372977496081026	1.2022819115573418	0.11788250870308879	-1.7456510298122079	-0.7585050727556261	0.6772950650027507	-1.522320097323544	-2.457136056791987	-1.1934047829785526	-0.15511635241105187	0.6782312621894525	0.08066842502174133	-0.7175476797005267	-0.4804381335170255	2.7702255835055087	0.36588810863227	-0.0025457656429625844	-0.03883269900070901	-0.9390274549624453	0.27204742947739124	0.5478992270022615
ADGRF1	-	-	-	-	NA	classB	35.38945588256834	-3.302472060833876	11.742255592426895	-2.967427986185304	-2.6647042837209067	10.039988574529493	-11.868848368800773	0.10308887102287811	1.2898384502092517	4.199836980189653	-2.1166198722941614	-0.9652112867327446	-1.3640783861622428	-0.0786883175713518	0.07256802396100978	-0.027811125015906227	-1.1684165163016431	0.4036996243217122	-0.8092368303542156	-0.8246823568301711	-0.9256209204330919	0.9047438302672134	0.7091015140530298	0.020868457884811602	-0.3740725123162416	-1.4789308294260446	-1.2218981655136678	0.7039436690100254	-0.7762670593625702	-0.5042607286775629	-0.8769366347774412	-0.30608302223298833	-0.22377094201778716	1.5455155270215846	-0.1701064598883981	-0.4436628544548452	-0.7358218642912684	-0.5521211484725411	-0.8804044154103721	0.6584101583379978	0.41749623587261053	-1.3375753147845593	0.6498077831453604	0.4514720704266797	0.4687978860940993	0.587705217190965	0.13806861186789227	0.24774683145326765	0.3806704353933403	0.586657784855387	0.415203295974041	0.13711429486387924	0.5426968975130078	-0.482458257860567	0.6476525051052213	-0.9944269504509817	-0.2818307807371177
