Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-5.616354575805192	7.068634983968996	2.442719789291975	7.637134301546336	-0.11740708961756681	2.55030905018567	2.252923539136676	2.1220971877629062	-1.5844799924905084	2.511148447615043	1.2223463701807649	1.2512911220001541	4.4366202783330575	-0.7758782265702633	0.43007630299910077	0.2509139270399304	0.46310766813161847	0.37623846623311785	-1.0794927050564276	0.17133982064617145	0.5546592112916304	2.0762088429902654	-0.16286609350869566	-0.23038783504325205	-0.5590666731657745	-0.2083499477654765	1.660847181217351	-0.9857492009434394	-0.8452258210100793	0.3185252820530108	-0.3841676330899686	-0.1447318683129311	-0.33926898653892396	-0.13724726511358723	-0.6668052022001515	-0.057606014728859	0.01992625653189808	-0.35358314914141875	0.020507090070440954	-0.1640188368979692	0.439809017890752	-0.3230387823196608	0.13940123662195048	0.3774868417583036	-0.08305246339603133	0.16690346154291993	-0.12749361198614503	0.22370438637817552	-0.32715539395101817	0.07588421098200764	-0.049500170577819844	-0.27616624222094605	0.30538869776370997	0.010476841525645327	0.08925896898862701	-0.15352575190956316	-0.31491903682356026	0.19743617695811488	0.012593799871263434	-0.24572766661340534	0.12776012994887642	-0.003333115569448021	-0.36073608603566104	-0.02725571696535803	-0.10997983055877521	-0.43848612356530436
LGR6	-	-	-	-	NA	classA	-8.467430233082538	6.208452445880143	3.5095992446892788	3.5671205746408616	-0.34092890684396004	-1.5957644973372562	-0.6281769969934669	2.0523074444341973	-1.2822413428523098	-1.2902349252092844	0.7968572277492622	2.102041035870772	-2.341604837599818	0.1532882828561919	0.22802879414116511	-0.3404855794061347	1.0593292006944415	0.2758733522686771	0.8907432853652218	-1.4708297288101513	-0.5909498032010222	0.7412868718631616	1.2513201598076238	-0.33258846860749897	-0.22341732750076299	-0.6261254725845526	0.29472595880516544	0.3620537245988251	0.24191092819658372	-0.45780183259854657	0.7602508298636715	-1.230392187059423	-0.9337849374247764	0.5266098644919549	0.5398680737541147	0.12931683581560904	0.2566395927466748	0.14214967729302175	-0.6820170331623716	-0.09037132761911591	0.0060306215721306665	-0.17407807761478872	0.7592256968734761	-0.058921770637930436	0.661256688056707	0.3577391849055508	0.3859559256463578	-0.0412359405675292	-0.41252310361823485	0.44033091822394643	-0.1624147728009602	-0.2873239037109445	0.2692866797345171	-0.5499177484976933	0.30256801059969873	-0.3814728959081822	0.05024965083383907	0.7265566297603941	-0.38688152903850387	-0.12897763862423192	0.005265238053980136	-0.10243865618933677	0.2422630994627747	-0.16879102297718876	-0.8126878022208746	-0.4624530861617937
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-5.647545833861097	7.065986100010082	-2.468030526282129	2.9574568064488402	0.03474190619027037	-2.333816267481955	-1.1589626758603409	0.5570451666520073	-1.3274891582740667	0.10242917546189176	-0.335146442541188	-0.32750230690846993	-0.5174505026229966	-2.120362469822868	1.2171655709776212	0.1771811096208508	-0.6137783232204997	0.1878058367203298	0.5535333115714215	-0.8405987433418821	0.593278211024442	0.14716894507230036	0.26501495772799205	0.3791742233344572	-0.2462242045776927	-0.725448388388088	-0.2975848921283091	-0.10199716313218292	-0.4000939985430921	-0.7333152870334174	-0.2216863720819769	-0.3924782641098019	0.25787997594599393	0.32694862518232065	-0.18010957405907063	0.13649247481080798	0.39678448177267406	-0.26531743851153067	0.33752655936004894	-0.5478209686642657	-0.0008515451695537697	-0.2970991005640564	-0.37967298336544025	-0.32518903359649765	-0.11556960125047923	0.27364611638331426	0.3011416781820593	0.029344921551453507	0.0687129173821523	0.582870923422682	0.4412797666305988	-0.6844440965694422	-0.5920298742215527	-0.310878355218339	0.22662600288024995	0.16521336323044078	0.2178847054588529	-0.3079378680663048	0.309350557667166	0.4355114116104884	-0.2615347183831171	0.13469582155238488	0.008471034638977653	-0.15133420550796958	-0.01756324090764204	-0.2552375338768333
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-5.882717802666424	5.883566249021498	-0.45033571484700097	6.678242208208599	-2.5126768935827895	2.7992982967992774	2.094132982896212	0.4519758286456848	-0.6160629097472086	2.114768597817195	0.7733486574056947	2.167687584379168	4.9203672723635385	-1.0632290104501916	1.0807411616427336	0.5904707076520525	-0.3715061762400076	0.1359033383983675	-0.4944798074871739	0.6176097795607335	-0.8145469654249642	1.341047042200211	-0.49438563547508513	-0.21420291721812623	0.13435387652214345	-0.18028206464299015	0.9323576229676066	-1.1471749779474163	-0.48345859423839954	0.7703116555972115	-0.30077436639024313	0.009174399012271893	-0.744372846975094	-0.2417076185901508	-0.6037641998536524	0.09148478579488784	0.3368621821270555	-0.19843365268890176	0.25167047774871526	0.16970475180089176	0.6253230739003778	0.18814079239549714	-0.38620164446792227	-0.028481358034462535	0.21300491838252167	-0.2574515881502121	0.42069480321431335	-0.4242098275141819	0.3133732743982428	0.4018707501821762	0.16489489336098193	-0.40966685600517677	-0.023507581240038815	-0.26512805861649563	0.14516087346754536	-0.25721733852639433	-0.086554827255056	0.3593674956480729	-0.31576616826255677	0.06541134588985133	-0.12790490931427986	-0.15306582161930932	0.09903453786757527	0.22201959232882967	-0.23081979649710715	-0.09643295738615476
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	-4.612746186613741	6.557292986842975	-3.113675012673274	2.6103076319140954	-0.9478182609225859	-1.70122661348456	-0.7783764016463295	1.7866416472257656	-1.3284008491386665	0.7886477230984157	-0.8059705581988957	-0.3406314910175968	0.18974921752486068	-1.3641718603576118	0.023161296530783984	0.2480007881824176	0.28822397472286304	-0.08679381908375976	0.25617419794497204	-1.260295473685988	0.6487694410665968	-0.23306819129371711	0.5292467085793434	0.5192676667628692	-0.059508083872089626	0.3895454627196947	-0.5954878115098452	0.25072259081861303	-0.13259811742707478	-0.8089758684548526	-0.6396630376719027	-0.4692666163316462	1.1558366071471262	0.6954677197715364	-0.36629273988144473	0.3356476208014046	0.5593015038970105	-0.0774022554006255	0.19953146378899347	-0.6084707983277444	0.19509019156844382	-0.49595914852672685	-0.5142880478792838	-0.5560922194025787	0.21753831241240076	0.4835643990108321	0.5387218309508652	-0.6003571874178033	-0.021930696174710062	0.601786422541454	-0.15869175140655215	-0.3430627420011742	-0.594722622431064	-0.33046227043195486	0.4130807560899717	-0.08168182717549471	0.10876197183059172	-0.42150569421390593	-0.3197030035964173	0.07027099222084972	-0.12271837127317561	-0.042871347205547965	-0.036550300251368205	-0.49727357673719463	-0.0957516768794395	0.18385917090370932
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-9.514599790221633	2.178445974683351	-2.832160219808774	3.1830489032356564	-1.40448437205319	-0.8818493728626491	0.2845120875914513	3.1389104695848924	0.3152023780349899	-0.33624564688302055	-0.5892531739686532	0.11102122343555065	-0.27387750113276393	0.3920391169344091	-0.14029182951173172	-1.1501631243635237	-0.5813919391061044	-0.2944397992238609	0.9831847395797709	-0.7545048648254642	-0.8616530777539093	-0.8561503266771069	0.630617506455885	0.8690764192697116	-0.30717680884189924	-0.7586315416401685	0.5328228574852324	0.13381779688690762	0.5071759332285073	-0.7497305496101067	-0.4644000837305161	-0.4268360593422353	0.19222233825007232	0.17818217214852236	0.5295533834177198	0.14197222409700636	0.07880317311395169	0.07205043171013373	0.17669286665193665	-0.15589552310629234	0.1488156600572606	0.2919338195543572	0.2789829042630448	0.4047844414104566	-0.0023080446537449184	0.1961043361032386	0.0649041753076066	0.15442719020329307	-0.05475023949194357	0.684736376424415	-0.4535842513085164	0.3030751136767848	0.2318992343002313	0.0545360276240424	-0.1639290963887629	-0.17553338024728865	-0.37525088906717624	-0.09679492076212812	0.47335645683675354	-0.23917950521330744	0.555616373324737	-0.2284921058066676	-0.16545025184117548	-0.24394298964534725	0.33577160398123346	-0.08910867843299837
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	-7.0886551707931025	6.860763652001981	-3.4226190721691307	1.8194842712931563	-0.22973283980125425	-2.6296497500002363	1.021093814437077	2.576846623853486	-0.801645141778237	0.08565372305047948	-0.6377909111603358	-1.0561037808149323	-0.779767531678847	-1.7345209663552785	0.38878801708238186	0.516477951396641	-0.4087482334191806	-0.16598961743791013	0.8371510267123088	-0.5407896020208633	0.272825482604597	-0.8190625290289177	0.1922915712426252	0.5591050517157349	-0.8413233691635166	-0.0845442011434481	-0.021581217301251815	0.05036086155958969	-1.0690588573933593	-0.8647614396134137	-0.43461124771815557	0.14657847696837342	-0.022673850738718086	-0.17600868739278921	-0.2880386854897038	-0.5566701968828355	0.10643838437568019	0.3677702049602508	0.1546291945497272	-0.3412573466742051	0.07383489068349902	0.1475576190388303	-0.22757459462381405	-0.02389244609252098	-0.26961821219138477	0.1969579999759349	0.11685295708033008	-0.536130016793203	0.22500725218426745	-0.2519054008325315	0.04879004170405868	-0.5808909020934637	-0.04200278148673134	0.39752466476631615	-0.10554398889931504	0.27369425446737555	0.12451448965200539	0.08256230194155177	-0.12638673502808248	-0.06410829913969847	-0.29290729257179926	0.011303641688427447	0.03133277373185168	0.13043979110254658	-0.0024589839342320785	0.10012514435347378
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	-6.181652078816583	6.68623695316669	-2.223781376603403	2.2206732013226933	-0.45311561408061085	-2.6815598727519356	-0.24813601134628618	1.9771453890161825	-0.3797994261605995	-0.8421146752046462	-1.23133756132104	-0.3400223101930166	-0.2033072306699925	-2.200181911288873	0.19624305441552103	1.083274141448267	-0.8053319466128988	0.6116750551352261	1.09944256086842	-0.7594051551643026	0.34728352176464183	-0.2830445635936866	0.12848521888120354	0.447742699878571	-0.47213494169211473	-0.4309708474284861	-0.026276734480444177	0.07534311598659088	-0.9590637475860014	-0.8806582130321794	-0.30487788034948377	0.28155049367752727	0.05266727687655868	-0.15585260057511183	0.26811645427762254	-0.10789579888016874	0.5281649342106693	0.2987912110141833	0.03833923800033865	-0.2817025783633912	-0.03309921513336906	0.05473535615312543	0.14827122647310065	-0.08411813183044944	-0.28924692856467826	0.3567904377562398	-0.05529004790054647	-0.45688186591580826	0.5542321224131983	0.0021907301814888766	0.14314222682333708	-0.5186361161705186	0.18728819627317952	0.4407813627556154	-0.08132718282697528	0.09829562222067302	-0.08048818314159195	0.24418543474044327	-0.24049090725935443	0.04317142876356543	-0.47568439501485205	0.014173231553949006	-0.12288051507870149	0.016450715653879667	0.054781467240406646	0.08329360420139528
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-8.97211916661848	3.8534491422527233	-1.2806281161131936	3.2582416009155883	-3.629939421029296	-1.1895692054554992	0.4022707395983198	0.08400383747959375	-0.1982879428153978	-0.6995042424118055	0.2491361392308657	1.34348727227248	-0.22450196619689228	-0.9413276870631819	-0.07978342760668367	-0.7556737272554883	-0.06518529015102802	-0.41747432294496767	1.3636298063786976	-0.037546578364690816	-0.3187552498208466	-0.8229767424107765	0.2258632326355251	0.32247647471303953	-0.0010936124906256442	0.324440991289809	-0.3559068351482033	0.3881642513187635	0.5629427131305023	-1.17772704567384	-0.1243826222013043	-0.7058308201225628	-0.040674260917776095	0.5196829988073437	0.1446213694864732	0.6464164684320004	0.046524017077276054	-0.07827858613926156	-0.01596780792509802	0.34802316845549364	0.1254537234492332	-0.004509313063862372	0.4070292643635131	-0.22811073073384672	0.4620485412303056	0.42740902104576306	0.22374656369547338	-0.041135491038608356	-0.24165278999301362	0.43124617603507603	-0.1328063250588908	0.21143001027574168	-0.016167131932308103	-0.18753855188226978	0.24499756492377073	0.12531976967870162	-0.1738006723902657	-0.21398658530378575	-0.15719736095572256	0.29462454731750826	0.4787014017800608	-0.27488832795805296	0.266400152017244	-0.15093610840165492	0.14327666619305943	-0.2234533617170952
ADGRF1	-	-	-	-	NA	classB	-8.827166381559895	5.917322845364195	-2.9052373470649315	1.5366149627957566	-0.6632608799645318	-2.5318331375846723	0.6398235932170353	2.0752440911091803	-0.43485622663074774	-0.42100520153793997	-0.7069200024038919	-0.5709927013548498	-0.8872831686134697	-1.6666307555511746	0.4236382529322993	0.30871430233803204	-0.7280766785028733	0.5893308214145573	1.2971595330975965	-0.6771108203959015	0.36444062530692023	-0.3539305995670957	0.7819506142376687	0.9088358267631802	-0.6661730307917659	-0.4389310271647704	0.2923173363043812	0.11196717946224194	-0.8859178234440261	-0.7061562375912701	-0.30903152024080605	0.07857626064903593	0.015749230310216075	-0.12826700265256447	-0.06150652730136565	-0.1490707778855049	0.056055141442556994	0.1544722874262187	0.2939466711827868	-0.12035219065849216	0.19178719890376245	0.027864939530908725	-0.08945381960717547	-0.055789721197932816	-0.31082497485080746	0.5735189379368858	-0.014900780075278132	-0.40572574997417477	0.2059606080772504	-0.23172665570108572	-0.13577706301115033	-0.13956892822347045	0.034817306642230365	0.2403084319185376	-0.013920398216334206	0.02544254544356459	0.021284999019563433	0.14809727095182873	0.22109962761217294	0.08825448588762977	-0.11700578311538773	0.3339495033227888	-0.03676309065453337	0.14843990620172154	-0.022687265571098687	0.19678131302474972
