Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55
ADGRG2	-	-	-	-	Adhesion Class GPCRs	classB	7.902110610136259	11.12844095563176	-5.257389364199317	2.63432108594841	7.739409557583006	18.26056932507123	8.75520193870025	20.09761174939572	0.4843879186071769	4.9249210765922	-0.7867203192043714	-0.12013157022007911	-0.8172902495495732	0.1586949199693322	0.38904519018282224	-1.8956825163728255	-1.103782630164393	-0.7971944421652418	1.4277625032173067	0.9383332446647016	-0.3075621669489505	0.5306388059223971	1.9104824334466781	-0.7405619380190814	-1.1990144757738401	1.8785221875027414	1.7105729190585204	-1.8977850807704009	1.041475561480393	1.2178636415755228	-1.7774473010022964	-1.6384245184382549	-0.5140264379235323	-0.13916447938695417	0.5899221326498328	-1.6825003903236153	-1.7878055942542403	-1.878792136633595	1.0632026206081684	-0.01664757558160483	-0.5626039796577217	0.28279589191840443	0.903328082641428	-0.3194589605658286	-1.039292409508841	-0.3575752881441506	-2.0287449947165146	-0.5961834819979428	0.44782453242853876	-0.4203227074679257	-0.5318926294152662	-1.2145265860249301	0.053206086546402784	-0.4518783411316244	-0.5970161952134037
LGR6	-	-	-	-	NA	classA	14.84988393666472	24.870261478454783	-1.4698438854598164	-11.214156528956671	6.963404052005479	12.50743877943021	-2.4414130536750798	-5.070801572070772	-2.449484293663723	1.1546184082296442	0.9987770663243121	3.389898134797525	-0.7821265447115738	-3.0166596715802063	-3.03061749433395	1.0132950395146503	0.4515597037021964	0.5773741777065309	2.6432675121606395	1.9799077034342218	-0.7737423447140928	-0.6182553952661726	-4.758261421943959	4.8769260734521405	9.718470538624285	7.453581657366126	8.533680712851226	-1.2685126572303527	2.1587130964442784	0.8686259543652354	0.6633543830654438	-1.5604721119018374	-0.09547661965942274	-0.23223082447382007	0.6464932820307446	0.6011386888197872	0.6844563321492803	1.2791951196349238	1.4069249863597773	-0.13142828699668793	1.0529622565304844	-0.7225187445834658	-0.7849491673593657	0.14069718015747912	0.14199415930124734	-0.6669089157624911	-0.16070367859162987	1.0024083416390885	0.15334222732736183	1.7270823773714186	1.4840179002394023	0.21670320385049605	0.831819387170038	0.26562698759899467	0.1691398780515832
ADGRD2	-	-	-	-	Adhesion Class GPCRs	classB	15.14553908006188	28.52535306722693	2.431859239653579	17.565525680826912	2.4786783115647073	0.09977051772375375	-0.2564805089147058	0.6247529814041124	0.9497734005694298	2.2118064090691227	1.3886413091986995	1.8660156101235985	0.44826567625463937	0.7041316940901797	-0.5722041562274225	0.2554708594155018	-1.5918923630428696	0.9743313071237582	-1.3578030119758515	6.855069739552024	0.2888150019704701	0.9966558565052872	2.2921761033694974	0.6971852368530501	3.257573627599902	-4.580097090896626	1.9833292792154535	2.0859511751336877	-0.9061508367634633	2.634449555486747	3.2169303583859876	1.0804335595231727	1.7900511247324256	-3.007014577300147	4.526499490901194	2.2630270349132884	0.5094485744078734	1.1837539184867396	0.5040921893526861	1.5871012308420613	-2.613240840041429	1.998750287216211	1.5634172782966962	-0.4701674867243736	-1.8525104315425909	-2.0969185120788403	-0.5014237462603262	1.9490597871721695	-2.144413826423892	1.543536442936138	-0.4721749098447117	-0.19917930389668187	0.7143158904735011	1.1532245271886095	1.6421651035790517
GABBR1	-	-	-	-	GABA<sub>B</sub> receptors	classC	6.112931335124234	12.536548028276307	-3.693375394311644	1.7885093962632954	7.383513878667304	16.016307485281295	11.708505444187626	20.709119922580737	-1.4955067545474374	3.7343875445163093	-0.8376001592122588	-0.33001089938053	0.4359248519708196	-1.2070970232362308	2.1890972883908475	-1.5063420379148702	-2.825620967835122	-0.7639259544538289	0.49146191611732093	-0.3077693500287264	-0.5192750051961469	-0.6888205114618758	1.3966934545258547	0.5815511356263293	-1.2802642003356492	0.7586412428767327	-0.17357164863889654	-1.2448944586884334	1.602379616327477	1.6418526640292619	-2.5869246154403696	-0.801680911596753	0.06438143230992155	1.2025470935852869	0.8642798721597341	-1.6457981304638831	-0.46242033397729604	-1.678664852266912	0.20129283727871972	0.2853235308654698	0.1935943240533494	0.7272327614266813	1.005565668202082	0.4738211850659806	-1.4039994281659238	-0.05832088522770692	-1.1702918133143518	-0.22446945290006728	1.0061890038173424	-1.1091998471309736	-0.12108126561458271	-0.9912280232246937	-0.8010850162733844	-0.37373820474432917	-1.078665840746444
LGR4	-	-	-	-	Class A Orphans	classA	23.511711297386725	21.43746417342584	-0.15357773617572149	21.871185901123244	1.9194179879719637	-0.9383417563705644	-1.1935552909718903	-0.6401973877019156	-0.19125594540684654	1.816839135862145	4.34284116650995	0.5890640753776364	0.9338538469689006	0.1330769313097902	-0.47923760226536155	-0.5666871791890645	-0.9263794536491717	-0.07133936893323804	-1.5303352714163545	4.254453949675907	3.993395035645509	-0.03547915842224982	1.3268450579819695	1.4744946674783017	3.3071372668164964	-3.5933082015125812	1.281988379592249	1.445262191893861	-0.72872540672285	1.4195107637485234	3.131724391878292	3.395254199908341	1.5650579133759757	-2.8066791831296127	4.32467730023265	0.2606856619689106	1.0629184596968912	0.48477169971954526	0.038960476439054835	2.480006016905798	-3.0916786710755306	1.2452166229586723	1.0529126800094513	-0.4732958360187235	-1.4934139535163937	-0.6058503971521878	-1.5583846192917452	-0.03363453227589862	-0.6830452110850058	-0.40643841758613597	-1.5719480210003602	0.15302530830875005	-0.3053732327417277	0.5897268989759021	-0.9457515306776274
GABBR2	-	-	-	-	GABA<sub>B</sub> receptors	classC	8.198675696532272	33.22312266782816	11.414462111477185	23.737675962365206	2.8821304674441293	-4.89150762241927	1.590846841754788	-2.598570505836646	2.039073656010668	-1.2013253803816364	1.397720228787706	-3.0931279739331576	-1.3982751190650973	0.5960911694234936	-0.5857086147362393	0.042203130204181295	3.5507553718224676	-1.1111687242941242	1.6404370945162416	-1.843195023127159	-1.4673015546712704	0.9390498625937417	-0.18660584142037231	0.13211176993258278	-0.7602876812418646	2.9431024908931898	-0.6950577551860398	0.9132918385975133	-0.9999995159996031	-1.6089573131977994	-0.33745499952900226	0.46830936314907295	0.06717818881098152	-0.32298380483805816	0.7879920806056765	-1.4871976442487314	0.035424081629592485	0.2904536986727162	-0.7334802656018479	-0.5437099648595277	-0.26456928430899224	-0.7428322779205192	2.4288368589494786	0.6792785588332206	-1.364728840852263	0.051980258464129604	0.626825506396436	1.9436448903741104	-0.14642307850488803	0.42033554358098546	0.9240944444447337	-0.2901775338883779	-0.8657853233489216	0.4975731457485934	-0.25264260398845034
GPRC6A	-	-	-	-	Calcium-sensing receptors	classC	-2.137475598897544	41.658177628957915	9.53107563618973	24.419492032929135	1.612138201202614	-4.015324107480176	-1.5986704778210907	-1.8339222821275916	-0.3759625617251839	-1.6130354191083869	0.939172687794843	-0.5308098955623657	-0.5588151004699219	0.7800913662402927	0.9464951118534447	-0.5922401927909035	-1.913510345490955	0.304755472311481	-0.46257445866418356	0.1817463270123425	1.1593657409729106	-0.2599822580314876	-0.31325042233315725	-0.2999392994942191	-0.4925988681077687	-1.2449964787140533	1.2725648175276438	-1.3470441439895406	0.21659352172007432	0.9580080382198584	-0.5275484756194456	-0.5578835437622222	-0.6347316917101969	0.4125689381810381	-1.545118231254712	-0.4328337018853188	-0.2621515045582833	-0.5891080098463604	-0.24357180666508155	0.8439869078473576	0.26441280652029275	0.17119703544968093	-1.3677914839663834	0.0046830184925053	1.2801353734388585	1.1073651794158825	-0.16506221030475596	-1.5061182600933085	0.6914668937389646	-0.00853834449747446	0.2596411594846058	0.4157993089722743	0.5259210009534823	-0.588462357926689	0.10512872221344076
GRM7	-	-	-	-	Metabotropic glutamate receptors	classC	-7.254971241801206	46.04592118414265	10.28889483256044	24.16354600607162	2.2655736226013796	-2.4945257211272467	-4.771620980422193	-1.6885640860199964	-0.57936977277828	-0.8911730228641309	1.379347512368113	-0.3305657852460749	-0.39477646434898545	-0.8427611066234698	1.742311645655272	-0.517445432729084	-1.178232618127593	0.1292507915151677	-0.6120176307160826	0.12293765928419743	1.2653071067229151	-0.679700363847253	-0.6337884103052647	0.08834213865945521	0.02919160050760313	-1.3402419084222392	0.6217791551282346	-2.2346147757944954	0.14398586185705672	1.0622704725177465	-1.2300324223291672	-0.3366731288259391	-0.3326955708927333	0.8551866637234242	-2.3810476014074893	-0.2858801276801422	-0.6067704150003946	-0.6745537337241839	0.08621167884283205	0.41084607752072466	1.2311316634271092	0.6749411777955786	-2.6219127864865253	-0.5389191380906939	1.8642640431492885	1.2897350699343797	0.23061664291807216	-2.082888353731423	0.29428066055979946	0.18721542011208997	0.35327779919740787	1.0338256459533164	1.1270561458807984	-0.840743505255689	0.7337538507431784
GRM4	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	34.9585896959147	11.755386998995865	-0.5482090809027644	-6.484055576399611	5.286122485763325	2.9197834572606416	9.891920493454027	-10.114920290514943	-1.0880938964317537	-6.315655957571305	0.0692148658991531	-0.21712675071252327	-0.0622442355685913	-1.8164253274447983	-3.3003546170456897	-2.28463006769242	-0.0029768761449786396	-0.724572035068891	1.3769966120410937	-1.1841100653362482	-0.43689759716039045	1.313773613354702	-2.5587802400172874	-0.796503401761383	1.2036082524650467	0.19392546577599637	0.10449242422029205	0.9587986478830378	-2.302016439910279	-1.5116288700465648	-0.09822800391507591	1.322644616278109	-1.2269136943006291	2.112747637603881	-0.5002968626886728	-0.25103765390522587	-0.842105644846347	-2.1209522510949825	1.2766957918975996	0.7134807102727885	0.7532211542892567	1.9234049803451576	0.9961118628189356	-0.9675886189888617	-1.8037620535345193	1.0564743664308045	0.6417639468244719	-0.8665898118560459	-0.3565083553476181	-1.13660640424256	0.6963940064728851	-0.5746069039244267	-0.11626693292077496	0.22371034049398553	0.10733165706746614
ADGRF1	-	-	-	-	NA	classB	-2.171748486105795	42.488004318631084	9.918584521042675	24.69901721075378	1.8217159855828189	-4.203855582570769	-1.564105453487692	-2.540234499997492	0.4601866432662119	-1.3587776748132432	0.8493788324686038	-1.9910126141395907	-0.5732410415621464	0.57525625671493	0.932614489280627	-0.4508445166469443	-1.4716915528542853	-0.08451831944003411	-0.2752129200554917	0.39207397902070407	1.1781220449796708	-0.7928354261608632	-0.6178751803981759	-0.7915652821226731	-0.652705133897117	-1.2914045497624023	0.667826934650141	-1.737409536261823	0.14006835334954287	0.9091745217483904	-0.6624313665006604	-0.5760340076899421	-0.49394188866616573	0.7457544003902993	-1.7529420092892625	-0.5963444211550898	-0.6421911482148701	-0.6601851234799356	0.4638882404898673	0.5580299514537325	0.9236152794340512	0.5523684119812485	-2.1115107804185262	-0.37643125243982334	1.7040874199724578	1.136211464793209	-0.3230882530102276	-1.3787644449398622	0.3383921125727018	0.503569522330726	0.7190905913403298	0.1955013861513255	1.4150179505036145	-0.6819829083545954	0.6107668533916096
