Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-0.411815279784787	-4.64527720815179
LGR6	-	-	-	-	NA	classA	-0.629644265303986	-4.4464620259004
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-0.6866856541626	-4.76235368842228
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-0.308380709368321	-4.62753540382585
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	-0.691679167641327	-4.77003831419828
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-0.278244302972214	-4.3011847055397
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	-0.841050084366594	-4.90264484747623
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	-0.699065142994147	-4.77895636615228
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-0.146024092429708	-4.36663468251868
ADGRF1	-	-	-	-	NA	classB	-0.727278645154161	-4.83628884099207
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-0.269726408974311	-4.55381232112358
LGR5	-	-	-	-	NA	classA	-0.146175293467247	-4.61158151675368
ADGRE1	-	-	-	-	NA	classB	-0.550779937435577	-4.63472325879706
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	-0.810080591896873	-4.62224019660141
GRM6	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-0.285182036177734	-4.52161424912054
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-0.785970704102892	-4.71600168150585
GRM2	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-0.583482545883728	-4.42149204656511
TAS1R3	-	-	-	-	NA	classC	-0.477295532636482	-4.52995830703275
TAS1R1	-	-	-	-	NA	classC	-0.331455464483216	-4.24970146343768
TAS1R2	-	-	-	-	NA	classC	-0.0535658176950999	-4.78235003882878
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-0.211177497363503	-4.5913633930419
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-0.0565460622708556	-4.44924588355867
GPR156	-	-	-	-	NA	classC	0.335369600921455	-4.09836198681254
ADGRG7	-	-	-	-	NA	classB	-0.831242437086528	-4.308678283187
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-0.0754325521615695	-4.00534527762944
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	-0.134312314956646	-4.00476778254085
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	-0.04255968999479	-4.06819468032642
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	0.0877485312008406	-4.22767385003928
GPR149	-	-	-	-	NA	classA	0.17886408184772	-3.99089500735751
ADGRF2	-	-	-	-	NA	classB	-0.369580764538551	-3.65244291001397
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.0438923219814082	-3.84096225960233
LHCGR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	0.325842549870554	-3.87104038587624
ADGRF4	-	-	-	-	NA	classB	0.116830491514742	-3.70555094503381
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	-1.39643686874399	-2.76361715790149
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-0.176357272195099	-3.19941075634311
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.135651932291079	-3.76782729594653
ADGRL4	-	-	-	-	NA	classB	-0.508099891188305	-3.39955610434614
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.195331365295481	-3.68845167719343
ADGRE3	-	-	-	-	NA	classB	-1.22627561155703	-2.9458775073126
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.738245390289622	-2.3158164189451
GPR50	-	-	-	-	NA	classA	-1.26362087871485	-2.70224544532125
GPR37	Coupled	-	-	-	Class A Orphans	classA	-1.72336372919025	-1.96280319776563
GPR153	-	-	-	-	NA	classA	-0.476313547700731	-2.276610748143
GPR107	-	-	-	-	NA	Other	-1.12724403783916	-2.64040805049657
PTH1R	Not-coupled	Not-coupled	Coupled	-	Parathyroid hormone receptors	classB	-1.33138956197353	-2.89563840155037
FZD9	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.842984266610973	-1.94313127538271
CHRM3	Not-coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-1.70618890134649	-2.01137524790052
GPR162	-	-	-	-	NA	classA	-1.26962549863041	-2.90148799630379
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-0.732155177143988	-3.05812613250453
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-1.3671007903935	-2.92010293550347
FZD7	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-1.76478540535803	-1.96153825361816
ADRA1D	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-1.19355660773089	-2.87328105135955
