Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	43.040645900129014	-3.8657784972850444	-6.295627653880033	14.400708686390592	18.98275690437074	-10.340677690804498	33.93341131652321	-16.616923852897084	-14.547626202162647	21.503180640013973	20.287738105354624	7.0305105785818185	1.558801637087819	-2.8881191622641778	6.004295126804467	0.43244593815277405	-0.3468787255459774	1.5773686064878685	-0.9462462063319221	-1.9470800078189732	2.112860633092566	-1.4625040088537808	1.1457477328590897	-0.355471752878136	-1.3261953013845542	1.120563873396677	-0.2542147272712247	-1.0426742233997044	1.4678330148509324	0.8428275954637376	2.9840326708998	-1.9946516449788023	0.4922042671149299	0.7891166742838046	0.6519516788584213	-1.9553266041483446	-4.527876063505503	-1.4326739361996605	-0.9854874696243915	0.4175991584081017	1.62874378833265	3.323652358231077
LGR6	-	-	-	-	NA	classA	54.00679786286211	13.950148738438829	14.920738169125142	8.198757403675092	10.468998896820604	6.817475633165931	10.811575398152662	-9.261676498310663	1.9812967633356622	-9.848258764997176	6.0094445645810906	-14.522696257481675	-4.176012874080296	1.5240499456803498	0.3224787652177392	-5.328404516347652	-5.711626557601977	4.401404430520669	0.9883793712418772	1.3758574483133874	5.658519541825537	6.941504035653203	4.7870296388546025	-1.4936816298980524	2.2109206966082273	-3.4875673962322282	2.744027082549296	1.864543422731133	-1.6739373666598372	-0.17994340865887667	2.6264349966503464	-1.496003328517925	14.426529555320108	0.04119528492365539	7.390230150439019	-4.228816995285848	5.789472022842858	1.9495054882487968	7.800505272323848	-0.5004184123357986	1.8526871383444914	-0.47495798402000916
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	50.24889639117053	6.288208719549378	16.87419164538329	23.553221775427534	20.210170585344088	-13.768872434289753	-6.959076307814442	3.783361061296292	5.328407812543005	3.080167704589191	-3.021376196666699	-4.802924494485172	6.167254700299102	-2.1457227524794993	3.248756436263632	0.05770962107662229	-1.2289374559912494	-0.6436280446604914	1.8874572481192557	-2.4254611539524107	0.8354345691755816	-1.2499446016333715	-0.36157824773178576	1.8713486334591725	3.169160839982188	3.6793156726621086	-1.0199101361085963	4.3618748605770055	4.94272873151228	-4.524376854793048	2.1718713733103288	0.5156622325363907	2.5012326386907207	6.311233083064864	-3.7522268838374786	-2.268618579661721	7.089639146435145	-0.5831913657681506	2.7708876092989203	-0.856951585472576	-1.249924194122191	1.5802633088037927
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	43.71664576938186	-2.65799982833876	-4.590408468845659	13.31297071529129	19.911530473887975	-9.747599640696842	35.5351603599488	-11.834812855084651	-17.539954722928936	20.271138156425316	17.725103003889362	8.27741317239646	1.1221562854107396	-4.384550838266385	5.985059471755247	-0.794035710765237	0.4023785138795323	1.7099508557432201	-0.9658889026649574	-1.818539526697099	2.1417843428648884	-2.9656648759550115	2.057620865410767	-0.7837302039923039	-0.8731308620012306	2.2362187474990978	0.9295731812753523	-1.2398877928873726	1.5932980433675732	0.8723459864271931	2.617964090140279	-1.121897358950931	0.25632623048435593	-1.054792460232006	-0.1988770023813969	-1.3225126228266293	-4.512456231286841	-1.9016317369571432	-0.5894836013951531	-0.8978001510199324	1.5720549011631133	3.564687748480247
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	53.635665700682395	-6.536188103091495	9.89677708626691	26.54790130372982	18.248003151923665	-13.008136160163446	-7.923032500267916	5.192622166123363	9.384661114017609	8.016503452971836	-6.41461504225298	-5.77998874836138	4.648727933502752	-1.4485425012967885	1.8234968144531989	-3.5168778526876516	0.5802377150102712	2.2466325215427454	1.6496322261819911	-3.796284566757989	2.1090644464752217	1.0132666424745274	-0.2606536100231821	-1.7372764302577686	0.5285922864660753	0.900998694208963	-0.598929442383897	3.9915446969123	5.93185210952363	-0.3823877507590855	2.5131175792884957	-2.066907544344149	-0.954904036879646	1.741399293846657	-1.531818300503121	-2.0900239331305204	5.10271430229657	-0.9061230918500738	3.6518090568656763	0.799138959632728	-0.34638444337126384	0.6086551788684399
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	45.27443799246489	-2.8921488606438945	23.5771270078378	27.067201650645686	24.024875045588896	-14.745811455013454	-12.90301544177164	6.734217432293081	6.223215843678869	5.00489881268635	-9.67602806546332	2.5797847276917953	5.129708591285347	6.687280868312653	-3.360293485865939	-7.086860016693784	1.0901721064479497	-0.07675768606163888	0.6419306015876661	-0.046924507510843774	1.3044141312776083	3.5271571529060544	-2.649912260042928	1.5674498054489847	-0.10870605366749378	0.260069861715931	-2.1049333886951422	-3.033552041258318	-2.4306480300285904	-0.4992994079493544	-1.6635018890685866	0.42115594609165663	-2.23873324457281	-1.7457929611939214	1.0712651565447036	-2.5304515981287152	-2.221525649593215	-0.578734549767546	-0.9113932192870149	1.2182748616685632	1.5671464519084664	0.6702007205743178
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	32.629837972442765	0.48306733640191274	23.665471403914434	39.62843284769976	21.781363411316555	-14.983515583545326	-15.765669820451313	4.384292673104727	8.413400010268743	5.059072804998619	-7.953933025498984	-0.43115355695840396	4.015820044214294	1.7662090923154217	1.3868177447155547	-2.954882600693376	-0.8888091636148063	-0.8062443905643941	-0.8523463339638666	-0.4015048870919257	-2.1900394988218186	-2.719770833549435	1.8329231773724919	-2.4489711085850643	1.529102838039695	-1.613009785011679	0.8810976388809739	0.46410360788412824	0.5345504766858064	0.9446563645974076	1.523642035273426	-0.5912989927732288	0.6091234983295625	-0.39970885499328224	-0.6736660521201676	1.7033868952789182	-0.03415775783948083	0.41588642234543455	-0.49339061381613725	-0.6210941343432426	0.11972523720187317	-0.20612877512273559
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	32.08278187006301	1.7962215536585724	23.6656469437493	40.664697318045484	22.24604668025233	-14.613753760634989	-16.13287184349362	3.2605509160450428	9.047561862935133	4.903194991477831	-5.648700376733015	-3.381776835681251	3.6486482700375102	1.3744874374830012	1.3274249146253285	-3.9132020312457203	-0.3762803910412584	-0.7469034333611836	-0.40180358066207006	-0.9030340496550875	-2.021053256335505	-1.9724906730599354	1.1884509597546342	-2.5375059522963737	2.0378419658145406	-1.5259041148574255	1.1783612964761512	0.061763866431064254	0.8085876436409262	1.4414894534355092	1.0841324575503237	-0.3624488780601407	0.669517396041645	-0.7352537238287852	-0.5835234056670434	2.0002724913268484	-0.2950649817747176	0.7416746717245379	-0.18105287670464146	-0.20052086951594514	0.47068593583434704	0.034119769897429424
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	61.57847468447702	16.41634541223759	18.755323861199045	6.026788329739494	11.257186264287768	4.489484779099097	15.879067882193194	-2.17524790157581	-0.455374084629541	-18.32314131204539	-8.36254826797687	-5.841168489096531	-3.5421725725516953	-1.690025385499983	-7.677202283763963	-0.09722701436095853	-7.430471813437861	1.7096543709012504	-1.767075229903044	4.498588818231475	5.979374079738	0.8527825559195913	0.202960128969074	1.2663700241148934	-0.034950126865278285	2.6460103869169522	-7.039334728703482	2.2773867997466075	-2.7928962551536576	-4.63874951590316	-0.8959413660185879	2.2868384057152884	-1.8874769470863637	2.4716887830919125	-1.3033893499599518	-3.570972051895513	-3.70405799174102	5.8870257350992325	0.3143730474992807	-0.5463832083487793	-3.2262916910021637	7.533635393729678
ADGRF1	-	-	-	-	NA	classB	31.776292826064033	0.7011487132854605	24.180520506909584	39.45630374486648	21.389210386479608	-14.410575736754389	-15.989276989002759	5.264886119201336	8.777051810945446	4.495146946511636	-8.758650600067089	0.9754492039046766	3.7852060520589244	2.9748398273749372	0.9972552109635757	-3.9575986930158815	-0.5536644080846369	-1.1615772719180215	-1.0669021333979907	-0.6355681217322986	-2.540214920120918	-1.752655500532322	0.905930289371855	-2.5711831185079266	1.2309291962730038	-2.195294081935454	0.9442045998859675	0.5959475436636027	0.851846244276971	1.6183573170284493	1.4975116074890695	-0.3520636750826122	0.20656967907218465	-1.2059833997608276	-0.25337672320774984	1.3673350058855775	-0.20283067210844516	0.8190582977619393	-0.03580677037490233	-0.38031625864486257	0.32525061338572486	-0.36721463454005265
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	35.831541094527715	-4.588628168174826	0.5675229999049435	14.199950574404749	21.773737288488	-10.134782945006798	35.97479831371561	-13.896911562762412	-20.269908834811087	20.072001343294517	18.616749203615306	9.680514083792572	2.0153713463693106	-1.1260725683287516	7.625651972787284	1.0138667736331828	-1.539997118685555	0.2977174367840352	-1.3401066262258772	-0.49121225895975823	3.3835710446904965	-0.9874857884881248	1.0880843665349507	-0.4130326852364492	-1.0758331173722004	1.9974567552123947	-0.37234870123149344	-1.6760455183073308	0.8876704797643271	0.2501422775749185	2.3562915586434077	-2.4815178102296467	0.6099423464972484	-1.4384665614363272	1.1616794292326273	-1.9828782928673334	-3.735272186184678	-1.8662808025168607	-0.5455141931447609	-0.4280937074261005	0.49017195842965905	3.0953627376020214
LGR5	-	-	-	-	NA	classA	26.693266678603266	26.14763570840006	30.515195839574975	26.31159835134514	6.602001848404165	5.267611532250245	19.869149349518164	-8.450708355341158	6.970166754987463	-15.974870401724976	-2.658746433110359	4.891387603435566	-4.035784112737023	0.6610803083611955	-5.104617245298469	14.858698027200942	5.489016626436911	-10.515707035476744	4.53397758869852	0.6137489339240997	-8.766522795283617	-2.9411769586795	-0.43514644499847543	14.575629753230233	2.5270274149447616	3.375562003243493	-0.10985867424022296	-0.08447354868232326	3.707125440731831	-1.4463902672988962	-0.3206267631253956	-0.28489191109868384	2.0423976977763107	0.5793184110595394	-0.3354047895624335	1.5893772033786782	0.3790680734195147	0.8251966000330578	-1.8501004837976864	-0.7056658490014255	2.514400059904346	-0.04716328595895135
ADGRE1	-	-	-	-	NA	classB	29.82355832797984	-0.21075080540965274	28.203471531198016	39.07645039123787	23.39978148257952	-14.651320789221824	-15.873356487547357	6.232637288697295	7.507327300808204	5.226198628385864	-7.427510873212859	0.43454549466269676	4.920873914151345	2.191116322143115	0.5586200583952681	-2.8462880521471186	0.07899261879923346	-0.3227950483764866	-0.6990870893791225	-0.40218723844271914	-0.6060740348117529	-1.025034363254463	1.6170680723749824	-1.2972631343411942	0.5289853196201002	-0.31919202295842586	0.3292059082621878	-0.16105107014852052	-0.8624445561956643	0.46244338075066016	0.10056782064502148	0.20531668866794486	0.18640533038189214	-1.0741045691990594	0.08283143940666902	1.162978947446551	-1.5886366473464792	-0.248658605643427	-1.2290635533787815	-0.8720340124132588	-0.8551729206156182	0.19802939732565855
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	29.12019727655967	1.8663334820248896	25.314896332211653	41.17792290509988	24.388986729848614	-15.370342086108904	-17.383682619810752	1.3244375484134945	8.880517763665637	3.815637578506882	-2.242332010057332	-5.744457563708703	3.358481042714553	2.8934212429717365	2.1907417678668675	-3.08952782214251	-1.8459519817200223	-1.3535693681795506	-0.5273020104207524	-0.7291958727428418	-1.8861464560591665	-2.134646353674966	1.5008488677792713	-2.4852285683494832	1.0223126981454562	-0.08593461398907443	1.2176283699636261	0.722033419279504	1.0627969852542332	0.3540111560057095	0.9444942205855786	-0.38022932990212455	1.1358756805358579	-1.1689934351842	-0.9768146912992661	1.6962606942260439	0.616343790369687	0.9460895544764905	-0.046175525704463614	-0.8740192664890483	-0.5506825405209574	-1.0728727924247679
