Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	37.07833751189569	-0.9923773212372244	8.505995197015997	5.632347064090585	22.405996056147224	33.71514175452158	14.418122858536725	15.412606676440113	-2.7849944169604943	5.341927084917288	14.962390031706203	-11.957712563914505	-5.777197361397821	-3.485105656197456	1.5625604732581055	-0.09981078419075919	-1.2388018383391306	1.5654870532411973	-1.2540232331219638	0.5086352722135074	2.5269042458278315	-0.8353241003106068	0.2150999244351244	0.8198639861436231	-0.6672567753946602	1.528501999838321	-1.5717242527803736	1.5239680134908271	-0.3323271404927088	-0.30358386919130415	2.2768582649757234	1.8432557675995818	-1.3006760032288245	-1.5844692559721891	-1.389230124282676	-2.6820946459316697	-0.6256960829503548	-1.6967550426136906	-0.18751723626836095	0.46088860027986167	2.4315700140465344	1.3325573401175128	-3.30265688760169	-1.1321640329109997
LGR6	-	-	-	-	NA	classA	48.859947991839185	12.693354064918568	12.624091833662108	-5.877939416396703	7.729901568627833	7.779462107045768	9.046196078990349	-2.5597865155887685	-4.718971637836612	12.493096738440855	-13.31260748052112	0.5491410446307834	1.2288536640478254	0.6028235988654901	-1.6407786304423737	-3.5794536802569215	0.10391762898722744	4.5935763072094264	4.205359537118094	6.245616153223418	-4.1829305962235495	3.804146737645139	-0.17770261181887806	-3.4218279877840994	-1.5195658619224408	0.5677201898177833	1.8008760252829366	0.6361033697986507	-1.8557523902839137	3.8924104952742886	1.062166835294184	1.0882747641073902	-3.1392904296895106	6.625205112482231	2.1537745102400314	-1.9360028882181426	2.063850555986493	-1.7247855805940064	3.940463053381171	8.527541790159221	-3.155535778619168	-4.9583869729852115	-1.0381760977532548	2.1204229777066996
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	42.261679848573245	16.38960025209969	23.080862296277303	4.969296415111964	17.86263323160845	-6.259177864992592	-5.802717577025836	6.011285836648544	7.94287511552291	5.135172718118016	-1.4575346704910712	3.863623411620286	-5.429175962571046	-0.6980701541305911	2.8667916139323073	1.3400864140386517	-0.5389400013559075	0.4441852918689241	2.630335387407897	0.7851471147357157	1.3051652228940782	1.8207187481661242	2.2701681038640475	0.17859328226965296	-4.775613113389633	-1.4437717254891702	-0.3441564248520562	3.4471759347296866	-1.0428389588299583	0.3853306491899135	-0.6383331277285215	5.1735051566175585	0.5269035195502616	2.8441066996647137	1.5818159866731725	2.128461015780755	-2.231719733772797	4.630222862370203	0.47951192232356776	3.96432591247345	-2.40721674134803	-4.790448753415426	1.515804746920616	0.8426959863861185
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	37.361938764314914	0.5766504124891254	8.431619055082722	4.089955613046615	22.872013695771436	35.87345045416685	9.810893815514689	14.711813139325189	-2.922933091318745	2.8107877281676577	14.164660641758992	-11.484671601901026	-6.437399182896849	-4.41325314021044	0.5996081821774816	-0.4616913137665542	-0.8323985362249332	0.5537792236909626	-1.1424323285028268	0.18536447510980023	3.235821328711498	-2.1065257466063843	-0.7331048837995069	1.2556682783488093	-1.340517122243576	2.627768205149659	-0.9581452329995958	2.3371872328146157	-0.10469470702249258	0.43828119165855056	1.3837103893425056	-0.05448322468794118	-1.6033804198337946	-0.9794860625007501	-1.5339670420539342	-2.6900593994152793	-1.0467936558453323	-1.9076645711248237	-0.967551806669439	-0.3555543085509987	2.7328794759427875	0.6409952665460493	-2.4915706150988166	-1.769254137065752
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	43.043837409524905	13.67976808605623	19.914744007483897	12.511675683032774	16.361144641017514	-7.586271063569644	-5.1197249987533215	3.457830781854992	13.586256119523858	5.755408457746252	1.2897003824883513	7.025591726953841	-6.083765307602528	-2.8433711433072073	1.2315446514435233	-1.6975152761926724	1.7642977973041392	0.19075064253300614	0.27408295703893765	1.8033158998087075	1.1916602256678621	2.3548678066113515	-0.0638231489060727	-2.052434515373822	-2.0762381241283703	-0.6801299057733479	0.10464716237739663	4.343575899627879	-0.9751948826240017	-1.0620527227583516	2.14336573351677	1.8034104398055655	2.373202775218061	-1.184761904860329	1.0286225695692244	1.4710380179457625	0.34023525895585244	1.4681074950808166	0.9359475685546229	3.0618472720013195	-1.0659214122397238	-3.959110618336731	0.5844543558215636	-0.28210273002081493
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	34.23760345722215	26.633197787837727	25.32208357790587	8.240465386182672	20.36244439764653	-12.338215570635327	-9.656225777333	3.1083271029300867	9.335204931669658	-1.3659363866961651	4.837106969042692	7.162594861656958	4.011928531420001	1.3618593641929488	0.7138177990470954	-7.372417871846312	2.1229518181023397	-2.2135231629289227	-2.938920303733676	-0.11445599824395823	-3.68841012037271	1.8111859532018757	0.20264281566629322	0.5996501489201461	1.7082719969138846	-0.6505679238775945	-1.2327671407962868	-1.1016631997802755	-1.2319232080524616	0.23898717163542388	-1.8530569748075736	-1.447983247900444	-0.22604336961909946	-2.145670978529263	-0.652556242254259	-1.9622123784715317	-1.1616180071375968	0.4856004415133975	-0.4884793859664146	0.45543398796410284	1.503308198946462	1.034211380795756	-0.6965459998963555	-0.24900005711642514
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	22.266575796802087	24.769519700471548	36.54554037317471	11.766212072343146	17.9955688150995	-15.15657778048438	-8.123629522696461	4.757566491853473	9.536825964638949	1.9612577497639851	3.033783459833751	6.989072142377199	-1.4187779847290756	-1.324638142577425	1.3530386067291602	-3.1182759451054314	-0.22741763155595476	0.6187918817225643	0.07621164104441493	-2.2779216030211042	2.4163982029756736	-1.935461858523751	0.35248529535622725	-2.4333469595331785	-0.8445135507228142	1.40427846840734	0.2974370105326102	0.4296075693652653	0.3561158198402441	0.3506060360618919	0.9625458666362957	0.7665485495040597	0.2931374533790302	0.9264772680314655	-0.500960048209349	0.9094471531632374	-0.614289721818198	-1.1660461089067535	-0.713735880297922	-1.0251886737040419	-0.11324041364792121	0.47448563319775433	-0.08728561258922808	0.7162715709544164
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	21.605695282834393	24.417897920345577	37.86317345262788	10.968142325969795	18.25001776610953	-15.207774792637368	-6.790973875160362	4.453069890603277	9.572553877704879	5.881457905103974	2.114770240008084	6.886998143477479	-2.1686680851531355	-1.7336921908418574	0.891992463085542	-3.2207987530148188	0.10226098350402921	0.11976869255057589	-0.16831351356514862	-2.407288411161109	2.1105153423386924	-1.4198039620036975	0.5803823892644802	-2.422203079394781	-0.7356438480099187	0.8321232306409736	0.1597295463452988	0.5351003142689928	0.7371432466476397	0.30115170459499735	1.1412438468233752	0.14149834872254408	-0.02467966229538545	1.0412790329779817	-0.5425491163831477	1.43525423254209	-0.7493548104543717	-1.8852598324211955	-0.27367533934415517	-0.7341536707797951	-0.33045946807149157	0.8212451224009857	0.02893798336564923	0.9103142615132324
GRM4	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	52.80916096502066	17.429628784626182	12.549391789351148	-6.027488947903549	10.862899030655056	8.11943725768663	2.013697454541369	-2.544531366621848	-2.616619806948279	-3.2347768169952142	-18.033437700582134	3.3199465083073383	4.9756272690579175	6.6191518557327065	-4.133683630953505	0.8576736958560173	-1.8642146872759164	4.119853276874975	3.2350546304902035	6.993840867199143	-3.47915788021347	2.525422599729711	-1.9538648146821431	0.6788653220214047	0.8871184249002214	0.7220429726480052	-1.0023246481043966	-3.4691689405791584	-0.6050350136585777	-0.9901634741820683	-2.2255344730199065	1.5303133669350517	0.49585364825738176	-2.10075669015777	-1.6878493499666636	-3.1819666001410893	-5.562473477761223	0.24113425488222767	3.722414221018304	-0.7265934219165006	-1.4124021818686443	-1.6272061016930555	-0.6348164765766112	-4.433416672015756
ADGRF1	-	-	-	-	NA	classB	21.511793005295115	25.317132530801924	36.76893457791908	11.726123062586453	17.41422495655182	-15.60993364317716	-8.817183684205355	3.8328667250089348	9.783356194606412	0.6551434355801048	3.2538455239692006	6.5769231583139405	-0.3388841136092947	-1.018470138241005	1.0788536996688078	-4.235711405759601	-0.16691605138415835	0.0821338499288645	-0.7606777099201357	-2.5306110092114062	1.8191419340472252	-1.5381822282164819	0.4302678758448084	-2.852148569500943	-0.39368616036121296	0.9005219399998509	0.6571746172392952	0.8771233456964621	0.9090205531337134	0.2659407858661965	0.8122695462181897	0.1192018818915885	0.5153042023811509	0.49880353265428906	-0.6291629576662081	0.9637239766675684	-0.35336133795289565	-1.361925547559865	-0.11822461271987017	-0.42919137263719404	0.21256169114270554	0.7268404401140041	-0.1423857288699336	1.0985157867544233
GRM8	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	30.03591585534418	5.3145800367517335	9.117812445389845	3.9139073051122235	25.102040697832223	36.23242166832562	9.639241818731028	16.256934676582894	-5.957555626659026	2.3119144002123697	15.275144412447451	-12.253224783959478	-4.588914878861788	-3.7231908352000382	3.160585288894658	-0.773087128183881	-2.2811594227782086	1.2318436478646018	-1.1844298716207196	1.5568378408003085	1.4426407660143425	-1.320675221516998	-0.30232678190822737	1.1913084020379758	-0.48245812521828746	1.9815282669656646	-1.883947911351085	1.6813727932245401	-1.8471072861451256	-0.2786163866068798	1.0792001826949609	-0.25534370917007987	-0.48590495236853504	-0.9691631010244778	-1.6815825924058045	-3.284272168783148	-0.03759670174995122	-2.0189094870626914	-0.5736090083696447	0.7086308483970281	2.3303966789405037	-0.16922000411618277	-2.331063252083672	-0.6377031652558498
