Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-12.857929686313893	52.75268579930996	27.850933905418685	14.22316254311065	-29.607378567341396	-22.680681765665806	23.645953252745983	-8.889790130226285	-14.594387026767249	10.747748271272364	0.1592644096812299	-2.7649504139994674	24.284343114450518	-21.919294875015808	6.973570419841643	24.114048082053422	-23.266710908541267	-38.474742414803245	-8.695782646551795	18.519344245871444	-0.9563366866864098	-6.041498780795142	-5.5655789270019325	-5.404750358952444	-4.843607004116818	-0.33712063466997816	0.10141655332747748	1.842947010874255	0.219782376768446	1.3081966707731563	1.8052955766308625	4.011284337038613	-3.1427052863624647	-7.665018405870061	1.0057288310696155	-2.4198497159733825	-2.5513912665154725	4.062537629767636	-3.2118377617754312	-1.7570391691004037	-1.3940101760810646	-1.654554124276612	2.3846053826347173	-2.0283028875370452	-2.0305236637312607	-1.4220703479110013	-4.700410719083604	1.2972404416667689	-2.4537253790262965	-3.856640985866626	-4.2303861227628845	1.5849679984288296
LGR6	-	-	-	-	NA	classA	24.89282025463421	59.13835621447067	80.43880578632401	40.7537894623636	-44.6599499093822	-13.467209656173027	25.726063678989032	-10.541350034481328	15.465002308094423	-9.254908103133799	-10.510745142805105	-30.993716621572887	-15.083900069663382	-22.05616618987034	-12.81363061976889	-3.7994142461366622	2.136064007655156	2.911221398502464	-8.927227706877202	2.0927399619308704	0.47909820270844533	-2.3580521126364626	4.149445547662255	8.430409215667005	8.175847810528728	-10.201659762453962	-2.3209454836373307	7.020651335093694	7.09133767955536	1.0416879664404932	5.335578286900342	-2.7291222480018575	-6.88207074519878	0.4539141298803793	4.864714900930126	2.7982721726186273	0.6033503555453038	7.299100888220182	-5.277329084115383	-1.834883317577831	-0.4473808638317133	-1.222588840651431	-4.972401036214456	-6.027297843401055	6.365563876383752	-10.63086953430512	-3.2654886248292896	2.161485054936528	8.108473099021921	-4.794331617602324	-9.237918251183705	-6.915823830624954
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-36.11718261804086	67.00603766199787	45.19378090969926	-39.31020630378055	-6.976527353797356	-8.585698937940203	40.92801422470037	-6.730779911869487	-21.055139667147646	8.724381858812519	30.578850951079882	3.8330528965850266	-0.4495803956253799	8.626348822990257	4.879810916581683	5.21630594465885	8.645305020330504	1.0399871434906014	5.511562382096184	-3.3068104917840606	2.548975499042223	-6.330558343985641	-0.20192090606876625	-1.9388761442315974	3.8512727289161055	1.3416123887409521	8.468735371350423	5.064631447565227	-5.719867067905852	0.789222619783726	-0.1271252687695036	-0.3948644989634852	-3.874588600648118	-2.3372007987375145	-7.032294546103922	-1.670168874302766	-0.23326351922807742	-2.775175788156742	3.602946617431151	-5.222688082227161	-5.1852773957553255	-2.6662619367818334	4.593939733488285	-3.786790057039264	1.3959446155807222	-0.07083050349486521	1.9239916559172312	-3.8067330445550445	3.1338814682771208	9.038018632562512	-7.898445525927121	-1.0018141921725252
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-19.259180748881022	58.56659460532526	17.690235926410406	-8.665609302871477	-9.589182454920552	-15.430199892934219	26.29018053632205	-9.780650163702957	-16.39515650530432	11.112865857893288	-2.073917027422944	-8.575843173176532	22.69141879274054	-21.693349052683867	7.4617164216423175	25.467279031310483	-23.156541105287996	-39.8697126888883	-8.949596208215729	16.426568981884593	1.9386106547244837	-5.231236425734906	-5.680087060756411	-5.611594933982226	-5.204692182696836	2.2834268875564807	-1.4880463488664466	3.9865340975959116	-0.6828535550595358	2.2234350973332173	2.3511202260123425	7.442838492706606	-3.2775482940174894	-6.948235920465455	-1.334888968411911	-2.551209620942718	-0.39892995258074426	3.557777869883757	-4.5172110552634415	-2.867077034278447	-2.492120657163613	0.10732549219904883	1.1062499036395863	-2.3945788704301316	-0.6155465559813379	-2.4680098374144905	-5.320546463144233	1.898678699648458	-4.624844478204033	-4.0536868249738625	-2.0935046404509388	1.8432229722722713
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	-21.40198552621958	70.9521954426629	44.297176023222335	-22.163248281215214	-4.955994058105567	-6.517515014108631	29.178271612563023	-12.156293396119837	-33.35164651744816	2.9464391022432888	29.190537836368502	2.54070473462847	0.8221609929123503	12.034516933415244	7.688894630354635	1.6315349428076857	1.8347751176639044	3.408100981351752	6.8559022022395055	-7.145309530008335	1.3182443828446042	-5.045597333462497	2.275754166724137	2.7673602353321316	3.9335582579305703	2.174983228083132	4.103236217151174	8.715492710198102	-6.063328736152372	-1.2944246333295062	2.9123085417655674	-3.1519894278573863	-6.8627274247844365	-2.053009863015002	-1.4725434397524633	-0.6509899847327306	0.24965550051951887	-2.8819821386933557	1.4366412471987147	-1.9023462635987376	-3.248373679834568	-3.7262932101348425	3.1088807225699746	-2.6531864960650586	3.0424144059747205	3.1368987347390496	0.26282905488135094	-2.5842176804584316	0.3720193143988488	10.862898995670426	-5.409706192414069	1.7913612845246334
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-12.53762163957819	66.13208200844986	35.455944821286366	-35.015975943913375	14.580726133537913	14.542088290208977	49.35567322639484	-21.535712697827268	-33.07386863608732	-39.829899943928005	42.961925186026974	-5.8356725618552705	-9.912483588480137	18.65290838538332	8.086598462105146	-12.140727635073075	-6.798648227681551	-0.11043330732186463	8.225415648914806	-6.2080743438595265	1.2016004513903056	1.1297719103308246	10.58112888082219	6.960251958740387	-6.800146634882673	-5.88430501702188	-9.681890271222155	-0.5489811751549398	1.3887209253133062	-1.3244676421218127	0.28389923963322944	-4.27084498520794	-3.8950511806595878	6.994328415945321	-0.7757115971647324	-0.6748408049682988	3.9748936849982495	-1.9535774667588632	1.64664987413058	-2.1381349358483095	5.475995760693669	2.737946491485864	-3.3663723986474983	2.419332764504655	1.6556178395738923	0.21500746789518882	3.244736093762568	5.788858477941229	-2.8843249769018113	-5.090402815326619	5.842406221683785	-1.1066117626527103
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	-38.3726128064143	72.09148112487304	36.909628766607966	-62.1600956675391	-15.097710973406647	3.430066201407024	29.46296588170317	-10.178223403413144	-31.21133160740126	-2.3710369417454036	47.11609356252186	9.487707012369125	2.46436513450661	10.385369387658477	5.298106268941612	-2.232367661098767	3.7095764906077093	3.1185864864346544	14.020473909934246	-2.239041626349393	0.5471233419520722	0.21380030992153226	3.3668767987900976	0.877861095358735	12.44103052481093	6.112815393162344	7.90092206147372	-2.0482134015884883	-1.9180007196554187	1.5902218936189279	1.621732321356644	0.05829799070647239	2.7787378343202875	-4.287509885438361	1.2450865143369447	3.0819706841535535	-5.723117896939621	2.0492368773258187	-2.8506005905918483	1.4969588621955223	-2.035750704295384	-2.155349968103162	5.431051865827906	-3.2458284960321726	-1.9533258582175408	3.707313064411257	-2.22386978947314	-3.324298667092329	3.0602444872236823	2.796185083285226	-1.7106722632558597	4.128309809895587
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	-39.467383457824155	71.07599197150068	40.385080128352975	-56.68294992096494	-19.11506259061351	1.1129337053800294	31.820495833758272	-9.56403296481619	-29.581481867488048	-1.228298068763367	46.11137728304113	9.09324511791876	-0.07222833859709812	9.823690463511907	5.220734101923001	-2.017002331096922	3.9335208257822765	0.35985731677712546	13.63485121020391	-2.994014595268994	1.0637892173921657	0.5983659915180055	0.7578447487475813	-0.3950591070170608	10.37635883253069	5.294512720584922	7.755577783173266	-0.6938523227997806	-3.1526026154452698	3.61748881048529	2.744941088540752	1.2257646201647274	3.4591919639022546	-3.0534682333138843	2.1326573675931884	2.053430575631382	-3.8777302543549066	2.3884381190015307	-3.1879563438959067	1.9361180066702914	-3.337038387783339	-2.496116139978539	4.450091086078259	-1.49746181820791	-0.31834623732751505	2.4623086283343487	-2.156537106751512	-4.272046492932982	4.10611927694824	2.4210174722286903	-2.730468209430908	2.451029319426201
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	15.704995854775566	74.35451739718405	36.34994067059865	-20.903521574342417	35.05488011701674	-0.7967289802187516	17.41993208892943	-2.956109695559162	13.950015607287092	-25.099734559947333	-9.187553379836348	-33.96098442511629	-12.286192761526005	-19.375288440953863	-12.401146499115658	21.385683791465308	19.311673821333304	5.498802540954728	9.937355919976474	2.9607490425117144	-15.60293029506639	8.57047343418328	8.749265971994749	-1.4980977595586797	5.860204153157991	-9.647386179649569	1.7221798950198952	1.9883370683934243	1.8281544500056734	1.4210943245720964	9.486102285356367	-4.90636726535992	3.6761291250154415	0.9941567344565697	0.6945507858555269	2.683173975763883	2.1200272640679705	-7.479882561564485	0.7992700854187998	-3.3314431690476773	-4.93588984241024	1.0830182141228217	0.3847996575742727	1.406383951039261	8.037528963144513	0.8444797097493553	6.416166771400521	0.4455681811664608	-2.1263924191679675	-9.260202538152706	-0.007367554798246261	1.8964433140422603
ADGRF1	-	-	-	-	NA	classB	-37.246464775066606	71.70521782144884	34.1838987192	-64.5027610137006	-9.954412099822164	4.170051003321157	28.884835605076336	-9.714653929933418	-30.557774763390142	-4.089774551631641	46.96964274262425	8.850630268082094	1.851304888319904	10.547367234492942	5.264380148550832	-0.38735328405346114	3.6709258187658094	2.4193325427575965	14.64716842101335	-2.083491709789181	0.29672297700630135	0.5983681205579754	4.32864410621491	0.6110937569216082	12.033004370533881	5.251298990711716	7.131344223732396	-2.5653319894609177	-1.8579336475057722	1.0939143362057906	2.5340267433680874	-1.0904287619822954	3.4512726819338826	-3.4975867187302403	0.9996302501603357	3.244296907919546	-5.198189362146307	1.1474801567855175	-2.864275862493619	3.3116987782996734	-0.9582957448762379	-3.959517929662939	5.784025614732454	-2.4505016015857195	-0.6261426221458101	2.683839560130868	-1.4595526587689638	-2.52173451467276	4.187991484003768	2.107678880121069	-1.9845334355427828	3.6591692286712703
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-15.684071494441234	52.57080617312291	10.402511392637344	-15.810624349904597	-7.4313812510915485	-11.919395777520432	27.8390540043822	-6.453949246037795	-11.769498536746468	8.063978971135088	2.697695068022467	-7.060005377858136	25.556236804912036	-22.776380541225596	4.823938458196214	27.46917000086644	-23.72346285224376	-42.5989746736263	-9.758171364675452	21.246437594358518	-0.637855897650006	-7.851260823806072	-5.301971886458283	-6.586636028474803	-9.162011947251523	-0.15433060280110747	-2.426047291541768	2.259293096276261	-1.7109558479256977	3.8978172214034	3.1589676648509175	5.780844970952228	-2.3761949230947237	-4.49897463891341	-0.6595405773867125	-1.378743064321695	-0.4039574252111393	1.0409064479291124	-4.396920460888348	-2.5240947793424136	-2.606349935660255	-2.490290609984458	3.6103626456568176	-2.2063005305171526	-0.7329718815619557	-0.9160219338002806	-5.346473606317913	-1.3095440351538639	-3.5940442214329122	-5.334182866569007	-1.3432088002957279	2.2177326765032586
LGR5	-	-	-	-	NA	classA	5.548556152712001	51.3433659342052	55.64870910609988	-29.88376025319787	-15.06204068946649	-2.984289751751034	15.236219251984808	-14.052341590905655	17.914730405881496	-3.837201062905508	-4.215476872875821	-39.93474958073038	15.997979185509648	-18.212298981405947	4.763248421218009	13.275065745865112	-3.2267616990333114	17.019771113994278	-6.994323309104118	-4.271178683220692	-0.3639904366606485	5.166192177518771	-0.2378760873949116	-2.698738969613629	1.049164465312114	-5.900110570960491	0.8021449633944352	-12.758007607873719	-5.918832981794787	-6.8531953955871945	-9.967516550552823	13.791363617140759	2.722690136947147	6.543597082643925	-11.041840564053372	-5.9180998081296785	1.0530318997893942	3.6935890991451035	1.8046851269078295	-2.072977675854839	1.7463328163133145	-1.6040359788793384	5.080570980332515	-3.7759922109461606	-4.131604840167975	-8.742161044757065	8.967000774799539	-5.373870350185633	6.606604460280016	-1.1692872418280646	2.043820050767667	3.7705507552529665
ADGRE1	-	-	-	-	NA	classB	-41.91235090446381	66.44132730662467	34.174575786690646	-66.01858445187325	-6.261644869727353	6.77181237558864	38.024585989803484	-9.628169457365333	-30.205300245983302	-12.658284759923227	50.17017763793181	8.424781540686023	-4.241047648740415	14.80912929294281	3.911463530590312	-0.04260269328956727	6.555886284522512	-1.1829172498073486	11.55825390480734	0.12327992819196931	-2.409522531557921	2.298587648679441	2.2035175017699182	-1.7059874919347022	7.3719471196035355	4.761952287537599	5.910966385186998	-2.390538571545348	1.5028036079452889	-0.03474263245343571	2.3108408151851876	-1.166378251063766	4.936532471652025	-2.743535667344553	3.307826081662679	-2.288335556810024	-3.834637098011637	0.10996371103307702	-5.976245425955588	5.062835184061128	-1.672875726014057	-4.995041448572821	5.855265743188315	-0.12578073053798863	0.7476507673347896	2.8504972672132025	0.35031915571652805	-2.9404331997102395	2.9586511647260214	1.3792383539825182	-3.884531264999712	1.196545417503827
GRM3	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	-35.75398406483731	65.23346825737764	47.77835750402917	-49.06421132339285	-36.37115963303074	-1.4884666651240401	34.38937048445373	-8.356003642179555	-24.484006861570737	-2.678975812087243	50.32848213472504	16.60518884674207	-1.788024882352928	7.83475007034098	1.7776270372931586	-2.056013469838664	4.159153706354107	2.6100078159082063	14.140841623630381	-1.9394937523598765	-1.6941875375032338	-2.338323483328316	4.178902412829966	-0.30248537872238285	11.938017889100704	4.787635749482912	5.611016954301363	0.7369550582288953	-5.511154841353219	4.4418126642736935	1.8913566441893814	2.4537814277988175	5.76592348362227	-3.9112375969610595	1.2054267856534497	3.8511737353562676	-3.0441972884320583	2.7108908909129035	-0.8971981679824333	-1.1967412595334082	-2.939904440515978	-1.5898047121891026	5.5757383111585925	-1.645581842653761	-1.6731507827209657	0.7498966318856324	-3.509070165373595	-4.784187433683124	1.9133923123723509	0.5934685160098403	-2.123515236784663	2.964535884997795
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-3.402933409471226	70.87874656868684	55.35779039339397	-11.09521077236654	0.026043072022572254	-4.443229054716601	30.068400952179612	-11.432310897708597	11.098693320500265	-0.8554075127106662	-13.51644473603609	-39.13682147884969	-13.809196201121283	-16.003558759085767	-2.5645378138868358	2.994740352205768	10.516797518233247	0.05880998373222078	-3.04951284878933	2.4931064512773546	-5.900760628811314	0.11780227943395288	1.5369262288455936	-2.9043403316888563	-1.7249722758524413	-6.358635867435616	0.22652705418454708	16.800405971993417	5.198074187541992	-1.357640895709666	7.620559391732479	9.834111812097342	-6.4058975552303075	-3.026142098243852	1.757353153306837	-0.0439535984489076	1.399964196313692	9.116667817666588	-10.033028132537396	2.125910888815905	-1.1165451682346665	2.177679792723039	-2.330016002761755	-5.355193105010363	6.2159791928682555	-3.3453373080898086	-5.722691472033083	2.1177321460683314	2.0940083948011674	-8.341285731233624	2.102635290436237	-7.641449426702783
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-42.25063757679327	62.73198844186038	42.964401158897076	-50.89519306050689	-24.710498357622242	0.23761429672749101	39.64988971896931	-7.923733945838907	-25.23498417820142	-8.530483665286303	51.11751237845503	14.267741824384714	-6.580267092043773	13.791474664913581	3.4633287533991792	0.6540995328743096	7.051602202540208	-2.4403262208544514	12.90158455531757	-1.2581822051278386	-6.470074196339215	0.188868188673056	2.3862262897275395	-1.4250196547505494	7.0982817251050685	2.7418614827454624	3.419862763924303	-0.14374713775584266	-2.0164248130148255	4.479763340889583	4.579120457404065	0.3613403714918242	6.899636869862871	-1.6988849410744693	3.678308861569668	-2.4597472632748225	-2.5716352634663737	2.6272750120050326	-3.8357164480533403	1.8320362969288895	-4.3793730952412115	-3.742866993235422	5.084969046526603	1.0460681128241613	0.04484239244836878	-0.7827875618097024	-2.5932621891126275	-5.253666696781586	1.6585765264867218	1.0892356564627315	-2.4747536942631814	-1.057865062654174
