Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	44.16098994619926	9.97162931542649	-1.2481699370458859	18.365120666028247	17.173745528857957	-0.6132606867607221	24.095241922282433	-26.64018719926391	25.323716784055417	24.131134049004263	-11.066125873329119	18.194599421625327	9.773217836702758	6.548377044089697	1.1537104763495454	-0.19253146723602751	-2.6343782269201483	1.468086090125508	0.260792399543492	-1.7288037774401102	2.0271870195507695	-0.17667013123215522	0.23654082598908674	0.46481824931263005	-1.8007149529202473	1.1564827410617615	0.7202101293503859	-0.3762002770616257	0.4174412683790717	0.635882737879358	0.38073554739718657	2.912269314531618	0.14759789359892647	-1.4532863063117323	-0.48223678192929736	-6.641604416142783	-0.3826379518242997	3.021852565503261	-0.015170364742029678	1.8661741400936669	-3.1965971166305094	-1.2634933103946007
LGR6	-	-	-	-	NA	classA	43.392868177769074	43.67166814566716	8.709485410738584	6.548069021545206	6.872805751692456	18.103406035081147	16.674457479075343	-4.831809827383568	-7.9852433023166896	-8.932883897015127	-3.525061381431253	-8.532133006484505	14.975779623110734	4.391816662634474	0.9794627175910581	-6.082480298518219	-5.973350935077164	9.405123187580218	-1.1929575113281319	0.5027284585607162	4.568905914673253	3.817168663139359	-7.267469295477436	4.572798768858233	7.286134639656207	-0.692541466928863	-3.8985613890112916	4.818238755680346	-8.412408037468984	2.2084652587470357	-1.9209971277984388	19.500285730984718	-2.200104170511927	0.734677503382287	-0.3846173387845966	4.621774966595807	2.7682974230249617	0.0687827549872705	7.255779458195795	-1.9110174154195434	5.721007181953995	0.3058386482953569
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	30.41381466544886	36.38841645892295	21.38545143703942	31.222580470001617	19.206355435446614	-19.108281915293617	0.6852044981736106	4.206239935319711	-3.144120429541853	1.2196303059754907	-1.2572737426071063	-2.6824619901411957	-3.720768727177946	4.11531362141535	-1.2217036030736865	0.5467101500448543	0.0994182913591823	-1.4006530800657073	0.8068189268156633	0.09708489447956911	0.3910061874774343	2.592087624963331	1.1091195705914827	0.07150840279989416	2.357042404179773	-3.2820585840613354	1.3099102692345233	5.287614294128434	0.9819252077690512	6.695564685009483	-3.642735552774395	2.513314347676164	1.6017658812938211	0.004481940251844467	-4.504816672667206	-1.2797178991648954	3.1562215548591066	-6.801766711768492	-1.3583056352370653	-2.441918948662161	0.32057391469799895	-3.9270822993878247
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	44.43616255598931	11.562326115046107	-0.540149538288543	17.237510620947734	15.806203297699554	-0.01296565199419589	26.421906856664755	-24.29287568999046	28.17785026542448	23.13018899181326	-7.844059737324869	18.049313165653388	6.398478681295366	6.298509679640279	1.7385063449029394	-2.7405111038855456	-2.220919356067067	2.313260619819362	0.054081910445464634	-2.028077142127861	2.433600842074163	0.7459279742445021	-0.10704337861737631	-1.1588725128959527	-3.0712035133924713	-0.29701740513667696	1.1658418589795645	0.009967921131443498	0.8674088263581486	0.42548949498248595	0.8163923035957207	2.5569778895551827	0.23111186288373606	-1.4954482135668101	-0.4853304402451943	-6.851556302104581	-0.66279868023792	3.571270396614745	-0.5421039829174901	0.09375750820908448	-2.265827913388701	-0.9907288499508984
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	41.714030182551305	23.064798711728415	19.818804018700167	36.60308063754792	20.71686090399409	-17.772452304209445	-2.090168156635689	5.903583065354261	-5.741433795707049	6.99992558486781	-1.3919871404496202	-6.353971274225612	-4.735665736797475	0.8714276833329369	-0.4997503715112146	-3.84059695652637	-1.1643450965020852	2.056831675960026	2.18180672946179	-2.3477927750355065	2.6459745555203833	0.550402967831785	-0.4434469770508988	-0.29251468385355955	0.9495105608769393	0.4059726215541614	0.3959152609196109	4.969019125111614	1.6544259948716373	6.007390512708112	-1.4262203462006167	1.668413247757863	2.1679340844631256	0.27620502191563573	-1.97616548118058	-1.7951958431271602	7.061732904998917	-4.666033442684216	-0.5522337274190754	-1.817277729547011	0.9093850508741504	-1.388695412148772
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	23.990986920815686	33.72497416691312	31.466814798261733	39.288089149981914	26.314464490330703	-21.45951766086279	-0.4907227576810814	8.152850260188568	-2.7544500354926087	-0.45962795164571624	1.3918640431253149	-6.851000145242752	-9.677686032579205	-6.735372338475832	-8.93203869109161	-2.549600248294558	-1.1505545412997338	-1.0620497324462057	3.131798187601898	0.9158594477033197	-0.8124412925289901	-3.6276838601897325	-1.1190831512120978	2.9349966978395496	-0.09984047267406476	0.48646294501956777	0.45171195214549587	-5.811091425509087	-3.282123152836599	-1.130839881445524	0.003953864182482485	-2.3159301444789158	1.7799548026547938	0.34589450735917415	0.530378125483599	-0.9973294872927762	1.6976374201072302	3.6974971736453432	1.7084951912090998	1.5611197914264987	-0.7099249027231498	-1.5208531632720705
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	12.765238108036778	34.75074071238378	31.598602489838967	49.49788025691251	24.125903241552244	-21.61839289061926	-6.660766248209698	5.246152448262706	-5.892353470841886	1.3204649776598882	0.5335928102480602	-5.324052847450198	-6.3941916873688855	-1.8447530020976335	-4.12572533759047	-1.2289627378267174	-0.8783406538862377	-0.11304865610060517	-1.8577063666752356	-0.8752122098711411	-1.0940280725608906	0.45475055400868997	-0.02960316710190095	-3.213749026369956	0.5726294614293096	-0.2909770511445978	-2.1324928856045773	2.0367098414649254	2.4559522206196203	-0.586381637464559	0.08347890653048098	1.1560439039770787	-1.8465111152393443	0.2256943320753748	1.057979462071293	-0.1121558422072413	-1.4304531793148119	-1.6623366331046179	-0.29899738916393265	-0.771101916082365	-0.269745879052824	1.2891971510492644
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	12.700486773481405	35.75446670404979	31.01806911774369	49.58117739292745	24.448906959256252	-21.259154562149597	-6.879089564400451	4.9861619441440945	-6.47977168446652	1.204427843190162	-0.8166590675753339	-5.797418285891634	-3.3253830029171145	-1.2573151977608112	-3.145204762827315	-2.429214077720518	-0.8563317454841162	-0.19498517665385662	-0.8449439287971122	-1.8594421350667816	-0.9813028854206968	0.07450653127750456	-0.09325767996458965	-2.874953002055358	0.7626683615406459	-0.9508149547274548	-2.2329553807379803	2.0873441457028807	2.766953237492389	-0.7481427777896937	0.6715608831140328	1.2395552965972696	-1.2323516105488865	0.37565636010709125	1.0120092494343753	0.5390278910167127	-1.407763126992651	-2.049292856272822	0.1364497659853687	-0.772851702737478	-0.14291319272693756	1.188390244963585
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	46.49858645214474	48.57452996349424	11.165301348777142	2.4707051802286237	3.3963614551672126	19.884066226184007	24.975370711204175	-3.9909760776292336	-7.177401206299664	-14.988736561037033	7.432750304537454	-7.714860682759919	-3.7368913311306535	-3.8208745807191233	2.967989835820841	-1.0114499005303328	-6.104855512484414	2.662471893032348	-4.329266294281181	5.689861001451249	0.5179062640648228	1.800228606306233	-0.3297974336716306	2.918775770770579	-4.537151351250869	-1.9980522002790435	-4.185811767833257	-4.0270520284206475	-3.9852031371046928	3.3132912028387342	-4.077496792560962	-4.352554364131623	2.1920665614955097	-2.520848020581255	-0.6376719717167849	-6.297080675303083	-6.314028208780797	-4.159262586299365	2.7691561817447887	5.743104566053334	4.306800793851938	-1.4953299554440551
ADGRF1	-	-	-	-	NA	classB	12.55733822806045	34.467091150371424	31.429913206221418	48.30260507199722	23.554027291121272	-20.76332724554371	-6.636413447483813	5.970529997187803	-5.805670860338049	1.0423716374732666	1.770507036413033	-4.872031958983547	-6.993931717541654	-3.136100141723571	-5.549721958293978	-1.259881987807001	-0.8691065543615561	-0.5169986126891682	-1.2821073687011273	-1.3512529207754755	-1.6547501987050144	-0.31487408597871663	0.28092026815527626	-2.5959573065576205	0.8366071607989725	0.2036378399896622	-2.5414896392532054	2.308455468611691	2.717721497407867	-0.7259645698015263	0.3164065612702325	1.0883237032745938	-1.0408912711161253	0.2010375255356547	1.6881264339731792	0.2162967684265382	-0.9712964123770181	-1.6565689252843758	0.4638239127660092	-0.6358048303629305	0.14417698432517367	1.3248338142313065
