Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	8.171439853501278	-4.7937150818600625	14.95830794069925	2.7071267691489536	0.5219688361917405	21.199535037982788	11.529187365165638	14.347278157377549	-2.95505879402148	8.588430111037043	-0.4056183988154779	-0.4965405024023729	1.3802337974657255	-1.5995700676319768	-0.5332014702789977	-2.034035438516793	1.884196117499585	0.31946810132313597	-1.3857449484982722	-0.527746663384484	-1.6488503182915686	0.6663040803469522	0.9974871049170727	2.5404786605557397	-0.1535752489873988	-1.602466234439543	0.8950952199050245	0.13786696010203817	0.639052279930834	0.14602150906230496	-0.00958156083455448	0.27620239256366663	-0.6693385386339965	0.23321110073440526	1.386517908085705	0.3763259998278811	1.3028367816295956	-2.932825640510365	-1.0129761169868072	-2.1461447937553926	-0.7197738903271597
LGR6	-	-	-	-	NA	classA	34.194503144093616	-0.4820260197436364	8.53533349093837	-8.857158176079079	4.465877824070382	10.752744599038602	-3.4847977071272935	-8.468414573198867	-6.619470984796925	0.6333911701610934	-0.8085002017036449	1.2409919945133425	0.8752593813012605	-0.9811959828305228	-5.344727266088762	3.7478860237420806	2.592899452702037	-0.8296607383559065	-3.2563342826184956	-1.200654851693602	2.182747904860474	0.1315630910953406	-1.9244341372417622	-0.7463487987350242	7.5109240932041645	-2.9165119900217715	-0.7203334440347049	6.669009062433765	6.0120379561895	0.35218279464374347	-1.0132025818733434	-0.18803444696713095	-1.1884361506945489	-1.906659308809915	2.069565038636386	-1.864446166988298	0.7387951260941548	2.4247268643788567	0.04691110581354284	0.519020379496625	0.3792741872865374
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	30.739853420692615	-0.011171026516006795	15.732435681590124	16.86526161161618	6.241125894317397	0.13950208639311948	-2.413399548695421	0.001663832779493009	0.4110095801481781	2.3871759265858348	-1.5001558756710998	1.8919190878780114	1.9281435912746518	-0.5913979900231251	-1.2349801180820024	1.6153187695453957	2.520376338431484	0.6770664238849747	-3.2907785641047904	-4.6832314689149515	0.21297052973394748	2.8381447895860563	-3.3131919470961906	-1.596120683851638	-1.6896558471219543	0.4871542486550966	0.8400439628548502	1.8315525426926706	1.0915669864486555	2.811313454143391	-1.3561931785141623	-1.7727167259687948	2.396553926410426	0.6668865937133407	0.8446343917034245	-0.02997992158538072	-3.056527950000415	-0.019634734918351975	-1.4417361780253903	1.3610259593597438	1.704096870347565
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	7.843514380267212	-4.139243637471732	15.81187175390082	2.5328549355833143	1.1739324620491205	18.759250655991075	14.329039758832403	14.677507552809633	-4.762425323464731	7.735892817251085	-0.5579879362025173	-0.15979646936013905	1.5491054105822335	-2.284494879769809	1.708117671805103	-2.3193836152258833	2.4261777284916373	0.4043924892768524	-0.8973627252308566	0.4760030011173912	-1.4766479978024438	0.43331449501523445	0.23730048113180421	2.1034034597592846	0.7271132404201056	-0.2758944796427243	1.6310662366154605	-1.0009314114148744	0.9738721905552823	0.4476544687381879	0.7854239643268308	0.6950393145002488	-0.8815540275811861	1.299525231109123	0.36520524348680594	0.7675736960929457	2.269593152149113	-2.5663892754579067	-0.355665935129377	-1.1719083989614891	-0.970620691257076
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	35.78249868312353	-0.49116747138010125	8.299889871178463	20.24272417785309	5.509905562308778	-1.0568287219461299	-3.6554985915415794	-1.4633022247928664	1.2212749854783576	2.910417578179479	-4.714160748406676	1.4812334421128373	0.26402192004502933	-0.8028904810929886	0.172109196692468	-0.4256070507457325	1.3187352467541307	0.11138106802785706	-0.4229590952435712	-1.8728931620265834	1.614902638066594	5.116120122708467	-1.708173309804763	-1.9005115297626145	-1.256673924187679	1.759726107514623	0.48915534801217103	1.0588525787461873	1.1809693172482294	1.062407981933763	-1.5234593509760448	-2.617024613358069	3.2791690230612667	0.8910639897372356	0.06399504277466342	-0.3829100282614561	-1.4816466766416851	-0.42266230976450103	-2.311163430866917	1.0150375131669134	1.1017052170728723
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	26.320863519859415	6.0939520531488816	19.0186781632669	22.279092402357314	10.096364433594262	-4.2714151455437825	-1.0590586337051795	-0.8720129626483871	3.897045227483903	-0.9219521860349125	-1.4528736051193347	-1.3420974987822065	-3.5421492253425195	1.6888493213429758	-2.25860869771729	-0.47468667930819625	-3.307978625890962	0.9024843328186837	0.9230551727030559	0.4079030368033581	-0.5264153180118036	-1.5967883258372355	1.2337313821062228	2.0835754711018595	1.2626043524158188	-0.048781446006426935	0.38784395990567255	1.6901891568704814	-0.9195713957072791	-1.5448054856779985	0.5966913239526627	0.18710279030968166	1.162265794128461	0.15069513556905442	-0.28559120510718955	0.5842343739159371	0.4857650550545482	1.244822737871378	0.035712585933365064	-0.08109799566519298	-1.1390216833944595
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	24.086387651557395	0.7686389249478692	23.64724465557587	22.79560270363533	7.202284120698426	-4.675559307703841	-5.2698299388025305	-1.124487970169333	1.7594325138530127	-1.092264600948143	-1.7403630046366105	0.6678603912102674	-0.3917910542249854	0.13241476374393552	1.8898330802150842	-1.5798022116432016	1.7919671941719564	-0.6307098823542537	0.21263941189933722	-0.7919779836128918	-0.11950077734273916	0.9500396486999589	0.41489677725231044	-0.9898283792638962	-0.43042833137148334	-0.7252891544224366	0.7963298387141688	-0.5548007880190734	-0.004238148146600019	1.2568600010085018	-0.8452742659667527	-0.028066965613743538	-0.8537571262192724	-0.14757624567183342	0.505636884101143	-0.5905876873841953	0.504939775012532	-1.1537354020864843	0.473286641781205	0.008231341319548438	0.652469073917801
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	22.269837218493006	0.14943192952898385	26.103992362709665	22.232533286599182	7.381376709787657	-3.326573387410359	-8.203074138929034	-1.4342998631875603	1.2179922227854598	0.27282471001237	-2.0700736554938217	0.7597540912732078	-0.10279687410768822	-0.5510833491660403	1.7781270836166927	-1.1487964706270029	1.1182902115189983	-0.029564960803675724	-0.08668591552753827	0.1619943883926427	0.26201633930254703	1.2980834058035098	0.3624762337082872	-1.1643277294755214	0.13952606230753214	-0.26901372673984747	0.9814174279852317	-1.4132109965269664	0.17945188078802993	0.9451735259934044	-0.785959622982981	0.13991682461150673	-1.5365440735262283	-0.05144581125271834	0.6497625294170234	-1.066259269516842	0.8896995851784071	-1.251843690192656	0.7888640473851991	-0.04469447174511133	0.866152759398892
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	35.98578950800118	4.603141593185722	6.502900594324767	-5.383347911302827	5.812039151974549	3.4409972412203564	7.595867213063229	-8.219673044310374	-2.2201486319784793	-9.36812006991155	1.121195833001219	-1.5880236594208874	1.1709871960154457	-1.7788411065670062	-3.224995389737667	-0.4436792326184927	-1.0333522137465616	-1.4667023584915244	1.6841320968970537	0.6466355575754172	3.349945605394996	-0.4518703991961319	-1.9531827006848859	0.12456561593784247	-0.11907756272669703	2.3175850440674277	-0.6386008880477773	1.9354203230136036	-1.11288989693894	0.05171948017459464	-0.9451284552734207	1.8424657266136213	0.15172444941539795	-2.1547742822203917	0.04305473830680382	0.7180305998710724	2.098196176482043	-1.3770012630760917	0.4326798348420708	-0.4174410765736236	-1.2807102335266511
ADGRF1	-	-	-	-	NA	classB	24.031395274343627	0.8695530115989294	23.941857406335075	22.7337635150685	7.345499207879121	-4.805784181917442	-5.0179200788259175	-1.8382567437910793	2.786246722036167	-0.922467072648924	-1.7810999685195057	-0.3134118981594891	-0.8324221197901058	0.40912033959509264	1.7446838770755468	-1.4959128826105008	1.2206833946547255	-0.3156594334436066	0.07058529926070685	-0.318370148245726	-0.2782091409354771	1.2068878070646631	0.5969304006517565	-0.8740052971071507	-0.09101835958474573	-0.6184855549257023	0.7134315391998929	-0.8731782742181761	-0.1195111624418719	1.3126455933255157	-0.7823285830946605	0.26257264088330073	-0.6677326926426865	-0.051921986954975734	0.5989409956457933	-0.7136190602445608	0.9957065154915399	-1.0452407379250148	0.8507808492930281	-0.13493485783518508	0.7701970183045114
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	5.4015494705664295	-0.5995708679830545	16.32637335293109	2.5636328326944957	2.2459250968341897	18.96956001793218	15.59185524634015	16.0665830174139	-4.4186986706372	6.74148387867881	1.0177605930929348	-0.10987775753082682	0.2452763281929393	-1.3899824255841422	-0.5741006607678861	-2.0217054254644045	1.3689035229260624	0.791460428982636	0.6772483508170494	0.8879952386351246	-1.2762003476218657	0.6408723518415506	-0.28847366618506615	2.034087249252659	1.164349827955312	-1.0044195903713715	1.2199903396160527	-0.5118464081381572	0.7543916090504268	0.9011124733442707	1.0960319934674594	0.7168152901300546	0.009501024782140904	1.3358446426703923	1.3254959758375784	0.4832478139397579	1.224579251885449	-2.466565446046271	-0.27717812084743143	-0.7453422415473605	-0.5536154988507154
LGR5	-	-	-	-	NA	classA	17.471090510195324	-0.3400885079599841	25.306181140018005	-5.236095023318717	-1.6090759858087573	9.674015862029725	7.697405400005492	-6.9279623534103365	-0.0518163653986293	-9.066388211889814	5.105755382242403	3.9671421615342504	4.2096449890860335	1.0956091599375346	0.6912551496464175	1.5817480580120924	-1.1608768113497328	4.169061397534584	-3.4541447590311005	-1.5158233225877331	-3.9982018408856277	-2.244977328590792	-2.1671141547445485	-2.721667890434677	-2.5374821852351666	0.6068210620308843	-0.3420962323162441	0.33251420760255235	-0.8944191698788971	-0.4321610318414578	1.9688045317690481	0.595278718143726	-1.3362054899278777	-0.04379362469423053	0.13397411827467337	-0.25808381032185856	-0.5401110789721861	0.9603607222969617	-0.8948804134044036	0.394860558591946	-0.6947005792826166
ADGRE1	-	-	-	-	NA	classB	22.320088778779567	3.869000131699762	24.071016599014268	22.62972439404605	7.786204582555756	-5.399320764759091	-3.903068119593552	0.15843353170579577	3.412988888247921	-1.406740695614403	-0.46618703105261383	-0.17068321376253345	-1.705272724517188	0.3314159423671879	1.1616962644938642	-1.8083530013334381	-0.19517965639266943	-0.4659292420041692	0.573106286343875	0.17692392725293796	-0.37796434136185286	-0.4759276202579026	0.008936764533373739	0.42001749219400597	-0.21116910398076552	0.1165924549534837	-0.22454116907648541	-1.2072420002346935	0.27156955358048956	-0.021996036033051402	-0.06535654380735659	0.4430077268579457	0.0450026827277978	-0.2600332507696273	0.1341695736998047	0.1009043704718154	0.29138324540040467	-0.5440043445305192	0.21234131367947648	-0.07181049697260944	0.018502922227978145
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	24.774049174481252	0.40056330168642346	23.297560014880457	21.860308561678245	8.346346878365521	-1.9853299288897441	-9.347733066171527	-1.6455583669496037	-1.0045992960527363	0.30939329674985894	-0.8832615081129188	1.5116688410120538	0.14530485964806775	0.018631179195105707	1.3599364103907938	-1.3640066516928053	1.908207273092444	-0.8271244103563979	0.27349172462628707	-0.37119025278995027	0.19751591188567438	0.9778501877100099	0.2897791089122721	-1.3036844565750287	0.4354889781994996	-0.33506911035314557	0.6873070889359324	-0.9485969614721405	0.2147590574564017	1.0652856620720421	0.03435443723440572	0.9189032132668701	-1.2578280061385025	0.2944092534556387	-0.38724982918451334	-0.19063027906215363	-0.14386028059058692	-0.34566142586376614	0.2960712359069136	-0.3522458985819711	0.3815007623144961
GRM6	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	38.368417583560166	-0.040815896048263495	6.628054945594082	-6.362620883842844	4.398807090201477	5.691398001869867	3.8905846229354863	-11.566175263184725	-3.0660266874529576	-0.8109882151665003	-1.3944775086289656	0.32955788833962685	1.9713485307709036	-0.8868118434313976	-2.945115442572858	0.30796223436354947	2.08291163587419	-1.78857786666817	-1.9328322472539132	-0.8996599211304999	2.8651176324160175	1.0933427102754707	-1.8048934421391187	1.2720964376064812	5.393646574609791	-1.1613570228451082	-3.3651060162428896	3.1914222785482145	7.179219331804302	0.7997115080206704	-1.474138771464912	0.36536734558478823	-0.6078088011002853	0.4658712358021378	0.8192450656716901	-2.19578243856805	0.9889331347869523	1.393595655102841	1.4691195633223393	0.01659966906885053	0.12597738119868526
