Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	5.850924898039691	11.672103507458273	4.626716608081778	6.081964295884305	5.552627892538612	17.192723829959117	17.074054716279864	4.26992441614197	0.9482444251567977	-3.4105614576672822	-2.714808795900418	-1.8024129126084059	0.16637376201185192	-0.6992653984532209	-0.3906927561398023	2.033600627830473	-0.47721631003734444	-1.438442389860749	0.21576978800830746	-1.4522448574144458	-0.7837543582191707	-0.9918014179421063	-0.6043630210159001	0.8226940787512966	1.0180153102854679	1.3924456110522776	-0.730655759197792	0.8425583479371213	0.19124632725698712	-0.9591021803680413	0.24448150523103826	0.06717187751801515	0.49157714887013904	-0.5804144862227437	-0.4156706863192871	-0.8057446068775874	-2.106809910641423	-0.23884015902366643	-0.7639402354726501	-1.1419498638016847	-2.366104470973318	-1.912488096686656	0.387055542220696	0.2781534640587217	0.45004637990039614	-0.3407981909910022	-0.70493504320588	0.5066416827190598	-0.817841011056096	-0.22505001473898517	-1.7838786461778708	-1.01178887968779	0.10157946697830444	1.037445042003503	-0.5589117652161583	-0.7266222743668564	-0.39904014129340654	0.9578916566620844	0.7191564427543718
LGR6	-	-	-	-	NA	classA	-2.630867467919347	22.14753074125159	4.360817228288797	-6.537926631549165	9.689140168399211	9.948334140664358	-5.092120162627246	-1.5693907597457504	0.11862745549694442	1.9395458463781234	0.9423666241057919	-0.3752361407247608	0.20087789069136947	0.4299443757141977	0.15261610885004012	3.1614054705354904	4.90486683697549	-1.7579884204469283	-2.630239431597517	1.5329264012826407	0.32847196120156436	-2.055182961307719	5.2260045134147965	-4.561316959417966	4.444530332800475	5.509434892671046	0.21616017486988412	8.598661892792261	-2.7836329805429165	3.6584540746383145	4.261330318186082	1.5856830217932898	0.8632461519906445	1.2462298851200289	-0.5564618182236989	2.9391192428804715	-2.0962597859213576	0.4946617845506943	-2.3566139848168284	-0.03249379746392993	1.6038662554106458	-0.45941797482893304	0.20678474520850879	0.5084929987791216	-1.3005573269607988	-0.01635044126916379	-1.722741653414508	-0.8731781315264391	1.5722431681434055	-0.4208461976449985	-0.3575272403248488	0.9616710655231471	-0.0942793322773917	-0.3356197536603973	-1.352049598495268	1.047352442642686	0.15537328037960368	0.21918767269456457	-0.18551350253623175
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	18.037372092411946	19.896705380461057	-4.15494273515778	12.042598956362104	0.36504759675887377	0.8152554255111082	0.6849651814899723	-0.5397361708400291	-2.353594509949864	1.346745831130144	-2.7257893516727143	-0.3463875851851898	-2.8858714479749166	-1.720483171499911	1.5748188926905062	0.7743856018706344	1.5150678713361152	-0.44676914275156093	-1.3169180068020356	4.051440907351216	6.820630304983172	-0.8259832423517581	0.17394546086669993	1.3057696418506792	-2.4424212339518143	0.2667818538550708	-3.587181692499956	3.3986833564862446	-0.9485930132825708	0.9631608898966262	-2.19363902333938	0.1424779594411969	0.433746357438747	4.949061368828471	-1.4433975036624247	0.049068817737553845	1.7894984595074355	0.22747175409300419	0.9343069232774669	-0.7463565129882388	2.1703972034912495	-0.9547876455960038	-1.5352588982175437	0.6969033654447567	0.0783046634904401	-1.48254626247861	0.7433311180409174	-0.978350690794325	2.1912418666787996	-2.025896680841127	0.4848429596530862	-1.605392423743581	1.688889203594204	2.09516419636714	-2.131274234276862	-1.3226719972424734	1.3956093847868936	0.2599056183839832	-1.6873684961069806
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	5.445921515792764	12.954617250420918	3.078671921447046	4.840508273446386	1.8290245331875876	16.762796677252414	17.764609405710484	3.3207902552617155	0.285792702472444	-3.328391424702685	-0.40468245779627793	-2.163409179699923	-0.37289692248806366	0.44684770318769435	2.2420741309104155	0.5014532602360522	-1.8873435372082483	-1.4620059779360077	1.2605876352435168	-0.6782871674387143	-0.485773307359368	-1.371324837244804	-0.6539575479416846	0.6304511043386422	0.4323632925113587	1.3649555459544245	1.1982091584476546	-1.432070717695624	-0.3099822764085993	-0.26663527385140656	-0.5904746902455875	0.3941529957543851	0.014017750203132645	0.2530870087613455	-0.24479956500112984	-0.5516695687145516	-2.3204750441542252	-0.0023787793162460577	-1.3218080470906055	-0.7888416091879028	-1.8341516289674507	-1.4170010091675467	-0.28079378028389534	-0.8305572482728873	1.0050806884240806	-0.3156850367103828	-0.557139019537972	0.29868921528858405	-0.6593169525134893	0.08374939583960811	-1.9848101407865906	-0.5873258082673083	-0.3137304747422233	-0.25149333738829693	0.1559454581336443	0.1275824358047843	-0.5702589330285949	0.8814090586949018	0.5640826912583241
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	30.588848108255544	16.597279351126996	-2.104031379398121	13.434947253783916	0.17174278011648544	-0.5238981471162582	0.5168897403275151	-0.443229213474125	-3.7302885769971086	3.6563962889217416	-0.7263472945850935	0.1483948836674707	-1.6650922748632466	-1.578531678340204	-0.6429146611480947	-0.02430585141530898	0.43843875817511074	-2.1507623049144544	-1.3589570856113344	4.615980929500997	4.151946076047785	-0.8191907642826706	1.5743717209430919	1.642269360479134	0.973969147607538	0.7716332966734203	-3.2690311984922493	0.5008990427056335	1.2630646791271598	1.1071358224816195	-2.8676522708978394	0.7596103968474158	-0.2961763161341781	3.4410147791144974	-1.5848689798249493	-0.8010647342759523	2.4827870267557572	0.8531695635824806	2.194217106592188	-0.06305874427425981	1.7614415984452365	-1.9869336501042316	-0.5927500761862617	-0.16843579031756672	2.0941206801719447	-0.28563119176717516	-0.07614370023776146	0.9713339969009509	0.03092630411971589	-0.1251396987573499	-0.03229227305810809	-1.011553927712505	1.4831589495202213	1.1726690695850897	-0.5325088203990147	0.38820840770286685	0.2839148265034894	0.6566354409038881	0.2029178419608707
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	2.890937603744087	23.22203209608415	-14.797182577833562	15.544061712680543	-2.5945658360917583	-2.824455478965025	-1.2234015695743738	-2.8244721527098977	-0.49564430277570093	0.5752324070321888	0.2652216523977701	2.603703534251026	3.2251376485977206	-0.6955044868403788	-2.236701685835597	1.6722641040109754	2.375269804930134	1.9100183560509587	0.05471405103402222	-1.5742512651898222	-2.7299117233085446	1.8700400909157393	1.0474524949000117	-1.554682919903765	-0.6616677496411743	-0.6692527418343288	0.22682647502675635	-1.1718644704664187	0.3741484533381576	0.0903158262024166	0.24232185690438302	-0.10627232638207923	0.7061568508929498	-0.13866459390256472	0.08652587876525035	-1.6016472471679926	-1.026491674540391	-1.4361168380407021	-1.1296649554249605	-0.46335622406939003	-0.282531013818893	0.11409843227249651	-1.7366045076655936	1.1847822290400742	0.3479952863970692	2.5945236617292573	-0.27154136118444094	-1.3681498335016333	0.6143346828905294	-0.20019134843393813	0.34159072756814063	0.2893179950017544	-0.4878430365792892	0.3600020259689583	-2.08955498162347	0.06513290785243202	0.5054149538283227	0.10837479750893059	1.2559877224452216
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	-22.926333110405924	28.769351367953472	-13.460659401716224	19.808612950243337	-1.0995142329374632	-4.349443529655927	-1.8659663075554143	-0.7573977882152377	0.05058363912893479	0.37061712043484335	0.037674394895731184	0.15728044619641737	-0.1016737946135242	-0.5323009068994206	0.7231606415840265	-0.21368704684962614	-1.505127401546199	-1.1823735048722177	0.21637114250664216	0.8524440996745755	0.6827929552479945	-1.0780310628654481	-0.8814119835065936	0.6122314419116369	0.8523590623014422	-0.6919161509034749	-0.08758137562333566	0.15130659120699047	0.08069477953829587	-0.6457359607344747	0.20444442991003128	0.058114834166713064	-0.07441402209921483	-0.318425997503339	0.19112562310920284	-0.050192378393088745	-0.2606557706697349	1.3330781585641858	0.19480454016445606	0.5365447634175653	-0.31003788402447896	0.11002338175658573	1.028869047284198	-0.5771486077402112	0.5556853939839653	-1.0613190577505789	-0.01195682756765187	1.4976321352787654	-0.4194632518641312	0.06590286689597608	-0.6542593980803683	0.9570407710685864	-0.7350224627615216	0.2251158937501227	1.15527204618903	0.3950502855511915	-0.14138900395358367	0.26613636522167156	0.19913484511345933
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	-32.46718042705052	31.926341092614646	-13.647947748949962	21.161478223131102	2.806869006118952	-4.890630746523461	-2.3305608430150038	-0.28152586938489393	-1.3595557762723118	0.8326480449816853	-0.1645279324420901	-0.663687913753866	0.9998969278835524	0.7051354586627132	0.9043625787397753	-0.980742965826646	-2.2341692524229257	-2.2072706454345212	0.19193833138350386	1.0819229813544113	0.7768615690126524	-1.2571780471934013	-0.09588230341338333	0.3847058867309283	0.7255304725408067	-0.5163906051772327	0.9708509646184011	0.3929664054236173	-0.6567750399873936	-1.6734555338274655	0.13347390418167238	0.7997474327591808	-0.765649523929688	-0.9503707513226681	1.2221093122399915	0.7297016090680956	-0.2626616410749353	1.8160770339534527	0.1517169093914594	0.7039999340360704	-0.10869365764209381	0.30310879755984216	2.0032065017424143	-0.6467155371556186	-0.7665382600128876	-1.4539883624937586	0.3229031945565567	1.986933838606021	-0.5819932556989762	0.24130379960128764	-0.6665475785622028	0.4531545311277002	-0.5953333330643729	-0.058440617350919044	2.657226585066831	0.5706575484653403	-0.45171404098003937	-0.8662798713349376	-0.12383907312348795
GRM4	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	23.54338662057177	19.490215206701	-1.9417444496437983	-5.193516732644367	-4.737613094556397	6.897207601403618	-5.998868203871354	-7.148583715452089	4.922071221671518	1.423565416342122	4.0202946423583485	0.5949835009543778	1.3069794376102368	-0.07124500352156458	-0.5094113085347605	2.464900991907015	2.3517538424295337	-1.802990355326573	1.1009171311777426	0.08061112816231662	-0.06708220564061934	2.1774935661748778	1.3360470082987184	-1.0502663693735887	1.6537566936303505	-1.8249522372439733	0.06603396600337401	-0.7737122867192184	-1.1849227011060317	0.38630207052875964	0.1335040099755945	0.7658102060052312	-0.7540335119882885	0.14861843015114934	0.03329852021363451	-0.760375559275978	-1.7507255222761493	-2.3831360931898566	0.0603351169121712	-0.9356140226990803	-0.14741339773782433	-0.15069578117954474	-0.6877822077935849	0.31273423071055845	2.995357209892335	0.4396746566859701	-0.47564721594607295	1.739072607070953	0.03312744193019558	0.875365691265601	0.2224303618197072	-0.1578312685309294	1.1115746475532349	0.3922839685687089	1.6964770807581309	0.6091417126820505	0.5233689841948505	-1.7070674201021252	-0.5655339346710405
ADGRF1	-	-	-	-	NA	classB	-27.80692944020399	30.324029654887763	-14.876699667814053	21.19428740138404	-0.9384133124286014	-5.052955965908714	-2.692440855026116	-1.0286353730812323	-0.3120677059297873	0.047008131573410404	-0.20891835572286183	0.8886890761667772	1.088512033614797	0.40979118092584693	0.458969043051827	0.12779587705106937	-1.7132728740195482	-1.547365029302969	0.08214590716765385	0.3825024064108161	0.6545813420298073	-1.4901375784258168	-0.7503232827054123	0.18418051613880085	0.2484613880365089	-0.5137360042092669	0.5449100295960821	0.3970869087725291	-0.044230996336871234	-1.1165276926899117	0.278992885907024	0.2475742339130298	-0.3887880050822033	-0.1996536192176074	0.3244213614075167	0.6569346761125546	-0.05440302576211215	1.417995703578467	0.45697912328513296	-0.09052657368171697	0.068686836077236	-0.09670501640684943	1.2953232959338468	-0.15880242948974588	-0.2944601472849703	-1.451710340591415	0.07590186238460525	0.9229246297599106	-0.462119175170697	-0.4057320354922709	-0.7361196926108825	0.4728979901384766	-0.8960088499112602	0.26403036864569096	1.4995974365917815	0.417494752089835	-0.3972320515818359	-0.3058487054388283	-0.15947662269572938
