Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	10.390107991176555	1.5147004865561882	-3.3159892639072077	4.745029818298612	1.337421931775919	1.7036104669989018	-1.0985184979888194	2.2516085208786016	-1.2449531646049805	0.5441442359160291	0.19744518984212434	-0.19662619599695708	-1.1541079401808758	-0.16177602771875915	-0.15863616684622567	0.8991988234915068	-0.3774577609902064	-1.016717291672043	-0.2199470826205545	0.2434945341566199	0.39951856732960705	0.20771175309181936	-0.01775641722490337	-0.9217508118104282	0.5048400535497134
LGR6	-	-	-	-	NA	classA	10.86150940544786	1.4792890400928358	-3.19593117881628	2.1428982277393396	0.6804274440157945	-0.530531264151269	0.04810943195578811	3.101448064850037	0.8038977326172692	-0.22727664530230832	-0.14233071624422167	-2.461337200856301	1.637034095247948	0.35461760652438296	-0.5464610499416048	1.4950936138894266	-0.5412217233395809	-0.12431157811598824	1.2811879746650001	2.1598088584923865	-0.6393637586519368	-0.021069676845623417	-0.03272743014086665	-0.6454908384201155	0.22292340645638173
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	10.914254480639354	-0.6448768335999497	1.1181501526148063	2.3132965187240186	1.2882049014289219	-2.0918461250941247	-0.27101469479090967	1.7480582434898935	-0.5979609043432915	-0.7234706668387868	-0.6635535217898004	-0.6364460978811627	0.44065561150485677	-0.22030653862904923	1.3702769335642013	-0.2798720012999345	-0.1489933173745052	-0.16132989876664164	0.7250121875531359	0.2785488038733001	0.21845225639497737	0.5269047452161467	-0.3237410806939566	-0.501828698475291	0.09941788322328875
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	11.096588499047453	-1.807432018479708	-2.9984508415049063	3.023877750972161	2.483397405970054	1.7295225916901946	-0.8913705491742191	0.2955635080568867	-1.5770808798399956	-0.08465879236376288	0.5192930640327644	-0.9429895500932511	-1.000462873561979	-0.845227400170064	-0.22247719921319412	0.9755047186363226	-0.5474733071494917	-0.9014490730989709	-0.21228359810785627	-1.3983899941451587	-0.07816959615338274	-0.13731749048728403	-0.21648559070932422	-0.6063766717757813	0.11367664792746048
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	10.471763782385976	-1.555759984705895	0.9550756529764578	1.3927875588430625	1.7343846472259572	-1.5086785487496484	-0.2843937231130799	2.4400571369465935	-0.6519791121055379	0.35221926822477007	0.06950075239072659	-0.006992552696734419	-0.10027844103452772	-0.053326879999725234	1.140721230611161	-0.2968452623970323	-0.7829024164870632	-0.7703554961121744	0.7264894742039377	0.2581252181607297	0.5248427992895515	0.5335950995659339	0.10451411849351407	-0.908500450187464	0.3680940911677361
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	9.85472457756335	-5.6502029205523385	-1.812744296643759	1.1917360497459928	1.0140184305434279	0.34273027302931597	1.339757653372497	2.622529113449858	-0.014716142140287701	0.5533014481217239	1.863774360531077	-0.8228520092205039	-0.028517124540340142	-0.3620950844394356	-0.0372286825113582	0.6080318337834184	0.4338899153986427	-0.24879105438757687	0.6482739766266898	0.2886957172050388	-0.9123260812140033	0.5788489290020812	-0.07789337915598002	-0.9059348419550909	-0.09449982649767966
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	10.913409914949014	-1.651464588251905	2.4257402815878066	1.2963857327623092	1.2925627072603667	-0.23152920515920908	1.0909659524646973	3.180257288073138	-0.3669344370009865	-0.2505324748998269	0.037168251592316875	-0.13416409541004623	0.11640011121460181	-0.1606140797108157	1.0097824151084456	-0.7306233309069261	-0.24943243099541185	0.08162619557368762	0.7122395327797586	-0.016027600203241642	0.024319010310893306	0.4727879440181367	0.22015817351453335	-0.29968057963223327	-0.421376452425281
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	10.288661431815056	-0.7345399285424694	1.345929666027258	1.419979173584114	1.1654360044591956	-1.401036068683519	0.9099120738786347	2.3780057493106814	-0.2797192536551835	-1.3429897186136481	0.5388756993332171	-0.29862159616493894	0.0652312009944838	-0.9115900583458084	1.5479047350809942	-0.22571362012767437	-1.006538807259406	-0.029586318833053498	0.5037800047709905	0.613889241314736	0.18520952651745962	0.3316773043431755	-0.26853040364740616	-0.3505687096523527	-0.2194512863386385
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	9.478855435536454	-3.3676209329474376	-1.527222531712945	1.1913527032476963	3.404214549336085	-0.011387457724722395	0.19898484469813793	1.044181381180479	-0.5329042827789275	-0.7926744540064686	0.7767025350706792	-2.020769658762798	-0.4724633127495942	-0.0992375198977486	-0.20175365174916135	0.3225514786775674	-0.6711946440192885	0.23661799269639772	0.5112374574703653	-0.27121910945219263	0.07406661290333064	-0.014431071225665348	-0.2410580032423628	-0.9513019237879657	0.0814845548974501
ADGRF1	-	-	-	-	NA	classB	10.686410078405608	-2.348161534731856	1.5772165335266828	1.0521113650510603	1.2949465794154098	-0.4595139985601686	0.9778123771780889	2.6740233536533458	-0.45445404609018414	-0.8703349679601865	0.3082872417925571	-0.36184583602589504	0.11492381291499197	-0.5083823816427584	1.27804536411663	-0.14875897348502945	-0.3772611731723782	0.5594666820784885	0.5481010083419587	0.650426865040766	-0.32988415335349786	0.9859696169027049	0.007233140897865236	-0.32705185256022573	-0.3964980158726995
