Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-0.6003273219478134	12.529243834912304	-6.804444111266659	5.317191796878139	14.102305422754448	7.766775368146807	17.340472832652512	16.274921081492828	-2.147952659071142	-3.34302260032409	0.919792092269139	0.19495932569427474	-1.0351702253864783	0.008568570757167444	-1.3913864222705539	1.3047982386110328	1.335802940570911	-1.8747246857227757	0.5855071749251393	0.08806277569703977	-0.3257268418997289	1.96886880358517	0.2790056675404308	2.281066975842061	-0.8019218863326911	0.5441449173923617	1.367191637631527	-0.22018361564755268	0.9053315897323047	2.550212110516605	1.271250966854747	-1.3002219890624487	1.0157261949612313	0.6580280166979263	-1.7031229841145892	0.6318623416219318	-0.8604648702252796	-1.7924646205511414	0.11054435209800417	0.07345087874037108	1.1090633900258127	0.17074181751267614	-1.0405764585308255	-0.580154519538228	-2.078434389124055	-0.27449455401255074	0.009535642458182616	-0.21892040538783009	-0.6512854693192776	-0.38659259832028975	-1.0206145603700425	-0.6766479944200641	1.1028002716305827	-1.1133293169364125	0.18522824977842048	-0.28206756492462876	0.9755060310017661	-0.42077297172888606	-0.02793231302128908	0.2938543693186733	-0.4125047091624646
LGR6	-	-	-	-	NA	classA	5.055600483100503	26.57861182614478	-4.424401735698961	-7.418822523660746	12.28289226498059	3.3417471287187492	4.766602269007112	-7.7968529043081976	-1.1819777228958108	1.85778989841498	0.8286403510547947	3.071474173815092	-0.7473917838580468	-1.5252488390017813	3.85917461132671	0.33910732786652326	-0.5209474040300878	-1.3316476606038787	4.513246672654213	2.550381433608197	0.493156305076096	-0.8328442622816107	1.670132546756344	0.058944044294330984	2.8857303364190905	-0.4045903720172652	7.356516970716394	-4.020324315797805	0.9712601543083116	6.415075502917337	4.499729967035084	6.278182171606602	-2.371926226204788	1.534018971088961	-0.32902132340383666	0.2620116772368871	0.9134192713137825	0.9745165501861401	3.4088925873468883	0.6414377855615303	1.5621401761215505	-1.1180052301302248	0.3796806243879135	0.7652858836042267	1.993091350412085	-1.4626743873741945	-1.6649314074678285	-1.5807241859574355	1.115866214993262	0.22939034903630834	-0.8867303686797644	0.47857389150806623	-0.7937616754089322	0.09515357550106165	1.6870527378552342	-0.234946625868086	0.27028486040215954	0.7043767766675967	1.1498339861008875	0.2607125501261906	0.39791434897323
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	10.115250780978274	27.093506396790733	-2.576395314061826	18.363807864935044	1.0028619665538272	-0.10152722779547599	-0.9110357328473425	0.5238187586112911	-2.3095454756097995	-0.06988082530417854	2.3013033658842823	1.5540175317105	0.279718577447404	1.5262041501114942	0.7322158496367279	-1.6940230389428852	1.1717179372986155	-1.021123938766255	-0.10385004031754427	6.414024584752557	3.1545988099758424	-0.9918796869120502	4.886894478383048	0.3164699733570535	-2.231734542179238	-1.3048305399693485	1.4722473902487996	0.3312307246082028	-4.361603150454648	-1.4031671298981077	-0.8628676489214916	1.8909290427466217	0.6707956885534623	0.1658233430100563	4.49947012795554	1.8934732910796825	3.084623377891719	-1.0073405425076019	1.2279714764331033	0.47864329652675114	1.6604358377772008	-0.8783054505750743	1.2615613186632018	-2.338901325347291	-2.1884931017158804	-2.6430237311662217	0.8570421175493508	-1.9721474281744356	-0.01784614599125262	0.2762484991821216	0.22223377033249359	1.218023734172225	-2.3267422915121077	-1.317529948630256	-1.6738338659690457	0.5773323335083584	1.2604025673477992	-1.3852829383035805	-0.2702447948201282	0.4937481684673667	0.20193150603880441
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-2.5891934215444024	14.08093440794102	-6.213029737631623	4.668639128778668	12.057174891980043	4.573166117897805	18.840890443729606	17.184122052419486	-2.5941324497494826	-2.38420341169971	-1.4039183553931964	-0.14422371881535898	0.5247814305035394	-1.1471424256499658	-1.5422376437293766	-0.5445851412944391	2.124901066727372	-2.090342025632375	-1.1343061765558218	-0.9726977135477465	1.010904403467155	1.5387993301983571	-0.33444131057298077	0.1378475140630721	-0.08253591853530448	-0.6016281056549876	-0.4553968292748585	0.4273981950541714	0.35452299837424855	1.8963691797821338	0.1384409495816098	-1.038438284760799	1.0099734082717429	0.5253094594525668	-2.623635433371102	0.40242308226710755	-0.9194829171634094	-2.6547001277143325	0.007817062570668188	1.564870753368312	0.6429325596628042	-0.37553984699361914	-0.7838944695227252	-0.6382761959434007	-1.1415084131178383	0.2761422474429482	-0.6988077479331087	0.507917257555136	-0.2164603527224547	-1.036313318957284	-1.030121302748311	-0.569344129186267	0.9670973662221001	-0.32345338052898676	0.2828811279223107	0.4844254149266549	0.2670256914605696	0.2229754142219037	-0.22350727373248078	-0.6966228725272012	-0.012112700083782959
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	19.49669050704927	22.717036705387844	-3.5851068057816584	19.906743955731606	-0.3388795271673062	0.4886074865347983	-1.894279481254372	-0.08543578242417729	-3.7425681637456565	2.245938769094696	1.9667409140649743	0.07673204010490935	0.42060661392478305	0.1845661427390919	0.3111254802159843	-0.09017875059460705	-0.7879810008346375	-1.1641222738323016	-0.917691334980832	3.298254156728042	3.3671775707940217	-2.081927688788462	4.813880095919935	-0.24660997725770584	-0.7470997070861918	-0.9557886180932974	2.0984050694935243	0.13791474094991926	-1.6717204372214058	-2.623376970462657	-1.0658545508387536	3.050085040608586	4.234181240573381	-0.6580012045144439	3.570048166805158	2.2535746422711753	3.2924405869734867	-2.4885733539761272	1.1417181503464122	0.9754506194971255	0.6706698404529242	-0.6580305247216669	-0.35005630247522684	-1.501853964947102	-2.1288000199125054	-0.9639802104935057	1.8728064451480575	-0.18872778042638622	0.10493519895038421	-0.666829306274216	-0.4710922960078057	-0.0385860334549202	-0.5348448368269507	-0.7268484222261782	-0.38615671323103695	1.2234165166669593	0.421625872972835	0.6303510046443546	0.0715788541408825	0.1994201365013763	-1.0652089808046248
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	3.1209674140996335	30.61558682751026	3.926287240229974	23.854783813588554	-1.9598268977404776	-6.236514159355753	-2.2502095131150477	-1.9782153541419483	0.07071758762936008	0.906687057630054	1.1227438043118336	-3.1914335245145957	-2.719599778412595	0.5008346450124013	0.4099531838837328	2.04545580325795	-0.24959420444642366	1.8382968865179627	2.1858283761587702	-1.1405697249276985	-2.5215505546610633	0.21535351940464376	-2.2898305369854293	-0.014455255927691974	2.4280279532573483	1.3199973046087172	-0.6403389766668718	-1.523010795638247	0.10243918479910377	-0.5333580002509136	0.693201927377314	-0.9682127277296776	0.6744592272714308	-0.17815448451507124	-0.5834055643536775	1.0458987466770138	-0.4054674830079605	0.16921622286625423	-1.2856924928738769	-0.30512299235838264	-0.45418177112813507	0.7764391544505787	0.04263764697591207	-1.5545461715698166	-1.0701803401564747	0.7120639921985357	-2.1224904017525876	-1.3560298316725556	1.3910780290892493	-0.002638289490914593	-0.1761160528648561	0.47947404264719934	-1.4031294869528668	-0.10962798805309103	-0.11370571287312016	0.9919286518585448	-0.40468171414917936	-0.12165208635189927	1.4759235368870407	-0.5182313313303	-0.6077289974423237
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	-15.543202458068198	37.826156910102235	0.6723825574244723	26.390346032219387	-2.398798250023669	-2.0038653052305695	-4.743825216630849	-1.2885184053242207	0.4570377124672334	1.3809537204924753	-0.5801841141376929	-1.3865556112805515	0.1433037505263332	-0.07521984298025447	-1.0805005705663675	-0.6458218088690696	0.011750150629701828	-1.1597736490547006	-0.9736807499781156	-0.14055121622419908	0.6721408422568473	-0.47469910388045305	0.2377971532865253	0.27703852293931197	-1.62784927612583	-0.15253006394796628	0.900669566352243	0.8755802809599733	-0.009800594524767638	0.6624587317928634	-0.26461508940809064	-0.5880182110049108	0.18652215324493937	-0.24731788174697192	-0.621768194051059	-1.4180511327793404	-0.43313761423091107	-0.21777549749245267	0.42469079036660773	0.21320964649680882	0.0804095027987175	-0.39982338913548915	-0.13463264832021773	1.6041306836533944	0.5394541987430586	0.26229599515445196	0.44817713532776665	1.9216659547001795	-0.15387721290927966	0.5691900857190529	-0.26292059441916377	-0.8890610911143134	1.4635525123826707	0.018107924691865153	-0.10327304003646616	-0.3369252388080167	0.18017998758291545	-0.08397664571373578	-1.2132130942033583	0.24934134272863126	0.24278553679978415
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	-22.750762837906425	41.499636516148186	0.3185133222641682	26.870325548216755	0.0023656385421253145	0.14562183169293078	-6.735511549542393	-1.575948722574687	-0.6228576484067961	1.2469331120803955	-0.29285896558011326	-1.5324865777360475	1.1779840506068466	-2.0155192534823976	-1.0944051348419848	-0.5738031645507672	-0.3411321464280586	-0.5300360971914082	-1.3573172875422432	-0.19657100523797888	0.6013098171000596	-0.725299963299848	0.3518683504064868	0.010387324388413536	-1.2591751787031258	0.263296548891554	0.7125045345480214	1.2337730372999502	0.6294514215871605	2.0227325891192147	-1.304101595390023	-0.9050630833165807	-0.5707628422718886	0.3601798110892203	-0.9352359249182385	-1.9255426627708387	-0.7130960485039984	0.5302612908129274	0.5178633007067688	0.6700369770673111	0.27345058469095485	-0.23216051844467817	-0.02296759891044001	2.5737861074817827	1.595591724705287	0.23836266992577979	1.3946766666105075	1.96861956961354	-0.08005283520091659	0.8438735722047456	0.06570206916402414	-0.4506587796605979	2.0140495510071137	0.571015504756079	0.12031570760363075	-1.2407348041663089	-0.24779685759668627	0.08254397766586612	-1.3176480554236896	0.646098266797131	-0.252860778563823
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	25.48391371908887	20.897356065740553	-0.08920137838573838	-4.684974801419135	2.3004148291225333	-8.13008686935257	8.926465861729323	-9.392553810085284	4.5970887100860365	4.60439019673497	-2.2450404717608534	0.32659951337979937	-0.38136959166154916	-0.39425483815632845	1.6929549919483484	1.404029035761092	-0.6879662258683936	-2.7189267860868864	0.7686533092887546	0.10208349846836853	-3.4219196397742055	-1.9874911345281254	-0.8156071976161181	-0.6924361856721898	1.7376079631859895	-0.3071100485800649	1.5931578545666103	-0.8196077916018932	-0.5400556211896106	-0.12952673674491078	-1.19110198201495	0.7192241453152104	0.003811295659331776	0.2645340110874895	-2.082414243198141	-1.708967523921669	-0.9484837240298966	-0.7744917508411774	-1.844409177313176	-0.09909246313400823	1.0024987025907512	0.35597328627178376	-2.1035698965409115	-0.4803999139456523	-0.7441092129500476	0.5772507846978657	2.0710706333535986	0.4383963168570263	1.2212894720086411	-0.0072528431105202545	-0.5014615509880305	-0.502339556420004	-0.31155048400156826	0.7139016879810423	-1.8331642712579657	0.026863426414351976	-0.5651038170289172	0.7163790339499008	0.14792597146116615	-0.6578848725461547	0.23194521403867704
ADGRF1	-	-	-	-	NA	classB	-17.803383403078456	39.32344123468362	0.9714029310837035	27.457228980286857	-2.417427410999628	-2.407594877363745	-5.2141134645067355	-1.9122790211423377	0.3947761816811176	1.1969272861939109	-0.34252631645065973	-2.879314804932851	0.29731693521338537	-0.5024965658027447	-0.8802911686747	-0.034247700528834864	0.05377495474183143	-0.640420597677576	-1.1144158822622765	-0.14677687200088918	0.5806291346542367	-0.23555500161241666	0.13179033262421683	-0.14801706173748347	-1.699736369560594	0.3965726612762654	0.46056283474882487	0.9574574492675059	0.23107957714616656	1.1654707179430974	-0.6844670316552351	-0.7676950385677855	-0.15902628764878898	0.40011006695408374	-0.649180603922222	-1.6438821612817611	-0.5759231071558488	0.6066932274959814	0.6202461465640421	0.12027745226656034	0.5516506293721057	-0.1678799671067248	-0.12926646483208656	1.5987485682223743	0.7571218645084612	-0.4274744878331833	0.9442822459490964	1.5094524893004932	0.11781842259825637	0.7861459306045031	-0.1549539890556537	-0.4165293394778682	1.8280104159876853	-0.08343394955124109	0.21277034295043423	-0.8735891236404134	-0.19636335083671627	-0.20920510904695666	-1.2651654212342058	0.4176314194482865	0.022747923819071137
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-4.844605613504362	13.726238678521062	-2.7565943796108527	5.218944276730541	11.73964123789199	4.201673955193868	19.661086410273338	18.185143290040674	-0.35251364469104374	-4.014867428866473	-1.1591839547174598	-0.349592945244779	-0.6334499516643495	-0.9433202376916342	-0.761111187379046	-0.6315416149661224	0.5368301137103624	-0.73163546229884	-0.6215784770731689	-1.793668482109419	-1.165635955749837	1.8275720164914175	1.8911612215293607	-0.6134729071186545	0.6793445455960805	-0.21044935776878107	0.4777414830535737	0.42670813097888616	0.6362767080459046	1.7762184852926424	0.4350197394610549	-1.4452078725120212	0.5916656840175243	1.0367892130582803	-1.3144327654016623	0.6973257515163095	-0.24440467698958107	-1.8804508266733693	0.43325395711830866	0.6371202925110115	1.0549515448259343	0.6642754982688251	-0.7708036603364015	-0.34725854800818934	-1.3538335192961084	-0.09407464241207082	0.36160765642835113	0.5101462174772999	-0.7124396072129949	-0.6755196133561013	-0.7597613146306235	-0.8552730710739749	0.6198338668238609	-0.3346135785980466	0.5125756033873	0.4219210762885777	0.3961781539287616	0.0076753555842387555	-0.10385896429790173	-0.46740215930440804	-0.6409338173653208
