Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-1.3978187297509774	1.2542848465278529	1.286708477984453	0.5591920641296697	-0.27980899885361343	-0.46615482019658677	0.20630944834366888	0.07836083246948437	-0.6186652794569026	-0.07843714157393647	0.5852640037372934	0.1965286554731984	-0.31979372999872907	0.34221740824716057	0.8668659557873307	1.103414627201108	-0.17904724560325325	0.014444928646711402	-0.1330234565689702	-0.24984676258774927	-0.27602030691318363	0.34589499605834606	-0.5366082369770547	0.01518444317351038	-0.09426145802989146	-0.20768215828255412	-0.07570679576223863	-0.0023733279412583375	-0.03269620033608466	0.10663834141935677	-0.047356384161575386	-0.20997347878430597	-0.17115213384560227	0.18167241303488096	-0.05193014964379461	-0.06302846372116153	-0.008054197097543545	0.000690444837863104	-0.014117332622508473	-0.038903452252668884	-0.0011152681497662588	-0.0308206030591129	-0.04357163858281148	-0.02162053786465403	-0.05131478126465396	0.12775684089637468	0.05070093525167645	0.17409224023582243
LGR6	-	-	-	-	NA	classA	-0.755745854516907	1.1057148952061022	2.407807943094428	0.8998923831583494	-1.1528907914186113	-0.30057030324240125	0.9043414452863549	0.41694609998889165	-0.5933023211123641	-0.8455679908546815	0.09935954386470218	-0.26079402369135374	0.41476441151115906	0.39164785678203445	-0.15549708887659136	0.02271415338678463	0.04438823677429607	0.22860515320874464	0.2140585658289647	0.21869908534189964	0.04411090659128345	-0.24433489762391206	-0.2234496938343548	0.3233597941937759	-0.055665347613447685	0.4410926789218975	-0.11297516097690324	0.010844116284677612	0.08611829625861148	0.15446542603801305	-0.08934605316974899	-0.08070346510044363	0.3055616951881552	0.5059494746229461	0.39353155796434647	0.060119956985093245	0.05372591704918806	0.036719284029705423	-0.03895473855991592	0.2057802729146536	-0.040305481704674136	0.2945761184933969	0.14380269730480694	-0.08255700013591996	-0.22485496966223267	-0.19346620266534736	-0.05432877732546139	0.08203294743210003
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-2.2910131551190562	1.9954495976787427	-0.2530038042222794	-0.4292670554927253	-1.0026399112807567	-1.2504646708398273	0.45599338005540435	-0.5707694290348984	-0.13271253051013948	0.4981619426626098	0.9847399329552768	-0.2940187300120093	0.04487846730061364	-0.07933549336253018	-0.3749786858882055	-0.022157079915702847	-0.13027962064629822	0.10847717229477429	0.28147718845648295	-0.016821930867824905	-0.09145754469839464	0.34323432819331734	0.10362313824976216	-0.44024253465781177	-0.1256342235777933	-0.16563373176548443	-0.15750267059493686	0.20061062517340525	-0.06569988737178324	0.08198473036715884	-0.02799581288570292	0.15380055286860136	0.06090504510257034	-0.020822314696327844	-0.14529563940666226	0.207323908127068	0.03451566792535972	0.06812345155179428	-0.10283861722805748	0.2394973848113681	0.19955676835803057	0.08156044835531306	0.10158277774937496	0.2867012733737865	0.1398688221271513	-0.08213077897289034	-0.08005077681399375	-0.11371490325164742
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-1.0103854763488558	1.400550387740913	-0.09024625045350358	0.1935745788564672	-0.3408039026789571	-0.8514053753025795	0.16473636586988852	0.27054362284071626	-0.5968596607778025	-0.15039917729795402	0.5851633185632612	0.13147465696848729	-0.3531266359883809	0.3957963454680116	0.892221682021649	1.0342908984678771	-0.19193879530615005	0.022172524712948637	-0.11309912040318419	-0.2992184530442573	-0.30190221969718495	0.3511341139698661	-0.3963497538780433	-0.003048876130381599	-0.08706972498400903	-0.312248778399073	-0.052199486216460006	0.1266657767150346	-0.13748545329273953	0.13240964545988504	-0.025281463374238942	-0.17490732971768444	-0.1336358977075328	0.12457992570961526	-0.04363346954123712	0.0010405200373259003	-0.06137644161841974	-0.0332773760436353	-0.020202370736149482	-0.12534920626498472	-0.016836839249297016	-0.001258717011104004	-0.09218990302820973	-0.026031184519205445	0.04771641392649514	0.12512300721246578	0.05479768911793057	0.16227813188445872
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	-1.7327528540245942	1.753088854319112	-0.4192893089144779	-0.18284027377075998	-1.050136719516128	-0.8043310936757383	0.2742150072699281	-0.1648573440598458	-0.012378256712224258	0.27678216143272844	1.131133479273162	-0.2787986412801587	-0.03970754103836452	-0.23838648047372166	-0.35904095393639424	0.10398127857809193	0.10569566432592331	-0.07352316793445159	0.16644298910860847	-0.03880462458745799	-0.04781014543890872	0.33125383614944715	0.1411889906399831	-0.24773426146249744	-0.07634393945670657	0.025793873862950952	-0.15556928666155076	0.0925234650568361	9.414997197090034e-05	-0.13295366154991295	-0.04076630596037854	0.14048482343151894	0.042363166131217884	-0.08470322943562275	-0.07860983446315495	0.1343286147244982	-0.05403020644624167	0.1244446782890099	0.009114745211564858	0.12741558277525747	0.1912728986389181	0.20431909557221006	0.24185265283626245	0.2050212159795744	0.15105099080138612	-0.14957159894592031	-0.16202440543906416	-0.10241655517770293
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-0.010311888525672545	0.014359103571713085	-1.375266941214735	0.1813528717972491	-1.5096950576117005	-0.2492855817714416	1.362516499334337	0.02910091384655532	-0.02690065669699421	0.0806625744866603	1.2886284747996057	-0.5505103329553842	-0.2910881752760093	-0.46686938381960685	-0.5148869422076882	0.03506747409232482	0.16634265876519702	0.07842167828993139	-0.30084238289286785	-0.17156263193000676	-0.03934558075051312	-0.17503404970039932	0.2655979729449152	0.06569477089414898	-0.021447384125709762	0.14655176480222482	-0.1807552588194618	0.19349079596980454	0.08538677116062464	-0.30547036788589166	-0.08986477037839243	-0.08508561346746667	0.008658309037383072	-0.09985237546251977	0.05899803621972363	-0.19115292231421135	-0.1548736585125218	-0.1120580618033591	0.033029225494683685	-0.1252289017741532	-0.1876069963067258	-0.019876124129383436	-0.1719982677747629	0.01660368069083866	0.003117428829876182	-0.01766257381156248	0.09273589344113166	-0.0525094767142349
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	-2.1909010874411825	2.4921692901534143	-1.2909200452365754	-0.8111836920891573	-0.7072580278509623	0.1437354488061933	0.49189931213851645	-0.5092320686911266	0.1831875350901379	0.6798023042387722	1.2044411568877949	-0.6118315145178683	-0.3933676133643705	0.01875965363735537	-0.49414424614209224	-0.19460185733944885	-0.15457117984282503	-0.10415682818507613	0.1703668881374078	-0.11213465005699026	0.3717184831843235	0.4059547188583037	0.07351902316777272	-0.11669420306127613	0.04235155596126644	-0.1074077550322882	0.1330328250089769	-0.17625134161577583	-0.021405850591175838	0.011030727520581434	-0.005525817802902475	0.0786082223832528	-0.03897894051332	0.0550829452406467	0.0008773141090517045	0.11789591760386334	0.06841421456362665	0.12369713453206056	-0.0133291771948698	0.012539343689162099	0.10481317851201347	0.051695392087555796	0.07106169106317459	-0.03341602911470757	0.03539336155773358	0.08081774470962853	-0.0515530935019327	0.1669758209240849
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	-1.870991906785483	2.001728777664445	-0.9116056941321729	-0.593276695259951	-0.7991888567691137	0.5069636145807628	0.6236286157814489	-0.5676715782140749	0.04958031024222577	0.7544278907421798	1.1042027910981975	-0.6158768443678487	-0.26078691095230927	-0.08579114424936507	-0.18348109173328825	-0.2090198904874117	-0.07952199490122118	-0.17380318811711645	-0.08275009762369001	-0.18739563294308692	0.310653775788373	0.23748713487370457	0.1117337218568815	-0.1565339539603204	0.0910675293792904	-0.04075120554136426	0.1398850583090309	-0.10825337987338282	-0.010227637992161035	0.03815155178437884	-0.018697173960105652	0.09168345526946914	0.10326151891477243	-0.0052181175823678835	0.006455662609210722	0.20800744189147635	0.1306059065741794	0.08750708199027923	-0.07793304661822144	0.09600691264576973	0.17315775997999983	0.03934897452494915	0.09792936024613977	-0.029043690926890225	-0.09529930717036307	0.04590128738218326	-0.02080323812552797	0.11007621648411357
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.24172732005784667	0.04295305767725416	-1.3266837462178858	0.5606914994165791	-1.613602810541386	0.12038130595405508	0.567843298368285	0.1409239274688211	-0.5014612014189566	-0.4326113656719546	-0.10495901193465837	-0.2248287326513645	0.5112747281573786	0.4838025602966445	0.19919830011777062	-0.5800582745298665	-0.29626154546550376	0.1892440846608638	0.2362052388984461	-0.4562188424917295	-0.06412599472319719	-0.19617358391253456	-0.14978441757099267	0.08654710336666847	-0.05862659519403132	0.11905737797364714	0.08954925815070884	0.0649951399236331	0.06764349642883052	-0.18936659856598306	-0.025243444895847813	0.09141022039329043	0.09067646168677686	0.16195108055875487	-0.08029292307683392	0.13482033442745858	-0.15125736194467082	-0.09406306093815722	-0.009489616718521724	-0.20231293142921408	0.003721221163899569	0.007864714606617602	-0.19516403387112063	0.3727489914774532	-0.21104830472577052	0.08164422647509252	0.18819992975470182	-0.05154026240276955
ADGRF1	-	-	-	-	NA	classB	-1.9549651981774019	2.3894097185008114	-1.4788126447082102	-0.7845918109045176	-0.7649472387335893	0.24174155323396387	0.46550701080477036	-0.49487942116673317	0.14722716200861627	0.6580548393087015	1.1932469228297569	-0.640951227485033	-0.3929111505748569	-0.011195259251779336	-0.37526196761290803	-0.195346576713486	-0.16560431588722804	-0.05760183769752607	0.11221044524913365	-0.1772089485484114	0.3469904594878889	0.376498876071004	0.13725486119988495	-0.05506811150997235	0.06178546642621484	-0.017796509554391566	0.15619063483992127	-0.17703201479110023	0.01580503459122729	0.012452688043236439	0.041059377537794726	0.08547001873496723	0.0349138019216245	0.04643809334102782	0.07668917670419312	0.20405764072034913	0.056608513944659454	0.12223655996474601	0.016652103226494654	0.03430110299813601	0.09277634378748718	0.07208026784929969	0.052464657602017496	-0.10026095976757209	-0.010419384963477576	0.04280644395215649	-0.013645433074749316	0.1230517513360301
