Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-19.3760284638406	-26.293532861936
LGR6	-	-	-	-	NA	classA	20.9788286581202	31.7372063471243
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-37.785834995947	-1.06064771309033
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-19.4407956484859	-25.9826944728631
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	-36.8359160025067	-1.65854763285772
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-41.7849449688049	-5.55922083483718
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	-38.3321827702162	-2.94864582933972
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	-38.6427944544824	-2.31387223649681
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	14.2524603150151	-29.0497222022872
ADGRF1	-	-	-	-	NA	classB	-37.7850493353102	-3.32105173483827
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-18.9081418877985	-25.8198957453612
LGR5	-	-	-	-	NA	classA	17.5324671205246	-23.4182954705231
ADGRE1	-	-	-	-	NA	classB	-38.9512154484048	-4.05138095857603
GRM3	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	-39.6443154548178	-2.22603240048001
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	20.9792955119578	31.7368618552791
ADGRD1	Coupled	-	-	-	Adhesion Class GPCRs	classB	-39.6847093993197	-3.51607522847414
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-39.9656164235986	-6.74750519016792
TAS1R3	-	-	-	-	NA	classC	-40.5571610509537	-6.27886696530507
TAS1R1	-	-	-	-	NA	classC	-41.029923356868	-6.41787294539853
TAS1R2	-	-	-	-	NA	classC	17.1255589671229	-23.995967004172
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	17.0180505140787	-23.8315150131661
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	4.15103358897586	29.4921288153492
GPR156	-	-	-	-	NA	classC	13.6047013714939	-29.759497791112
ADGRG7	-	-	-	-	NA	classB	5.72621642667615	32.0032079619726
SMO	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-27.2416707884066	0.681633771093832
TSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	-15.3551402969228	-23.0555896995215
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	-15.3542318086118	-23.0534599218087
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	-20.3716343423281	6.41795430925407
GPR149	-	-	-	-	NA	classA	13.5971128946025	-31.183295858906
ADGRF2	-	-	-	-	NA	classB	5.92507174297408	32.8399791176139
FZD6	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-27.6394941445751	1.04581791219783
LHCGR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	13.6284853749675	-30.5724376917456
ADGRF4	-	-	-	-	NA	classB	-27.8026389085576	1.17204976629804
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	6.09551576672715	38.1357082829381
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	12.4594925172074	-33.5786845535051
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	14.6366228636922	-26.9962520365217
ADGRL4	-	-	-	-	NA	classB	5.93607684506468	34.1075448895752
FZD3	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	14.7724864184423	-26.1600102504744
ADGRE3	-	-	-	-	NA	classB	7.44382318619646	38.1362035568845
FZD1	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	27.1901020387438	11.5677446195595
GPR50	-	-	-	-	NA	classA	-11.1469142259921	-8.25446244509332
GPR37	Not-coupled	-	-	-	Class A Orphans	classA	-21.3341279143747	5.75484918377797
GPR153	-	-	-	-	NA	classA	-24.9104297981732	30.8808201255273
GPR107	-	-	-	-	NA	Other	-12.7547961635016	-35.6194354527139
PTH1R	Coupled	Coupled	Coupled	-	Parathyroid hormone receptors	classB	6.91816635630786	35.5222231867125
FZD9	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	23.0508927885032	20.534371974222
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-21.2847620229011	5.7792728404139
GPR162	-	-	-	-	NA	classA	6.94974069623835	36.3516910912145
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	7.37134365093851	34.9673623502135
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	8.53520885092872	37.0285917391016
FZD7	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	9.4365565461736	15.705453928291
ADRA1D	Not-coupled	Coupled	-	-	Adrenoceptors	classA	8.09087194456206	36.6759992597815
FZD2	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	5.46494726084591	28.1603811352566
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-11.2852358005894	-33.4104112454563
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-12.3913095757595	-36.2153432796135
PTH2R	-	Coupled	-	-	NA	classB	11.5380221498997	-34.0438241886758
ADGRG3	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-3.21891900468961	3.84829334929501
GPR75	Not-coupled	-	-	-	Class A Orphans	classA	8.40020205115336	35.8219006597574
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	22.873036595343	21.4335055100058
CHRM5	Not-coupled	Not-coupled	-	-	Acetylcholine receptors (muscarinic)	classA	-5.69416897231829	8.82624985052122
GPR161	-	-	-	-	NA	classA	11.3739215522947	-34.1221743658866
ADGRG5	-	-	-	-	NA	classB	-12.2895840694229	-5.68628251990213
NPFFR2	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	5.79896902132247	20.4682670285798
ADRA1B	Not-coupled	Coupled	-	-	Adrenoceptors	classA	-4.22337636981116	2.48209374636694
GPR176	-	-	-	-	NA	classA	25.3862075861101	12.0568754326727
GPR101	Coupled	-	-	-	Class A Orphans	classA	-8.10064627650354	8.63369088960837
GPR135	-	-	-	-	NA	classA	0.924391167931078	-24.6431007408905
