Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34
ADGRG2	-	-	-	-	Adhesion Class GPCRs	classB	54.593018827867375	33.64751525020652	-17.72176304349289	13.457295979575171	19.9651456966549	-12.743701997130875	35.10230083046715	56.09272732183279	1.8432918965751182	-13.03027454206391	10.620984917426314	-8.785421815440856	1.9376793423649161	7.892573999426558	-8.35641666105664	1.632442452474146	-5.159970117962712	0.9217078086062762	-1.204245251993992	1.3397711815276399	-1.0199132697255524	-0.3346166637306941	0.2477025559121226	3.5554618553267825	1.0017524807029072	0.888530276545085	0.8439074863813654	0.9172262842629959	-0.26160850387749296	-1.7241294317422529	2.133641515514967	-1.4532644284789866	2.52138748335849	-4.199455383283866
LGR6	-	-	-	-	NA	classA	45.91479488774017	65.17012651126602	-0.6682133336620939	2.143178854826982	0.38724518998411744	8.449705713786212	32.69979249368332	-12.974891124443289	-2.792789547033426	12.827766022231144	-6.42267412275411	-2.2515451772260073	-7.171602789008182	9.45714267767418	-13.890364715691318	2.309864293463522	-12.957064310671402	-4.14095740305635	-8.919888273216825	9.234828448755758	-0.7959399084189697	-3.306380046525734	16.218343203422418	2.491716556368126	-7.65157115838683	-4.737995246916779	7.851575978641938	7.31330661829434	-6.423554713880956	-8.756260371953308	-8.904844032763283	-9.85784883388202	2.1806605549190112	14.785105994106479
ADGRD2	-	-	-	-	Adhesion Class GPCRs	classB	15.11239548879414	68.43167600427174	-9.051942029244032	34.39100088958011	26.382113398075806	-16.592631378867726	-13.341135880690294	-3.7686874783798223	1.5016584062044682	5.600920341998439	-0.5375188378380273	-2.823327913855112	0.16712657372446177	-5.3676595884265215	-2.352890735874808	0.02181308022203474	-0.6624052542896555	0.9914468518066943	1.179809885094503	-0.6409687584455802	-0.18591124772264506	2.816437580974175	0.8332346179009273	1.0186073787304566	3.4860139620386703	-3.6073889814397155	0.8260238267229799	-4.403969514517548	4.349704279549989	-2.91963700126694	-4.990484527890635	1.4455703602660483	-5.765227205220674	3.013370009179831
GABBR1	-	-	-	-	GABA<sub>B</sub> receptors	classC	51.02007759268007	34.71029593674341	-16.39840954618534	14.472692363994533	17.977903244522906	-12.36482410338891	36.47024970036811	56.39607121639037	5.055770227694986	-14.023635494440404	9.04849093491217	-6.373925332168785	3.6425231157347073	3.6387365131622884	-5.734378003044753	0.4220210768963019	-6.968159936302016	1.3132354355471654	-1.9212330610828232	1.894686358459043	-0.9669726561893562	-0.4016130807112585	0.25262628428007106	3.246970863120214	2.82360424684144	-0.15984646481170742	-0.6125187823045058	0.14727622075363325	-1.026941484922968	-1.7129877812283976	2.4157645686617655	-2.6768737404359433	3.063756539426663	-3.8119301411499182
LGR4	-	-	-	-	Class A Orphans	classA	33.50367171809607	56.061415412624356	-15.292531194962313	35.61020105801223	33.17345100369005	-19.363102819924617	-14.326586269640913	-8.642670045279049	-0.49461442983204224	-1.042710045984004	0.06975118227137367	-3.8615088110462032	-1.1992894627767277	-5.953953847752113	1.6452066319697822	-1.3236660063670738	-1.7605951380219065	-3.9316097294256553	-0.0399581351934478	2.0774941612640916	-3.453255090961553	-0.03956536779541906	3.3123440752634146	1.8337625040890941	4.649895152954908	-1.0613519740249993	0.13129878338533835	-2.635479832678322	6.984412134441713	-0.1423423372894913	-0.708165721541993	1.9967182726657173	-1.723191803318523	5.529938595584682
GABBR2	-	-	-	-	GABA<sub>B</sub> receptors	classC	7.027374278816622	70.74132704451685	-8.2772361497054	48.0475575746958	39.84150715414075	-19.384606215638144	-17.443508557871848	-8.63567554455808	3.5493697879594626	7.78613475711289	-1.156143397928932	2.610068265625579	-1.7479269923793914	-8.36766462144118	7.501476667344984	-12.390573796321222	5.1358728412244	-3.2435056124145767	0.7843446249129028	2.981678777058364	-1.485396884058596	-0.9966176282737952	-2.0992664052621772	4.201219914472176	-4.663668093016509	1.8012150073661939	0.9243051641409404	-0.9771661133936087	-2.5800372741805795	-1.5219802258663713	2.7397666689251796	4.263705996667494	1.9459551042439032	-0.005851315304524895
GPRC6A	-	-	-	-	Calcium-sensing receptors	classC	2.8771937001762766	67.82003378927868	-14.96598927922426	54.48959144462932	35.93495825151598	-13.681119519790057	-20.66715320895548	-5.918239452891258	-2.0969834451845624	5.692877882175766	0.20748845013252185	-2.3163321687652725	-2.0012729894516617	-6.642384394769714	3.1844113007578727	-0.4751360588201537	0.9056353762727652	-1.7464706925277735	-1.9428450958919314	-1.9789962572748279	0.7934430248626194	0.24776580379108296	1.9294878587252318	-5.503937783061955	1.2299426433576943	-0.40261050014601457	-1.121745470956325	0.3414488232243963	0.5625739456137339	2.8152016585744986	-1.0382688549689465	-3.341645717312399	-1.179038945736453	-0.533071235447035
GRM7	-	-	-	-	Metabotropic glutamate receptors	classC	2.4536933334720072	68.42571613370424	-15.442824708786267	54.12190543013319	35.463790677368706	-12.500235114740098	-20.65800515247137	-6.122200495802755	-2.8472154790878244	6.216631787465374	0.32730886663058034	-3.8226252879656206	-2.7044666121222116	-4.403120347927623	1.8300666960223215	-0.45337386101231925	-1.0022659310848985	-2.5382830144976247	-1.7381548027778821	-1.9621563417544803	0.29396475382211273	-0.6661181689629061	1.5480837436817163	-5.039165435247612	1.6591096130037288	-1.1900298747576294	-1.4195017112481074	-0.006097871625501039	0.1324728564560556	3.8828405363508254	-1.0077309953858622	-2.986825845850528	-1.0089077788877523	0.07467612262353306
GRM4	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	41.31769725256465	67.41098689904572	4.139309955891036	0.6385785112709813	-0.3425509604531915	4.167131817679751	40.06582730963257	-17.241180547676972	-0.49097245146313717	13.45325178958872	-12.982676364428608	10.791939791425483	-0.42427364129082135	-0.7205688505009357	5.453338231437525	-0.5449368509450015	-3.5882032992883026	0.5781413317379006	-11.927588816753895	-2.1095163726632604	3.188152352316534	3.4702389964725273	-1.5339441814516301	2.324094550699465	-6.49446045189898	1.39526787465592	-6.630875646737377	-4.757227563898238	-2.441618038755948	-3.8233278984019745	0.270200854043471	6.060780044164474	-5.228165300990731	-4.79034527186885
ADGRF1	-	-	-	-	NA	classB	2.3599399536070016	67.26332194319698	-14.354642887462218	53.89738580733677	34.778625444244874	-12.986613055896338	-20.682534348814777	-6.127717241514928	-0.6614746344260278	5.558252487485022	-0.4835152201662231	-2.23689574250952	-1.341925094210468	-7.069517998158118	4.470675218248736	-1.8085097397565597	1.5979534718538517	-2.4938717552922154	-1.7770700073347923	-2.302725493952718	0.562537605881456	-0.2662541454872716	1.0926283830485077	-6.057440510944095	0.7933156492212614	-0.3958467990058425	-0.784737312540858	0.4605553605307408	1.1787604201128767	3.050248573837488	-0.28834185629499776	-3.4499557920291464	-1.2275008785487005	0.4663973497024677
GRM8	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	46.56949184557174	33.616387766308215	-12.054162772510555	19.05342293617372	17.89863511509886	-10.810054027445542	36.95889376589222	61.38080704631882	5.781731081227958	-12.802239159092894	8.072309985773876	-4.146130610759907	1.7369948314943504	4.677006271395406	-9.321469829345093	-1.2230032884328834	-4.145476219998223	2.3409728063899573	-3.814670060580284	1.3917000066891512	0.9040683015731278	0.4590683483994898	-0.1886891219934089	4.047641059498373	0.5164756840756641	0.44864274224664374	1.1668137631821949	0.4195476185356397	-1.0407081360290111	-3.079402141444618	2.6126320240269263	-1.627860834144352	2.2556635593884335	-3.2634728632483374
LGR5	-	-	-	-	NA	classA	5.067267877336049	77.1864613610164	-0.736124397791191	17.65923966951616	-5.109589003700561	11.315886993480182	35.38207087241762	-6.7087863710153535	-2.012789062711051	8.46240612679903	-6.374814172309658	0.1666788500483871	7.758327781584459	4.063715382436989	2.3164744517053983	13.129084751114737	4.724078218746142	5.7222105049801515	10.4395356374542	-9.907753139177581	10.610351056816597	7.851241228261789	-16.477283704313308	-1.2056052846793164	1.2542304286329133	-7.2956236409249815	7.701244130338189	-2.314004985576199	-5.502275537245554	0.12038749213334264	-4.607134530322864	-3.2025327875750342	-1.7575678074633987	1.3397072257038658
ADGRE1	-	-	-	-	NA	classB	-2.2551350370073093	70.30156094471414	-11.205619538321853	58.52590260895832	37.66233351637355	-14.95487080794384	-20.680088308731516	-6.633838711720612	0.8868827483301568	5.7775888212205215	0.7870606940702971	-0.8377148094171124	-2.4883373329159935	-6.698417985289984	3.966173428986436	-1.0854850462470316	0.7630520388057237	-1.8729102543575307	-1.31242213655201	-0.7492820457327893	1.6444259206791456	0.7509208138046511	1.3799711391857208	-3.030738882625063	0.14641963869955024	-0.5576910416562906	-0.6790609956534984	0.5225011467436895	-0.30339133202230084	1.2201863521984007	0.11667567511308224	-1.615200077510516	-0.7920209657926197	-1.022396939260847
GRM3	-	-	-	-	Metabotropic glutamate receptors	classC	-2.4014296802965864	69.57762634277904	-14.059250826321831	57.69182958664192	37.05326664836059	-11.349239826977268	-22.348678546364905	-5.112567963607762	-3.13152267130009	9.019564880065737	-0.13687431791454704	-4.629994990746542	-5.144109492012097	-1.2621040893313378	-1.3091160857396227	-0.7303591285390566	-0.027858979690919994	-3.1519318195736568	-2.631444659780222	-2.359995396457914	0.30183869589962153	0.6261530338841613	0.9977910191617572	-3.8702104217759503	2.235662537757103	-1.3195560288851824	-0.8506570081593401	-0.459360167403888	0.8703778688254393	2.225336887077492	-0.4963386433655421	-3.3510210755570653	-1.585788729907492	0.688668046780298
GRM6	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	29.650551057581666	71.55087325030824	-1.8205915527332501	7.514712719256782	1.7168516976341213	7.401413697108159	38.81167806380451	-17.300783065312476	3.5310182151625127	5.643013183319624	-4.631441113223061	-0.5245211906389659	-2.2914349244194563	3.543031341088825	-7.449135151627471	7.849512911480607	-11.823082279424176	-0.11190866492681	-5.585553911771658	6.617881359754895	-0.9198296199506516	-4.406543029312451	19.526447411439133	3.069165569848054	-7.0126970525423165	-0.7408718235044353	5.4957587882004075	10.805937741503255	-6.0753268783474565	-8.970029960968919	-3.969358759167685	-10.071745475538126	1.9356988111223221	12.840744889027514
ADGRD1	-	-	-	-	Adhesion Class GPCRs	classB	-4.149154244703729	70.6714587681504	-12.164647608264575	59.50055202409464	37.75376982724108	-13.9669713278617	-21.450492449026157	-6.63932865013752	-0.8943769204018253	6.148270849573716	2.155658848259165	-3.4164420240856432	-3.5725494800794984	-2.8173167452743035	1.6030488511682153	-0.9369940381305695	0.33385115533125376	-2.6837959733853545	-1.199915755653838	-1.8785288875912587	0.6212891970291751	1.0399742183573	1.1696646741720476	-2.1634624833762506	0.2621457742132609	-0.7644029763069083	-0.6884766701918184	0.25381551567108174	-0.735970062352288	1.2702244508932188	0.07147684710299937	-1.4708455234599036	-0.32379251996773045	-0.6632725348076691
