Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37
ADGRG2	-	-	-	-	Adhesion Class GPCRs	classB	46.96466416738791	-54.79760178255852	5.533644511460316	-5.575904806433692	-2.925718005802705	24.74581424117116	-16.5018486424376	6.889437689373228	-11.435951431914026	29.447828140163928	-10.975016279174225	32.49355577396932	42.572744973595285	-23.190729522141044	22.39408189152197	0.49273536651512767	-11.340103469192602	1.128901097458343	2.531466256548106	-2.1163248440970475	1.1780888103673681	-1.8693103163187634	-2.765604042325413	2.278062376249622	1.9399843264056325	1.2509956464605458	3.3844287201977714	-0.5803546492814656	5.310466425611223	-1.2062324516918523	3.985566332836589	-3.2770797108347973	2.690375625933737	4.964818721442851	2.4623023590295845	-0.3315553277926552	3.238257831929088
LGR6	-	-	-	-	NA	classA	60.885507516204484	-64.53022107747927	-37.53075358913723	-16.706841162771063	14.005958684292215	-3.2913201838836055	-8.807248772383995	3.3528973720040915	-33.68240727202585	23.407684901761527	-8.316506421842574	-5.0885839974921225	-4.0718112069823285	-12.603185823277139	-22.414517457539016	-2.9733003235937563	-4.250629808789427	5.40084617916069	4.875154641558337	-4.56153362412039	-0.5042876028106081	-9.085623093254744	-2.8956077018970383	1.6442998012933328	10.999518498707253	9.120091193116053	-1.3629576700924135	-1.9740161230002453	12.826387854220744	-7.4581721071643985	4.657248822857329	-6.376523367696151	-4.375672281889842	-0.10278609743615268	-7.654410528904584	-6.229723874829677	15.336063760410582
ADGRD2	-	-	-	-	Adhesion Class GPCRs	classB	21.297995272993433	-71.48603014168759	-26.549979423646	-51.13728121808587	2.4617202681851236	46.91831467045714	15.85466456148443	-5.865044356048309	3.102285614005448	-6.324220956681208	1.6871345232289927	-5.568728215674243	-0.03306123730108454	-2.88902312937517	4.159667437800012	-4.807887824326839	-1.2583326609828014	-0.09259035093426032	9.890841593903628	1.7913558746329616	-1.816852774740825	-0.12326743408506917	5.320258934425556	4.625602451580163	0.7589212660752281	-1.0990982640422706	-0.876202450275823	-2.743841239047541	0.835753156803699	7.7937614185435615	3.514323962061037	-5.907999996418867	1.8271524256805678	-0.4808325569830361	-9.997098841500128	-7.766551808537235	-7.2727600442983755
GABBR1	-	-	-	-	GABA<sub>B</sub> receptors	classC	44.61722552946564	-55.71102523834831	5.379077456035523	-9.193298543743555	-3.672287842714965	23.636770758662323	-15.538404679165446	7.060866605751411	-7.153300369856769	33.24513180550434	-18.39801587543973	32.227485955673615	40.04167019911166	-23.62288137836619	26.50194076879787	-2.4028225018785596	-7.450270304452304	1.5033023079475993	4.119132436351942	0.7252277740261736	3.19099271831826	-1.1903601379578996	-0.6524050869483251	4.324927543512548	1.348357571572519	1.0320259624296917	1.260894913252725	-0.8476535414998191	5.602775369585422	-1.8297259106010428	3.0325743059941805	-2.1755875262091067	4.143333966980985	3.159989940852173	3.1336915660668025	-1.9047474298442886	4.304106812584368
LGR4	-	-	-	-	Class A Orphans	classA	33.185249179981774	-71.09632922173147	-21.901227418338774	-34.48952524427313	1.1358349610323626	53.87875453049675	18.96684676368852	-3.0796032472166126	0.2837464484952857	-13.175301623098678	2.2153420769489607	-6.774026470399314	-2.2637151256492403	2.305825975521987	7.77234266086899	-5.576406044757665	2.621043941190385	0.8137172861578418	7.302223033315286	-0.08814032989161588	0.8317873238038849	-3.0787721538363	6.019239366681239	5.129688622461478	6.679205502549164	1.3137128381170005	-3.581118354504658	-4.365867764015462	2.7601422119905927	6.3368551894431855	5.049969149604342	-4.865192178419696	2.550870990666952	-4.2616570905727755	-8.586729344722322	-2.6402219977760093	-6.751171669026389
GABBR2	-	-	-	-	GABA<sub>B</sub> receptors	classC	33.19931183118771	-61.80221649980496	-31.800841764838438	-55.08528755836458	7.629608869770128	62.58850010979359	24.290005784564727	-6.971192689484411	-3.3340018293608296	-6.633479319544475	12.725774582436115	-14.333401206796179	-13.568638633306554	12.506376415253882	12.574875446494362	-4.015431636988207	6.182830950542477	7.138892652000456	-11.671354512116123	-1.251098534533348	0.25688843817901386	3.5111365414456075	-9.388285111349573	-4.03173373056642	-0.5001254986904181	0.527757976986936	0.5176116790570179	-2.950694044094474	-2.6136632918383444	-4.112205777062687	-0.9598821376698216	4.841902642025594	-1.8986027699919068	-3.6904333837928345	7.331385962969779	-1.0050894488858189	1.6211939771455985
GPRC6A	-	-	-	-	Calcium-sensing receptors	classC	21.907531444986972	-66.12615089817237	-20.660322477610375	-57.07132057348614	9.379161816133095	58.21942714501192	27.58439067161186	-7.917529463717089	2.4021019179037792	-9.86246200484012	6.6413246411415345	-7.519201200383184	-0.32472512722672603	3.649186360693014	7.489419240611081	-9.054526779076962	1.549734487861746	3.562682914939182	3.3462188353749815	2.2701521752064098	-2.5907242676019715	-0.18363817005297928	7.767730973643244	-0.604465360168246	1.0657427625187303	-1.423418829712495	-0.8108065100759086	3.4187376635895688	-0.16915870142642636	3.460675282938684	-0.16111290828500904	-2.478974311376421	2.4713565842497585	4.016126223457782	-5.557358500820644	0.4274905175906636	-1.2812515022906328
GRM7	-	-	-	-	Metabotropic glutamate receptors	classC	22.148990508976347	-66.88337030066762	-21.318051019562507	-56.325580194490655	10.339555979495607	57.800292377299144	26.692093922590562	-8.06927674996271	0.5393387410659423	-10.311929735933338	7.530284906177431	-7.343524644815613	1.7566400713023995	1.5285374288612255	5.0144616738280625	-10.315783410162721	1.5131303071652396	2.8853927454363855	3.3614019271066824	2.3167473279064628	-1.6590909103222793	-0.3226685032013876	6.881919279513083	0.4439658510098245	1.4150337032706202	-0.9691678218647001	-0.27525140800048536	3.2579942182451425	0.45363741967589966	3.152965929194244	0.18866528939031282	-1.7836600076650742	1.3173917196089264	3.332254809756669	-5.5716584988895415	0.629791400933196	-1.7758824209270772
GRM4	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	63.66436313084687	-55.42683312848305	-40.96114457504144	-20.41305750650657	4.611809431890057	-3.0573781659567687	-8.514037563658912	9.011415552735361	-28.92818398156169	34.13796842828557	-11.795931184531964	-8.696916372828337	-21.104520141478787	3.4579178606255745	-8.841551590831887	7.024013105274482	8.715076324786112	0.9316330583257426	0.6956901720405234	0.37670692092849406	-7.229066329450372	-4.146346026572807	3.814845439509494	-13.049099859768194	-0.3075995398948603	2.6204482800987554	-7.833174323481197	-1.1838913605261316	-4.891634183400658	1.9954509821131174	0.08426285784725404	0.21881023210597328	-1.5784657960981188	-0.2926378959941612	-3.62699961293473	-6.4691160925885205	1.9711962682569928
ADGRF1	-	-	-	-	NA	classB	23.510749130906778	-64.35293646524688	-21.321521990211217	-55.72438266084512	8.776320385123578	57.030525907451796	27.36872719251888	-7.728293038875792	2.7353410481616547	-9.20561012838086	7.489882742120458	-7.659248289453397	-2.1803799852846577	4.862398563931447	8.806304188604669	-7.632364906030497	2.4617917113943664	3.3587046747538785	2.0419268453459924	2.8682921844202247	-1.7687365900855696	0.8451839027537423	6.810865451359851	-1.3795953103706304	1.0073941414292027	-1.9319442716940347	-0.6457035404560213	2.68680385113738	-0.5241363322338916	3.430224739052016	0.3947543563404029	-0.8523253849287485	1.292843242536342	3.169376563166639	-5.78558582647216	1.1204480193067863	-1.8601090535018152
