Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
ADGRG2	Coupled	-	-	-	Adhesion Class GPCRs	classB	26.080034516602424	-10.528599980196377	2.040503965661747	5.881523560098961	13.246175052388077	24.620600776030365	6.7340653919491	7.586754788061667	9.710212767873065	13.706877531523759	-0.36081025294839436	-2.7243969171840727	1.6402127055215754	-2.16196830773407	-1.8615161829841746	-0.057189800546052966	0.39148097050057085	-2.6359509072291427	-0.9065428351749366	1.229994177926706	-0.6051906124775814	0.44902736498682966	2.315707682833648	-1.291857674798559	2.384267738955113	-0.8061805405304369	0.46920686594391076	1.4958560306213025	-0.7083914891313096	-1.1317496862768035
LGR6	-	-	-	-	NA	classA	45.65859733488728	-12.337158785671454	-7.400566156868069	-6.086438488518175	9.962976285859938	8.62292509927421	-7.077536034573728	-1.303718075869421	-11.784402882018743	0.2757052192853498	-1.472064321578447	0.4825296992669717	-0.2867078368864457	-0.5171613329475464	-2.5282139469472162	-1.2824476256184385	5.465000614691897	2.0083897539247744	2.7225799169885305	-1.081626457485146	-4.563195397729297	-4.75999181416497	1.8705998420571004	-0.7403041737548112	0.4720449771451265	-1.4973588473772752	1.920260076067104	-2.8572069622527647	4.296819119430356	-0.055049488438891424
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	35.880934958035674	-22.31720818157074	-11.465976963630421	18.85270176999227	3.2606556534875137	-3.722564675356513	-3.2194737553444357	-0.8259070525654552	1.343715330857924	1.350496214444798	-0.9503982765966225	-1.7504618346653311	1.4167237847000729	-0.20156819134636086	-1.8203224841680714	-1.06450846445772	-0.536261835628434	2.4557348393207756	1.6611473082425097	1.9743335721657314	-3.778518471984949	-4.458866217561331	2.0782023991274245	-2.436290032473574	0.9028241905146673	2.808086696551667	-1.3332925252532566	-2.2631184080821285	1.0707240240429836	-0.2004842205493967
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	27.62020003969142	-9.987031261982551	1.1136251409219167	6.231767858943032	14.0084741659909	23.95040196153891	10.756563227134293	7.857101961119067	8.060425506151757	12.57529551623756	-0.8264987664405389	-3.4920385589394285	1.5325865404286203	-2.2165768427973673	-2.234306820925277	1.5842670868461186	-0.3455817935691638	-3.3329147668183845	-0.22799753811008097	1.0744569029794877	-0.8048312798720849	0.79036887913016	1.9910845624945874	-1.632029136036774	1.8039530064795217	-1.3391667075716562	0.39708674771333574	0.9210619697942841	-2.006339194789997	-0.3865476229070023
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	43.074646443365495	-16.846598714581816	-5.361997751021595	21.251043705748337	-0.5039723460680765	-5.148428020335753	-4.850350721264303	-2.041357689296607	1.2732864433124427	0.9089275482395897	-5.036027730534957	-4.801428120611822	2.0382553162980193	0.6019107251993465	-0.46691757826352975	1.3115136770944982	1.3121756620012	0.28166364987565995	-0.3940912526329366	0.14864273822763552	-2.430359035947093	-0.793038453540609	3.367068505454822	-0.4346327654118687	1.0633125195576403	3.1651596797222514	-0.6373363292527346	-1.351335221908089	0.6264592124565613	0.6681243332235214
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	42.14683926298832	-15.52066598706817	-14.963360949404901	24.554842973018527	6.21822560456736	-7.9781450819628	-2.5996414129432233	-1.5035559877848494	1.887474490223387	-2.860895432706099	-3.1559163961365977	0.4383178217849945	-2.622074431083214	2.9774661993047644	3.7466918616013447	-2.2312025211918805	0.6535641378094562	1.0448664207716527	-2.212127389146092	-1.4761613952942116	1.2154955963687497	0.682014902075836	-1.5167458371443119	-0.47880931654851333	0.35875856111093607	-2.2138753615272146	1.942054288499944	1.0974280252736108	0.8698143248056063	0.8478528743776944
GPRC6A	Coupled	-	-	-	Calcium-sensing receptors	classC	23.605961738998808	-27.40934423652001	-16.728428560326197	25.225041628093756	1.0580365580683648	-8.099920759220458	-6.416646895811659	0.29389314537047195	2.4310321317812345	-1.8813992754092628	-2.6993574895959527	-1.5259251971993562	0.8157807784681346	0.8970741182010212	-0.8841930266855615	0.9355471504433065	-1.6254839414102733	-2.3751117161915807	0.2875836064713653	0.5783946130797859	0.28107414929422164	-0.49464672204029647	0.9206381648673913	0.40812262262823173	0.2573458029148569	0.8042419247239964	-0.13296341174653206	-1.0074068819688693	-1.6792036137968438	-0.5895399730909625
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	22.790907275224757	-28.50000602625558	-17.091572723765204	24.605439416836507	1.799200359693874	-8.072835375005374	-8.979097664870338	0.4763869471794051	1.0005993188843034	-0.2279622200495463	-4.04650732757496	-2.5187719730188487	0.718184242450358	0.6976672855713802	-0.939644340271761	0.4871155130099728	-1.4300824029442183	-1.7798572521909979	0.2745549094990941	0.8610524494872298	-0.0025301156927851685	-0.18481241281832386	0.9162225936171462	0.7352392924296007	0.5546355614248603	0.8248385846618875	-0.0907505299632723	-1.3509609059468701	-1.5813609105787465	-0.6800350396903689
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	48.00257855277962	-11.694564630576897	-10.647065112298689	-2.175014487772378	10.120224732994505	5.8046165750691365	2.9893512588183278	-4.876019725985463	-8.385750726545709	-10.585264790786747	3.3301803197155233	3.973662455143388	-1.273515509199552	-3.2939698859794206	-1.9583626468309574	-0.7998140302252587	3.1977645710920104	0.785004906528847	-1.6251034129939812	-4.889348869418058	-0.014840678761104582	-0.5250222942797746	-2.3181487390466415	-0.07570872583853543	-0.20606409159417535	-0.7935447409138896	-2.2486864186582958	-1.0342040065349238	1.4912945801700543	2.3072775917780817
ADGRF1	-	-	-	-	NA	classB	25.02798961976181	-26.954616935146763	-16.661047205994546	25.138176821069766	1.1695800538021692	-8.237114014917926	-6.135910574495486	-0.6756917931756428	2.2867489622156643	-1.8706812943196405	-3.3085522081746537	-1.3019785513110302	-0.3500101912406382	1.358154460200711	-0.21730144014711494	0.4067651855375309	-1.6947571311009677	-2.158262595822511	0.22810835031888518	0.652228801200292	0.40754626971057833	-0.2906483339475113	1.0303898942021346	0.5380882711215536	0.6168146907220976	0.8452930394784086	0.4239875348206671	-1.2464454550060566	-1.5944497739678245	-0.22748234178366705
