Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	1.95419200848189	1.95159681902794
LGR6	-	-	-	-	NA	classA	8.14710543522812	4.95051488874157
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	10.2968745106898	-4.08011514800878
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	1.96237719881141	1.99621192496468
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	10.2735323821792	-4.01004905775879
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	10.4414075282201	-4.00224511194685
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	10.3638131581452	-4.17263525371669
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	10.2845210132722	-4.29095027870752
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	8.08577958236969	4.90874651056551
ADGRF1	-	-	-	-	NA	classB	10.3402225815762	-4.19135653994279
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	1.99394493638312	1.90445666786736
LGR5	-	-	-	-	NA	classA	8.66077653140725	5.8587141508943
ADGRE1	-	-	-	-	NA	classB	10.4232165414113	-4.12343502606975
GRM3	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	10.3011072959133	-4.27339936660329
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	8.12095926876602	4.96477131686946
ADGRD1	Coupled	-	-	-	Adhesion Class GPCRs	classB	10.3157659679986	-4.27953725279689
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	10.4530642556319	-4.04917177570124
TAS1R3	-	-	-	-	NA	classC	10.4087449886809	-4.10387026356691
TAS1R1	-	-	-	-	NA	classC	10.5682286714521	-3.9302847446982
TAS1R2	-	-	-	-	NA	classC	8.60758442613329	5.93610415279387
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	8.57326699741324	5.96746652820475
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	7.28209748888757	4.32017858982986
GPR156	-	-	-	-	NA	classC	8.0701352574681	4.94280101327232
ADGRG7	-	-	-	-	NA	classB	7.91317821829949	4.42527579541959
SMO	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	1.93884852915738	1.97513216518005
TSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	1.88528734221803	1.99982400160652
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	1.83686462708933	1.93680340031973
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	7.32842975361451	4.28697463842487
GPR149	-	-	-	-	NA	classA	7.95163586845528	4.78770297579674
ADGRF2	-	-	-	-	NA	classB	8.38188870397022	4.47697458831823
FZD6	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	1.85953282876396	2.03388733247725
LHCGR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	8.05960521020082	4.7667112196458
ADGRF4	-	-	-	-	NA	classB	1.88259352434519	1.99737498657278
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	9.10541292699791	4.44123332160382
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	7.84747124239619	4.74326138175654
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	8.3796635305186	5.51512792182354
ADGRL4	-	-	-	-	NA	classB	8.76372993618642	4.57159108107117
FZD3	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	8.58483678268282	5.864881804071
ADGRE3	-	-	-	-	NA	classB	9.04950318645179	4.47298290952488
FZD1	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-0.111140093108226	0.759594195450574
GPR50	-	-	-	-	NA	classA	0.859229863200722	0.554403447003278
GPR37	Not-coupled	-	-	-	Class A Orphans	classA	7.37774916791865	4.21660263977504
GPR153	-	-	-	-	NA	classA	7.52064478840937	4.43322403818503
GPR107	-	-	-	-	NA	Other	8.7864375213801	4.97374635296819
PTH1R	Coupled	Coupled	Coupled	-	Parathyroid hormone receptors	classB	8.95283169141586	4.592153904824
FZD9	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-0.500220612963717	1.52182905546121
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	7.19186142014009	4.40307649604236
GPR162	-	-	-	-	NA	classA	9.0400445150318	4.53307125184159
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	9.02092363841726	4.50448912986562
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	9.05285485093324	4.49391878573317
FZD7	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-0.402614749114437	1.34507432021461
ADRA1D	Not-coupled	Coupled	-	-	Adrenoceptors	classA	9.04370798205886	4.52609243746914
FZD2	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	8.35134981058691	4.52612965359676
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	8.68297283300959	5.09559037617339
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	8.9555748871539	5.27885973676964
PTH2R	-	Coupled	-	-	NA	classB	8.41813676611371	5.07988110992102
ADGRG3	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	1.05384481075445	0.347834240098696
GPR75	Not-coupled	-	-	-	Class A Orphans	classA	9.0455332206476	4.52179749615332
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-0.495269225903889	1.52538703600784
CHRM5	Not-coupled	Not-coupled	-	-	Acetylcholine receptors (muscarinic)	classA	0.85637886967792	0.696514820810353
GPR161	-	-	-	-	NA	classA	8.44252241867539	5.22616409342066
ADGRG5	-	-	-	-	NA	classB	-0.019868175062181	0.711588108165914
