Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	-	-	-	-	Adhesion Class GPCRs	classB	34.9101572641359	15.8136672390937
LGR6	-	-	-	-	NA	classA	6.14786753253301	16.7380281457203
ADGRD2	-	-	-	-	Adhesion Class GPCRs	classB	5.83883433806695	35.1522359482159
GABBR1	-	-	-	-	GABA<sub>B</sub> receptors	classC	35.1302439744229	15.3653502941239
LGR4	-	-	-	-	Class A Orphans	classA	5.77862061299122	34.8341870652426
GABBR2	-	-	-	-	GABA<sub>B</sub> receptors	classC	-1.89451858414963	39.1898207602303
GPRC6A	-	-	-	-	Calcium-sensing receptors	classC	7.12742118030479	37.241484068482
GRM7	-	-	-	-	Metabotropic glutamate receptors	classC	6.33546423316017	37.0987069157006
GRM4	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	5.58404104986417	22.8892115265031
ADGRF1	-	-	-	-	NA	classB	7.17520178781267	37.7270447264838
GRM8	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	35.6597561349819	15.3593753356392
LGR5	-	-	-	-	NA	classA	10.9667040065015	25.6177236849563
ADGRE1	-	-	-	-	NA	classB	6.52951820770526	38.6997722212996
GRM3	-	-	-	-	Metabotropic glutamate receptors	classC	5.3756286864804	37.2421664714472
GRM6	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	5.48922104422034	18.2240428564525
ADGRD1	-	-	-	-	Adhesion Class GPCRs	classB	5.48945848061572	38.309658931679
GRM2	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-3.7287110760641	39.2438914019048
TAS1R3	-	-	-	-	NA	classC	-3.39087989861146	39.2412870067365
TAS1R1	-	-	-	-	NA	classC	-2.67176902556644	39.2235434141272
TAS1R2	-	-	-	-	NA	classC	11.7220902575296	25.400116027276
ADGRE5	-	-	-	-	Adhesion Class GPCRs	classB	12.0489993720931	25.5492188077007
ADGRE2	-	-	-	-	Adhesion Class GPCRs	classB	-18.245709182981	-15.8880135517541
GPR156	-	-	-	-	NA	classC	5.79364022190722	22.0607038279517
ADGRG7	-	-	-	-	NA	classB	-32.4240600442954	-14.8634147303381
SMO	-	-	-	-	Class Frizzled GPCRs	Frizzeled	33.9260438660497	12.2440348253558
TSHR	-	-	-	-	Glycoprotein hormone receptors	classA	36.2413819500694	12.8272303048466
RXFP1	-	-	-	Coupled	Relaxin family peptide receptors	classA	36.3540140806048	12.6412987060483
RXFP2	-	-	-	-	Relaxin family peptide receptors	classA	-17.3674303575953	-15.3465658214728
GPR149	-	-	-	-	NA	classA	4.09959613228669	23.5210729107144
ADGRF2	-	-	-	-	NA	classB	-32.7730528223406	-13.6380371840902
FZD6	-	-	-	-	Class Frizzled GPCRs	Frizzeled	34.2890635194575	11.7078252598331
LHCGR	-	-	-	Coupled	Glycoprotein hormone receptors	classA	5.19992211941596	22.8699721447914
ADGRF4	-	-	-	-	NA	classB	34.7098218972011	11.9581295177225
FSHR	-	-	-	-	Glycoprotein hormone receptors	classA	-36.5408932977836	-16.9531055664881
FZD8	-	-	-	-	Class Frizzled GPCRs	Frizzeled	-3.45376203526996	-2.01818829236723
ADGRG1	-	-	-	-	Adhesion Class GPCRs	classB	7.16691837396477	22.6963171056507
ADGRL4	-	-	-	-	NA	classB	-33.0645706173369	-13.3225611716239
FZD3	-	-	-	-	Class Frizzled GPCRs	Frizzeled	10.9408977152067	24.6280032232341
ADGRE3	-	-	-	-	NA	classB	-36.9510471423324	-15.7097003267964
FZD1	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.121848453658319	16.5601033036052
GPR50	-	-	-	Not-coupled	NA	classA	19.0581395801874	-18.676410290867
GPR37	-	-	-	-	Class A Orphans	classA	-15.9683169547373	-14.5531299958705
GPR153	-	-	-	-	NA	classA	-1.81248505055596	28.6512890322294
GPR107	-	-	-	-	NA	Other	1.19872614259617	-33.5407996616406
