Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52
ADGRG2	Coupled	-	-	-	Adhesion Class GPCRs	classB	1.6765860040179312	14.977804943770765	-1.2606976481341474	7.167302674259713	0.4336126787072686	13.81632794418701	16.891274670727583	-7.453758545758609	2.6430017172597253	-3.6702560751464914	1.3410459654792963	-1.8436139247585785	1.7759529326933439	0.8480463385414739	-1.2683494479145312	0.6712217570037047	-0.921919211955112	-2.397239806895734	0.4629715102979852	-1.5848770170064672	-1.946387117083987	1.0362159696915723	0.20947084505663466	-0.5308911075037679	0.27868396672740037	-0.2304401803954537	1.0678072306715165	-0.7516716823734101	-0.2549461700955112	-0.2599718457381329	-0.6436208787896639	-0.3903490772011363	-0.5462358054346664	-0.25644884932034584	-1.2381014386564189	-0.1814688162757905	-1.0692054485494122	0.23497621300394977	-0.4049221779405475	0.610705354569281	-0.834540866304139	0.3631766718608087	0.15532668316238338	-1.3311532054425244	-0.6396211260880063	1.2186083247564365	-0.2736881032848136	-0.5916762430538535	-1.3109924316241732	-1.7512445586400016	0.3256584619489645	0.6436000830782207
LGR6	-	-	-	-	NA	classA	34.703331396416395	12.404878606599608	-3.627087695514863	12.201554922295305	-3.5182338825070874	5.629004230599046	-1.305293906713925	2.718137116465966	-1.1027217069400255	1.7179293285171917	-2.56638313350178	-0.530709457985878	-1.2797341660994475	1.8201883560948038	-4.306466362861196	3.431785672981524	1.9128780918531163	-3.9147115769260736	-3.4512710062442515	-1.3616569193029704	-2.5334247409861588	-3.650112552636911	2.8692358989433746	-1.8633281743469736	-4.00760050601428	-1.3705089991811221	8.55956967219497	3.389919685894675	5.4995494357352195	6.654357022418266	-0.2630945935359287	0.053682637639865256	1.5293914979662964	-1.770892992778896	0.804608641807253	3.231999878138431	-0.4418819639864595	-2.2099797192568964	-0.024794399141883378	1.5386521046243207	0.8393814321311793	3.5846993450372002	-1.1338391535815457	0.4219719707408636	1.5785109772666341	-0.07170325094504318	-0.9033026727720908	3.128607491130325	1.8584227299892009	-0.2570442343049595	0.934029914996494	1.2009026504356692
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	29.635737052888015	14.829504535525341	7.261574194297063	-2.35323252708346	7.9224203985600745	2.029501637639857	0.4373416003608193	-0.8332020642977134	-1.2963847081411788	2.3824232791254185	1.34666737232924	0.9220188314142549	2.045129905671823	1.2715785346394495	-3.4221184284161335	0.7483180898932126	1.4765911461728836	-2.378790648202138	-0.9227546616653703	2.6885064379491497	5.69799935918725	0.38644929785123283	-1.3299013198460345	1.0709312730181018	-1.2176433803589903	-3.6714727134285505	2.342418630010722	-1.265483399866935	2.2551456355910826	-0.7286435962911898	3.255925344978866	0.15241465569216547	-1.267832565614895	1.9510050175606266	5.674479571392245	0.9924506104413028	-1.1226768912850649	-0.47739880185588685	0.6838808493799562	2.1894324070072053	1.4365200857269984	-2.3162688212836637	-1.692142280651018	1.3846510602489932	0.41904406913564707	-2.5366449222341823	-0.4633469166614838	0.9965349564989816	-0.2373732374406725	1.7960471641765416	-2.1990832831574503	2.6243621551892953
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	7.642599569942765	13.84677376016693	0.6021582631451843	3.8929536511660108	-1.8284003904818085	12.99874527106289	17.02816446687997	-6.671537371116844	1.539644945097186	-3.3185104596879578	-0.15914945680284467	-1.147316094054727	2.420855826728844	-1.8818872316756863	-1.2911338499266942	-1.2512462289325115	-1.9362979249378325	-2.3999423449453485	1.0366481694551783	-0.18692143816291334	-1.5070094345385177	1.3171658410018416	0.31253448861522776	0.3612168096955763	0.7278202702588147	2.00573419387212	-0.4217411186189701	-0.32948338551263456	-0.1252604318515531	-0.04255127852049995	0.021696487823385784	-0.7585965015351619	-1.2604184774610308	-0.6503502200164479	-0.6723615198156312	-0.2582884409437109	-1.1831231510388303	0.16915357646538934	-0.34886786598418107	0.20838073740160842	0.2867265727558092	0.7756644184791074	0.25414413892847104	-1.555791690192385	-1.2757880371436776	0.678541569673157	0.09075904201086425	0.606502154624696	-0.7003575360283759	-1.744343165481082	1.0344683920993123	-0.3422412003293834
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	32.407791660619225	12.206864358892524	5.344141168893042	-3.468312243819745	9.68717589222262	1.1651026819499248	0.6634075018745142	-1.5634655762171394	-2.9009951938249454	4.121928430505775	1.408509331419544	0.7035567730161119	0.8266477961799381	1.0671450303100207	-0.5087106897576942	0.14685833060108325	1.4208820180239163	-3.6160662744262306	-1.8967859982360264	3.013086462859104	3.208333505349614	-0.684336172835308	2.240717515576884	0.045428500231240745	0.36114515273799774	-2.2416400586296255	0.6285140931873768	-2.2455700104057397	1.8746771451288915	-2.240618511389382	4.249838386254215	1.401054702783724	-1.9283129435658555	0.7446530971347182	3.0669695779235115	-1.2912732798238853	-0.9401775537118348	0.18736896477146725	1.8382925543024033	1.4168595539603654	-0.0355665549004456	-3.2960018566920843	-0.10719543400815275	0.7912516993136902	-0.735397265104264	-1.4908537501941186	-0.09071344146888724	0.043856899168785254	0.9718314130873739	1.2829357639070125	-0.9631629711790545	0.9784676642707678
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	32.89455553998871	11.634814946156844	14.770885595035818	-6.166751225731361	8.557780527074202	-2.0763825795111486	1.359807468337583	2.0010573480292777	-1.1194175869322374	0.7617026298265741	-0.9400255181969717	0.08890840747826687	-3.344238217997141	3.508127291882665	-0.3645182132791943	2.0895648046158932	0.5847122558145588	2.228827020484743	0.04830759851036677	-0.8470900453523482	-1.5887008421009738	-2.187003084477715	-0.5760736476424242	-0.5785948570077512	-0.40834213442584605	0.9168214457700349	-0.8296708561676872	0.6972515754776111	-0.14226250018013792	-0.1633280920360523	-0.7291847711390019	-0.6062982772068906	-1.2315247476978197	-0.18003249874037455	-2.462089653823202	0.5219127334685048	-0.658879491753703	1.5293968521596397	-1.3856414340165206	0.4662126612697506	0.11370882986340834	0.51107330493252	-1.0373073297527373	1.3573212224884612	0.34821164832315793	0.2060126777739343	-0.07477998146112981	-0.5921923627978645	2.6319517993645243	-0.4706681400480676	-0.4880805746486352	0.06558679275819487
GPRC6A	Coupled	-	-	-	Calcium-sensing receptors	classC	3.8617551588610883	23.865191201842812	17.585786002233085	-5.462097712873069	13.470905288420951	-1.9549150870691991	-2.3520957827926257	-0.08011324683170196	0.24389838242020415	0.26811819224276284	0.011469803414325155	0.43749436942091285	0.28599226255919974	-0.5573303879523848	0.40542996816785104	-0.7303439609100633	-0.7245229537870467	-1.2037251518386811	0.32904872824776377	0.8851815325601943	0.05352614745710166	1.029130055473107	0.7304400503236036	-0.32198015812316505	-0.3925427806316979	-0.40233513640812985	-0.2894827487730291	-0.08555114502366376	-0.3005887800765087	-0.016500601520642498	-0.13001953251534124	-0.08170154803767266	0.31400158462175	0.27457149649508444	0.5240122318438081	-0.47175041395720946	0.5304808906765582	-0.8354579990671349	0.2597892483771092	-1.061894414933554	-0.9902146585431472	-0.8737823898353329	0.23651499164495352	-1.31040985947256	-0.4410624004385274	0.4659779764652216	-0.7367572672581678	-0.08734068426533503	-1.3626717385430829	-0.99026361243121	1.0473900375876108	0.02693480930398494
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	-6.044712131426371	29.066039089647386	18.82527371494497	-1.857474549355962	15.535791995352893	-2.736226236161303	-3.147416752025742	-0.585888388957172	-0.9045123622563099	0.4212018227952164	0.5022812666676818	-0.2537445557468706	-0.45752730615659615	-1.7153601601197421	1.225479001965736	-1.2373431655929423	-1.066999234664872	-2.231239190083458	0.6495905542304417	0.7818319050308883	0.1021296485208311	0.4821627312174921	1.2025436980176323	0.10446667235518559	-0.5513604921398553	0.39647976323350587	-0.7299424153176682	0.21171276819599433	-0.06352788897695208	-0.3475207545249077	-0.891022160357822	-0.6197037493545489	1.0294017452024267	-0.9427611810714196	1.3443876390865726	-0.6140410295062414	1.125492532901807	-1.0662215025837771	0.11112893964356996	-1.130468152758825	-1.073359776601385	0.002946767419703461	0.6140507283417981	-1.286531151769365	-0.27762393787659284	1.1777207267698582	-0.4921128243430314	0.005844730218244329	-2.6448718158596995	-0.1698688489664146	1.7064977460369537	-0.11989292883369537
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	54.87078294864079	5.298571102783988	3.616298438781546	-1.8350708609001731	-4.6560051304245595	3.224119078751777	-1.2972787481724077	8.775226226792272	3.1866110255493196	1.6812798488092962	-5.228893354362299	-1.0045463089832347	-1.1216537842706558	0.4256616222529291	-0.8883532483066308	1.304093230727494	0.21732483152784446	-0.5015868329223965	0.3714513157795137	-2.48679649414949	0.2678652564275649	-2.0893857456668696	1.123637472121435	-2.9449763312241113	-0.17495663046880838	-0.08229655907777489	-1.9982932340319073	1.5893343296801574	0.5238794155400235	-0.05691231011019113	-0.25236136328444264	-1.0399678032765014	-0.6483446952318018	-0.8535800093565058	-1.1629895266242576	0.2884270258469833	-1.2619055049987922	1.877924982103458	1.3270628388700456	0.056835140322049935	-0.08773395362179535	-2.1433339494405175	-0.2221723036201469	-0.6161912520714372	-2.1664328518263414	1.794509558235794	1.2567172014261152	1.2545865491956805	1.5804456515703516	0.9807931520442913	1.217442967329066	0.11886249647858313
ADGRF1	-	-	-	-	NA	classB	0.32514359837912726	25.61382448209535	19.531444299591936	-5.398520152596477	14.817231778121188	-2.5771400303351726	-2.9626811940057625	0.12182330217106475	-0.3655228333160495	-0.10647761968733174	0.19371184589771673	0.5613811343647441	-1.3590777545931452	-0.3359323361702779	0.29384339788693403	-0.5282553875584959	-1.454269138411748	-1.4235881629092408	0.41171787417995787	0.30612083785631133	-0.03987827476984016	1.3517290494301328	0.3245060892004378	0.4801224392956662	-0.9102714490198812	0.09958382176121515	-0.16899924507127406	-0.029137161648941996	0.0816810054296831	-0.4307959250358874	-0.7175196457489174	-0.5842563011170862	0.18872257640709558	0.2278096485979704	1.1047598055500911	0.054524451484242606	0.8932011170568631	-1.0121770891174016	0.4522464987238635	-0.37672707739300537	-1.0852766754707053	-0.35452645705966324	0.5269161119128566	-0.833615076829418	0.08597258708470183	0.29291033694564306	-0.12423485314329547	-0.2466652799800723	-2.056791063610676	-0.875577863013599	0.7291429342828505	0.19388322049816575
