Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	-	-	-	-	Adhesion Class GPCRs	classB	2.68305284378069	-2.87899185801192
LGR6	-	-	-	-	NA	classA	5.76361360266938	-4.03979108811919
ADGRD2	-	-	-	-	Adhesion Class GPCRs	classB	4.94735096514413	-4.09250120522295
GABBR1	-	-	-	-	GABA<sub>B</sub> receptors	classC	2.68833600088348	-2.97312659619071
LGR4	-	-	-	-	Class A Orphans	classA	4.88597072897396	-4.00193831043038
GABBR2	-	-	-	-	GABA<sub>B</sub> receptors	classC	4.9704059000832	-4.12253476225553
GPRC6A	-	-	-	-	Calcium-sensing receptors	classC	5.01627279106939	-4.0722218503562
GRM7	-	-	-	-	Metabotropic glutamate receptors	classC	5.09418915694789	-4.14588300265487
GRM4	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	6.56592133141019	-3.58788080915662
ADGRF1	-	-	-	-	NA	classB	5.2043281813761	-4.15634908001594
GRM8	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	2.65261979687258	-2.97754082621188
LGR5	-	-	-	-	NA	classA	2.94553936574174	-2.6177932921563
ADGRE1	-	-	-	-	NA	classB	4.90167310982923	-4.1771892869491
GRM3	-	-	-	-	Metabotropic glutamate receptors	classC	5.01630250971267	-4.10401647462557
GRM6	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	5.82314501026007	-3.99530092573076
ADGRD1	-	-	-	-	Adhesion Class GPCRs	classB	4.99644609258037	-4.1354286673701
GRM2	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	4.75282545545414	-3.95056791723687
TAS1R3	-	-	-	-	NA	classC	4.789853553233	-3.86628432888994
TAS1R1	-	-	-	-	NA	classC	4.70195771364024	-3.97129773304614
TAS1R2	-	-	-	-	NA	classC	2.92772110804595	-2.62110055128889
ADGRE5	-	-	-	-	Adhesion Class GPCRs	classB	3.06383765085032	-2.5833426933786
ADGRE2	-	-	-	-	Adhesion Class GPCRs	classB	5.56234711637135	-3.1393271670394
GPR156	-	-	-	-	NA	classC	4.7028045371462	-3.8683266541147
ADGRG7	-	-	-	-	NA	classB	6.17342329599858	-3.55597696204073
SMO	-	-	-	-	Class Frizzled GPCRs	Frizzeled	3.82923413588129	-2.94886469229804
TSHR	-	-	-	-	Glycoprotein hormone receptors	classA	2.55307096412292	-3.05469703998718
RXFP1	-	-	-	Coupled	Relaxin family peptide receptors	classA	2.61698060102566	-2.99204812112098
RXFP2	-	-	-	-	Relaxin family peptide receptors	classA	6.61532171219302	-3.4678588070597
GPR149	-	-	-	-	NA	classA	6.74169266308606	-3.45988726615642
ADGRF2	-	-	-	-	NA	classB	6.18508614678241	-3.56848535662246
FZD6	-	-	-	-	Class Frizzled GPCRs	Frizzeled	3.53941177405641	-2.87977565118539
LHCGR	-	-	-	Coupled	Glycoprotein hormone receptors	classA	6.76424383645045	-3.34973894918997
ADGRF4	-	-	-	-	NA	classB	3.58769098972096	-2.95651417860123
FSHR	-	-	-	-	Glycoprotein hormone receptors	classA	5.65414219667619	-3.59299398008619
FZD8	-	-	-	-	Class Frizzled GPCRs	Frizzeled	6.05477670249752	-3.90287333755849
ADGRG1	-	-	-	-	Adhesion Class GPCRs	classB	4.65792193340979	-3.75184554178487
ADGRL4	-	-	-	-	NA	classB	5.9952522905495	-3.43539178212919
FZD3	-	-	-	-	Class Frizzled GPCRs	Frizzeled	3.35049964752225	-2.60998539750073
ADGRE3	-	-	-	-	NA	classB	5.79233507382164	-3.66141622864899
FZD1	-	-	-	-	Class Frizzled GPCRs	Frizzeled	-2.00458708014656	1.43809261218536
GPR50	-	-	-	Not-coupled	NA	classA	4.09000442625828	-2.50159563737586
GPR37	-	-	-	-	Class A Orphans	classA	5.82977890793919	-3.38091588510773
GPR153	-	-	-	-	NA	classA	6.1820946187896	-3.7223627955897
GPR107	-	-	-	-	NA	Other	3.92651478550984	-2.60018529290624
PTH1R	-	-	Coupled	-	Parathyroid hormone receptors	classB	6.21889607004115	-3.82156081085672
FZD9	-	-	-	-	Class Frizzled GPCRs	Frizzeled	-1.82640220284062	1.34417521383886
CHRM3	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	5.57279255842227	-3.19013719309971
GPR162	-	-	-	-	NA	classA	5.67926620400306	-3.51980169976586
FZD5	-	-	-	-	Class Frizzled GPCRs	Frizzeled	6.18259947392084	-3.6970533614029
FZD10	-	-	-	-	Class Frizzled GPCRs	Frizzeled	5.72574198098684	-3.60320005970762
FZD7	-	-	-	-	Class Frizzled GPCRs	Frizzeled	-0.758027466628656	1.16055084261175
ADRA1D	-	-	-	-	Adrenoceptors	classA	6.11055576588564	-3.6735989219843
FZD2	-	-	-	-	Class Frizzled GPCRs	Frizzeled	5.45068513529013	-3.03957174664523
ADGRA1	-	-	-	-	Adhesion Class GPCRs	classB	4.47951405230965	-2.81445134697516
GLP2R	-	-	Coupled	-	Glucagon receptor family	classB	5.70593001233346	-3.31365893883343
PTH2R	-	-	-	-	NA	classB	5.84452563180683	-3.9397498737985
ADGRG3	-	-	-	-	Adhesion Class GPCRs	classB	2.52731399779109	-0.815157328089019
GPR75	-	-	-	-	Class A Orphans	classA	5.97575223815488	-3.72370080721996
FZD4	-	-	-	-	Class Frizzled GPCRs	Frizzeled	-1.79506124130295	1.37094601985973
CHRM5	-	-	-	-	Acetylcholine receptors (muscarinic)	classA	2.59063255613124	-0.773515367275714
GPR161	-	-	-	Coupled	NA	classA	5.91239151509151	-3.93031897681453
ADGRG5	-	-	-	-	NA	classB	-1.30858866096666	0.871092465381541
NPFFR2	-	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-1.42979463294524	1.18137940663898
ADRA1B	-	-	-	Not-coupled	Adrenoceptors	classA	2.52161456061252	-0.855451942718842
GPR176	-	-	-	-	NA	classA	-1.94654908846716	1.47880917545761
GPR101	-	-	-	-	Class A Orphans	classA	-0.885260636449472	1.2317912094036
GPR135	-	-	-	-	NA	classA	2.59919414255661	-0.762962496591696
PTGER4	-	-	Coupled	Not-coupled	Prostanoid receptors	classA	-1.62029441373851	1.02780429528271
