Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-1.00874019558177	0.463424671489765
LGR6	-	-	-	-	NA	classA	8.80842791534465	0.795202761264398
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-1.85441787103109	-13.9969864020934
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-1.00068734739741	0.4557115565686
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	-1.95139230963933	-14.0943419874294
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-1.85086392002321	-13.9946068000882
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	-1.8327256810859	-13.976727261999
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	-1.93810371661296	-14.0817406459265
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	8.64425940348492	0.856992978858016
ADGRF1	-	-	-	-	NA	classB	-1.84352048140156	-13.9911717749349
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-1.00407964785437	0.440866319002785
LGR5	-	-	-	-	NA	classA	8.59465883719954	0.601298248725748
ADGRE1	-	-	-	-	NA	classB	-1.92745982201479	-14.0712722916983
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	-1.88391458069568	-14.0281207505983
GRM6	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	8.89191618020447	0.844045204979416
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-1.74134481941221	-13.8854891781315
GRM2	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-1.75451792315007	-13.8982947556262
TAS1R3	-	-	-	-	NA	classC	-1.8580853816563	-14.0027929530033
TAS1R1	-	-	-	-	NA	classC	-1.82397490309923	-13.9682428592719
TAS1R2	-	-	-	-	NA	classC	8.62935462955304	0.683116869116394
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	8.64583398024546	0.64725587678715
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	3.2377517828076	1.42282932299827
GPR156	-	-	-	-	NA	classC	8.80690091771042	0.720556725530529
ADGRG7	-	-	-	-	NA	classB	3.69611292086952	1.44585945913811
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-1.04251868582321	0.458990977844051
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	-1.09256294252711	0.546959894943023
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	-1.11121587683571	0.550293509134748
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	3.15467649009954	1.48472030819318
GPR149	-	-	-	-	NA	classA	8.7824350975218	0.695086731307718
ADGRF2	-	-	-	-	NA	classB	3.86452330149485	1.44671433807192
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-1.11239570602877	0.487321241263185
LHCGR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	8.72282512620638	0.731970257407426
ADGRF4	-	-	-	-	NA	classB	-1.12545209970069	0.512776082735352
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	4.30577687930632	1.26529997329126
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	8.84429131877111	0.77188609976047
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	8.70530818749917	0.702257126365523
ADGRL4	-	-	-	-	NA	classB	4.15603852298209	1.34099533310496
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	8.65449357947813	0.689386098568342
ADGRE3	-	-	-	-	NA	classB	4.23218549135301	1.35893258048424
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-0.143172097817717	0.767048293433347
GPR50	-	-	-	-	NA	classA	0.162387366747641	1.14446625749297
GPR37	Coupled	-	-	-	Class A Orphans	classA	3.14559231033792	1.39657357376886
GPR153	-	-	-	-	NA	classA	3.26287715428925	1.58665470930181
GPR107	-	-	-	-	NA	Other	6.5923609377371	0.975468175323067
PTH1R	Not-coupled	Not-coupled	Coupled	-	Parathyroid hormone receptors	classB	4.16335616099187	1.44094047963807
FZD9	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.0560078597163941	-0.965754255267021
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	3.06433912770164	1.41060664107999
GPR162	-	-	-	-	NA	classA	4.32510670875965	1.24344611213913
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	4.32510808095388	1.25297745557193
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	4.34447610412698	1.28267856773242
FZD7	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.38726598360595	-0.756367798374554
ADRA1D	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	4.33761497537079	1.26193597866822
FZD2	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	3.57670374412989	1.43962682041021
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	6.55671162179405	1.00273608636394
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	6.55937432858272	1.02249348177394
PTH2R	-	Coupled	-	-	NA	classB	8.81797034258771	0.766296413052311
ADGRG3	Coupled	-	-	-	Adhesion Class GPCRs	classB	0.447706339572428	1.16210983865147
GPR75	Not-coupled	-	-	-	Class A Orphans	classA	4.38965545841012	1.19530039182366
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.0498957938229803	-1.10315214542907
