Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	5.607474559688465	3.2578375616252533	3.710981598618699	1.1015460459926965	1.5584198607820972	0.8061093092471587	1.812429011025125	0.6879385932841199	-1.2123497620339119	-0.515312834851224	0.2220961699935616	-0.9356990552374981	-1.0406716335115884	-0.07292671129464212	-0.6669953459173762	0.7894084302228042	0.16209900136364808	-0.5892412939572359	0.25970010349678463	0.1279785056212666	-0.912038940152929	0.20717665517533077	-0.13057312529407986
LGR6	-	-	-	-	NA	classA	4.869659212819798	3.193775845447559	2.1515657589671586	0.2576789103378967	0.6712031175248526	1.0481017665768848	0.18324620416109338	-2.0505684404594593	-1.5445927134778643	1.1164106133758263	1.3478219845303492	-0.7724394108213385	0.15212726614064842	0.7643781890291875	-0.30213329406878564	0.2773905405148287	-0.9214112626505826	-1.2455175007725083	0.025944821223209933	-1.3973514448641995	-0.5816618555880425	0.07532873339426742	-0.664761099521631
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	6.570142464348691	0.6307418962246157	0.22901400715068215	0.22743440397372136	1.7073379827954134	-0.4780354352535819	0.2748050986739316	-1.5235096042055198	-0.8823779362156225	-0.3144172279007094	-0.6818201281038518	-0.714061889767218	0.364335826571332	0.4031041166768991	-0.7223146735853084	0.39415339062344507	-0.6143031730922038	0.0011570700447365977	0.6093840529823251	-0.44503802434450307	-0.8652673350347955	-0.03747657331820733	0.38343599261382244
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	6.194872788778688	0.3765191658236286	3.4010907030506883	-0.15755157038596523	1.641409923221762	0.32793498370071067	0.8781491476624153	1.377936476459209	-0.574086149686682	-0.2245090896239366	-0.3268278430075007	-1.3233024357031105	0.006895564806897467	-0.36157860595961006	-0.206567998041469	1.7206045087780035	0.44886484445235664	-0.7784558075295819	-0.034496148728024395	0.14017789708841202	-0.09202905710768092	0.41865955066139293	-0.03159921469767462
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	6.645331936670745	-0.26355219669822405	0.3077577476898265	-0.5055346473830041	1.5364222435627262	0.05744611224553088	1.3791518419932414	-1.4481776724512596	-0.831928387877927	-0.3787108623222869	0.006575466121926225	-0.38472120907860924	-0.019944068082929964	-0.0948652999695094	-0.9902891204948474	0.22593247303381495	-0.052474782236590314	-0.2839317294474576	0.8832081027730143	-0.07310883902164027	-1.2696864180311158	-0.25136760374856487	0.4951542173147862
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	5.502515878593099	-2.645335237082828	0.888598885892942	0.019187896615261445	1.1041119067191314	1.4318927678425077	1.956013788490546	-0.4120152268577092	-0.23308645713014195	-0.2845853724114538	0.42485358051913147	-0.4528530352253367	0.7495255417820075	0.11619052803790542	-0.4685075956258432	0.502343735371631	-0.5987649026467089	-0.8622443424696893	-0.4129874027679852	-0.728829080440107	-0.3454632663495388	0.6581436356453552	-0.11050760463005146
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	6.403563881912508	-0.22661758114341887	-1.3234937377846403	0.03021619120501157	1.2599646874981818	1.3225936002125518	1.274278420049452	-1.0487650146459837	-0.982415344492689	-0.6534931968701725	-0.4500801404557033	-0.15332649395916773	0.5564077701310424	-0.03967288622404128	-0.5346533579841938	0.08613583410994065	-0.4582339722029705	-0.11567278560039994	0.312435226852773	-0.31987004733420216	-0.7426214842245373	-0.23665164334076602	0.7105884792726751
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	6.465320009167977	0.38443308218614614	-0.14606031284501236	0.0672656414159419	1.149260911566508	0.6191843821224022	0.39638237919072905	-1.686571645534548	-0.09855853324204096	-1.030829038038692	-0.5505793353953906	-0.250068464781263	0.5057642666603138	0.6553452196987276	-0.6739305714713759	0.47492909786938164	-0.42775440769732814	-0.4370796564577646	0.7831056603924804	-0.33167042531149094	-0.9102182972671028	-0.08059398426251418	0.19885674684075413
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	5.555020704961781	-1.447435628878739	2.007929110008163	-1.4160609406637685	1.9322544299185462	0.8179237201475626	0.23538342476121948	-0.16463205109740459	-0.5655114332650301	0.3797057860687005	-0.48577488027136645	-1.0310371622504526	0.5295170702636788	0.024641014036802012	0.17389748976112995	0.6451451517173145	-0.5135499961227423	-1.2347944864937257	0.362521612755961	-0.06663467372723426	-0.39470886808261463	0.20987139953136283	-0.10364118668240903
ADGRF1	-	-	-	-	NA	classB	6.614109214052417	-0.7490446039250693	-0.570620438095414	-0.18356235832193385	1.0730369152327324	0.9855921862069024	0.8945123649925399	-1.0311793962213742	-0.3862865428630894	-0.8232099855989294	-0.4646358206020314	-0.30616092155594404	0.4554980191601788	0.6664438870774099	-0.2795077321857883	0.1721981358005149	-0.6824754900840019	-0.20668126873839315	0.25914426165438276	-0.7241868239129837	-0.9949902962625328	0.2101622345920221	0.42438815882277386
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	5.633596898124915	0.03738321542480444	4.5629047679237775	-0.7655926447172667	0.8773687465298319	-0.14112155862660725	1.4346646434060168	1.0617201492442496	-1.235683670842395	-0.17349702511350346	0.13064370389836188	-0.861408385742682	-0.4010639206554727	0.21400466635978418	-0.2427539255614236	1.5104284485986665	0.5667831015249641	-0.6779911357334018	0.2983452145722764	0.6823039595942295	-0.5757483738980722	0.2237734517422544	-0.3852985658294815
LGR5	-	-	-	-	NA	classA	7.141686568958873	-1.4651409272574198	1.959129310525348	-0.26232988009655367	1.2582645665178247	2.58074764406811	-0.1882162971701238	1.3950276152965642	0.576727828712784	0.3319168206183139	0.08568606049516464	0.843603375565272	1.2549280762342736	0.07297924041301034	0.40485554839623183	0.11975649392094452	-0.5744017897935411	-0.39264359226323714	0.5514091663663876	-0.2488492309532465	0.6365688530095889	0.5002965878550046	1.5692335895664797
ADGRE1	-	-	-	-	NA	classB	5.83261017447645	-0.7042567238992057	-0.1059364201950102	0.4756078465759764	0.821561476418815	0.8783804220332057	0.8138043209268438	-0.2475103874338332	-0.17477751073479783	-0.39278512502296103	-0.8260918309120768	-0.6340677776100173	0.94284501151756	0.17992123486735243	-0.8932954310018478	0.5069522656855533	-0.7488050153775264	-0.19132117487884073	-0.13667609913765097	-0.1375662680006081	-0.2556660298664578	-0.002356267373772909	0.2279562633008384
