Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35
ADGRG2	-	-	-	-	Adhesion Class GPCRs	classB	51.785979486584694	-46.25626461771235	14.177000265098156	-11.611579611292466	14.048437064453095	23.454049919820296	12.599202826197926	-10.284238160957424	-19.709460315691654	30.749136948115527	-21.13751843441038	33.67992203882414	47.50520744782396	-1.8762207360904695	8.627572647441092	-7.47184765720582	-9.064663283516124	6.515940339658105	4.005620351833598	-2.3295305161400375	-2.870835075241579	0.05119476594849043	1.368799039005116	2.254998736754271	1.9799075995554871	6.615211227263489	4.479112212715324	-0.7409470561634336	-0.339759129326222	0.9223178081455806	0.268798243140935	-4.483667581676899	-3.1147301204185465	-0.7225170181178227	-0.3873537429069026
LGR6	-	-	-	-	NA	classA	61.950170837747805	-70.33573883049708	-25.622495297187537	-19.389491705744188	10.66169283780787	-10.0059776691036	0.2935802306408069	-4.933176521569033	-29.4041564887015	27.527493721020186	-1.1695843705628421	-4.301391149595117	-18.205426673895865	-0.7019349512463424	7.684792140209198	-20.106252362204298	-4.968253741971192	4.193532561463695	5.592735842268191	-1.184968660452817	-11.712835333895313	0.4372701205819855	6.116837409095991	-1.4497660340972462	12.985635984848843	11.211864234351921	2.5910568821672877	-6.359083929714717	-11.51121790005047	-2.830977794826889	3.9367817148052984	1.214077578321161	-0.8340628715897955	4.397096818062164	19.196200027177696
ADGRD2	-	-	-	-	Adhesion Class GPCRs	classB	30.35283588798895	-75.7320138877677	-15.50935199976012	-53.60917205592849	22.73398197559205	45.089484595495	-10.48222637016569	3.8646033483384943	3.559028103967823	-6.6814623682968275	6.053784342657401	-6.238617089203695	2.7065662985161953	-1.7223574982059469	-4.45793705356711	-4.371315535514263	0.00952108206647296	-0.44822325426082243	5.304421431953724	1.8089877643055772	-1.2888349791051132	-4.753680251666633	-3.0249595381053167	4.8454741229693505	-0.10482380376854196	-2.371384818421453	-0.41724154853314144	-3.280153752023006	3.6656587340553126	5.251987605281046	-0.3645855593480709	1.6984276230863344	0.0394067120704839	-6.842689469480012	-3.0934484765844847
GABBR1	-	-	-	-	GABA<sub>B</sub> receptors	classC	51.76149616544914	-45.48595503546354	13.17697528387933	-13.378271199815906	13.158383839471734	22.775967697078052	11.922625109200078	-10.588168944732375	-18.250636054663556	33.46037699807835	-27.032878751982988	33.47005833297733	46.90527425259854	-6.935829307035619	3.8719567104784844	-6.8858003247040775	-5.647234553975013	6.030716212217706	4.587523648325099	-0.4022007377824526	-0.6344519877861786	2.066957178323419	0.23349360973768665	4.026919162137777	2.22685180000792	5.513810514937469	3.33292465184029	-0.5221676109272191	-1.273557497699947	1.623665544694781	-0.6580551814621795	-4.390642617158864	-2.407725716152044	-0.678860651387884	0.6733665742521057
LGR4	-	-	-	-	Class A Orphans	classA	41.350950532386406	-72.55888168644069	-11.99770537665293	-38.48425226733533	25.34162616964762	52.81881376957556	-11.689772955628293	0.9931924376121167	0.2276446003696808	-14.973935824947777	7.083366915737385	-6.3820139733912	2.561951302659901	-1.4061612682630946	-7.235578299043761	-0.6965722141860903	2.8964959933954235	-0.643795222892851	3.6326064843652555	0.7498938192141579	-2.262479605894903	-0.6663598538915395	-2.1231393177857636	3.556857319853055	5.572713434947015	-2.3004562599615204	-1.6927679436164618	-3.4920236093723434	1.3032599807488796	7.759168194900573	4.009643072853994	4.639022746495898	2.8702822908345844	-4.994792097173628	-5.357143511950842
GABBR2	-	-	-	-	GABA<sub>B</sub> receptors	classC	34.81268191220515	-71.00675149099501	-20.453525984563672	-58.92545950935973	29.703970886011216	57.9612535557095	-16.716268819294267	4.945978470317742	6.173465167141592	-6.747572779745761	15.795481840444026	-14.250773964999341	-2.8965590364191613	-5.4769965097384326	-12.483035474521245	9.790674561647831	7.98156684596656	4.4041515000499425	-9.45286974011268	-2.114337184810353	3.9427979554293953	2.4207476511050317	6.634595415015864	-4.708770654444226	-2.7305151210928162	0.23025146614533407	-1.745734898952884	-2.9658568018882616	-1.371810302438081	-0.30490980009867835	-0.969970142105812	-3.8078546894077174	2.7650860660676937	0.672058610490814	-1.0464414605903156
GPRC6A	-	-	-	-	Calcium-sensing receptors	classC	29.85933073332621	-70.14468588768518	-10.579441612873508	-60.51205533929155	30.452512651345756	53.612647391545444	-21.992154270169152	5.27418206944237	6.325118951605317	-11.388335988122725	9.73061425979886	-8.321481700524522	3.2249107811325426	0.4860572577100004	-8.08173595642088	-2.3220898164796138	3.3834675509267504	2.39700710298239	0.10186169473354299	2.978840217129801	0.3479527687571426	-3.1354498462961415	-4.538894247543271	-0.3632673721418199	0.7500920696642582	-1.6417211840058874	0.38637442279791695	3.6654903560331578	1.9349325187920146	0.28299115841147204	-1.6227110456666651	2.6858805791269	-1.7271719759370368	0.982453074660901	0.6631590287524921
GRM7	-	-	-	-	Metabotropic glutamate receptors	classC	29.916426846777274	-71.10994401868513	-10.586170381471884	-60.2056673032144	30.770442135825906	52.73131910027167	-21.81044381644334	5.491561540356181	5.485050343521114	-11.187173677379763	10.79640051044184	-8.088818319204108	3.876175742617131	1.510306299024317	-6.594885224464765	-5.251595049003645	3.295480629065086	1.9340791743258736	0.21133068651589368	2.8003013770334375	0.45198303319725824	-2.2180559269464757	-3.99148897799499	-0.1595841089856149	1.339441190207422	-1.180656667122933	0.41170693662973196	2.936333163146105	1.7625611959890275	-0.43418133386574226	-1.5833155582043632	2.9778547559363844	-0.9150112693819876	0.2616876170165962	0.5646965609518197
GRM4	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	62.804789269689614	-62.45799879310148	-30.637606108325397	-20.280414039099533	4.8358756911068355	-5.52084072353955	0.5402298728237234	-13.183430898411414	-27.859510986162345	33.751281810242325	-4.034055084123049	-4.798835788032338	-26.939200982165996	-5.275825832392509	1.328163623721146	0.9099615798260051	7.952275629894356	-2.018863117208079	0.427768467290431	3.2792523544473	-7.1194639628467025	-4.674188305027121	-0.2316629417675566	-9.170122604181142	-4.310599473214356	-3.8177199444579495	-6.203483997306145	1.293604313069471	-3.029466422956329	4.319280727817572	-1.3727491717734817	-2.3559483405680477	-2.9647440253454427	-3.8982636210599093	4.193466867345775
ADGRF1	-	-	-	-	NA	classB	30.24958551094189	-68.89134836253547	-11.2541134954542	-59.13798008807858	28.96699467552736	53.02976112035513	-21.507145242757293	5.2820997883375655	7.505193339065266	-10.671716414131772	10.433340638126381	-8.78750120931001	2.4929795078396975	-0.2929899172296443	-8.018113337219146	0.2562180070330737	3.7552927021958573	2.1765553700331792	-0.7934249724721276	3.6834049219877034	1.9657571719631428	-2.869069006107155	-4.153097975741824	-1.3816129844892155	0.15375620419740205	-2.6604559414602824	0.46064772137936066	2.729832525010739	2.0927900768826224	-0.3102181310230389	-1.4767571193798976	3.134718104764431	-0.13542963509306533	1.0095013677709936	0.4767518714574867
