Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	25.4086014805835	7.89176001486185
LGR6	-	-	-	-	NA	classA	17.4104315417954	18.2540601415674
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	44.8989054337526	4.93046829295335
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	25.7505692811729	8.47050241857317
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	44.2766510301372	4.54560439008917
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	34.7359389496503	2.78734003980298
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	40.9256594876569	2.91079906066543
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	42.0291983600096	2.96410592571195
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	17.2635092413397	28.6918281978727
ADGRF1	-	-	-	-	NA	classB	40.9566113883118	3.67588082998523
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	25.0604054886791	8.80741957522689
LGR5	-	-	-	-	NA	classA	22.1661477387195	-24.4486606182542
ADGRE1	-	-	-	-	NA	classB	38.9575613310638	2.6598640133812
GRM3	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	41.8962119704039	1.88324278794758
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	17.417331218163	18.2904209876119
ADGRD1	Coupled	-	-	-	Adhesion Class GPCRs	classB	38.9481674133305	2.00477867527781
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	33.2712185193507	0.895130423265694
TAS1R3	-	-	-	-	NA	classC	34.0940189449697	0.872888570590081
TAS1R1	-	-	-	-	NA	classC	34.1788582190264	1.70221053193556
TAS1R2	-	-	-	-	NA	classC	22.1953672115648	-23.6087374265909
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	21.8662864264336	-23.2865827071492
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-21.3673163200873	-28.0260993991693
GPR156	-	-	-	-	NA	classC	16.6252038869235	27.9809719970905
ADGRG7	-	-	-	-	NA	classB	14.4706582467673	-39.1479984289108
SMO	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	3.02020978076634	41.7134725508027
TSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	20.8776319460478	11.6023412122487
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	20.8563910945669	11.6182730403637
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	-20.0722133914238	-26.9614152756125
GPR149	-	-	-	-	NA	classA	15.7912948041959	30.4149757201909
ADGRF2	-	-	-	-	NA	classB	15.1930480231256	-39.0712589610917
FZD6	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	4.08950931839202	41.2621062595309
LHCGR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	16.0623919284317	29.8795099599018
ADGRF4	-	-	-	-	NA	classB	3.59499865882572	41.7941500147986
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	24.7289576019694	-35.434142823344
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	22.1340797959955	-2.91114510274201
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	16.7541404570966	26.07132455851
ADGRL4	-	-	-	-	NA	classB	16.1161036990305	-38.9732182863643
FZD3	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	16.7716885894265	25.335814552373
ADGRE3	-	-	-	-	NA	classB	24.3180776473286	-36.6892503366047
FZD1	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-34.1895880526293	5.29137193186498
GPR50	-	-	-	-	NA	classA	16.7062185558271	4.54983788789161
GPR37	Not-coupled	-	-	-	Class A Orphans	classA	-20.4316971886246	-25.6964733335661
GPR153	-	-	-	-	NA	classA	21.4783968985622	-4.71907497177229
GPR107	-	-	-	-	NA	Other	28.0721298700886	-14.1517967052534
PTH1R	Coupled	Coupled	Coupled	-	Parathyroid hormone receptors	classB	21.5834017341853	-38.1900883039085
FZD9	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-30.6955949622597	-3.08403875200132
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-20.0758547716278	-25.418641832276
GPR162	-	-	-	-	NA	classA	21.3328651145076	-37.0599632251561
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	20.5388069045894	-38.3414579278803
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	23.5073731198949	-37.9480296410659
FZD7	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-14.2810394380295	-14.5814528529076
ADRA1D	Not-coupled	Coupled	-	-	Adrenoceptors	classA	23.1724985532068	-38.4476310986077
FZD2	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	17.205918204757	-14.919294149389
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	29.8088058735129	-16.9506780701019
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	28.5243451866958	-14.0064676903193
PTH2R	-	Coupled	-	-	NA	classB	23.156061232615	-3.15095116182
ADGRG3	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	12.3122291260839	-4.76165370672348
GPR75	Not-coupled	-	-	-	Class A Orphans	classA	21.2845250293078	-39.3097224642413
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-32.1698464603805	-3.1922358326925
CHRM5	Not-coupled	Not-coupled	-	-	Acetylcholine receptors (muscarinic)	classA	-18.691102530511	-23.3919837917187
GPR161	-	-	-	-	NA	classA	23.4744474188405	-2.85401235957205
ADGRG5	-	-	-	-	NA	classB	15.2755273629333	2.79843473031571
NPFFR2	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-12.4890157913003	-15.2486754403317
ADRA1B	Not-coupled	Coupled	-	-	Adrenoceptors	classA	10.8246128153151	-0.77136553981589
GPR176	-	-	-	-	NA	classA	-33.0506885442356	2.78154660225981
GPR101	Coupled	-	-	-	Class A Orphans	classA	-1.38594354105742	4.9758311898354
GPR135	-	-	-	-	NA	classA	-2.05016695963468	24.2349218585383
PTGER4	Coupled	Coupled	Coupled	-	Prostanoid receptors	classA	-31.5283151864334	-3.93539405459086
HRH1	Not-coupled	Coupled	Coupled	-	Histamine receptors	classA	-27.2557804369605	3.01788968279388
C3AR1	Not-coupled	-	-	-	Complement peptide receptors	classA	-14.0350083175048	-19.8519290825933
HTR2B	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	3.07317377220759	1.82839900431101
GPR37L1	Not-coupled	-	-	-	Class A Orphans	classA	-33.0481533643346	-2.33899769711756
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-12.3226114423752	-17.1313513299663
HTR7	Coupled	Coupled	-	-	5-Hydroxytryptamine receptors	classA	-0.200327930110695	-11.2365297860987
OPN4	Not-coupled	-	-	-	Class A Orphans	classA	32.4927361142957	-16.1814534673655
GCGR	Coupled	-	Coupled	-	Glucagon receptor family	classB	-10.0159751301933	-20.5747323280768
DRD5	Coupled	Coupled	Coupled	-	Dopamine receptors	classA	-14.6497766298778	-11.8157171529175
ADRB1	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	33.868374183903	-12.2997154460544
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	7.53464556946814	-23.0869459747251
CNR1	Coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-13.1332975315339	-21.5461493874259
