Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Coupled	-	-	-	Adhesion Class GPCRs	classB	-40.8234922869533	7.93293857679317
LGR6	-	-	-	-	NA	classA	-22.0266675450798	-23.6655800218979
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	33.0123189103344	1.95875309622079
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-40.3081012435055	7.58164845761797
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	32.4399689639033	1.46919364797736
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	37.0559782978928	-4.68411309418201
GPRC6A	Coupled	-	-	-	Calcium-sensing receptors	classC	34.6895390679884	0.443464905835187
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	34.3469610489273	1.04763885725774
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-24.2433727603586	-18.8908767424148
ADGRF1	-	-	-	-	NA	classB	34.3479033693015	-0.189688725471741
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-40.2394135694467	8.20537036484862
LGR5	-	-	-	-	NA	classA	-32.3044219336744	-19.659627919109
ADGRE1	-	-	-	-	NA	classB	35.653843613915	-0.121775489618848
GRM3	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	35.3098430265996	1.68973330531396
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-22.4008554615447	-24.0146291393546
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	35.9938304407271	0.815865339088534
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	37.4800152869667	-6.46936529253739
TAS1R3	-	-	-	-	NA	classC	37.4556293005889	-6.30379516982732
TAS1R1	-	-	-	-	NA	classC	37.2300307904941	-5.40691126808971
TAS1R2	-	-	-	-	NA	classC	-31.6082967783629	-19.230340400717
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-31.6792777212623	-18.927914227366
ADGRE2	Coupled	-	-	-	Adhesion Class GPCRs	classB	-9.10348272722332	29.2420037286495
GPR156	-	-	-	-	NA	classC	-24.3247340560099	-19.6617630355319
ADGRG7	-	-	-	-	NA	classB	-12.2294582959789	34.5697808711632
SMO	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-38.0764429099649	10.2242479244266
TSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	-39.4604843146478	12.2889782536805
RXFP1	Not-coupled	-	-	-	Relaxin family peptide receptors	classA	-39.5245173452863	12.4503101350757
RXFP2	Not-coupled	-	-	-	Relaxin family peptide receptors	classA	-8.82249266394868	27.9968320654081
GPR149	-	-	-	-	NA	classA	-22.4446436657354	-19.3028804782534
ADGRF2	-	-	-	-	NA	classB	-13.3920545129382	35.2815662421163
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-37.899073499175	10.9651875232697
LHCGR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	-23.5927396233898	-19.3467696406035
ADGRF4	-	-	-	-	NA	classB	-38.2819747698803	11.1263811462971
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	-12.1221301472648	39.1883101848156
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-21.3849019207965	-21.593141354013
ADGRG1	Coupled	-	-	-	Adhesion Class GPCRs	classB	-25.6045954333559	-20.0804929978882
ADGRL4	-	-	-	-	NA	classB	-12.9766754725569	35.7055885697064
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-30.4893933002535	-20.1971706402766
ADGRE3	-	-	-	-	NA	classB	-13.4250410477258	39.5401657374775
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-12.1332096458497	9.37289195634418
GPR50	-	-	-	-	NA	classA	8.00513236259287	-11.6412659569227
GPR37	Not-coupled	-	-	-	Class A Orphans	classA	-7.74647513568874	27.1456129994087
GPR153	-	-	-	-	NA	classA	-28.3453848570973	5.56177006356754
GPR107	-	-	-	-	NA	Other	27.517032118817	16.9075307558604
PTH1R	Coupled	Coupled	Coupled	-	Parathyroid hormone receptors	classB	-14.6641081598149	37.7082325291302
FZD9	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-33.4410187891022	-6.47574326245072
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-7.9032431976825	27.3101342828483
GPR162	-	-	-	-	NA	classA	-13.7002183023772	37.9802570004678
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-14.6625292888689	36.9720854464412
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-14.681345682621	39.025525477239
FZD7	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-15.3434768335961	-8.83947946123257
ADRA1D	Coupled	Coupled	-	-	Adrenoceptors	classA	-15.1070137844406	38.880178673945
FZD2	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-7.16578729881056	29.0216720581177
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	28.1387555309579	21.1171241548507
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	27.9332113192679	16.5232999140609
PTH2R	-	Coupled	-	-	NA	classB	-20.2988154605727	-21.8285838238013
ADGRG3	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.124271241979548	12.8416105290275
GPR75	Coupled	-	-	-	Class A Orphans	classA	-15.8487869612601	37.5857925746352
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-32.778538811926	-5.8403279307544
CHRM5	Coupled	Coupled	-	-	Acetylcholine receptors (muscarinic)	classA	-2.93172937756214	2.9167424599929
GPR161	-	-	-	-	NA	classA	-20.1890544920484	-21.879937532256
ADGRG5	-	-	-	-	NA	classB	8.97122408798493	-13.6003725238403
NPFFR2	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-16.1693407168408	-7.22245044543585
ADRA1B	Coupled	Coupled	-	-	Adrenoceptors	classA	0.834477674825716	12.0898719936118
GPR176	-	-	-	-	NA	classA	-10.8971574387987	9.01163507990795
GPR101	Not-coupled	-	-	-	Class A Orphans	classA	10.8204458737015	7.2799991381006
GPR135	-	-	-	-	NA	classA	-1.97760307968875	-36.6794647127643
PTGER4	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	-32.1049417091347	-6.45851586767704
HRH1	Coupled	Coupled	Coupled	-	Histamine receptors	classA	14.8130516603634	-21.2104003483595
C3AR1	Not-coupled	-	-	-	Complement peptide receptors	classA	-17.6713645236833	-3.09268518149644
HTR2B	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	3.51770001978971	-1.52782062596213
GPR37L1	Not-coupled	-	-	-	Class A Orphans	classA	-32.3848702076523	-4.8404084955175
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-17.7826209712499	-4.70677311652214
HTR7	Not-coupled	Coupled	-	-	5-Hydroxytryptamine receptors	classA	8.03065535565707	-28.8175533921434
OPN4	Coupled	-	-	-	Class A Orphans	classA	29.2957727972223	19.9777556780508
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-15.432162893539	-1.36836837033256
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	-12.3982558607253	-7.60104381822549
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	30.7837539049059	14.7582737497878
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	1.47547368948471	19.9056722481016
CNR1	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-17.9794951598494	-3.54850865877971
HTR2A	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-10.7790336640416	8.97605571344629
GPR152	-	-	-	-	NA	classA	10.2484028650341	-3.70600929002649
RXFP3	Not-coupled	-	-	-	Relaxin family peptide receptors	classA	30.1564725177066	16.7801309312159
ADCYAP1R1	Coupled	Coupled	-	-	VIP and PACAP receptors	classB	29.4242722383308	20.6845251260078
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	-16.1969807174569	-6.46269205633292
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	-33.8658119905618	-5.10053724748941
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	8.88601499601008	8.65867732925094
TACR3	Coupled	Coupled	-	-	Tachykinin receptors	classA	-18.0852805083982	-9.44707814673939
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	30.6179426981722	20.3236677710742
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	7.87282707457227	-13.8792527613217
GPR142	-	-	-	-	NA	classA	-16.2200606986218	-9.96064720936299
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	30.4433769634122	14.9718745656602
CALCRL	-	-	-	-	NA	classB	-33.0477881102375	-4.32607792609693
CHRM1	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-16.7642595990032	-3.49920640228025
HTR2C	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-30.062161957602	-21.0899957989015
ADGRE4P	-	-	-	-	NA	classB	29.4821315953786	18.1021203557976
VIPR1	Coupled	-	Not-coupled	-	VIP and PACAP receptors	classB	-8.87930417528314	15.6165405530269
GPR39	Coupled	-	Coupled	-	Class A Orphans	classA	-4.2111204337218	0.527885549701562
GPR61	Not-coupled	-	-	-	Class A Orphans	classA	-18.4724288673152	-9.31906855613628
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-2.59338237779474	6.51989096936829
CCKBR	Coupled	Coupled	-	-	Cholecystokinin receptors	classA	-14.9980230729759	-1.93808011197377
DRD1	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	-0.293231274646415	8.9337485732007
NPY5R	Not-coupled	-	Coupled	-	Neuropeptide Y receptors	classA	-30.5188380058191	-4.12875950759677
HRH3	Not-coupled	Not-coupled	-	-	Histamine receptors	classA	-4.24443552463767	8.27133353256536
HCRTR2	Coupled	Coupled	Coupled	-	Orexin receptors	classA	32.1381786848791	15.7634919494361
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-20.5918563375448	-1.90475825656148
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	3.74845849774729	0.0203487097431182
EDNRB	Coupled	Coupled	-	-	Endothelin receptors	classA	19.0237281426777	31.8751028449498
GPRC5C	-	-	-	-	NA	classC	30.4650336465196	19.3171183162219
SCTR	Not-coupled	-	-	-	Glucagon receptor family	classB	-14.6816652444739	-4.81824556215663
HTR6	Coupled	Coupled	-	-	5-Hydroxytryptamine receptors	classA	30.3892928869813	18.1636910560588
VIPR2	Not-coupled	-	-	-	VIP and PACAP receptors	classB	3.21473363477799	-4.92606616838228
GPR150	-	-	-	-	NA	classA	-0.564159998022804	10.3308398795008
GPR22	Not-coupled	-	-	-	Class A Orphans	classA	4.35767990604154	8.18665162915365
QRFPR	Coupled	-	-	-	QRFP receptor	classA	6.07828737655529	7.51781006874297
NPFFR1	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-2.66594425541124	7.01322666226036
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	3.78581005212157	0.558988811775333
EDNRA	Coupled	Coupled	Coupled	-	Endothelin receptors	classA	-9.50039395746052	17.3586062409746
NMUR1	Coupled	Coupled	-	-	Neuromedin U receptors	classA	-4.46063115673007	8.34153714965957
HCRTR1	Coupled	Coupled	-	-	Orexin receptors	classA	0.925609807927704	-22.5688343969785
F2R	-	Coupled	Coupled	-	NA	classA	16.3675647044434	13.0461702766596
AVPR1B	Coupled	Coupled	-	-	Vasopressin and oxytocin receptors	classA	24.6728926389406	-19.7841842138783
OXER1	Not-coupled	-	-	-	Leukotriene receptors	classA	5.81728107669998	6.48074856056339
GPR83	-	-	-	-	NA	classA	31.3902734207801	18.1049037399669
GHRHR	Not-coupled	-	-	-	Glucagon receptor family	classB	8.80377978319371	-13.0591970798186
MCHR1	Coupled	Coupled	-	-	Melanin-concentrating hormone receptors	classA	-18.6414639541882	-7.94142092257572
HTR1A	Not-coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	2.16956526601403	12.1339410006459
GPR151	-	-	-	-	NA	classA	-11.6268653389262	-8.48017197783928
DRD4	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	0.144668904446553	6.17993387595172
GPR63	-	-	-	-	NA	classA	-9.9004292603799	17.8902159398447
NTSR1	Coupled	-	-	-	Neurotensin receptors	classA	13.9404067376653	-0.162291110354144
SSTR3	Coupled	Not-coupled	-	-	Somatostatin receptors	classA	17.1667692289084	12.8613468784233
