Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	0.0529546787264923	0.019026016892607807	-0.12453456539619004	-0.14873913351333468	-0.07839424818829267	0.11275660386855638	0.046108039441463966	-0.16006282866495228	0.24372367673786885	0.2560128387733007	-0.013694592777027526	0.396164236043533	0.09736203637272495	0.014426810223830955	-0.047016148345271576	0.027104328895171757	0.2987933967527126	-0.10859458303703651	0.2162768313989835	0.15858731679085059	0.08032522973077219	-0.2157744813878765	0.03538615839509097	0.01669281383987287	-0.20015822284359874	0.03154209682202562	-0.2900574220688172	0.1894365952919755	0.07509702013991836	0.08421655499430719	-0.1326580507687642	-0.2844833814028032	0.045587877311205206	-0.10371678578471254	-0.1685721237178879
ADORA2A	Coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.06928554340206768	0.04166100784387042	0.06610776671376718	-0.10839554380923822	0.2062894318162834	0.25906360417063323	0.07995934801967285	-0.3993150805135604	0.3503260665167765	0.18892816825838576	0.07510554512361897	0.20177692979024542	0.18658911293616445	-0.20017388719135057	-0.01900931444033181	0.033934927558010156	-0.14020260729928014	0.024508459824300822	-0.16842775507258217	0.28752027520247353	-0.10899183698231178	-0.07270702717565619	0.1251163192032703	0.14418673433151127	-0.20067840570960163	0.12281625796657718	0.20195218000550633	-0.0023476241625835005	-0.09158024932496206	-0.10643790943265946	-0.18858989194701978	-0.2979466497569658	0.0015827505958925909	0.02372833357388633	-0.002414650929929621
ADORA2B	Coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.07957017828630003	0.12522155325542877	-0.03437905031384948	-0.07565560715504828	0.22926486978660418	0.16621725728694214	0.08483080604167362	-0.05482649097727419	-0.15099587767369752	0.08964849794427497	-0.026997927809242678	-0.04802149658043315	0.03784943937464371	0.016491608036813724	-0.43609142386788735	-0.19028821618235187	0.23383315809705613	-0.17747859780105738	0.03244661457126379	0.18118945854643873	-0.16468335165648346	0.15194581850063066	-0.03668975577059723	-0.12015869030799599	0.25049960791130366	0.20853488422713404	0.037151686482051756	-0.12520371760158686	-0.0524480355050511	0.08195215287531818	0.0071528632934872655	-0.2280714292060872	0.43942032724860647	0.026764998887251246	-0.41300717433334666
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	0.04843984478392425	-0.08368594475961674	-0.030733639162018017	-0.17983804924943678	-0.1417344739394509	0.24833645593937329	0.07981671313194873	-0.12761543892021546	0.31455999972072435	0.24261680634154295	0.26980029339430933	0.20847336170724004	0.08978978872901429	0.24186444518880404	-0.04773821969681244	-0.33236705461501775	0.059379289799848474	0.10097585784337887	-0.3140781601568772	-0.013158775416138082	0.29740314358928155	0.11958405478307794	0.04868470990157048	-0.3648099780819673	-0.3381004852511134	-0.03378083533941451	-0.20974913517299548	0.13207039597057138	-0.006984376588395585	0.4993000167720069	0.12519787865937929	0.01547905067284158	-0.2547396518509693	0.0709769078951986	-0.018354448525993956
ADRA1A	Coupled	Not-coupled	Not-coupled	-	Adrenoceptors	classA	-0.14124438084465277	0.26586940954068267	0.48707269255729113	0.08959665866361799	-0.2623734377392768	0.3319467222780026	0.1981651552396183	0.002104217869697817	-0.06913594438745196	0.3340611783179126	-0.32073271298525513	-0.20790731121846243	0.032493737443722276	0.4185077303671351	0.4993246249678379	0.28430975208452214	0.27470704566736354	0.010466110632421149	-0.004147142794966274	0.10915598430156748	0.11992967496488116	-0.2322518827883468	-0.169358044742116	-0.19862250687459113	0.17034280854277847	-0.10698747113026982	0.142563862305469	0.07016424657356643	0.27031742839456685	0.06587861972344534	0.21690184887596153	-0.17874235092410415	-0.016132944484144433	-0.03939538816690985	-0.23781070039603386
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.04537318932543095	0.24741045892463875	0.3738380248452718	0.0360114914777842	-0.23682669868645256	0.32873860333913574	0.4380910959718901	-0.06121078023804738	-0.18443930189179197	0.21924143619349848	-0.09502165073353706	-0.10385573154135795	0.2764457392033891	0.4710468532626342	0.1608664582118784	0.41553233553718477	-0.07145216251293238	-0.07585103825837047	-0.04037777013692989	-0.1240883170263758	-0.02340030285980525	-0.022839648029887537	0.06310767829925307	-0.12043987508227635	0.10720698942991724	-0.10930059550668916	0.14962851590381598	0.24459075945562972	0.2071255102041665	0.017524102566475356	0.16988149898921256	0.03491864221037161	-0.101731037002635	0.059199458991014246	-0.22842752426035823
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.07749149464656893	0.3672979602853295	0.38640544993272496	-0.14986199208080925	0.14373363252258092	-0.11313405172964404	-0.26792115127173427	-0.18055645226828382	0.1675539940681691	0.13516396256452515	-0.2573976901175473	0.1404963645852458	-0.2881809527017047	0.625096543626676	-0.006285397998366536	0.3755090000614881	0.2866620808876062	-0.07733967225036352	-0.017234449863898934	-0.10660114481769106	0.16841427700947603	0.16308802291380686	-0.15858020324042074	-0.08388945273844613	0.10876880480455745	-0.05932598932686414	0.40003212886556283	-0.10214641239143286	0.1887442911560971	-0.1304973027042172	0.05404821899154811	-0.020283084073913566	0.10338178554099874	-0.07408520654500962	-0.061465903632321295
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.132461274496136	0.22683972626079496	-0.3150865865796325	-0.07559850409334426	0.38781360340714116	-0.2137883384026864	-0.24541132866485643	0.36691661988767316	-0.1166967084516028	-0.27133397221270605	-0.25276580179553293	0.6842271759031818	-0.014180832838412549	0.14981800874637866	0.12486936086273948	0.5817644692249918	0.018500720506257392	0.3325178701223812	-0.16731965449300773	0.3572256374099579	0.09711451171018792	0.24633722086558815	-0.02830224329064857	0.1585974372624509	-0.07131946264182341	0.14180049034557982	0.17279348951381568	0.22510583365871709	0.10700854973831725	0.25593815658761176	0.16379382643253848	0.17207305478884433	0.33283061624393834	-0.04814333972090155	0.16367923540139814
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.11866712999325056	0.440047210670613	0.1393896652157382	-0.12989243540425158	0.14520822075606324	0.08773644282443854	-0.21601818515856588	0.18634578243534378	0.06556522089534737	-0.19650318560321134	0.20219764339464275	0.025063736696451448	0.07462437577823106	0.048631778962255075	0.13066041615783802	0.19853132860326297	0.2748305109326128	0.2551700485928105	0.146235416116067	0.33152690985740596	0.13808759558756772	-0.10808949940944801	-0.03127748041110993	0.19162669820818043	-0.24915000669636644	-0.09002883594381701	-0.17679495215008567	0.06434338424517448	-0.16260445522829398	-0.06918457168673928	-0.03647105991575068	-0.1811644388756743	-0.05280139532179034	-0.07568862307993243	0.16248928570655238
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.21745975278292043	-0.026899643871363357	-0.20695275363981974	0.03853370903056523	0.05702037593828589	0.060133524929913966	0.09280058077709943	0.12913348260327828	0.22357433849572106	0.06931217547318483	-0.08680970192717388	-0.09488184092002436	0.0840071568159184	-0.10940035418874826	-0.14352087482279322	0.0047629782916501625	0.01812853300717531	-0.10615928112265915	0.06019834046842507	-0.1283811855779783	0.24866494669885975	0.0811208948984852	-0.20673804187104508	0.09597836708318609	0.07230745555978378	0.36789892788230166	-0.010748419729100551	0.09940994385584052	-0.15964257149333116	0.15668660660047104	0.012156064638450906	-0.06633406867543126	0.03966394041314733	0.1626388502582643	-0.04303665034961698
AGTR1	Coupled	Coupled	Coupled	-	Angiotensin receptors	classA	-0.2588333504024579	0.27649869436850694	-0.19045568849031846	0.05499304402121983	-0.11834732347233537	-0.3108633479485351	-0.04822849286110544	-0.04446349680905764	0.09997845211093577	0.2006116023871079	0.4310871077665103	0.21777994297114134	-0.21596865107100424	0.1540586803370778	-0.10461377983594321	-0.11403177613631636	0.08511472212833979	-0.30467395134761766	0.1172119449830689	-0.10867235426229784	0.23421157195279996	-0.020219317852024004	-0.006385930097018583	0.2321891120648526	0.3443177440479572	-0.163368168819923	-0.08990827259455088	0.01237741799456463	-0.07897536331351075	-0.1490492753030035	-0.05375834729024284	-0.17575159442952457	0.11774871160712987	0.5359970753151407	0.295365723963428
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	-0.31710662540952267	0.3532322873572939	0.029787013192234982	0.2378781220883122	-0.29027150156762344	-0.05989567444369305	-0.14603609428938782	-0.34732678349867074	-0.18123012331077418	-0.0784492696103508	0.3091096305253056	-0.02177497201465359	-0.21074960921440644	0.023902140850780764	0.2951421780042839	-0.12062938593739615	-0.29881366742858284	-0.03388321697680447	-0.31069072852404767	0.2848304389661656	-0.011525586668995315	-0.07100909666255409	0.06348810421161089	0.05753367258912175	-0.1842100703093677	0.057225284281136914	-0.274339357541066	-0.23629419208399843	0.20112921402132283	-0.059585956523751	-0.1054951319450393	0.208972219665522	-0.212574888102671	-0.18492037725707822	0.09952924961943836
AVPR1A	Coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.2287981412116223	0.18415917294903153	0.05969180931238692	0.21189004634475705	0.2977560906646273	-0.2411536926129623	0.3217894773060012	0.08104570116782324	-0.4004423553205976	-0.3004152988576129	0.13045739306440193	0.03138245402240142	-0.22394442902431166	0.1328511590236201	-0.09842316024140317	-0.01563989957458053	-0.1491059388592949	-0.3045080257715435	-0.06260839677802092	0.16413006052379722	0.10704892974801739	0.00791832886447701	-0.11674701825649372	-0.015478159959998784	-0.1454690666828151	-0.28714542640509905	-0.1104963323862974	-0.17096157212865437	0.4725829386824182	0.07254163295347114	-0.31602200303	0.26683502137399057	-0.1730142807948481	-0.10365278960732928	0.043044319011224325
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	0.06872043406331747	-0.3033420030611407	0.36198431584717733	0.010632835207650697	-0.052945399179918626	0.17261983765731867	-0.2466999786431888	0.1406835271098915	-0.1285602287917171	-0.06765995995348455	0.16509360816688406	-0.030566460745434065	-0.021794071244472198	0.011295879789556408	-0.3583362760057434	0.32862961035457194	-0.20273206972264102	0.34821229811213955	0.18661601964339017	-0.27644565798961673	0.5261286477841146	0.05524149097629092	-0.2991507962144428	0.0069067189711061305	0.28803776529395475	0.2017582247357756	0.044580433910320946	-0.048912789295890685	0.010167719912246085	0.013700106973217252	0.15266880052159945	0.056663857131797675	-0.3067811964890624	-0.034774270773531096	0.010791813877255623
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	0.1083069760963744	0.11372458831208603	0.19758312230053016	-0.08137824216485229	-0.0024548205959099337	0.2273324281159244	-0.2724626338845632	0.252354023552331	0.03297785029302609	-0.03813845329768756	0.24162499951137903	-0.2323201296588382	-0.052995066278381464	-0.14197611363054932	-0.05362284319020558	0.02173867077159815	0.11780086421954943	0.21204370280913917	0.5003655671265559	-0.08303489506971422	0.08413382052908708	-0.025396183220227186	0.020339114883153025	0.00787627915783106	-0.14016926283467665	0.2627686404914286	-0.06479984327750421	-0.11580742813699209	-0.03625489367858081	0.23291458523756964	-0.16217603791666996	-0.13744821302033808	-0.1522250193518764	-0.23035492812448785	0.30419363398247123
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-0.26480255626932403	-0.09069673105129157	-0.3159668489549188	0.016887801492416664	0.2210771213240339	-0.04572116601417126	0.4524952929282083	0.16896154455916113	-0.25301446211455875	0.005188927819186798	-0.31334759898586256	-0.34350963218796815	-0.07615761406013864	-0.1374214231986995	-0.034220914032287775	-0.10606590006734293	0.07303874058580981	0.36660003783390244	0.10617615765725005	-0.3974777949268591	0.1398330334252086	-0.16074242225310698	-0.29541890657573233	0.13148892974112578	0.023813672009628938	-0.16296077640147444	-0.0648409543837309	-0.07079726352981881	-0.016756890997930936	0.08715039231121449	-0.1866492169434888	0.17161287606258685	0.17142770155672543	-0.05330263701710389	0.19085341122068622
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	0.4196321159814019	-0.008423525562244695	-0.17924831026882893	0.32260029080961916	0.25175692828379226	-0.5069033630081659	-0.19387809046432686	-0.02507905049481282	-0.06655039026316964	0.341487759378391	0.17086733943230345	-0.13265876110849725	-0.08845126467639156	0.024402317955951856	0.013556460316711193	0.21924055336395892	-0.21311250335114773	0.02135655481010734	-0.04265493216702339	0.11985358416203815	0.00890014048337153	-0.014298371697737034	0.07309345472859091	0.06624549816948849	0.07495231227736956	-0.10702482855205485	0.019868797812126984	0.04497314601240569	-0.4000556938873118	-0.16440617292804763	0.5596109728309592	0.09695047542151186	0.08148455354494173	-0.041784091154515646	-0.11654177345487671
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	-0.26576287677293137	-0.038083310256800416	-0.0922432001049124	0.04978559569918433	-0.28371554549979583	-0.1296510805530962	-0.2733081071478158	-0.3729963912860732	-0.05550922055162082	-0.38588439654557694	0.12212596902994537	0.12188523646353404	0.032419709893461796	-0.014534333013776853	0.26032711042344686	-0.052511503361853694	-0.2893377537924322	-0.26733377716214957	-0.37945769653642003	0.07262576265907611	-0.1902380483960549	-0.11206309688834404	-0.20948038459240476	0.03484912584579668	0.06988653516754739	-0.14042391027207984	-0.021105947861852332	0.05455306483424957	-0.002896654111168948	0.3323764935799059	0.036932790777196016	-0.11590681796558994	0.1638734397793128	0.27536076038765717	0.12083821244951021
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	-0.33770257301045575	0.3515797107502013	-0.1274414497815253	0.17907527848449567	0.09036805882697244	0.2282681649093213	0.22795917943904886	-0.14483363519569037	0.17454122948787937	-0.03038950617417569	0.4625283692993859	-0.17671371480768486	0.10229243164223553	-0.27608213339316734	0.033313589027754865	0.2791536276160301	-0.2156776803507851	-0.0009004630578002817	0.08603986528419956	-0.09035481455059911	0.08310167534941115	-0.0632352935790146	-0.15233183929893096	0.02027954706739039	0.03596830510777577	0.20528863513868226	-0.1545547484676843	0.18264423855386697	-0.15130291355236553	0.0129918144227894	0.0656191772499509	-0.12871794252645327	-0.13412460528248554	-0.0903345756110526	0.09939141721981992
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.17257432578584897	0.42616230691196794	0.15865331828763593	-0.018342722194243634	0.0002701433327535466	0.020685154742507598	-0.12021349934827856	-0.37940187042154777	0.07054301075766926	0.007479930241809882	-0.23236861008263193	-0.1800898286940997	-0.03517172150901417	-0.1893655175159142	-0.05590239383707578	0.11658660993752784	0.028160008451595105	-0.017406500829414334	-0.12558890798012962	-0.12330721064401001	-0.16237007111593546	-0.08400177923194696	0.1187358260604325	0.09240778004172184	0.07449165911165297	0.2565907840476827	0.0892204106894559	0.027322672280232982	-0.18160716700107712	0.3009068358165537	-0.03722369516489485	-0.209225293678183	-0.10473940275042021	-0.06311521291850629	0.10915714921209549
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.05497313862382077	-0.30736492160965373	0.02598427601121071	0.005470747337812576	-0.08968543989410997	0.0797968113103694	-0.17073211793090712	0.26410946866696	0.2185695134698287	-8.364614759366008e-07	0.1614874193849781	-0.15811775187114677	0.10988772917573816	0.5535895296477688	0.1890429175490524	0.14658907411292205	-0.12000341490757609	-0.14927467085867488	0.18405805353456714	0.029122073391028482	-0.186700586870137	0.010616667296163432	0.20793676912962578	0.06102612680816544	0.3997872072277533	0.4807694337270745	-0.3191141110516307	-0.11085855825456342	0.20904835689172785	-0.025077814402672816	0.21011941516184654	-0.05243439890116663	0.0678696563357489	0.20487278529641803	0.2509718604006218
CHRM1	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.1367694595842277	-0.11565527691100304	0.2574046857995613	-0.3194398830468805	0.18860302037673843	-0.3468680770212118	0.28237612071060175	0.17324565706448647	0.03426910045842355	0.15236542684317672	-0.12104870544870118	-0.2429289076470776	0.36692273369948797	0.14571919339799552	0.43876977514607685	-0.04830709841088145	0.16788190058929398	-0.08360073810528694	-0.3327813911026346	0.23871816638067947	-0.056572770543670985	-0.0902531198427632	-0.07798656406834781	-0.04322211722706624	0.1941626361835776	0.3612666154813365	-0.2231551457915295	-0.2917496709211658	-0.12533263145995172	-0.43108969916801604	-0.1514482183732865	-0.12565865369975832	-0.02519298725817629	0.0157508278435668	0.13280515370434634
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.15303059419833567	0.05482212597989221	0.12325711992925555	-0.44723779515483114	-0.0856853912138268	-0.33214463842829833	-0.1683692236026429	-0.044540719905294554	0.06575501924430029	-0.2307848409316036	-0.09247715854078145	-0.057111176825548636	-0.09572034945151055	0.3019948641726497	0.2909003170034428	0.05741750783153809	0.13057731682043464	0.007934737277887472	0.27646878999047086	-0.19061975157309682	-0.0818831805178262	-0.03132460398127324	-0.010943175054765901	0.1704086248651995	0.16443626045927104	0.1874036510686631	-0.17761786412885	-0.22761476228448682	-0.14453666787886627	0.0711991976221447	-0.2240728442592235	0.16517725079774198	-0.027875222995491736	-0.032138148834172486	0.10733130148621793
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.05981368235859336	-0.5028945348198226	-0.11519657456893567	-0.27905011898748483	0.2190470500694908	-0.20660628242456083	0.15096514378210815	0.02287496791176864	0.28837077604153644	-0.0971395924846221	-0.14878841154181427	-0.09022402272295023	0.38577698914266156	-0.03283528107863797	0.5584412354731901	0.08049954994828379	-0.2196792846716036	0.1279128060552112	-0.09165882325317015	0.02938185943689457	-0.13466964902805945	0.15461403805604318	-0.13684283779311485	-0.20937853233356896	0.045678126532944445	0.33174368425529277	-0.18558294547447005	-0.30129543821867405	-0.04407143537294512	-0.077238675108712	0.058157108109867066	0.08710991857294124	0.0009376388996655557	-0.011122353168746244	0.05142415299505897
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.33099830921838136	0.16622366157337548	-0.11407289150401048	-0.36306386224598824	-0.10803236562181444	0.10337129345307439	-0.1604112312810025	-0.06814804221705374	-0.29513276156808343	0.021380907875408355	-0.3699186247385796	0.22222929534913874	0.16450238865144645	-0.42423352765377453	0.1572100437608373	-0.07296810492565645	0.021797163480294902	0.07528941523519596	0.006454463428963867	0.055663211838714206	0.04196988675834108	-0.23124047368134942	0.06283241675984207	-0.04595770860045363	0.062123435202412036	-0.13180097005386565	-0.09147677689026838	0.19615915948910714	-0.27018448462741673	-0.14961789238637438	0.2609300079122671	0.2214152685867279	-0.11861131835961897	-0.4372534887613206	0.16732306959354665
CNR1	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.12300887888985503	0.07161941815264855	-0.2642405041671519	-0.06965660261491068	-0.025907316183552773	0.2726988898047736	-0.3592823960747907	0.21506445853983494	-0.3683672373557128	-0.10253538391293125	-0.3166437641076483	-0.056917512518919404	0.06917136129102922	-0.04246254041435982	-0.05385116816496301	-0.2069101574354043	0.025227785972496447	0.04736902769751671	-0.11151659660166569	0.040468005317885	-0.3220765036145147	-0.19745091727874306	0.350771353337687	-0.07120970687031118	0.1930664116940842	-0.19982272028167486	-0.2020747600617017	0.17823388266192705	0.20367613636275383	0.09104983719733273	0.2522358622774275	-0.028333724272061846	0.03803148980079308	0.017248317127630544	0.273416943710466
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.41590760984361536	0.23299826300835802	0.09126792669144256	0.43534994248481823	0.3804519219650973	-0.17034603675720225	-0.2829367593012911	0.18099220815365594	0.34815218142734444	-0.09890512524708896	-0.1705288105976619	-0.08695449114895992	-0.11225679990081319	0.03281828416808872	0.1448228893019219	-0.023612887185313423	-0.18834956644969136	-0.19016754503533997	-0.09328107868109825	-0.125564215556578	0.163038267113889	-0.03489479349566875	-0.12643955901319295	-0.11553126361473186	-0.09466745630604091	-0.14386656617815557	-0.055658470252913844	-0.41238792454865614	-0.12224637386793775	0.33858758915096276	-0.1507541291005304	-0.16944870066832995	-0.16239495765614476	-0.1556387112152214	-0.1821146007219486
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	0.4460591654076844	-0.046475758971206156	-0.0764694329104893	0.482725733213935	0.4304033092755975	-0.14687063119688454	-0.09799325590173665	0.1708025306271236	0.3397062075373474	-0.10436640147252008	-0.10241514690383638	-0.06804939027147497	-0.05843846866515767	0.022195933148358993	-0.018888625968832805	0.1037628524130173	-0.1781305330787011	-0.4226649594415788	-0.1282088128699069	-0.07094562328117078	0.05853209080733059	-0.16175638290711084	0.0011250328653766581	-0.06100680937556438	0.09747520395512878	-0.17533545719183846	-0.010625652950720611	-0.20486300488659528	-0.3230183415372555	0.15755546677240437	-0.02893148674391152	-0.05910879025110494	-0.238535197037737	-0.14720085764819618	-0.11248836317399709
CRHR2	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-0.15890909836160677	0.05228462215171301	-0.2552209470321547	0.17165726511936788	-0.11028492818213646	0.36451785104627454	0.14985713920172508	-0.14603360497402484	0.06735236293925356	-0.09566276662498004	-0.18523320079594877	-0.09960814920309657	0.06224284957570371	-0.08732760105275186	-0.08362624689685193	0.11209518869040742	0.06965469775104538	-0.24498905282405983	0.05048538170310108	-0.2546845776340862	-0.09957642579141511	0.19412820442746156	-0.027375797832641758	0.18022262751729043	0.17644473871376082	0.15727575118782636	0.2536453442473964	0.21814110514777058	-0.13663794246916697	0.20621754838439085	-0.22843368177554274	0.10393510696998856	-0.09776507876308536	0.12698632089554052	0.2225090304904876
