Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	-0.03194421012255338	0.1537501834666109	-0.027738961224370282	-0.10384104694876595	0.16166569576695886	-0.1472657076597838	0.030693564788675107	-0.13360450916559852	-0.3226496326749583	0.053655087184506844	-0.06685282339614965	0.07708326154015949	-0.25687128109317897	-0.0888649612905728	0.21858886936649943	-0.2214438915693892	-0.02899897582998632	-0.13954223431708845	0.13515042530338567	-0.05956964455080634	0.03270810995241004	-0.18313538292213544	0.2892205045963355	-0.1721057984614646	0.043172733305019764	-0.2526439380084628	-0.19937823768065716	-0.005084283137027031	-0.1713289169154333	-0.10760756676281027	0.08219257234809442
ADORA2A	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	0.017571906868077965	-0.11377108347032057	-0.07931081437060743	-0.35738447062253503	0.2754409054031557	0.10753043250814928	-0.007246209035099463	-0.07787764518465312	0.03373667621408021	0.2681847815706911	-0.019220450849114497	-0.13752061702923613	-0.23136955269574666	0.2668294419769607	0.20946201796890307	0.031944751160236345	-0.01447881302263841	-0.06101958841454376	0.23478705687283158	0.24076204983747632	-0.18725998113748465	-0.17214916763725355	0.1398465037069126	-0.15833770754733523	0.0760923140652478	-0.1368570187914763	-0.15570472593170917	-0.1462000443051562	-0.029534709866564198	-0.14648480276873097	0.3230075004799025
ADORA2B	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	0.19207333795054596	-0.24607941554590987	-0.07214634955968954	-0.03193739804939438	0.1692132532502985	0.05158929405100248	0.2501372315121124	-0.15525838850871532	0.2185443283867778	0.18144648239101838	0.06850742901609219	-0.24871264619202815	0.06781896303374392	0.16333209279105815	-0.07183725375777199	-0.10660252223115832	-0.05241262950981798	-0.027285372955548774	0.11302335153669513	-0.09895690658037685	0.21848056857734158	0.22637059296015288	-0.016450768677773116	-0.18435296707684792	0.08677758247005096	-0.031018632255464487	-0.3076461191459728	-0.17180243754321015	-0.040708417891663004	-0.27765615817500383	-0.14720175726675255
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	0.21649483842167686	0.32241575803244216	-0.09297396330289613	-0.3370500263178624	-0.13223521057968401	0.030538163922390785	-0.054888495235308955	-0.02303134143170038	-0.010416602470928156	-0.06070556116537312	-0.04778165231051048	-0.08516552064826877	0.034609812303313135	-0.4859907113385611	-0.20302128558286472	-0.3372802362727337	-0.1066790932565937	-0.05123198946018717	-0.09437842179580541	0.16293879530724034	-0.16502633402791023	-0.27007006292029995	0.222701910774955	-0.15847783770881768	0.18669698719717517	0.051164748737148734	-0.05495668188458804	0.10225731311748955	-0.004692064414645892	0.21234133292999208	0.1430021751857505
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	0.30133520038975214	0.6440836363180297	0.04079341242135382	-0.1413541416261859	0.26711741724607524	0.3612356679019693	-0.3423326823876998	-0.10753480391836474	0.06154944002493793	0.19470380177983684	-0.15765929718516966	0.585481468144205	-0.2345464518047146	0.09537261727156043	-0.031215381540707052	-0.10300698922492997	-0.05933740545741869	0.10441976670652241	-0.12012084459604241	-0.2357936767616596	0.09753821772186198	0.377389893300695	-0.14600998393928663	-0.24469415154780885	-0.08321217285432016	-0.2544250209834525	-0.07418700657012954	-0.17614059628409764	0.22526830244649385	0.034235355521808696	-0.008747470387439515
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.08116436709276866	0.5882944394617966	-0.0028589024467284324	-0.396351917466139	0.013101595313084306	0.3094107155668792	-0.24699437529390694	-0.1502447510322434	0.036264312429204394	0.15024619473876885	0.011292720755878017	0.46189587486557043	-0.1391809379569308	0.11416391403858339	-0.08628803451035597	0.2592587692085743	0.011825957707019571	0.04268184817617348	-0.22282218188396663	-0.23621580573575898	-0.0009524908606913307	0.24514005363450142	0.10372573293053719	-0.30151070831561927	0.07517003959582597	-0.04544157743554231	0.03946174510964796	-0.07526966730306578	0.2032263054940525	0.07963429219312711	-0.023393302541345643
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.3860267438787096	0.6126433358646561	0.049175370275414035	-0.17748061318344646	0.45014555728943223	0.03796497337201443	0.02614734925732872	-0.34941863685948055	0.12991215215275226	0.1922411953680271	0.2430582609149308	0.20613509110342135	-0.06988861452835804	0.15859971606752896	0.19831295060302226	-0.2018431802466425	0.24188824114437407	0.014157485209546102	-0.24718894585020912	-0.1431179406672755	-0.19621368723574253	0.09292739412095401	-0.287949967542552	0.09756858017670078	0.04484363902019695	-0.01161039292472682	0.05287015009924954	0.0021483946042392663	0.1001726377752977	0.16645471833548756	-0.13279122368351975
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.13319060602817245	0.3724193206616985	-0.0011355440596687429	0.4936810809128002	0.26594235166386887	-0.2913211621019775	0.03917105170130313	-0.3411506943552172	0.3701041437185658	-0.12910712592385076	0.035272903921917835	0.2948426734606959	0.547719018966835	0.35902143114516455	0.21062693869225796	-0.19310362410327278	0.3242838695827172	-0.08542440790056158	0.2302600696227784	-0.3706287681800931	-0.22895908075871796	-0.18048218460301332	-0.018361834272110137	0.32607463577524154	-0.05594510452412327	0.009145280179447407	0.010534590200336143	-0.005555890499879141	0.07223524596327784	-0.07445939356255395	-0.09720057469209743
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.4678292494771657	0.24608209841318934	-0.009926667292021383	0.3818266358016138	0.1742117149303888	-0.1949238202705563	0.14306287728913777	-0.060303821851254415	-0.024911048185963843	0.027710524868451256	-0.10586341137206413	-0.14796390608175303	0.12695216236701876	-0.02122019043234762	0.1882080256894934	0.2129147827836567	-0.09564002214560176	-0.05506737408114861	0.24063843059593923	-0.20189269704876042	-0.17632370009551776	-0.11019577682752776	0.2063969177585256	0.13733791718340782	0.003979812295785996	-0.3145395556536126	0.19654417075282804	-0.1277140983289743	0.095447569000636	-0.040511116850005705	-0.018632871070042016
ADRB2	Not-coupled	Coupled	Coupled	-	Adrenoceptors	classA	0.10418010730478382	-0.18851644729936853	-0.15013399265506966	0.1411061361626023	-0.09725746585012975	-0.022193103265842534	-0.06270776497533889	-0.1832331396209975	-0.021237677579686476	-0.04818725710982803	-0.09237098483719715	-0.173262301964355	-0.009742899732526773	-0.10675371555730566	-0.06231301154317676	-0.04695175965006009	0.2446181192391671	0.1032922561492286	-0.0483697721126898	-0.014845410938398656	-0.1085530769108557	0.02641508704092197	0.1086092709476835	-0.09522608557230657	-0.08439190386888348	0.17319549197069767	-0.15976719262613281	-0.3551403557866498	-0.02076260212854418	0.13350870789835897	-0.11975872981788942
