Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	0.09476421374434126	0.08620814412310863	-0.23263370482567539	-0.16973473375122058	-0.2656260941314548	-0.24404577503931316	0.3351683591254227	0.04640612441928826	-0.23911447631619234	-0.249041144119859	0.029743040893104783	-0.023906739486094657	0.25541085427387955	-0.16101704240441164	-0.30769680449948866	0.07878686948913052	0.022433712531604758	-0.0836044201915882	-0.15572017511417752	-0.2268333297272611	0.14140182440498628	-0.026948505081422332	-0.43773697473530965	-0.042087212184770906	0.14940346726188472	-0.19419701984914342	0.03456136748604471	-0.2874085964789066	0.07574133893930203	0.062406545225005966
ADORA2A	Coupled	-	Not-coupled	-	Adenosine receptors	classA	0.17465385416828003	-0.3362766507756339	-0.3759441936107834	0.13903099436790442	-0.060705458013242716	0.050762626577592326	0.5440034807278834	-0.15557603817844065	-0.32527813313080106	-0.20244718195178307	-0.26416594785685116	0.07051633253643821	0.06570639500636029	-0.1649715570632483	-0.07122323855971661	-0.14703841389158862	-0.037692790334951556	-0.049609530877359496	-0.1065889886903095	-0.08275826615107185	0.2150470932369457	-0.13881852315378085	-0.11535357749570156	0.042134311374059555	0.14408691960988892	0.0025525185080413878	-0.032436236393673094	-0.18558016239096523	0.1688795474188395	-0.032036471605411884
ADORA2B	Coupled	-	Not-coupled	-	Adenosine receptors	classA	0.025359093585155753	-0.2880914224961425	-0.04648418185264245	0.1164544274842163	-0.15078125652992674	-0.1404882156536199	0.5282465910239901	0.12412726434614409	0.07932849318947162	-0.04530207462751995	0.09016222334675167	0.28235913364795046	0.14805683397892244	0.2122562799620546	-0.06847052926171289	-0.12808537562849132	0.36104338055316576	0.09184253264704911	-0.1340675255029422	-0.15959302124980887	0.19427281289736867	0.10314614455570291	0.08124852962923083	0.0062958174673598865	0.08376309938326558	0.08449309220656132	-0.055695673646142654	0.23190131214416368	-0.04569257528859494	-0.0979394136645926
ADORA3	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	0.2170977211675637	0.051746254648277194	0.05847127135967131	-0.2564376612266099	-0.22502670626485205	-0.12444835377269943	0.32830883216778994	-0.346278187072356	0.13802860588796984	-0.055022010979917435	-0.014657529601292518	0.1065945486306176	0.1448240337556513	-0.06833993315647148	0.125621738538153	-0.14303537590959606	0.2764500914934541	-0.05662821025318444	0.12967435199251653	0.5345118990824376	-0.3596001097711142	-0.1813503734469665	-0.3961469409251806	-0.04835855771913881	0.0530542372885986	-0.09118757665243155	-0.12046863185460478	0.19691557631629625	0.15780363627481664	-0.026560205544482404
ADRA1A	Coupled	-	Not-coupled	-	Adrenoceptors	classA	0.32803446704941763	0.2154156605847982	-0.23683705590844956	-0.32562419476536836	0.052858253790591433	0.020594725647871532	-0.2168948430830407	0.2972058540095035	-0.13862829271969543	0.3701717417682563	0.24616907827357354	-0.1418291968467465	-0.1721946714090978	0.001197998261787088	-0.014430894658341907	-0.4565980300883635	-0.0059428613583603325	-0.4293544215096671	-0.10212441161659035	-0.1687013196080636	-0.06359282886656453	-0.06580769987213746	-0.005817862224927063	0.07692426569178433	-0.0678279067327602	-0.000896375137987553	0.21753720241834718	-0.014610654243905653	0.1824583763462743	0.233211903414331
ADRA2A	Not-coupled	-	Coupled	-	Adrenoceptors	classA	0.32143089385497947	0.20194776802571124	-0.2950380912034466	-0.31275992233353167	-0.01421149410436673	0.19125054674357128	-0.11968447940698541	0.08647348681799841	-0.01278301024813316	0.496704870996615	0.336533879664512	-0.12380905883533061	-0.013389829232298475	-0.059288561192368056	-0.3018654300394133	-0.32469157562424245	0.08098871699537978	-0.4152468172136085	-0.19953767282819712	0.04228598002642907	-0.22454149960570924	-0.08113298446888155	-0.053876946591297645	0.006462862209894052	-0.08329759306049297	-0.05803509837168467	0.08656071136600521	0.04056637013358095	0.05722432547430319	0.24373047608801574
ADRA2B	Not-coupled	-	Coupled	-	Adrenoceptors	classA	0.43948214927126444	0.08110916613480251	-0.3897583570581689	-0.2083369542964395	0.23977600722211073	0.004316072331578228	-0.07500652068801293	0.07050109578327829	0.08293393038045484	0.2113777889207823	0.43429809988832807	0.06796889814954142	-0.06813766134971133	-0.22489989642741706	-0.012160220375702175	-0.1600189875951744	0.12527179684404727	-0.2470009353503556	-0.13064160085155255	0.01732141352867052	0.22846333308796263	0.19641701903899123	0.24811441412933552	0.14433008605533112	-0.06566298527159002	0.028316381555213405	0.22330982331870633	0.09629339388765223	0.3427328280168449	0.32345397678933324
ADRA2C	Not-coupled	-	Coupled	-	Adrenoceptors	classA	0.36610049610584033	-0.09519131618916216	0.4131316049801417	-0.2155745609971687	0.07371211784985054	0.5010746223801115	-0.1004702627508107	-0.11311213621084508	0.5185610399706452	-0.31064527970063316	0.13994436306698002	0.02942208914817292	-0.041687013334775154	-0.2066860723353293	0.0571863729451356	0.43142127003702335	0.1636354841275534	0.06750452456826997	0.03052895964827515	-0.16704347361868263	0.532828548503128	0.07106661668505299	-0.1125150234044431	0.21239703337195487	-0.0628006830763096	-0.12897951112668132	0.17155902134155218	0.02242895594036083	0.4459952921466409	0.21025015593881502
ADRB1	Not-coupled	-	Coupled	-	Adrenoceptors	classA	0.2621985735258949	-0.09609421900552671	0.3042822981095235	-0.16614292447361168	0.1658099721680791	0.40884318448684887	-0.03799712206081229	0.1831393708416488	-0.13343287782551222	-0.3006871390525562	0.13774481133583313	0.19328909617875145	-0.18139143498825538	0.17104473031197498	0.019770207165499015	0.2126875294159943	-0.15570454071614015	-0.014770963106582454	0.05131284001906628	-0.1729457692031816	0.14798505801946793	-0.2782110616124043	-0.4195440085646748	0.045735357780159774	0.05510510868943013	-0.057078500477365186	-0.1281932545874048	0.389225224284324	0.038335903904457604	0.015992725866392766
ADRB2	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-0.031798715102976195	-0.25703148150995486	-0.20152005874777923	0.11417981638946606	-0.1846060158592626	-0.285299799686749	0.11301614543970748	-0.15943826377714154	0.26149074536364375	0.06296198292591797	0.10641617613570478	0.1261848109854645	0.14364186599244722	-0.2691632688049173	0.12115381914254562	-0.2840115813103142	0.023015035271242792	-0.010353528842260698	0.028371547234080818	0.1579139957961689	0.1631750597185533	0.16737055003905812	0.04092807412730032	-0.19718859348912046	0.08614524664477888	-0.06997452479037507	-0.2012322237067155	-0.17537822582543514	-0.09220754230230493	-0.10082325412730402
