Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	0.20271966299259012	0.024674163320545374	-0.0016072136915146317	-0.15319967349940566	-0.27838611861074497	-0.2668244035547962	-0.3372564235655416	0.08841562174683006	0.14638036922457096	-0.2880731839101469	-0.3763571312583955	-0.24745760242949089	0.28326770362034676	-0.42599546202129435	-0.13962585564199997	-0.05629014925955792	-0.01234396354459677	-0.03166943918633728	0.20558285120868192	0.1252606675219353	0.24789444351638612	-0.09079709253069722	0.033938955249658	-0.17660238222174654
ADORA2A	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-0.08288491888460836	-0.23396204440136367	0.10461662418626265	-0.46949246645954634	-0.25388257371195894	0.011269787707532088	-0.3916387425021364	-0.17486462815055456	0.10103822018439605	-0.08321954456342068	-0.07571686629552288	-0.12988878880192503	-0.040296536225371056	-0.37250280156143933	-0.23859603855626613	-0.10837000692156463	0.1316602547320965	0.007236793539130579	0.3592778069057156	0.15030737295784422	0.31993187895167524	-0.11868492232645746	0.15602372219230065	0.14526132736618874
ADORA2B	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	0.007536000697127249	-0.47465621500148836	0.04316790901698898	-0.10806653861649844	0.08165004951502666	-0.0544844385899398	-0.5875816507433707	0.01171928344880928	-0.06630352303794951	-0.20621431147531938	0.3245295197542132	-0.047537233879904384	0.01393621787804249	-0.09567673480179513	0.14426285513128598	-0.11672868554532151	0.1190084813946245	-0.03758396008143939	0.18860931656341293	0.05446714408978115	0.2990313807998563	0.10253488369334202	0.1722438142014514	0.11245902185132599
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	0.16053877363831698	-0.20811604463676683	0.2823204461270082	-0.13041888095670065	0.2652060164032458	-0.05653513371952899	0.2558665584177487	0.23309922904640798	-0.11729922758530381	0.024285867822032313	-0.24495205719419524	-0.060777303748520806	0.4776598520120789	-0.26299851762128795	-0.16001479046112282	-0.1124120629891794	-0.03295134004501111	0.05470889220243062	-0.1962672266725871	0.29922045143191556	0.019822053846396296	0.1939573494255014	-0.0355298805278632	-0.1498168800737927
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	-0.0815579767498962	0.6494742909675567	0.30069940807413453	-0.17500656568864373	-0.19361902601443257	-0.3403202858626334	-0.17443669301295117	0.07631292338228533	0.3797629013973831	-0.18843563389319523	0.22316586121483814	0.08258342402682141	0.09958645251164376	0.19697489218221617	0.3337448911446673	0.2667993176041695	0.233192290764467	0.10129295068908997	-0.15017476588979495	0.17912233483423193	-0.27437911207611815	-0.13132481299824167	-0.1980443155019254	-0.07992295155369782
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.030659080611656685	0.544093607058515	0.25073039301275307	-0.2514738562816287	-0.31054945455504307	-0.2678586874167863	0.02580151776368022	0.051390096289557534	0.3697313882469665	-0.08622959626473728	0.2733328254451186	-0.04324447092986595	0.09670053066660529	-0.19277136733715555	0.31818454912614846	0.13063102321745163	0.3579544595264537	-0.16016413206929206	-0.06361246280440999	0.15409794262898102	-0.23434855625754486	-0.04679359001733377	-0.1526692053960284	-0.13607219243906193
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.07046157413171286	0.3504203058353197	0.4518128040853791	-0.1101546657227398	0.04654741627467175	-0.1976298717284129	0.033537561653490366	0.2015661841081626	0.4500189801912905	-0.3002078383627395	0.10383810206443966	-0.1959633537483007	-0.4338078979488006	0.05532653543463095	0.3264715026098535	0.08725477590602249	0.33823330268945223	0.18448569224004577	-0.05928399319285813	-0.08388482220956199	-0.06405276604103428	0.1504523504093764	-0.06593160008804408	-0.027645025054646444
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.0856953752650968	-0.12125921375903731	0.4430340388574321	0.2803676904621655	0.23346499914738578	-0.18410875375299354	0.04872359518958804	0.10470698239423867	0.42018833519810667	-0.37154233746282206	-0.3316121247303692	-0.17358819880552637	-0.030677139024767416	0.32963238061116384	-0.08711547827065638	-0.00830053230486692	0.24455715325293553	0.10660439826665363	0.3699383168666986	-0.4042786643230006	0.09702781133362319	0.2657248992185853	0.077118895902979	-0.05440441709716705
ADRB1	Not-coupled	Coupled	Coupled	-	Adrenoceptors	classA	0.12703248246401733	-0.21208425509191733	0.35821753735029244	0.0018356564399668717	-0.09622833898417542	-0.15557004286539686	-0.34660716461412416	0.19533251469652393	-0.05008050736822502	0.201968010519482	-0.29660739875810577	-0.005743935937711211	0.1798442562985192	0.09549271180338788	-0.34271046807071837	0.25068246091657836	-0.04106786847727371	0.10801763396698598	0.08529323018496765	-0.19784701059687498	-0.09305126882045085	-0.11012104437215176	-0.029567324343389198	0.022787457816419263
ADRB2	Not-coupled	Coupled	Coupled	-	Adrenoceptors	classA	-0.24852133797486212	-0.08050527690441556	-0.016913014720591594	-0.09870021233031538	-0.11083632625286258	0.10563658713725793	-0.04363079911325821	0.11454054503533437	-0.24866479769075084	-0.17286823448580269	-0.009844188403157888	0.05069447564315705	0.18465481409757142	0.03356249994939429	0.24152286065862885	-0.10711640912378481	0.1746570489868569	-0.20885506549769398	-0.22711119540645774	-0.005579567154886575	0.1738202221310854	0.12218906355256473	0.05761955027413378	0.1770192359687871
AGTR1	Coupled	Coupled	Coupled	-	Angiotensin receptors	classA	-0.1918089764277147	0.0572609859317104	0.06945201572759575	0.025671300900372295	-0.330973143477917	-0.00023312909546752895	-0.06290826117334083	-0.04602264205665848	-0.05489715240334796	-0.05472832900972561	-0.2737530374834407	-0.22812982445870209	-0.16757043616705297	-0.2271138973275061	0.06144291976664004	0.04606985836002899	-0.06903250380611099	-0.15549579816619316	-0.10168146008297396	-0.19770990401214183	0.04194169437699154	-0.22809005413211755	0.010668736410349404	0.127797851594341
APLNR	Not-coupled	Coupled	Coupled	-	Apelin receptor	classA	-0.19279272022900018	0.23936074826906206	-0.002343195520988206	0.14473846094348655	0.478145930049546	-0.2743562774359642	-0.11124664464551369	-0.12522184330761676	0.023960591702552915	0.20397941955758447	-0.17743030676363605	0.21189907793460067	-0.12091068366353183	-0.40180514104025106	-0.16170469490490927	0.48152507575042525	-0.08012960122283234	0.24963239597246267	-0.2805603825393025	0.20848407171369995	0.4205121349751594	-0.26193179669557637	-0.0028449316046316865	-0.0033600785152898085
AVPR1A	Coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.1910393006032188	0.1321677016368093	-0.07003902432943956	0.05284289845904247	0.1671552647231345	-0.039344130974090924	0.15903876613035609	-0.11821248254490375	0.342842617408467	0.07478472106771453	0.06507176509001467	0.12151993069563075	-0.2563961674125142	-0.22908407028895603	-0.13326753133930921	0.3698017644650698	-0.061560739738192316	0.024975334902598387	-0.17361794707771905	-0.14492440012745578	0.4063973244720659	-0.22123475223560213	0.047041469207672604	-0.15743498440605194
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.32582636406795606	0.06087372013984842	-0.09979829079609721	0.05620201161046911	-0.19477743171597564	0.1265381756431729	0.13043676653918979	0.17696737769057036	-0.12841334113683225	0.04125046155840668	0.2180779744191572	0.15670806394948722	0.08351235886262978	0.0316572668864035	0.16790276203167287	0.11602578190790527	0.0410040354609072	-0.1141427305117945	0.03140806797969884	-0.07419064018400227	0.11578311713451764	0.0388220177054903	0.038380450189240356	-0.1048231880913887
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-0.1184079800011215	0.14173721270220396	-0.16247650782973397	0.175516002191778	-0.18622081364618398	-0.0930999253723436	-0.0898238015115887	-0.061232842529136744	-0.24633146154110958	0.006917801862708199	0.1703232872043785	0.1270215626972034	0.08933327539426941	-0.1040579849253265	-0.04373644604921767	0.1414640634549469	0.05846754585820629	-0.02085429603068014	0.007925749720995195	-0.05575781912987002	-0.02741558336311241	0.07864995378950163	0.021449343810166683	0.0031023607364912558
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-0.1778422249396731	0.04308089780044599	-0.16396850055330528	-0.3154862529450412	-0.16532687981405786	0.08607678990872011	0.037392486726305074	0.2280895771976375	-0.1040743797348578	-0.0934417604314437	0.020112462070557693	0.05308444159673347	-0.1464883018447742	-0.1682368067285347	0.053179225516233455	-0.09626243857583962	-0.2992716918994239	-0.10111980200663907	-0.17275235533513716	-0.3085634543287137	-0.06591803056935107	-0.014706588960707536	0.023997121720686902	-0.02943847009840722
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	0.4760637205961137	-0.118459201463857	-0.08536489024294189	-0.279650260805209	0.06752503200049499	0.42123900579644774	-0.20293272099972573	0.059435673838939225	-0.05065978093266	-0.10738188601261525	-0.16370900736516625	-0.049039254248458314	-0.1511863710877198	0.24873388751589257	0.17655884901191585	0.09672835274727479	-0.006983277563278961	-0.027986222768171923	-0.027314042562024143	-0.10222384069200734	0.14990753424822628	-0.0033271078457101453	-0.3140465749225285	0.024902610786672195
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	-0.017903979498300113	-0.09960588285701988	0.14582719961916754	0.09048883381470041	0.15690275919961832	-0.19383858632569043	-0.015776138276863114	-0.3015516377677274	0.048816958458791006	0.3233525671390184	-0.014473865645438658	-0.24086441800533426	-0.013798074386059487	0.043598123332015716	0.07007180912408209	-0.34200053307513495	0.015938996988658388	0.18459677491550755	-0.08846439397857861	0.18525571274476738	0.17216231067037052	-0.29319323873465586	0.0007367453279084605	0.10265544347273013
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	-0.3332591444395284	-0.0536850637364565	0.02396513715044089	0.15948842232493976	-0.26976230850216054	0.10370047995455146	-0.12185738499986312	0.01643575608527987	-0.22253989378710418	-0.051875389409143186	0.0541480325293181	-0.10545039531655132	0.021668530525569506	-0.3549668458740776	0.07811059839949246	-0.2007909143116211	0.009011242829318976	-0.10467947167250295	-0.3062348722113916	0.008284023418948197	-0.0496175895147338	0.10640121528528891	-0.019603283416771543	0.22602605031101117
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.22506068798174042	0.03299206754782298	-0.10624576534525408	-0.028171380274442222	-0.16387993636664588	-0.02312181193401577	-0.21535913162812753	0.10623220057445208	-0.2845386268788338	-0.17468770342269332	-0.0026084817953854695	-0.14375320311919718	-0.06830097090360276	-0.08813117504467331	0.010096589872468902	-0.1412703387745539	0.20521953698695883	-0.0498666758771147	-0.2217300358250856	-0.008865484096344163	0.0395928769844518	0.058536151963280145	0.03812665927559815	0.21764263473769307
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	0.04103289566723844	0.012242040757909254	0.5374892275836505	0.5691627582552139	-0.11487171792232385	-0.21063904870306477	-0.010535980461923142	-0.01324040330478036	0.20640478600706652	0.11587397756146094	0.10149075475107157	0.3190314187838505	0.00985752081080264	-0.11721705043648702	0.056337371370321646	0.001485007745201477	-0.08432786499086051	-0.22880396609115666	0.05503279633765632	0.1858024205394319	0.006698135054849733	0.047663585335812	-0.04694453862500352	0.4683924220493666
CHRM1	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.3253826414266717	0.015437125691312862	0.29070117233129883	-0.11648687110269747	-0.2527782983882145	-0.23119057687141376	0.026160120594076804	0.20067376209321555	-0.11177284201992102	-0.2504320503170314	-0.1257514575356265	0.6429015222920451	-0.2751355503550716	0.13471866876920308	-0.035251994018524205	-0.04776957683125545	-0.22525208033041014	-0.25272550683711503	-0.15192699023239017	0.12257124041298681	-0.03165144997040181	-0.2906572635038879	-0.07886588786892126	0.35896343052735524
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.488619455964297	0.02871227482140468	0.25087026561259124	0.5218637661036777	-0.03983886811575762	-0.4328445817800707	0.09942976485454978	0.08368211904027993	-0.23082684407170803	0.05559033330675906	-0.10616716300154819	0.1790844585789769	-0.2915565411552826	-0.1084554243181072	-0.026600703521232578	-0.25771781143413375	-0.4122863919504723	-0.31915778806072315	0.1788180218888211	0.034912022466924646	0.01454111123474654	0.12499957042948084	0.00438153414760795	-0.04199888851011103
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.2511922743502907	-0.135370934508634	0.38040563840574276	0.07269040911890866	-0.02300762787250952	-0.09592122743285306	0.3718311133593664	0.09505206136766262	-0.04608922757747239	-0.07515433292003824	-0.00808386962523921	0.5157008499255203	-0.0949979002306767	0.23436976176412042	0.12143549615748114	-0.14326769724827182	-0.28000051695672623	-0.2358828981861913	-0.07958504230802807	0.18606286231156371	0.060981347954586776	-0.021696135061759755	-0.04651378285571217	0.07470630944080164
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.5062703443229231	0.0623159035281414	-0.4741523702345163	-0.12793995232109273	-0.07496564087456031	-0.30870906641529056	0.07675099213316973	-0.41912327700665497	-0.295869442046754	-0.3924464625905357	0.1617117311198988	0.10555555202108013	-0.03153891598120651	-0.10826087907435038	-0.200500180848303	0.22509809216471713	-0.05198066691959948	-0.08183375921005567	0.17463899893167312	-0.16449600209705398	-0.1432318131304764	-0.23422182779576758	0.07148910154883278	-0.37654006620258945
