Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	0.045595864236544804	-0.3842780950268395	-0.3330780520252701	0.056868815973206366	0.14495036699518063	-0.055596665468691756	0.4738109454386679	0.3097493386871258	-0.012285315204393557	-0.1595992507002534	0.09487557479478757	0.024782198526133475	-0.18214438040892705	0.2565400834663522	0.16433858987151553	0.09551629115542684	0.13270781133864912	0.31067290147785276	0.03569887485716486	-0.09656470462006828	0.06058816915498652	-0.01965086416617066	0.06952477655619388	0.041725873251444424
ADORA2A	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-0.22383997228908153	-0.06569999661449695	-0.42553267215859314	-0.00861123797840507	-0.05713433719907687	-0.26614512694162334	0.20287650091442352	0.09325796290036141	-0.26744614512691195	0.09816032589350535	0.12398776079917731	0.07235693758863114	0.0420981574063857	0.2644890048240837	-0.13582790695089267	-0.00735088385202241	-0.0537757893641193	0.3639761385271409	0.32805656539946915	-0.2829040803101125	0.08882397076102944	0.12143102653768727	-0.037172409664909895	0.10562298291178224
ADORA2B	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-0.1624260290370109	0.1297704651322976	-0.05855922995962326	-0.1792795300888658	0.08578820846940927	-0.00016163620286032535	-0.005626894995029939	-0.08009265325682736	-0.01869851123811418	-0.10158607560547801	0.0065461740644563345	-0.2907416249640846	-0.005714248732229488	0.21167156466893045	0.1753756173689992	-0.08295064027418614	0.07912815997408032	0.36475639219993966	0.5891310720388644	-0.05719502049474002	-0.004119883054370501	0.13499257983691168	-0.04597158268982399	0.07142060920352972
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	0.06955765772730334	-0.09339264632878307	-0.12808498148845676	0.22179875703754456	-0.12666233443826252	-0.12357139474835661	0.5131253106647257	-0.029578842291505085	-0.3197233688971388	-0.35721457027905135	-0.06042946340445134	-0.30709047776251663	0.10646716368860788	0.09103426631952524	0.04024168097956044	-0.10659819707438176	0.1565425510526405	0.0982074751588488	-0.2529631109933316	0.0727409108451618	0.0958022218355336	-0.061584675111302875	0.18096972950235932	0.008399557859805456
ADRA1A	Not-coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	0.04743459919999877	0.35476146644249495	0.19865061201541426	0.5801495861099455	-0.2742224072606641	-0.11506495969640816	0.055814352379101845	-0.11276192433236135	0.43087297649028256	0.3023502842420054	-0.28779422630084206	0.20124243805167155	-0.2242323554987167	-0.12900089282256336	0.34578519500484495	0.30962314661589346	-0.08934885813958476	0.07791435096059188	-0.17560950585103377	-0.009518144981907329	-0.008672370458698212	-0.16768550951922975	-0.167707819318589	0.092304552430924
ADRA2A	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.12255471369493315	0.3892769475557515	0.05010100076282058	0.5029932321271126	-0.18039110627176472	0.03986588623025335	0.31431978740143274	0.12565261237007763	0.1005557692754004	0.42793739552243504	-0.28102379732479577	0.04901740518661112	-0.03766339207657518	-0.026168554100784492	0.07336823601402437	0.35178830476861833	0.0027944125695721243	-0.08341115226303482	0.09045512456437232	0.02905219251226749	0.07262219428109692	-0.14720058199467703	-0.23493965937941863	0.04460323481052195
ADRA2B	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.046654041920504305	0.08688868753285928	0.22031827248307076	0.5882700930568523	-0.08495307064268832	0.10152686323756677	-0.41342271592407	0.11496297698383327	-0.0764140591706617	0.31874704452341895	0.12018563183472403	-0.2532063577990797	-0.040123482880822556	0.12758955596019564	0.26212739922292233	0.42834778097044945	-0.12145719996665325	0.2347725506604309	-0.16143316050788653	0.18363643107889316	0.02400992133571045	-0.16725776137277348	-0.024791726796804116	-0.10532390080672543
ADRA2C	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.11133434563977124	-0.4293956063677281	0.09215378399238426	0.39662815749352054	0.38012612518394057	0.3765403070698336	-0.22340308802795708	-0.01996172550904076	-0.028463443258260224	0.41356553670237745	0.2453532165183399	-0.15242735524199447	0.12603258797064698	0.24242342887720844	0.3595555134346438	0.32084806988395764	-0.11766783840551036	0.14477892333234924	-0.2150629613011255	0.08953896596558257	-0.24019541160902655	-0.14964834122913342	0.23111395412033908	-0.08082089173891675
ADRB1	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	-0.08835626286334748	-0.35973799387688915	-0.11992944818181095	0.25540170698559095	-0.21576233060373048	-0.2846439704801163	0.05133995554711969	0.050196711214100354	0.26706084893659626	0.3084013799377864	0.35442265105011633	-0.09082212949792809	-0.1408502288337068	0.08131703387492877	0.09048584247333094	-0.14417632635112942	0.027292117180140844	-0.03714666868991127	0.07867459008826948	-0.01922221304836718	0.07111306426535903	-0.013703094977619032	0.21309360987794237	-0.02167151031516299
ADRB2	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	-0.28265095499450527	0.008994703999915964	0.11663662156735062	-0.03578410548123083	0.04643352611573419	0.34427896766942323	0.22523324931641228	-0.07811496061076731	-0.3054676633498714	-0.06637604009424307	-0.10274408141246828	-0.08565297250426836	-0.17951256828662832	-0.11696106110732256	-0.09728649814498219	-0.20152314537167512	-0.06206231269077944	0.008526441697065715	0.10421210971319517	-0.01542671007009086	0.024075766760544536	0.06188561896115308	0.004167116483392241	0.04286495709551968
