Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	0.2372697284165592	0.06643474270143485	0.45753782471874926	0.2072526834351694	-0.05806515409021646	0.008366848278239978	-0.2529585951131515	-0.011735637091115627	-0.13212669415012587	0.07882006140735068	0.0028402174034630554	-0.029552591344587494	-0.09224667357771438	-0.23393768989094882	0.5875767950163144	-0.18432614655169674	0.15696949163294813	-0.25036599345037813	0.06469227724511728	0.07306790004809123	0.02563867919614758	-0.04459120913142642	0.08926508355996361	-0.035060664333295105	-0.0014197762670523338	-0.18739985788184096	-0.08350105899365108
ADORA2A	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	0.1355589931551291	-0.08971071439995161	0.340952557038896	0.21534407102539807	-0.13326903637210993	0.17668636507823382	-0.08529573026784741	-0.14646630723948187	0.07936189493687029	0.22349288791212057	0.005379829076919189	0.01946529186181673	0.27774572375046175	-0.12200210680435468	0.3775193080347976	-0.18043968143017844	0.07555486832827775	0.014273626583431433	0.05008591531217924	-0.22591362292098335	0.13544526048137853	-0.020163259921965278	0.06960534732743444	-0.0588930520433397	-0.31565129426705735	-0.13755405761286507	0.05288646219243151
ADORA2B	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-0.08838507395100963	-0.18858447283028623	-0.005393571513559123	0.12794539358818216	-0.34563673974632086	0.0022777631703498253	0.11944438256543952	-0.1673507747391566	-0.004442731853244161	-0.06714200304310967	-0.056907570189043855	-0.038167713944459405	0.23698941504852394	-0.03809291581909917	0.1685867494811369	-0.2401018912166118	0.06554507907800608	-0.22358185088615673	0.130125892556537	-0.17620594577510115	-0.09880311822929427	-0.0898360754860047	0.25916110922456337	0.008491125896806138	-0.3115570418593925	0.01726166462022974	-0.0060759533676608465
ADORA3	Coupled	-	Not-coupled	-	Adenosine receptors	classA	0.27559686347587364	0.14718694521618272	0.08587003204794565	-0.386757013271482	-0.05094724406979472	-0.0077823779824751724	0.16863562784292088	-0.0913859273553915	0.0027948772958091847	0.20110794824417874	0.07659201742506473	-0.1446031876232016	-0.10175328476241384	0.014861534267915363	0.38182807142728026	0.04474714074023205	0.18617272310227562	0.13479399109500786	-0.1497263460813219	-0.1307590989585509	0.4276002435693099	0.019476757770795303	-0.011391461926241093	-0.16036893005163044	0.1354651841336047	-0.0838400567196297	0.07821027567800408
ADRA1A	Not-coupled	-	Not-coupled	-	Adrenoceptors	classA	0.5481375682732204	0.2515699871023428	-0.4920030879262879	0.15712701679999555	0.010549613679656632	-0.025184257509614203	-0.24939485174406067	0.36382044836805594	-0.2773764193360356	0.2289234487493258	0.3543161563806358	0.07144880561053336	-0.09090340780169671	-0.004121384650241394	-0.20955436322036414	-0.21616929335645038	0.17256796500997346	0.0785701424973253	-0.006610341742558808	0.056102789769998794	0.08249050561422527	-0.18623426085995606	0.12986984115053743	0.4051661148485071	0.0053457929951064385	-0.18985021798630938	0.08383042975524613
ADRA2A	Coupled	-	Coupled	-	Adrenoceptors	classA	0.41621867385468986	0.1500919186955792	-0.34230515877258005	-0.12021192621196915	0.13934549903367519	-0.20085486319673793	-0.05383044642546547	0.2654090662304267	-0.4946948518366525	0.08609283436185194	0.40537664679666596	0.022079041629300928	-0.1220756174469888	0.06642783651498456	0.05668754977436288	-0.22718638877680733	0.057611064551883695	0.03778576352807789	0.06580685684181603	-0.009771531011293858	0.2183866118271132	-0.22284425850390072	-0.08545329670936345	0.18389329022632933	0.05092942271152683	-0.1761235371915374	-0.09115335363966179
ADRA2B	Coupled	-	Coupled	-	Adrenoceptors	classA	0.561691761195788	0.16641465341585135	-0.28500807285833735	0.2564380749780061	-0.044499089515488546	0.39367524384546054	-0.30458426066356425	0.1984851078358247	-0.213412273445169	0.2776504971047355	0.23979568571727547	0.2807470344024251	0.08417350238576703	0.1109249883130217	-0.2422793212472071	-0.05829405674438332	-0.184559558962707	-0.06718242497483683	-0.04203871219875295	-0.01760810231280508	0.1093607680824821	-0.17551205171115924	0.19963420043522548	0.4803696408239871	-0.2042965755108893	-0.14413551157171675	0.13623008608598533
ADRA2C	Coupled	-	Coupled	-	Adrenoceptors	classA	0.3179649216545123	0.14277349530872552	0.48642420447804763	-0.13336489871087998	0.08887748072141598	0.16429860278208705	0.11231764468633886	0.31553495889402017	-0.07375479308058316	0.256389866008905	0.1330276326900868	0.345622225804544	-0.19557998767390714	0.29399516341442744	-0.20635449126659544	0.18785637743540484	0.06544245485345399	-0.21498115018031105	0.045947396076572285	0.05824823053484434	-0.21084386151842274	-0.09587020348082649	0.25368697062868606	-0.14365204274047552	-0.16960960369299277	-0.13354467603107778	0.44520046449893613
ADRB1	Coupled	-	Coupled	-	Adrenoceptors	classA	0.1993474237873992	0.047079315432794366	0.1276268325314711	-0.46406545283407563	-0.04228027242022441	0.20954775199836223	-0.23563055188292084	-0.04854784808643257	0.1717253433797866	0.25682293213621776	0.19707410485575302	-0.10744132036498258	-0.13964855659750136	0.15089469560124835	-0.10787765685104374	0.15207461841436157	0.3194196881054867	0.04328920003380807	0.1420209269761554	0.05374480250239578	-0.2668858002524263	0.25646641486520305	-0.0028010228402321727	-0.37039794548218596	-0.040481538030339964	-0.1506643832793097	0.5387155084220334
ADRB2	Coupled	-	Coupled	-	Adrenoceptors	classA	-0.35578918399642234	-0.26250980147707126	0.07514881635903575	-0.07586093228113792	-0.11878092720310097	0.09098509510077563	0.21195037057467353	0.28197700024976624	-0.40679899976271694	-0.07241926094425342	-0.04271200420141738	-0.24743178220849632	0.1988439820848705	-0.17023902929870455	0.01661990190747369	-0.1096954579500349	-0.2059639837294893	-0.058647356273290104	0.20313486934194636	0.0890963677003827	0.07627763912771501	-0.09483859835650443	0.11331872437836898	0.059493947512153214	0.018016916207574788	-0.06331338173399917	0.005629200123819212
