Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	-0.2679244675864133	-0.22007173132303723	-0.14014662879207374	-0.008041087444668629	-0.18896738056389795	-0.1346260926247489	-0.16977779918968253	0.026355207028110422	-0.4489764069486097	0.056414870739288685	-0.04503068911822715	-0.06909748301722592	-0.08625564080238993	0.07085332922636346	0.08167360858471155	-0.3784677241643573	0.23689514692597832	0.08625786748838073
ADORA2A	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-0.08313125619886841	-0.2962577948763248	-0.004680835208589377	0.010574920175236185	-0.21540125366117288	-0.14184371126304365	-0.36005808300619546	-0.0539054788923853	-0.16606113385132404	-0.21721842713964737	0.13234799437331024	-0.18429357168319155	0.09672324528984928	-0.14120162198810873	-0.10004245760741494	-0.16552958033075085	0.46958665264304816	0.19907160777650215
ADORA2B	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-0.10578459860121961	-0.2449566870088574	0.041354977060542246	0.0535045927521757	0.1505463976060169	0.025592663364245295	-0.41057325222483443	-0.02451293607654172	-0.08838215670707136	-0.28474960738082383	0.4062116369996968	-0.35089626138524316	0.020213476760187043	-0.23412164185857248	-0.004384394067291147	-0.13684079398553833	0.46998815678434464	0.08986953673328103
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.2945752355823319	-0.18446294108669364	-0.20685991280373636	-0.10964230218796367	0.28806839895758113	-0.12216617490856288	-0.22949126882194096	-0.04451445695987983	-0.1198978902497723	0.5311596364545276	-0.13794660148961016	0.1327527162948838	-0.02482746008044643	0.08838844160389865	0.04399194152596998	-0.11891529377054762	-0.13906231890162915	0.20804966569900418
ADRA1A	Not-coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	-0.28403788181383577	-0.17020606291357165	-0.3777336255692931	0.35521751658905015	-0.09833511396127528	-0.2407401053912231	0.008356274930158338	-0.03986354541566002	0.2760463917554147	-0.2641849773645163	-0.29516777852579984	0.15384959897604644	0.04207819260205976	0.06985945318784878	-0.1979884330330216	-0.25174380181061345	-0.20136971449029367	-0.18875801730473116
ADRA2A	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.26696351153115433	-0.18759393298136406	-0.40218155046361204	0.22378889834764087	0.03373132797105946	-0.32830970975174956	-0.10964250208404877	-0.06906006607999982	0.37873797094731143	-0.1281822608636992	-0.2649234984846303	0.15556799519179673	0.09743864416947465	0.0852199972818452	0.02375659645198728	-0.21430280423692843	-0.13678328024966444	-0.12014709481500087
ADRA2B	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.22030722618651238	-0.2039053559238072	-0.3542676701466111	0.46587201787409793	-0.23662698456833572	-0.4502147840041179	-0.05809093940687494	-0.08406330683074288	0.10162042692229428	-0.4243841330657105	-0.39169047438930465	0.1342993047708075	0.18655745138248786	0.019467209707817124	-0.13715246951338866	-0.08556613079920715	-0.16551979734442981	-0.13701151264095343
ADRA2C	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.2948532084491151	-0.1525662302925486	-0.14512853577895093	0.12154470866049294	-0.31429610283716136	-0.02266526912437799	0.24744022460839313	-0.044921273559621416	-0.4419678638763354	-0.3228817880574811	-0.3827008968166851	-0.016817448499508888	0.2406104671185895	0.016770334955650557	-0.040310076221569666	0.041628932713309495	-0.12330534193985775	0.08987117414617206
ADRB1	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	-0.2734045038042087	-0.20892369822669793	-0.12341492569239283	-0.05193140625333111	-0.3291652330501599	0.28663145320749084	0.1703697341655887	-0.09715098944132572	-0.26871838670382386	0.25147535321544046	-0.06832412078304462	-0.09325810773208058	0.13974127520737825	-0.02990770018246182	-0.0017055806237302135	0.1400073136125837	-0.048451373747210875	0.20570765817709413
ADRB2	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	0.4631222240007041	-0.1644466948935173	-0.03601119124740225	-0.06868062254132677	-0.020104913851304352	-0.18890659569566082	-0.10130551420461187	-0.09660405443709336	-0.14190852687859196	-0.0020960954412152584	0.10545444574279654	-0.16048377129719787	-0.15425560002269922	-0.013544407548724552	0.22369964007318885	0.034297627543927414	0.01689631679893538	0.01541073805206347
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	0.35030826249157976	-0.19684468768940927	-0.06028620614695989	0.07045424650426017	-0.3980038687045671	-0.1804824083939504	0.04201990280261456	-0.13797670110106142	-0.24371126422071657	0.04570917431128409	-0.0790933469451047	-0.02960459434785481	-0.0823591810041937	0.04424692703220117	0.2505712348589473	0.10356337439179682	-0.08601331539578266	0.06360855032588966
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	-0.020481559033865775	0.06940969145798147	0.3810933218633388	0.03362228259426041	0.07646393459139117	0.017622799312692367	0.1387142418475992	0.005017103314255519	-0.46977594252387334	0.17530731027548999	0.21824546826033434	0.4675795279541503	0.2657615602047691	-0.0766011072440578	-0.05938249543048044	-0.33204288508870616	-0.1450483388064293	0.06469633929239349
AVPR1A	Not-coupled	Coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	0.0047951885335762185	0.09936287025033798	0.5237058346244938	0.16364960862933278	-0.0029704697718546946	0.18772884510191262	0.1839854697446474	0.027596448897045864	-0.20968075760566643	-0.11135286721565167	0.10401542012823191	0.2814323956005753	0.43735148203176594	-0.20136542409188957	0.06383852424293811	-0.31733982589453863	-0.09146929407644762	0.0028704429628336582
AVPR2	Coupled	Coupled	-	-	Vasopressin and oxytocin receptors	classA	0.3614737125889002	-0.1343748840649369	0.026524926341106116	-0.01855097419030741	-0.12142453322130797	0.11055517037480216	0.05797648704017397	-0.033125861760821405	0.1489166687845533	-0.22647935840314856	0.08171409326802577	-0.09278356325016163	-0.16631119062750047	-0.03954007586197194	0.13511811548952252	-0.010065216865632196	-0.029343279379750422	0.061692823855887285
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	0.24723815366110302	-0.07604216921564314	-0.014270055969713914	0.0820884024457076	-0.14475446049787913	-0.0313211945104544	0.09115447986955826	0.014872267793641253	0.013311549800841017	-0.07383626881589343	0.17495438860415172	-0.24335745310667561	-0.26005806465984155	-0.055076354634495006	-0.009536538707592343	-0.07240978160743941	-0.20728404334601755	0.12217682095607334
BDKRB2	Coupled	Not-coupled	Coupled	-	Bradykinin receptors	classA	0.3791908818415609	-0.10457017902514676	-0.06284111468408254	-0.055971959973631656	0.4737895177040037	0.0043146377730846975	-0.26543247751457044	-0.026612112538631973	-0.15184489478626226	-0.08864015712659791	0.0721203104409403	-0.13398648957160172	-0.10128405175795031	-0.06485258529627028	0.14299011491482744	-0.1882888332691481	-0.04363683799657191	-0.052238454139116736
C5AR1	Not-coupled	-	Coupled	-	Complement peptide receptors	classA	-0.04385519092278181	0.6269458389228817	-0.17385462757616807	0.3538078347835933	0.07113018501209074	-0.05485934893484815	0.026255185496686668	-0.13324234555821157	-0.2574650017989793	0.22139266815647146	-0.05649413024579924	0.0232317821671144	-0.10545309631478182	-0.27166488374280773	0.07045914495915515	0.06294152304714541	0.23685940199121774	-0.06793930327617338
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	-0.02305393284268832	-0.17549384575516136	0.36829251780554806	-0.03225485567278319	0.01647030441730269	-0.31352293222765787	0.09596645670940768	-0.12433935600742112	0.32337324500276526	0.3198336846247348	-0.14663247458272485	0.18580305244244552	0.044732133149210256	0.1362802525567165	-0.028589232068051498	-0.007915740598675825	0.08758208145776493	-0.010614085001445655
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	0.4525223609515788	-0.0826709698709021	-0.028092555955948683	-0.3139995402053115	-0.12243782546313207	-0.3647158604165148	-0.1587617316375886	-0.20039576850193527	0.13474510663949754	0.129429199165487	0.0067970762588966975	-0.2883412394054957	0.011388073879704693	-0.17866070316002908	0.05716066057696146	-0.11730562551584854	-0.11025368715838565	0.0017922155791287944
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	0.4577481654146316	-0.054837381929342004	0.012572095763252893	-0.10754953887727292	-0.18731678588327275	-0.39647704575758785	-0.0035058876610042427	-0.13625982972223485	-0.08342570187614522	0.09340991018622688	0.13921185961539603	-0.28565548393738144	-0.08350776016024745	-0.13361630890931894	-0.024072011501263074	-0.20980244317143706	-0.12052687482508012	-0.02975835271277346
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.22400564202569206	-0.20116985232288065	-0.3533879002927098	-0.4527815767710174	0.10282356786869136	0.060775285352493755	0.43229122147688503	-0.12388611451553767	0.20507666181005574	-0.198125473997722	0.1283707159957198	-0.020603879157883705	0.2922497408456011	0.03741504358115665	0.18072639068861815	0.12189294292564512	0.15412509671323205	-0.1760598967994517
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.2629313516532601	-0.19072417986932028	-0.34143639324589675	-0.14660638026813422	-0.025014854116546293	0.06948056758282194	0.4503274938055761	-0.057742663862657015	-0.11895748114948601	0.0783309892935993	0.3172900602718358	-0.1320633740021744	0.20066018009309222	0.044739267643079846	0.1967545243151811	0.08962639860929689	0.2358193167433788	-0.42248133038065017
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.4031561451347266	-0.11448689356441705	-0.2911070397242237	-0.43881038947415135	0.1458223920350762	-0.02632068675120215	0.5701038761905503	0.04617257192828118	0.004356685863408589	0.04206966316452804	0.3642011560619752	-0.08155774691091247	-0.03151286364860487	0.16056418650401197	0.06523710694398421	-0.044704608984980465	0.01243402673562884	-0.23993245420490206
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.26063246836845794	-0.18044020769390917	-0.28908735344530767	-0.1356406704197991	0.12049196390639004	0.0010433161408149154	0.44495890006147804	-0.03876040088092744	0.05672321317799763	-0.1582444079350833	0.28479575707523774	-0.16013386332495186	0.236546289105915	0.029202497421611625	0.1620924480569153	0.08130430672020338	0.2339200007154769	-0.28697612135934386
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.45708696745323923	-0.08213240483651696	0.08826775821882987	0.26427293582636757	-0.19895824726859146	0.22680892145215253	-0.00654968459052816	0.24736513417185807	-0.22285507726982393	-0.020207583314824494	0.20618729187256646	-0.18118705940145105	-0.418860805239406	-0.07243682614162962	-0.002162358308897739	-0.007725329892500228	-0.20871328808058778	-0.1539046742513673
CNR1	Coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-0.3182287461968165	-0.17233647090866425	0.030416088624366254	-0.21667740365343327	-0.25356577690163185	0.41350421265717735	-0.2256790672676917	0.10410283235870425	0.028252710871945908	-0.10331783319764894	0.0005736980132974743	0.17068334964734816	-0.24876064593868397	-0.07919119208895013	0.06421501255441517	-0.12064781791111116	-0.0717116843215729	-0.09158794460656745
CNR2	Coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.02347941164459528	0.5927327342302444	-0.21775316378907875	0.32748345473401824	0.18558656915657526	-0.09241921671631016	-0.1245531268571882	-0.129148137233234	-0.13080240133524562	0.06815974853280007	-0.05480887725599136	0.102156539456425	-0.05803873525219763	-0.3457549260176681	0.1792556789751157	0.21414544888871914	0.24749318162244305	-0.0867849947486899
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	0.0742702245850403	0.6115681982159527	-0.26184373513619885	0.12777863948225482	0.18138916103864658	-0.009571644550536386	-0.14177256698069782	-0.24546747050603077	-0.019597852962203385	0.21682407049585173	0.006813455951486614	0.12212345428072705	-0.07551159196793111	-0.35853574985819947	0.11875123326112663	0.17444817772377888	0.3050387680245436	-0.036975860220287024
CRHR2	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	0.45725021266771193	-0.09628647146766091	0.014206598315053252	-0.39356187552882893	0.014037250544046257	-0.34174883963377484	-0.0008831177019586498	-0.20736358009167868	0.09948024336574629	-0.12284867394515087	0.14059050226887437	-0.18923768314117612	-0.010127703680887981	-0.16108863399423246	0.024978008338796768	-0.04860363996296317	-0.24517685113853704	0.09789668433573485
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	0.5157155960069917	-0.0831861168362439	-0.03220050883131925	-0.07957991685144947	-0.2523272433018751	-0.369762742593039	-0.02593654073999837	-0.19749706165971792	-0.09999083645950542	0.06341058150620346	0.1318225713547472	-0.3504877591937541	0.06358243509659275	-0.2312866421710508	0.09425492257062724	-0.09528357922371114	-0.17785222426078834	-0.08228247800948142
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	0.39459409291745595	-0.0719914433872606	0.03041809954545171	-0.4615473388920634	0.03272935385293747	-0.281984495060519	0.01046111390036844	-0.14948364158054986	0.23963575561418843	-0.1076240595727231	0.10583818765127699	-0.1598216317621059	-0.052376060737886615	-0.13069503113472772	-0.0648038074781557	-0.21601964269224772	-0.2379770964951931	0.0984288101954848
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	0.5396959514611318	0.06032474418353213	-0.13820842494182	0.31404313054811916	-0.08639073595856744	0.016634835392948976	-0.09223280056396754	0.2015120981866502	-0.10448926688368788	0.010566576585332468	0.1288529736897477	0.0912919009583109	0.08335281926550671	0.09683473276306058	-0.08904992746968239	0.049993166300216774	0.13076776411900612	-0.04439621951620742
CYSLTR1	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	0.500373527767757	0.04553302678678363	-0.1191389176571051	0.17605789179335937	0.061736782243896414	0.1582027711948606	-0.021553452268818406	0.1680385536630319	6.887110044602725e-05	-0.060232533272268324	0.12432961191633712	0.06606093572143464	-0.040968243110515536	0.08465011371781471	-0.1497041898133212	-0.007561944491611325	0.026223682202964005	-0.054548614417074016
CYSLTR2	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-0.3168994330611155	-0.189295077270156	-0.12019878797235724	0.14311666002939272	-0.25787595218911286	0.15902825062620057	0.10761992277272849	-0.029426974515568513	-0.15358051892327135	0.32681273375684544	0.01320656844007286	-0.05022532957671998	0.07997200706446053	-0.021962920772434828	0.16752853972326615	0.18594098202876352	-0.1232355221316638	0.38522845611089396
DRD1	Coupled	Coupled	Coupled	-	Dopamine receptors	classA	-0.25995717875309715	-0.2007082254166436	-0.30025363277891315	0.07414748137376223	0.3475914485999474	-0.38213886326623336	-0.10051929644159799	-0.02671333453345159	0.03974084779849727	0.015677579615627893	0.2591865360756018	0.15428920183391884	0.026715581381845724	0.09192873981782444	-0.10833740225792578	-0.20438055828633492	0.18164785770404923	0.03173003787131657
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-0.3441950949313857	-0.16242291273941548	-0.08130043777578172	0.10801186246820546	-0.319322061499494	0.2221608837104974	0.22801009215379422	-0.003082589207817566	-0.07711131431321244	0.18806059025349148	0.04795011353673895	-0.03448633020451189	-0.0348070247503769	-0.016898738241536086	0.04574017305678264	0.17810079635836804	-0.22358430234813073	0.49409716294216033
DRD5	Coupled	Coupled	Coupled	-	Dopamine receptors	classA	0.07036920456308238	-0.015287488202672346	0.4917305605795695	0.3244675882306572	-0.2385578786060387	-0.2302999749961216	0.3788143393144621	0.11859557541873111	0.21836655893841384	-0.16588494580254828	0.18539802875824965	-0.0809134646391471	-0.2450404001279316	0.1317525120195546	-0.019070675718954943	0.2534519896690791	0.11554987655841541	0.10105203548775062
EDNRA	Not-coupled	Coupled	Coupled	-	Endothelin receptors	classA	0.20583369226787912	0.20514953430466093	-0.15488127414976988	0.1752731250140141	0.22155391940286576	0.13271218323101594	0.1795965693961514	0.3923573780315755	0.14518075154830642	-0.19781604062948263	0.27879229628003155	-0.07089312034791531	-0.14921038732547143	0.12873101556058952	-0.4559639385265078	0.028506675104550523	-0.2206543969413696	0.024135596216458804
F2R	-	Not-coupled	Coupled	-	NA	classA	0.2599126418054717	0.1959915252275526	-0.09315927909696668	0.44899499482331523	0.37118055544038286	0.045485662908468054	0.00039189448496967846	0.35632539603682933	0.0791988473943405	-0.10638288021372967	0.30829982645958426	0.022302184244664677	-0.0637703892862807	0.11362676542999738	-0.21596749641320556	0.11955168610211027	-0.0813044056540159	-0.012833679992165921
F2RL1	-	Coupled	Coupled	-	NA	classA	0.3013093728856641	0.10190182293775445	-0.24430546079124918	-0.4213697885221478	0.3042319464082081	0.06352113546936167	-0.360352072321266	0.3045600794897979	0.22055758016744248	0.07107435847110184	-0.14237549369051694	0.4286418873930431	0.19120414294652757	0.18947944607568926	0.13930017759501104	0.16268337629504434	0.0881000387507208	-0.018469187528251375
FFAR2	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	0.259272728720341	0.08513796494846328	-0.363193472897083	-0.3038180267532091	0.2222143049218402	0.11103250591202722	-0.3577755578744045	0.28568858555567583	0.2075767191653634	0.11427939803388226	-0.1729799682590228	0.3738783444455937	0.0973517220614722	0.1818572809351787	0.058314108760815934	-0.05526994923867577	-0.04151991682751828	-0.03909683971061797
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	0.051883507482395966	-0.09134953198766087	0.32421767398876056	-0.04205850563339043	0.033897337824723484	0.4111228252189616	0.0708931955543086	-0.00409922103445524	0.538506402788481	-0.03345563573599649	-0.1003196936398023	-0.07031522158805302	-0.07425132290347002	-0.09291166061929926	-0.02844255341750658	-0.2009243312302966	-0.12982842508493833	0.15456115180404192
FFAR4	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	-0.06782524465007253	0.5892384706276165	-0.1063785043594812	-0.22311541978894875	-0.16579496637418437	0.029221660638606404	0.2480157670498549	-0.1512631191304471	0.10553087267109441	0.012518218975226023	-0.17052937732610132	0.08747397479190563	-0.12625817301532855	-0.24658402744949556	-0.04304169801470371	-0.08902628989982737	0.051013737971947165	0.07899505928614126
GCGR	Coupled	-	Coupled	-	Glucagon receptor family	classB	0.24293228801889674	-0.211067347927462	0.4798469817229188	0.06320207311836538	-0.2608286303933175	-0.30888528332161586	0.19271699510095244	-0.005441735924527892	0.24010304789903233	-0.3428413145634635	-0.1185277055342915	0.36211518803692067	-0.18502746725742386	0.23579856559950757	-0.13573413800428036	0.15799155236488596	0.6550487764822746	0.09077638912983689
GHSR	Not-coupled	Coupled	Coupled	-	Ghrelin receptor	classA	-0.07181055962988146	0.5964033813822633	-0.11920356378850391	-0.13450237953195765	-0.022671817870878103	0.037296080561016715	0.20779363941703655	-0.11624002477794443	0.12313736466246049	-0.06817378464420876	-0.18291230100064784	0.07887840764247572	-0.11998208476849899	-0.2682923280581718	0.013780154386110783	-0.021738673940182068	0.040591107623796086	0.08603693633949068
